milliseconds,EGF,I,RE,Rd,Rp,GS,Rp_GS,Shc,Rp_Shc,Rp_pShc,pShc,Rp_pShc_GS,PI3K,Rp_PI3K,RasGAP,Rp_RasGAP,IRL,IRp,IRp_PI3K,IRp_RasGAP,IRS,IRp_IRS,IRp_IRSp,IRSp,iSrc,mIRS,mIRSp,mIRSp_GS,mIRSp_PI3K,SHP2,mIRSp_SHP2,GAB,mGAB,mGABp,mGABp_GS,mGABp_PI3K,mGABp_SHP2,mGABp_pSHP2,PIP3,dRas,Raf,aRaf,Mek,Erk,pErk,PDK1,Akt,pAkt,mTOR,Null,aaRaf,PKA,pShc_GS,ppMek,mGABp_pSHP2_GS,R,ppErk,IR,mPDK1,tRas,tRas_PI3K,ppAkt,mGABp_RasGAP,amTOR,iGS,imGAB,imIRS,aSrc,Ri,IRi,iPX,aPX,aPX_GS,IRSp_PI3K,IRSp_GS,IRSp_SHP2,GABp,GABp_PI3K,GABp_GS,GABp_RasGAP,GABp_SHP2,GABp_pSHP2,GABp_pSHP2_GS,imGABp,bRasGAP,phosphorylated_Akt
0,0.9965048258137118,1.3490276843356792e-37,0.06538044374288564,0.04488674586193279,-0.0006617908758147146,199.99889715089088,-0.0003316631897975446,269.9940684490733,-0.0026345752097652886,-0.0016068809679465371,-1.0125417612435236e-05,0.0012919863160490144,200.00955599178488,-0.006038447561330654,49.999999724375435,-1.0602316643766058e-06,2.3446768962377226e-32,-7.319751876479156e-29,3.3675684685096864e-29,5.201573131338273e-26,300.0113539639657,7.468885244098415e-28,2.3404109901404717e-29,9.534242347915788e-08,517.989176983757,-0.015933323285129312,2.9389628902553605e-06,-8.031355527102062e-09,-7.368398687650379e-07,300.00000570833157,3.4968289810055935e-07,225.000373509619,0.0003793050174255405,0.0001383647472423488,5.1791468951967806e-05,-0.00011590977950768609,-1.8234429845257694e-05,8.962880862445084e-09,-0.0028275375918929355,150.00692189180108,100.00019885986966,-1.8480749701493217e-05,200.00000017837598,399.99999985694444,-1.706012561409234e-07,100.00047887896304,100.00007095512409,0.00014917104874818433,99.99998474682886,-0.0007123609142833309,-1.7784788086867515e-05,100.0,-0.0002214406387676803,-2.10345704742165e-06,6.988410580767829e-09,99.83572339221453,-5.7176535995047345e-15,150.0,0.00037325546600473693,0.0052448163012141225,0.0,3.0262397452506547e-10,6.919058331885681e-08,8.029971871068498e-06,-2.521654879678983e-18,2.4556467032250373e-21,-3.3568092770989202e-09,-0.025655502998774525,0.014457738069068365,2.2781566260060934e-29,200.0,0.0,0.0,8.165393900158152e-08,1.9194151131127136e-10,-9.258939055290564e-09,-1.4496072677020032e-06,-7.691465772267619e-06,-3.3336020715514046e-07,1.0561699380935962e-09,-6.666257359825346e-07,2.640493437519191e-10,-8.315624085956842e-11,-2.546556288603235e-21,1e-05,-6.288235951266891e-05
100,0.984780498850742,1.0126805884823046e-37,0.5566168651279249,-0.017121666855825956,0.001165666142773112,199.9970073847849,0.0006366363019491367,269.9997610822567,-0.008973662242957703,-0.001625814906630523,2.213984166918619e-06,0.0007889949542682546,199.99613364024543,-0.004938590846110596,50.00000022641287,-1.1929778078227635e-06,7.297857453898151e-32,6.109540976037057e-30,4.7696326257895913e-29,5.331642962390817e-26,299.9988458886002,-1.3126839530504193e-27,1.3498660156724614e-29,-9.967817200427708e-08,517.9759881796491,-0.000749930722664457,4.914585465764375e-06,8.142781628842266e-09,-2.9121275890774385e-07,299.99997627301366,-6.32679328703335e-08,225.0000068215951,-0.00031168851264716155,-5.3104436756746904e-05,1.1287430485569159e-05,-0.00030107437422522104,1.6813514137783295e-05,-2.7531010832127875e-10,-0.00709275175471351,149.98857334357052,100.00001880538662,2.182989507833834e-05,199.99999968680288,399.9999999100401,1.6055623760173857e-07,100.0006477303553,100.00002244132916,1.756475331939745e-05,99.99999582603549,0.01957067319834512,3.9599045780013764e-05,100.0,0.00043315955999542586,1.9442526366720923e-07,-3.825561485022304e-09,99.37745384334545,-3.484273357876862e-15,150.0,0.0007440808945197106,-0.009176068884763102,0.0,-1.7703886793037022e-10,3.46511869689945e-08,-9.102275872267901e-06,1.954057129178271e-18,-4.885716925473028e-22,-6.359052006133346e-10,0.0005060381893827905,0.01325115454607276,-8.073002913156935e-29,200.0,0.0,0.0,1.3932758826524672e-08,7.090118470557729e-11,1.43876255673115e-08,8.689038209212237e-07,8.264020636992585e-06,8.22182269551545e-07,4.075738123674903e-10,-4.658116298067081e-07,-2.4610372784679285e-10,2.0316984033543683e-10,-7.550234241450388e-23,1e-05,-8.666308854370167e-05
200,0.959821007956035,-1.0811160265266868e-37,1.2379794110275335,0.0014110627621067855,0.0007641403554776641,199.99915698178097,0.00030811516792042694,269.98304780210253,-0.006098705594848512,-0.001289356387067202,-8.185667310926044e-05,-0.0026206039887487534,199.99921950759037,-0.005965292527481493,49.999999856414284,-5.876214414906704e-08,1.3478230539727778e-31,-1.2845194658942955e-29,-4.7910982723063714e-29,-4.7294303654601397e-26,299.9867550053286,-2.3895859244467523e-27,-7.953444183887976e-29,-4.8159436084324606e-08,518.0091276344323,0.015504787725107024,-1.505009054744914e-06,-5.718452038925991e-09,3.501297427209412e-06,299.99997947019983,-1.762755120266009e-07,224.99928912626055,-0.00023566720072335854,-0.00010207532734958738,4.815537436781794e-05,0.00016372783847223344,1.6904036341847224e-06,4.133645870831874e-09,0.005554894069443928,150.0064185658033,100.0001635235343,-0.00010478302805986761,200.0000018849949,400.0000000156476,1.5557208309434713e-09,100.00106516080484,100.0001402411251,-7.659562427290405e-05,99.99999174938104,-0.007374664888953122,3.883485314099283e-05,100.0,0.0002953540744869106,2.8366844256326214e-06,3.114094633952651e-09,98.72296754930039,2.179823750627081e-15,150.0,-0.0022362138038912864,0.0012654580253410944,0.0,-1.0356380094625069e-10,4.435379896366508e-08,-2.547451996177797e-06,1.5237026330349324e-18,-2.2074603976804008e-21,-3.9286477222994586e-09,0.01915757408138407,-0.014265999790985816,8.068483362404342e-29,200.0,0.0,0.0,9.44326335877439e-08,1.409305538567713e-10,-3.7465826493894205e-09,-1.6277640298214737e-06,-3.0461711863422263e-06,-6.802779267434886e-07,-6.252581634806806e-10,-8.635295812263734e-07,-2.3613434080185357e-10,2.053400025939751e-10,1.5966220010538204e-21,1e-05,-8.197454398091554e-05
300,0.9416028281684699,1.310504306507514e-37,2.032939318185673,-0.007485717913220535,-0.0006100100779425136,200.00269342226468,-0.00043354633555819,270.00331021814253,0.009468206366816875,0.0004134561811815545,-6.330109524538245e-05,0.001774321356801267,199.99743424077428,-0.003888976905195529,50.00000030589508,-9.957241637461451e-07,-1.6999149325513746e-31,1.8403089551412832e-28,-2.5382127845872154e-29,-5.344765493052538e-26,299.99587639203185,-1.0484051542276414e-27,-6.560318005666765e-29,1.226110071773906e-08,518.0135524490552,-0.007520266930506222,6.267163499422099e-07,-5.449519707086412e-09,3.471599295023876e-06,299.9999826784866,1.6152657789939736e-07,224.99932025123212,-0.0002939692197694598,-2.2721634243584625e-05,3.166828842023427e-05,0.00038287713939952323,-1.0803943576772787e-05,-7.608423465044603e-09,-0.004628514043164269,149.99315164348093,100.00001035494903,-9.30387220524564e-05,199.999999717369,399.9999999293367,1.5240108900562062e-08,99.99938729369411,99.99988210247686,2.0904845927672e-05,100.000000900347,-0.0028754946405961613,5.353497261135551e-05,100.0,0.00023123102668421978,-1.1433807625909148e-06,3.835713288577273e-09,97.80119311995635,2.2153969026902183e-15,150.0,-0.0006455383733790284,-0.002535180035922078,0.0,-3.514658528953942e-10,2.6287534714531627e-08,-6.988225636972108e-06,1.1936414790834535e-18,-1.262432670435233e-21,-7.380512605236447e-10,0.0236819848009518,9.704970677726029e-05,4.015974556616922e-30,200.0,0.0,0.0,3.839517940717714e-08,2.2327107675866172e-11,1.478345335965176e-08,-3.560648690858199e-06,7.55908008088079e-06,-1.3730045715554647e-06,-5.079615272590786e-10,-6.429698150311441e-07,-9.119097472482725e-11,2.0698786501701697e-10,-1.8797011483407369e-22,1e-05,0.00014424370233666307
400,0.9320339317771514,-1.255369829407132e-38,2.604411160889105,-0.01492808424778667,-0.0002563803571197069,200.0000483290478,0.0002301036668486291,269.9947825162049,0.004450693031442391,0.0005390802283403299,2.174558927951538e-05,0.0005437829862367643,200.00079799345053,0.007544784470825324,50.00000001498373,-1.2522146131726107e-06,5.134274489984381e-32,6.160674237910435e-29,-3.032007380013668e-29,5.244286643621289e-26,299.9974699744017,1.0517079374816057e-27,7.01847675729466e-30,9.999272375633612e-08,517.997223873123,-0.003459373873080668,-2.7182746213509597e-06,6.618251383586232e-10,2.0066637988279725e-06,299.99998848151716,-4.1055099359696186e-07,225.0007537440541,0.00028466338300280557,7.732836574418163e-05,-8.463242115356018e-06,-0.0001715047029670371,-6.10095392587939e-06,-5.301600323403706e-09,0.002496899906016349,150.00606815509488,100.00023157771437,-0.0001591479702851523,199.99999873294544,399.9999998846903,-2.9550233190428185e-08,99.99830589832037,99.9998714187407,0.00015591392051240668,99.99999368301559,0.0028565915635340574,-4.4256709337321185e-05,100.0,0.00035183419836315374,-3.880613312316188e-07,5.659240714267897e-09,97.65134891490173,4.441261035205186e-15,150.0,0.0005885151745140073,-0.0017233480663970198,0.0,2.8904033856937886e-10,1.0973278412509498e-08,7.415169018680503e-06,7.390103958961275e-20,-1.8123899067999135e-21,2.277674873446575e-09,-0.01699482402565245,-0.012044948878286514,5.23981331198138e-29,200.0,0.0,0.0,9.304159923925369e-08,2.2066300441041594e-10,-4.42745819363831e-09,-2.77892969882105e-06,9.431318029491397e-06,-1.1668626059827564e-06,-4.948408257139263e-10,8.567124664748119e-07,-1.3790555680896319e-10,-1.094474529821809e-10,1.3475248748691306e-21,1e-05,0.0001178852336878935
500,0.9062109635765904,-4.240232580157758e-38,3.05955520531912,0.02338621368536977,0.00014419470977263915,199.99885010371133,-0.0004023368874361574,270.0144911864865,0.0045553578354667066,-0.0007363608638913896,1.7203812667030584e-05,-0.000634681036887134,199.99438580998878,0.006278387988967632,50.000000952781924,-6.979203151916887e-07,4.171390641834228e-32,1.6464817981376933e-28,-3.2367111183529446e-29,2.6755970616588685e-26,299.9899291563029,2.8405372789400184e-27,7.390854392833884e-29,1.0873739596420839e-08,518.0146707690155,0.012662829796975085,-2.5213260691507675e-06,-2.625614249148353e-09,-4.5254954322534726e-06,299.9999755408839,3.44082216703835e-07,224.99986432292332,0.00040528754548697406,-0.00019480684514317574,-1.3014202923657826e-07,0.0004036907219204896,-8.612865408993214e-06,6.0674076529760485e-09,0.000612420237535079,150.01060938745667,100.00005875171544,-0.00015123849991329651,200.00000300320895,400.00000009600154,6.056303746291476e-09,99.99934742035859,100.00008482827104,-7.80031901773049e-05,99.9999911636123,-0.008982496217113362,-4.6416476733003196e-05,100.0,0.000372101990470173,-3.0601106613719683e-06,-9.795126405628543e-10,96.88728388866632,2.7430360389005243e-15,150.0,-0.0016577763270437162,0.00039718724035914536,0.0,-2.0530452182886653e-10,-6.770598383521169e-08,-1.3769117351120886e-05,4.8877953155056205e-19,2.1594578071509476e-21,-4.865127046984612e-09,0.0062145555239959205,0.006309466377242475,-6.058822609747555e-29,200.0,0.0,0.0,6.393498736863498e-09,-8.71088003174528e-11,-1.2070535664859869e-08,1.4407647719652915e-06,-4.835640125549839e-06,1.1432009993284267e-06,1.795679615496542e-10,1.2567703146783173e-07,1.0606194035743789e-10,8.818999787542409e-11,-8.719073272572264e-22,1e-05,-0.0001531088547824274
600,0.8851587990935685,-1.1739705257505952e-37,3.6490597063139916,0.11979115292461077,0.0030935727763520696,199.99920751929113,0.0002619316585363799,269.99393782735393,0.006181292247884497,0.0017021071206217298,-3.957542556789375e-05,0.0012804199121669779,200.00803245121025,-0.005711177986593122,49.99999948077034,-1.733226539422101e-06,9.371780011035989e-32,1.3616085371419073e-29,3.388538564657692e-30,-5.0860798759870546e-26,299.9862608270646,-3.7451738699748393e-28,5.0241619733143564e-29,6.84929787694428e-08,518.0046708361642,0.01586413115708166,-2.604042567804353e-07,3.464743645142122e-09,1.167925646844914e-07,299.99999384774003,-4.0442140015770913e-07,225.0010033315999,0.00039410270892852636,-9.183869741633674e-05,6.511587152979645e-05,-0.0005483420703171189,-3.65613006704463e-06,-9.593174307760079e-09,-0.0038448613468157777,149.9863821988608,100.00017950067338,-8.492466537999812e-05,199.99999695542928,400.00000008163545,-1.4867325986805716e-07,100.00230035093303,99.99991520442468,5.788295350585866e-05,99.99999491927241,0.0007327902914038712,4.327185388820939e-05,100.0,-0.00044348246602319544,-4.859067352780728e-07,-6.443377383557682e-09,96.03951073573838,1.8158390410284657e-15,150.0,-0.0008587537465345587,-0.014509816356220867,0.0,2.8272349611756055e-10,-4.2858150600998146e-08,-1.6984017922629664e-05,3.845276480275974e-19,-1.5201387258011758e-21,1.2658573439956826e-10,-0.021390833475090843,-0.013244196308174196,1.081764826549473e-28,200.0,0.0,0.0,-6.547155896988634e-08,2.122931687221527e-10,4.259445169854257e-09,2.793638078013198e-06,7.967794945945156e-06,1.1682108319601128e-06,-8.462823115117975e-10,2.614554977503845e-07,-6.699974675184074e-11,1.5124313890487893e-10,5.103838665600206e-22,1e-05,-0.00016124881392087334
700,0.8669434102491825,1.1682686409494292e-37,4.025806514579764,0.07912147810472432,0.004560700958413429,200.00133841228956,0.00035281186514609167,269.99300989710133,-0.008204582848242735,-0.0011969149996326465,-4.34622691235993e-05,0.0024945292590916467,199.99766167209296,0.004214570797680433,50.000000076379315,8.497004138434669e-07,8.899622831351314e-32,-4.51205067414618e-29,2.372609507511779e-29,-1.646504879793478e-26,300.00916899811307,-4.404325970171511e-28,5.388223550567735e-29,-8.920142942752032e-08,518.0020000082918,0.00910799964638093,5.221867603508589e-06,-8.996303633044311e-10,-5.357992521879306e-06,299.9999917968139,-3.459327878726681e-07,224.99960680881205,-0.00021373031637658322,8.141067300370083e-05,-1.8570809370383465e-05,-0.000451208001015566,5.348115514147741e-06,-8.681971100083013e-09,0.00012803049378313857,149.98671336488985,100.00019949688463,-0.00010290504410095591,200.0000027763677,399.9999999621999,-1.9524799743078313e-07,100.00254134896122,100.00008284227864,0.00016595240250217102,100.00000121609905,0.02991342004826635,4.782609093565278e-06,100.0,0.0005979040544759578,3.3610537305565796e-07,-8.399258676380452e-10,95.80714239768736,-3.7403300767665597e-16,150.0,-0.0018608004731551194,0.011871436013918492,0.0,3.0412429174889526e-10,4.387606957871818e-08,-8.942924123589742e-06,-2.395673236053475e-18,-1.7900318727552714e-21,-3.4601458499986225e-09,0.024083290085757273,-0.0016384000602316384,5.85751890782416e-29,200.0,0.0,0.0,2.0344441457574072e-08,2.6153581324633926e-12,1.7985588392814067e-09,1.0968230007045108e-06,7.896498111025048e-07,1.1448229468545868e-06,1.8388368751098926e-11,3.570016902052238e-07,1.3288040135861015e-10,-1.0544192290536893e-10,2.3230902847665777e-21,1e-05,-0.00011877230618314808
800,0.8653523872419178,-5.035245623971612e-38,4.534348098713325,0.15626262281510073,0.0069246759285385906,200.00140679147046,0.0006484118754393063,270.0060062740415,0.011946237868204814,0.00043340315020404523,6.0625858131970786e-05,0.0005727746469712352,200.00705602366077,0.0022053602624026282,50.00000036439422,-1.3511397504983695e-07,-7.807851396346688e-32,-1.1109473793009857e-28,-2.400847898277386e-29,-5.564755434295957e-26,299.983301381536,1.3821492585055349e-27,5.08966262517223e-29,2.345245437182975e-08,517.993887208943,0.016440923617503257,-2.151086418199087e-06,3.896590832874864e-09,-4.366606250779992e-06,299.99997976035996,1.744457395198383e-07,224.99943901005986,-0.0002774608675083897,8.256632659590441e-05,5.6525031955754495e-05,5.400426066967413e-05,-1.3496836491000128e-06,-3.1538886297968098e-09,-0.0037770589346189515,150.0076827719214,99.99991579414561,-0.0001418018876496786,199.99999705323938,399.9999998930108,-1.922559406040091e-07,99.99903396278701,99.99994919296122,-7.010353955049523e-05,99.99999921416831,-0.0026352569083612125,-5.786986606024756e-05,100.0,0.0003625207736531748,-2.6840931989380178e-06,4.018918718357638e-09,95.38423019566201,-1.6096816518323445e-15,150.0,-0.0028296214043518073,-0.002104082593542229,0.0,-3.92817817729703e-10,3.279548219825902e-08,-1.339635916881989e-05,2.8990349189766634e-18,-2.1209835909441817e-21,-8.084208871435819e-10,-0.018837236020121856,-0.01139529215194923,1.2913655187615137e-28,200.0,0.0,0.0,-6.999438851571849e-08,1.1408152011694318e-10,9.815462491226275e-09,-3.3109733730946547e-06,-3.7136440457828197e-06,9.221609183797601e-07,-1.2170783210136667e-09,-4.178758910592356e-07,-2.859674157646929e-10,-1.8764827173480634e-10,9.559562951514256e-22,1e-05,-4.8219264519543876e-05
900,0.8367472299971929,5.391582116553641e-38,4.849850317880778,0.20823973233681908,0.00936767132842626,199.99543760916032,7.894349070197048e-05,269.9828706148426,0.011441012108731743,-0.0008855127864727357,9.104990332039428e-05,0.002849656885015842,200.00330448844284,0.010378828413169765,49.99999819127047,1.9594719075016535e-06,7.365221120270365e-32,1.4618500425728524e-28,-1.4153677596120262e-29,-4.8916537747549737e-26,300.01466191584854,2.991591009284049e-28,4.631937160987929e-29,2.2804728027804264e-08,517.972025577723,0.008522056282745966,-5.2328868998214715e-06,-8.405146341233036e-09,-3.6902216176568535e-06,299.9999938633759,3.0965719793016397e-07,225.0001290831336,0.0002365516663452418,-0.00016091914458797726,-5.755770236897238e-05,-0.00014460018561252778,-1.9120314516202253e-05,6.175465812387065e-09,0.0036733594802354887,149.9977619683252,99.9998068413973,9.089709861154559e-05,199.999999195469,399.99999982309623,-5.381249412287352e-08,100.00127894432715,99.99991544134986,4.780817505462505e-05,99.99999070759132,0.0022091222757466707,-5.2912943986601457e-05,100.0,0.00038393117069414,2.4036842830361994e-06,-6.935571608831347e-09,94.774413244374,-2.728664224508039e-15,150.0,0.0032620105776037405,-0.008838798717878626,0.0,-2.5338490140337625e-12,1.6647950972075123e-08,-1.1004985132243374e-05,2.552571300226763e-19,1.7840279874374415e-21,-2.550542044296283e-09,0.03367797542680207,-0.0011339779162835278,-8.432678661078095e-29,200.0,0.0,0.0,5.638078655924312e-08,-2.0378386352820345e-10,4.32196599814907e-09,2.839193005907256e-06,-5.332625833931282e-06,1.1804105298190128e-06,-4.993798852616936e-10,-5.38465789520149e-07,1.1505268011515386e-10,2.4218524513777752e-11,-9.41342358107286e-22,1e-05,0.00016747735840377567
