milliseconds,EGF,I,RE,Rd,Rp,GS,Rp_GS,Shc,Rp_Shc,Rp_pShc,pShc,Rp_pShc_GS,PI3K,Rp_PI3K,RasGAP,Rp_RasGAP,IRL,IRp,IRp_PI3K,IRp_RasGAP,IRS,IRp_IRS,IRp_IRSp,IRSp,iSrc,mIRS,mIRSp,mIRSp_GS,mIRSp_PI3K,SHP2,mIRSp_SHP2,GAB,mGAB,mGABp,mGABp_GS,mGABp_PI3K,mGABp_SHP2,mGABp_pSHP2,PIP3,dRas,Raf,aRaf,Mek,Erk,pErk,PDK1,Akt,pAkt,mTOR,Null,aaRaf,PKA,pShc_GS,ppMek,mGABp_pSHP2_GS,R,ppErk,IR,mPDK1,tRas,tRas_PI3K,ppAkt,mGABp_RasGAP,amTOR,iGS,imGAB,imIRS,aSrc,Ri,IRi,iPX,aPX,aPX_GS,IRSp_PI3K,IRSp_GS,IRSp_SHP2,GABp,GABp_PI3K,GABp_GS,GABp_RasGAP,GABp_SHP2,GABp_pSHP2,GABp_pSHP2_GS,imGABp,bRasGAP,phosphorylated_Akt
0,1.0052942414483,8.05283448086786e-38,-0.09308567508536726,-0.00419926183517567,0.0007022520353285767,200.00218321554067,0.0007391684946810613,270.0051057171762,-0.0006045484924684174,-0.001497999052678395,-1.1240071005678238e-05,-0.0026867330703133183,199.99531371993774,-0.00864530502484271,49.99999893764642,1.4375825701174044e-06,-3.082168190137259e-32,1.3442347180006226e-28,5.322783524850054e-29,2.4741541740034218e-26,299.9890266805213,1.1655873184520858e-27,-6.115544615240684e-29,1.9806405293925974e-08,517.9888705123157,0.0069275503794218795,-3.647557121260178e-07,7.276569533667211e-09,-4.711919508643133e-06,299.99998343182733,-1.896599867124921e-07,225.0006007497959,0.0003660688081218465,-9.126769405693172e-05,5.165327216231021e-05,0.00023558477186157455,8.941265375626157e-06,-5.317042508427288e-09,-0.000745592881222889,149.99076707150618,99.99999641951393,-0.00010420902874357384,200.00000131334824,400.00000000529394,1.9836341851788094e-07,100.00032403566615,99.99999217558113,-5.116799146840156e-05,100.00000285154064,0.0009433589485096659,-1.5495895531975358e-05,100.0,-0.00010347974201895621,2.8229755988345304e-06,-5.89479671381311e-09,100.1892239075221,4.9091950777818796e-15,150.0,-1.3212827632116052e-05,0.007844382797885421,0.0,-3.19860586884673e-10,-4.108312852241508e-08,-2.5657139940863885e-06,1.472004815991876e-18,-1.0307577634998244e-22,8.523151219831158e-10,-0.013344630392914083,-0.010376481135732012,-2.0030767554111942e-29,200.0,0.0,0.0,1.869082783539959e-09,6.761266648553412e-11,-1.3483048752101603e-08,3.1871875559510397e-06,5.803464433038637e-06,-7.339955579287347e-07,-7.667012175533858e-10,1.0825572868413847e-07,9.653592505060478e-11,4.351779049010602e-11,-1.6845089620379158e-21,1e-05,5.67430708512668e-06
100,0.9825188520721876,-2.708120691469082e-38,0.6230757819212159,0.04083281594708753,0.0019785517636247375,200.00379647015941,-0.00047852065167385054,269.99487485607057,0.0010189941380976423,-0.001759151186381793,6.097187707277024e-05,-0.0028071238341499894,200.0080409695494,0.0012373994213210296,50.00000073401921,8.109847541581182e-07,-2.8138788213148874e-32,4.5794832760763035e-29,-2.0434475107158686e-31,-2.3054767634942477e-26,299.98470920893806,-2.351727628330812e-27,2.126244371481707e-29,4.121945758314769e-08,517.9904643380127,-0.013527463188951261,3.640881989599844e-06,1.990209650623341e-09,3.0784540065233034e-06,299.9999927741907,3.7743982081877784e-07,224.99916650393553,-0.00023251903523375815,-0.0001499579093339358,-8.383067563728967e-05,-0.0003195184316405088,1.0538130808519171e-05,-9.78427630911274e-09,0.004935654396812814,150.00228875670032,99.99996767159321,0.0001961387937130011,199.9999970845765,399.99999991789156,-1.0304119983619268e-07,100.00113276813866,100.00001283031003,-5.167783135751465e-05,100.00000384130553,0.01509998536037491,-4.303544503638331e-07,100.0,-0.00022401326311406115,1.265200313479386e-06,-5.588295184688665e-09,99.43098373362226,7.441327295833092e-15,150.0,0.0014623566076426941,-0.004807097713382692,0.0,-4.633602795147196e-10,5.7612112466939435e-08,6.483062570154813e-07,-1.0622685319155697e-18,1.9602377920236624e-21,-2.192790375447736e-09,0.018756160723974836,-0.006913016391378711,-1.2939603682460096e-28,200.0,0.0,0.0,4.653119862904609e-08,-1.873964918843908e-10,-9.657433672822037e-09,4.0809689749464465e-06,-2.1904798697153437e-08,-1.3012553698963e-06,9.188273380361906e-10,5.076598531051963e-07,2.784304803246344e-10,1.2152418139357488e-10,-2.4122270893793097e-21,1e-05,-0.00010115416903189821
200,0.9653375300089823,-8.02775225013894e-38,1.3935336869569632,-0.026901586254059348,-0.002328252159216894,199.9974681016545,-2.1662385512860666e-06,270.0095870143534,-0.00548757987323294,-0.000110775643530307,-0.0001367547170114806,0.0006740320951992902,199.99706830409335,-0.005819251556059209,50.00000100377999,-4.77661525844955e-08,8.520401046834872e-33,1.3677193391232417e-28,5.73685742908134e-29,1.640600962542308e-26,299.99677600100284,6.872422126145276e-28,-7.616459726469728e-29,2.7755197979799293e-09,518.0032356334433,-0.014137770041145829,4.500451559941567e-06,2.9167267654187917e-09,5.109219645765375e-06,299.99999849426223,1.618915474423557e-07,225.00089096846997,8.26807905349469e-05,-3.469413797436644e-05,-2.6612211652677666e-06,0.0004859663427131192,9.290071183987154e-06,5.9425527432271175e-09,-0.0009563391949042513,150.00034551143668,100.00019757828252,-0.00010638799370521872,199.99999822723052,400.00000010582914,-7.039114971543978e-08,100.00148859950974,99.99987707186243,5.265193308401823e-05,99.99999382274963,0.0034762438747487634,5.158904021871602e-05,100.0,0.0005201189842686797,2.6750964318408203e-06,9.895565659146235e-10,98.48979579781255,-2.8126665547096756e-16,150.0,0.003317690201867624,0.013639348181471372,0.0,-3.7024533738948986e-10,5.916274564015257e-08,1.451825133867116e-05,2.2322922495728295e-18,-3.280459145120705e-22,-3.0216165537895165e-09,0.013022927457912161,0.006302687359899499,1.2050230413846818e-28,200.0,0.0,0.0,-5.558393795317473e-08,-1.723887359366158e-10,-1.0043128190659075e-09,1.2277699295048814e-06,9.517304604042207e-06,3.715421464157663e-07,-1.0435401020123087e-09,6.195466120774325e-07,-8.357352130000634e-11,-2.2757611634910378e-11,-2.2565484609570473e-21,1e-05,2.466705742957193e-07
300,0.9352108840075906,1.093294155053529e-37,1.86002727898511,0.02424083230076685,0.0005711259044408854,199.99602654833785,-0.00026352027710104426,269.99598360301724,0.00452522690889892,-0.0019600671124197877,-2.9143216189233174e-05,2.4273190827743872e-05,200.0038591864229,-0.0017703479290849672,50.00000140763488,-1.215440983296906e-06,-1.4840775771758746e-31,-1.6488891665169097e-28,3.362710504032737e-29,-5.423398339629993e-26,300.00683538577994,-1.1365732189438037e-27,4.1979126930545494e-29,1.1165137756271021e-07,517.9890681981215,0.00042507260074462784,1.3675522588644006e-06,3.5071877765486644e-09,-2.4988521330684015e-06,300.00002824875025,-1.6840731259889904e-07,225.0007207501718,-0.00030086556106279495,-0.00010732393206456488,-5.814758766095789e-05,-0.0004091313420399955,2.5298364279909934e-06,9.089441366124884e-09,0.005586999100593205,149.9906704181365,99.99989384070555,7.983206986157839e-05,200.00000130831606,399.9999999079966,1.647224332184098e-07,100.0008080951807,99.99990848598362,-0.0001450304500242841,100.00001280134092,0.0030772287103583,1.225768585528088e-05,100.0,-0.0003862439936077506,-1.6745752261486134e-06,3.0174844506501255e-09,98.00825783342303,-3.889737705122494e-15,150.0,0.0030227259107276886,-0.0016470351076018266,0.0,2.88126209515358e-10,9.487192864832297e-09,1.3223009954124697e-05,2.041400475964953e-18,1.4995078094884437e-21,7.737214725734455e-10,0.005868818491971859,0.0050548782939292825,1.060621884707726e-28,200.0,0.0,0.0,1.0290689636437574e-07,1.7120996874552827e-11,-1.0223286939060746e-08,3.618779233900643e-06,-3.3209950805261327e-07,-9.613713746117744e-07,-2.1661602630150102e-10,1.0842298273519852e-07,-2.6428869234791115e-10,-1.8822074231834116e-10,1.7607738859710103e-21,1e-05,4.2258913829632815e-05
400,0.9171825244108888,-8.915054892287909e-38,2.462161090668629,0.04022885858264951,0.0019889790021132225,199.996423562359,0.0006379190551001239,269.9979836610413,0.009030167215972645,0.0004534098284459884,1.7661249925764087e-05,0.0018057727309321416,199.9904810398394,-0.0030985361913974537,50.000000108569104,-8.88319967496015e-07,-5.816797111741321e-32,1.093138630099928e-28,4.7386424765402106e-29,-5.368286555910491e-26,299.9971955856003,-2.2748349009312452e-27,7.034301675846148e-29,5.434278359229635e-08,517.9984717128084,0.004327932282619389,3.0097864209898434e-06,2.518410850816158e-09,4.765702688877723e-06,299.9999983449281,5.976431351048366e-08,224.9987936018936,-0.0002550532422407541,-7.870405340068104e-05,-6.494855097250573e-05,0.0004994292170030183,8.166552113507232e-06,-5.4038205914380676e-09,-0.0006277754203981395,150.00685613499033,99.99974294392516,0.00019492408198830695,200.0000012188413,399.9999999976521,-1.8394840106432702e-07,100.00344365922504,100.00001788890766,-1.1224424806304811e-06,99.99999318084203,0.010238859229473943,-3.563068742174896e-05,100.0,0.0003754184048814237,-1.9529550570851443e-06,-6.759990324998767e-09,97.70762427251216,4.9739561018517184e-15,150.0,-0.0028988316890338206,0.0062567214570306015,0.0,-2.9618647505579044e-10,-6.285549875810351e-08,-1.023636483985516e-05,-2.780472757677366e-18,-6.336489630131654e-22,4.905991664305151e-09,-0.006154585909752345,0.0021272895373422034,6.977919969900846e-29,200.0,0.0,0.0,7.016201369752928e-09,-8.936253071639519e-11,-6.561010284296068e-09,2.102481981025221e-06,-8.219585608714548e-06,-5.612102589021229e-07,-8.287497799280437e-10,2.4547734036142614e-07,-3.775582952261781e-11,-1.453336371191065e-10,-1.709385991543662e-21,1e-05,-6.87000705168396e-05
500,0.9033633037849967,-2.3110896980797728e-38,3.070879778884799,0.041263985173919236,0.0012634853837557056,199.99700509633016,0.0003605260280193423,269.9832039385171,-0.007491232351305872,-0.0012396575110163466,-3.2072739806686974e-05,-0.00015826925782036136,200.0028122304987,0.009123801858555146,50.000001609404286,1.2682523827748982e-06,3.039135888486601e-32,1.3361149663089496e-29,-5.163544379903844e-29,-6.868610751541195e-27,300.00690498644315,-2.1531609248141697e-27,3.764341055515024e-29,-8.052016621172724e-08,517.9807392927432,0.0032655526173371156,3.3872440829772553e-06,5.31996880871659e-09,2.207193967641629e-06,299.99997368258914,2.4292032383618856e-09,224.9990442262258,-0.00045094326142860525,-4.9871139337578406e-05,-2.6348995175089383e-06,0.0002824541943905417,9.249709952121749e-06,8.680540953783895e-09,-0.005804405858925749,150.00383268839647,99.99999103790914,-0.00017544498485235263,199.99999900028857,400.0000001660795,-6.821425998791118e-08,100.0007120639733,100.00015313172362,0.00011695260648525893,100.0000143505992,0.010037599474637534,1.0956184507728762e-05,100.0,-0.0006093702926141574,-3.3351064405404825e-07,6.589793413977245e-10,96.69820275316734,1.1015461575062149e-18,150.0,0.0020324767214261285,-0.003446852072363495,0.0,-2.720607492232246e-10,2.6250297651145385e-09,-1.7927919254331302e-05,-2.8196153126852498e-18,5.0426064151156745e-22,3.2671242430887094e-09,0.018838759160578582,0.010683784272113885,1.1774105115643505e-28,200.0,0.0,0.0,4.7338867026605786e-08,2.1596483213058227e-10,6.541052659503874e-09,-9.196063082046057e-07,-6.801011891069979e-06,-8.404208376428681e-07,3.509558477144183e-10,1.5036933892164805e-07,4.1587826056225884e-11,-4.1218536125842723e-13,-2.460729183068172e-21,1e-05,-0.00011521302515764055
600,0.8964844040501587,-3.684247926986099e-38,3.667941297612093,0.11944015771619398,0.00030381918666069806,199.99936809744983,9.604898781172928e-05,269.99091046741114,-0.010017311346179348,-0.0018223504971067114,0.00011023472683281379,-8.073588707713888e-05,199.99109694268608,0.00519512571429039,49.999998125576184,-1.7257656676458494e-07,1.646920720516183e-31,9.708734169994931e-29,4.64675602805263e-29,-3.820121916604215e-26,300.0012749154741,-2.4161833732775465e-28,-4.7593166851140704e-29,6.151588812271534e-08,517.9793343439443,0.015428351888790786,4.4541700964826805e-06,3.87851494328918e-09,-1.5793732915141302e-06,299.9999781937921,1.0186545051297812e-07,224.99993260750026,1.3183159372140816e-05,-0.00014999790717635204,-7.369432696315882e-05,0.00043937660940494047,-9.899863319705549e-06,3.6680763624997414e-09,0.001708337833767665,150.01445664252697,100.00002801728057,0.00013410584066594704,200.00000191227838,399.99999994731144,-1.1902784670734956e-07,99.99665221667077,99.9998666232363,4.588087897565515e-05,99.99998345056422,-0.010386161078792545,-3.6263310130069305e-06,100.0,0.0002247834240195162,7.70110416780458e-07,-2.0916333443355387e-09,96.42199066393005,5.799706632795504e-15,150.0,0.0012210799643706744,0.006813262279128569,0.0,-2.839108846632196e-10,2.9559550454628477e-08,-1.1913711848608338e-05,-2.4573463374393347e-18,2.653336357026965e-21,-1.3685016959374808e-09,-0.0011079409741300687,0.005697278916670156,-8.601682252849306e-29,200.0,0.0,0.0,-9.351147746444462e-08,-1.931809228924502e-10,-7.310360263136331e-09,-9.344587925994341e-07,-1.8018499913320026e-06,-1.531408593181278e-06,-1.305953068000696e-09,4.4264784865311665e-07,8.542543652680017e-12,-2.6951486773001032e-11,-2.273049643024285e-21,1e-05,-0.0001327158116782835
700,0.8725707236656841,-1.1725427467685013e-37,4.116710709293027,0.07439704914822962,0.004267021641304967,200.00176572180317,-0.0005085028891615158,270.00462864601525,0.012972959745391512,-0.0017546525872165798,0.00010420950606270649,-0.0022407580411072103,199.99310489707887,-0.007100568410425747,49.99999967571248,-1.0913205875045164e-06,5.183674359650636e-32,1.7650405273217867e-28,-5.475459738348162e-29,3.668005074865044e-26,299.98603346340263,-1.5971124936833926e-27,-1.62875269444876e-29,-2.9187449188581337e-08,518.009879307085,-0.011410594312303582,1.2543601972004967e-06,8.756844151222865e-09,4.935919024583061e-07,300.000003901612,-8.029760336464417e-08,224.9991294498763,0.00015803980279093666,0.00019548853896032904,-7.881522317485542e-05,-0.000271617953853852,1.9296206592735174e-05,1.7122873942124078e-09,-0.005561121895637974,150.01153825678804,100.00019745336415,0.00014366408058193143,200.0000022126183,399.9999997999797,-1.614977007826112e-07,99.99769237749696,99.99998859745459,3.899517502945739e-05,99.9999859924084,-0.029628826236520384,8.485538533793139e-06,100.0,-0.00011556670906204714,1.858968992155947e-06,7.188536441795705e-09,95.5629169199939,5.704886511604736e-15,150.0,0.002563854775465778,-0.00378153839772075,0.0,-2.9740888109683925e-10,2.1013154688001327e-08,1.3748038435938756e-05,5.409787415458089e-19,-6.600306842901639e-22,-2.3093739034188325e-09,-0.018908975664319604,-0.009106133584183343,-2.912660467868214e-29,200.0,0.0,0.0,9.225664032191458e-08,-2.1289548980351623e-10,-2.7126394286702823e-09,3.833496417918294e-06,-2.253678886600684e-06,-1.0945906392191273e-06,-1.0829269849519123e-09,-7.008677621878281e-07,2.0205503487802824e-11,1.807219399611509e-10,-1.9585734827946842e-21,1e-05,0.00015258242004007532
800,0.8589500798665677,-8.829014821038138e-38,4.5887592200914815,0.2107636081724273,0.004445895061051771,199.99932330796486,0.0007876428779033436,270.0108594361466,0.013006189577030048,0.0011264885212777123,4.528561145351218e-05,-0.0008446728954634528,200.00206877005593,0.006165657211766146,49.999999114675056,-1.3586535019849706e-06,-7.899545282276427e-32,-1.6198322132972114e-29,4.364322944042354e-29,1.831718148908407e-26,299.9823640242254,-2.481091268265051e-27,5.912414365096802e-29,-5.8276218786814174e-08,517.9966143242561,-0.009687919061575538,5.641222443273543e-06,1.9395767105192164e-09,-4.864727786913581e-06,299.99999659602827,-2.9596450402307645e-07,224.99921505582907,-0.0001653375130333281,0.00021247830456462357,8.182987932419457e-05,-0.0001278836545965655,2.1734364366721083e-05,-3.3160960904358815e-09,-0.0035904959673867306,150.01400872603756,100.00013859472276,0.0001881861774739004,200.00000296082777,400.0000000326821,-1.880053736283638e-07,99.99916546049182,100.00005091881452,-0.00015742504482949032,100.0000138971349,0.017764907411738848,3.3665598670866926e-05,100.0,0.0002624174119354015,-5.301510491931327e-07,-2.365849029148796e-10,95.13332264919254,-4.6307348874049696e-15,150.0,0.0018716265235089462,0.010884903800164512,0.0,-3.152750193936265e-10,-2.5035207973730106e-08,1.7715056201266583e-06,-3.9029882720817927e-19,-4.54400414376649e-22,-3.101574630943452e-09,0.01855260114237057,0.005283345015821388,-9.99071506994562e-29,200.0,0.0,0.0,-3.584301749721484e-08,-7.872868262520929e-11,-1.2506993716137317e-09,-3.609338880312844e-06,-9.15618924045874e-06,5.585636145986137e-07,9.64637137465992e-10,9.281190854036815e-07,1.3939885330418886e-11,-1.4827583452949784e-10,1.7538134655158553e-21,1e-05,0.00016512673294665517
900,0.8497681242011716,4.971752993457627e-38,4.912712570054158,0.23567842422852284,0.009667004140956479,199.99974903637812,0.0005792383433155839,269.99097048648895,0.011698782498882836,0.001103069271783636,6.487116041710851e-05,0.0003038189969902752,200.00024036231935,-0.0053593885381253755,49.99999983218946,2.057430187829438e-06,4.694322333819045e-32,-8.746001608744529e-29,-7.272086641029001e-30,-9.664995073754676e-28,299.988018245394,2.440461878370205e-27,-6.268731452746408e-29,6.359106459163815e-08,517.9966889178156,0.0015515096346628231,-4.7999489902276355e-06,8.125738675682374e-09,-4.818864830123006e-06,299.99998243904815,3.42975583150384e-08,224.99957636253998,2.2780658887790637e-05,0.00019662169845803388,2.963594953119123e-05,-3.732971786891714e-05,4.747516150501853e-06,9.802572705472789e-09,0.0011565940591683507,149.99265605699782,100.00010187067005,0.00018732252154911828,199.99999740499365,399.9999998950423,-9.639259580150736e-08,99.99933525389801,100.00000756227213,0.00013444526115940122,100.00001465788907,0.028074213179174773,-5.750111862403547e-05,100.0,-0.00043855625569280904,-1.857463567318362e-06,3.5625572740725937e-09,94.75971466548754,6.1838162724771055e-15,150.0,-0.0024213883203595826,0.000876211719875901,0.0,2.229102050262103e-10,2.5281910679753217e-08,-7.230724354489745e-06,-1.3299236710758503e-18,-5.713721582801363e-22,1.3150703493516809e-09,-0.002956233691906132,0.00010841862345303734,6.3008807642589496e-30,200.0,0.0,0.0,-4.3125950949786325e-08,9.421424727968382e-11,6.942257123711625e-10,-8.941080101156487e-07,9.716086838409152e-07,-7.94969281110937e-07,-9.686263915390046e-11,-6.886996547487792e-08,-2.2377674296220836e-10,-6.284124939728622e-11,-7.116695751198898e-22,1e-05,-0.00011965070853183915
