milliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
0,0.003122590672547382,4.9996358417055955,0.0017631156892296612,5.0,100.0,5.000831042348827,-0.003157711218291879,0.0028082470070610412,5.0147655314425,5.001147345671825,-0.013714276452118269,5.0,0.0,5.000330286644097,5.012195116346137,-0.001704002946664049,100.0,5.012093449102735,4.984809921097433,-0.018034748181936226,5.006113286643094,4.99317713256759,-0.007604568176893418,5.001991187603738,4.988657581890814,0.0010987116470584921,100.0
100,0.007521947426722358,4.99835752993977,0.003275894284830051,5.0,100.0,5.000042280656498,0.03395110124351412,0.4090941401858014,3.3833567297211897,3.381601177800537,1.6203017359525884,5.0,0.0,4.97934722707835,4.97297810325398,0.03413754140907809,100.0,3.388280297269142,3.430239460442151,1.6189691087207703,4.917552535789645,4.895355921937841,0.05061830873863567,4.976365088450889,4.560085790266849,0.022209301242357968,100.0
200,0.01276637790011595,4.994201851236937,0.007297781028659172,5.0,100.0,5.002412213536147,0.08996277614482105,0.6796466726244366,2.6897232669506628,2.685877566128607,2.287565855693936,5.0,0.0,4.943764898973907,4.9610030962836085,0.11096449130359477,100.0,2.6743736450756286,2.7143026932717387,2.2930034818014593,4.789273731865004,4.834117628555251,0.1846145886138921,4.958758536511399,4.138712527875602,0.04278155281099912,100.0
300,0.02099192576771502,4.990011729340421,0.009891656743113118,5.0,100.0,5.004150225870222,0.15398582975422967,0.8689853033525238,2.3336519632270716,2.343990101890136,2.6879719949360807,5.0,0.0,4.919050364706648,4.9310651045219664,0.21895945623823937,100.0,2.3421601166187576,2.3211279205355977,2.654797736159629,4.641518478343476,4.673675550180719,0.3603040776279633,4.943486624788737,3.8046627811415097,0.05527777448883943,100.0
400,0.02317886085297475,4.982048283878215,0.01709150081090863,5.0,100.0,5.011560987514144,0.18982447738636668,0.9942925684071422,2.103219862406156,2.1160472968005504,2.8821387424558673,5.0,0.0,4.913934544207938,4.913165545742518,0.3182576717333102,100.0,2.1331862536145314,2.139593567934067,2.887014083928822,4.428052136262272,4.4334602991803225,0.5521781074433055,4.930914437619462,3.5341049122910717,0.07056543121057099,100.0
500,0.03865192484079643,4.979949937401062,0.022303003151378505,5.0,100.0,5.018771771995614,0.2705545887094856,1.0880435723883408,2.006154562685232,2.0051743810298865,2.999855712604677,5.0,0.0,4.870611547292687,4.8861067050832165,0.378392698317318,100.0,1.9799172852168616,2.0054101640773734,3.0117944511723533,4.298035356698885,4.317517204570238,0.6909029345429755,4.9217487054518205,3.2443689517113943,0.07924298369521257,100.0
600,0.05368712266385437,4.976286187950068,0.026498180006509667,5.0,100.0,5.026170205324626,0.3612821193379925,1.1520118040844844,1.909894346619855,1.9339085015729214,3.0666731050145346,5.0,0.0,4.852422398735403,4.86978186685618,0.464592035354534,100.0,1.9114333373974528,1.9282171773075583,3.096582751817735,4.105974846474524,4.079468717136035,0.8697935306254351,4.912941148991556,3.086652253993373,0.08886169036232196,100.0
700,0.06440227125903947,4.971440956285006,0.029066860687421085,5.0,100.0,5.036820010944517,0.4368525780472713,1.189185310407217,1.8722511526714969,1.8659326763361694,3.114436123460916,5.0,0.0,4.820840936220152,4.824573328060743,0.5749767790850668,100.0,1.8854159708282152,1.8572311071880194,3.117514476996931,3.8574416261388538,3.902655036277328,1.0514804910713909,4.904230431155265,2.852972105931844,0.09533322246061957,100.0
800,0.07512361958252772,4.96476244469768,0.03501399229963259,5.0,100.0,5.045420165846428,0.4857399289064099,1.2113812835545152,1.85697692440808,1.8618080048084287,3.1536158182901417,5.0,0.0,4.816256211401688,4.806971676836556,0.6382702587543188,100.0,1.8162763354389722,1.824407531222201,3.159769440988502,3.7017855551270222,3.7291406797798343,1.308177921577341,4.897230343079363,2.6658290086738643,0.09963190533858478,100.0
900,0.09332065807652705,4.963321309985288,0.03749324249722723,5.0,100.0,5.056044417385387,0.5435087826262038,1.21374078821576,1.8437408935772868,1.810809369262075,3.1677089533223413,5.0,0.0,4.794211689714514,4.784140682178897,0.7253070971257358,100.0,1.8117262423079374,1.8005878060952312,3.1889455967942504,3.5362319006995153,3.5799337384455625,1.3913526697783087,4.892632524143297,2.5228249560468403,0.10542706521212422,100.0
