miliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
0,-0.00036290037955897896,5.001416403331392,-0.0005453474222611371,5.0,100.0,5.001469630833809,0.016601682111946438,0.001956155262799098,5.021541278425294,4.992309889862079,0.0196862449061558,5.0,0.0,5.004694874257024,5.008442113965738,0.015752613713542914,100.0,5.018835880942558,5.015786697967789,0.012629671033249443,4.961927916578255,5.007043501701079,0.01611704521463843,4.999035205475705,4.993855582249403,0.0018836877053297473,100.0
100,0.004482307349614834,4.997462554726601,0.00295216192599565,5.0,100.0,4.998776111394506,0.011735036767033243,0.40983630502476553,3.421207228766164,3.3881139631677146,1.5786710985855923,5.0,0.0,4.980512446253522,4.970722133158171,0.05457069171894462,100.0,3.4173672493939766,3.395578238347743,1.5935512452951257,4.90231932262237,4.981879881449246,0.07173059679371949,4.976152236307678,4.556091465578833,0.023397017584083458,100.0
200,0.00931253630377804,4.994520191701715,0.006534835985135129,5.0,100.0,4.99961087273468,0.08849885978641911,0.6922687518608039,2.711123357434932,2.6981547118694444,2.324431034373299,5.0,0.0,4.941977170656063,4.958347697959562,0.09513519870044043,100.0,2.708196278355971,2.7172591880583177,2.329910008402477,4.765358346058847,4.7873134514660896,0.20662697863787155,4.958362197859621,4.116280595969623,0.04127478466570743,100.0
300,0.013576450930156475,4.9852413504806945,0.01126619329245311,5.0,100.0,5.003124530169579,0.1261214291983879,0.8712923517877316,2.307851150916051,2.307127379252157,2.6765681683774125,5.0,0.0,4.914333685184404,4.937094177226912,0.20524551362250346,100.0,2.302572715026738,2.3469060544897693,2.6742060201043256,4.65082096416916,4.672345778101015,0.38716155610728004,4.940935364452204,3.8155049011981172,0.059133648606607775,100.0
400,0.024890309116646938,4.981472494695243,0.013834839343731456,5.0,100.0,5.010011814047261,0.1869332527215404,0.9884823812549436,2.09052547269187,2.100215076113124,2.8644974765145887,5.0,0.0,4.891294015745431,4.896614176468998,0.3160257571086878,100.0,2.1099447501501585,2.098638685684397,2.870730181306758,4.424287790657225,4.458227382684212,0.5283235664817825,4.928970613621702,3.529986902621689,0.06762848394370216,100.0
500,0.03499525939754815,4.9823099539644975,0.02072298298440902,5.0,100.0,5.01724900295593,0.28393123734507786,1.0934938932174783,1.981689446105695,1.9960850581667555,3.029591596072046,5.0,0.0,4.886543305408551,4.881623751810289,0.3690287203458634,100.0,1.9917576336984206,1.98555060049412,3.001976316167108,4.25933630716416,4.253518440368255,0.7601278586727482,4.922266504273364,3.2350822655083085,0.07888130134592292,100.0
600,0.053694391602188404,4.972881610333711,0.022775211582294664,5.0,100.0,5.028959035107271,0.3422818072588372,1.136215188793238,1.9395715034811547,1.930164420600982,3.1065917991098444,5.0,0.0,4.869629197181024,4.851864797977621,0.47029348943605265,100.0,1.9250314827148167,1.906176952388736,3.0618724468033713,4.082312607820547,4.100186874993029,0.8924450500122151,4.91222098786413,3.0191499913734594,0.08768416230248337,100.0
700,0.06675287108719842,4.973893297540988,0.02915894254898117,5.0,100.0,5.037801256653899,0.43850989171408433,1.1808602299623703,1.8584713974320561,1.8685371403224222,3.1170410924536007,5.0,0.0,4.838974592298043,4.821672987894706,0.581208102548248,100.0,1.8775597147812042,1.878086961383107,3.1060723314717595,3.9414138334745674,3.952298096790108,1.1092392247178893,4.905627728911269,2.841157918750236,0.09669132657247834,100.0
800,0.07674881607626542,4.96994974182558,0.03294251423852262,5.0,100.0,5.044093193556399,0.48006512570171217,1.2074659976956248,1.8606768083987604,1.8431143050218362,3.1751677014087454,5.0,0.0,4.806824976257647,4.80902000002756,0.6308761192133843,100.0,1.8172121615613102,1.82066719859267,3.139032835389394,3.6851386274974844,3.7710500594265013,1.2415246899001153,4.899340193495454,2.713477284864202,0.10263594781853104,100.0
900,0.08739336165022253,4.961140690216117,0.03788587935004289,5.0,100.0,5.053893925378791,0.5275410048502756,1.2339632178945,1.8013355841102343,1.8128202237034536,3.162907072867561,5.0,0.0,4.780880158103376,4.796247389135068,0.7378970946592779,100.0,1.8230583481837872,1.808409842196964,3.1656931485959694,3.591173014319296,3.5533300363609306,1.447266421601484,4.892289543974151,2.51682976436332,0.10664237800472745,100.0
1000,0.10322066295362846,4.957950973777609,0.03949084625576499,5.0,100.0,5.062772872789047,0.6002100902393391,1.2386813022371215,1.8282144638678284,1.8095096296480013,3.199159155747442,5.0,0.0,4.780856726107305,4.768875126785228,0.7740625589763135,100.0,1.790274503883112,1.8262376442533208,3.1929030587010168,3.4453372840362064,3.3695384496577394,1.5728886544191054,4.888738195736251,2.4003589572651003,0.11206776967633034,100.0
1100,0.1173521819717472,4.955893181699274,0.04497347218144142,5.0,100.0,5.068686925947994,0.6695379084136802,1.2377134444751294,1.8196573282307937,1.7901055705795799,3.2185846762187356,5.0,0.0,4.732375943547893,4.7431425688656255,0.8702663254562933,100.0,1.7799556879442742,1.8265024917571895,3.2193078250647087,3.285607021982418,3.2366974873871137,1.7430129543635378,4.886387903009541,2.3172456354365236,0.11594323251338634,100.0
1200,0.13018561385213362,4.952710324999372,0.05028292104796077,5.0,100.0,5.078471411514155,0.7208923311900041,1.2565573355515354,1.7800960181576913,1.7958555305593273,3.189014651604076,5.0,0.0,4.716019539263615,4.723908638358868,0.9300751305541811,100.0,1.790803202260181,1.813914446948594,3.183830995213449,3.1349643217471375,3.1116688852963192,1.8467340041364815,4.879678476157431,2.1915421535936286,0.11897643230485377,100.0
1300,0.1320565009338601,4.946369901639848,0.05016532943012408,5.0,100.0,5.084359630215962,0.7519261452016486,1.2555010746031443,1.791098732777206,1.8084026506546853,3.1979044467900177,5.0,0.0,4.716110454603446,4.6962557642392095,0.9871079647792822,100.0,1.8050477803123814,1.774270328217821,3.222160610983704,3.015081736414297,3.0319925156887306,2.032400826672532,4.87727575899584,2.075856305852324,0.12370961488538859,100.0
1400,0.14408166440239603,4.94435306970547,0.05915504657723919,5.0,100.0,5.090979956607091,0.8138252066727943,1.258873651799432,1.8108310312423528,1.819246417873523,3.22713205593999,5.0,0.0,4.692326743167909,4.682952292403688,0.9998761488827066,100.0,1.7936888193530538,1.7795189798279152,3.189706370548581,2.8992766451751457,2.8937993780408116,2.131112711596281,4.873835824313208,2.0021310576330262,0.12697331486903196,100.0
1500,0.15595666294381852,4.93693638050869,0.060034091037698495,5.0,100.0,5.095157752863868,0.8187212588764756,1.2603372920206426,1.7948209151562964,1.7812327710287084,3.224085154671647,5.0,0.0,4.6513473963176235,4.670971524976134,1.0442594728883285,100.0,1.7834215699648057,1.8181659723289263,3.228981729867124,2.732959554239411,2.766703724488165,2.241640196458096,4.871608895074786,1.9843794043255139,0.12695629287183435,100.0
1600,0.15973305449290748,4.93360673070868,0.06231668948376096,5.0,100.0,5.098429749272233,0.8927856818294895,1.2702652230825078,1.770035397650554,1.781485341717259,3.2173834397883105,5.0,0.0,4.648871520413513,4.65601528067498,1.0846556370909384,100.0,1.8075007337832754,1.8139631159338119,3.205963846566114,2.6363823382406446,2.6471431827180973,2.317808562841998,4.869801400031229,1.8915717853867238,0.1327335358258016,100.0
1700,0.1746643703392288,4.931099013289865,0.06594549836608427,5.0,100.0,5.102658264599343,0.8889066441836859,1.2722649200778926,1.7796917896701079,1.7829529659599075,3.233463094140641,5.0,0.0,4.622245390812133,4.630709704107146,1.1120276118684238,100.0,1.8096413800658773,1.8130646298802482,3.190617670056933,2.5616612336782865,2.5899163121562703,2.4759904164448754,4.864366466408874,1.85683689661287,0.13627085158086005,100.0
1800,0.18066905768930347,4.926452197303014,0.07540611797173874,5.0,100.0,5.105286694317517,0.9521656755102442,1.2825369470711305,1.8164456829321562,1.7875817914593957,3.204543696508223,5.0,0.0,4.609687746798837,4.61001558039991,1.1633122873231585,100.0,1.8122035551469835,1.777529806862547,3.2006306491985717,2.5281580039147373,2.527595759652739,2.5470596567542314,4.8650268107910675,1.8139188309024814,0.13721691401410754,100.0
1900,0.1873273076666776,4.922897243520034,0.07580868025219314,5.0,100.0,5.107070557719468,0.9495946891997975,1.291273886421614,1.7936594546984208,1.7926756135734865,3.2182727001807483,5.0,0.0,4.572250774611958,4.569641335854215,1.1808243630910054,100.0,1.7847529289191826,1.772991260151725,3.231608774887892,2.3725194704025325,2.387149648085031,2.5793575345760713,4.858868847650966,1.7218869873100817,0.14126717890430338,100.0
2000,0.19463922053700505,4.9216815712125745,0.08005713556210788,5.0,100.0,5.111636778186479,1.00034861050077,1.280368392467422,1.7799175488325543,1.8128074426431793,3.210997591642008,5.0,0.0,4.551079877445147,4.564385558861467,1.241926786360241,100.0,1.7768434792813779,1.7684475962904445,3.2233206708761184,2.296292077285012,2.3898784826159254,2.7005178402595686,4.860745905584331,1.658196047677628,0.13925146211063916,100.0
2100,0.1962491002041256,4.913243529826732,0.08673372977615265,5.0,100.0,5.112213883903522,1.0199192660304512,1.2783838939083976,1.7909958757772062,1.8138466738542618,3.2109490378803143,5.0,0.0,4.531385514837023,4.543789213139604,1.2501722298851161,100.0,1.8025131567453492,1.7934967520016971,3.200271029381439,2.270607254823435,2.3020351802567767,2.694517837154724,4.857288779397435,1.6534262993617206,0.1440061317146434,100.0
2200,0.20061929293704653,4.914127515642832,0.08914456512664064,5.0,100.0,5.113527769103787,1.0370090650249344,1.294281519666383,1.8137046728868844,1.767636840761394,3.210891667054614,5.0,0.0,4.5123123281193385,4.525103639817979,1.282273317298322,100.0,1.7901500719518062,1.7765210449863973,3.2199178372812627,2.261709513596948,2.2420827624421764,2.818621200983594,4.85292513125941,1.5674857318854936,0.14682230572394625,100.0
2300,0.21007985560345377,4.907570980777805,0.09364669834091936,5.0,100.0,5.114250725134793,1.063484323773506,1.2914713520024155,1.7924809488596005,1.8018432654414338,3.226687272238407,5.0,0.0,4.509315641436053,4.49553194628864,1.2755979963249224,100.0,1.79923710180167,1.8091064647155055,3.1984889703951414,2.198984749931324,2.182398691562282,2.809149670738635,4.852842483730412,1.5488403730711724,0.14665306236045328,100.0
2400,0.21450548145988857,4.901264490365398,0.09517343454315688,5.0,100.0,5.116775716045004,1.1109156960707773,1.3072646960251246,1.7871945464370447,1.810129771675634,3.221756455137347,5.0,0.0,4.487199689246075,4.487907423722131,1.2886065821406025,100.0,1.802824158387707,1.8103685672185748,3.2257232850999835,2.0858161964116535,2.1558599845647697,2.873704679320681,4.852436510792477,1.5587338269512976,0.14775368558243557,100.0
2500,0.21543129237684633,4.903030508088303,0.10246830835059188,5.0,100.0,5.118037836530303,1.1126367795157996,1.3180747435005118,1.7894474842945325,1.7912751459648175,3.1872380317882545,5.0,0.0,4.46455677444456,4.456804162894574,1.3078972371231472,100.0,1.7715309712295377,1.808624132251199,3.2287457252941167,2.0448116825137053,2.0873187164668465,2.8847266283548567,4.850482278171874,1.5217540673304066,0.15204430328602442,100.0
2600,0.22123058218168842,4.89624197702366,0.10436420617834138,5.0,100.0,5.117193926107531,1.1210608687425012,1.319270728307258,1.7731191536870945,1.791268815383279,3.2222826729731504,5.0,0.0,4.463464350629047,4.438087580805325,1.3602211646549938,100.0,1.8100568257798482,1.7866737797169052,3.2122780731315275,2.088496611420716,2.0314823142078833,2.984720036567253,4.845899346611329,1.5279996546422652,0.1511991737329527,100.0
