miliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
0,-0.00013378241850430005,4.997600892979748,-0.0019009210006781653,5.0,100.0,5.001717167595303,0.017390261779113184,-0.0022555183854461452,4.989914732336891,4.985422346570069,0.010289168028523503,5.0,0.0,5.013316427263566,5.000739823897735,-0.004396716537600132,100.0,4.9753545252449705,4.979400872569117,-0.023456184867286508,5.012112532493494,5.033442152462955,0.0030111152078518746,4.999658240698746,5.005425270036585,0.0004419392008007985,100.0
100,0.0033900004454708614,4.997620796636985,0.0039705308205433545,5.0,100.0,4.999041173830474,0.023247438736546736,0.4153274083925874,3.3885608174535973,3.3805724488189743,1.6044082870555947,5.0,0.0,4.966333470984391,4.976411841227763,0.050520555563546087,100.0,3.3953126777384526,3.3869595477742984,1.5844567704446926,4.928068921143307,4.9305242010530375,0.07127379334860255,4.97575779153783,4.523043713584386,0.02234750981966958,100.0
200,0.009733599082518678,4.993766603441991,0.00941627694504672,5.0,100.0,5.000576840875726,0.06892495402577896,0.7004188816410277,2.708260435464193,2.687627581038551,2.2865618621447337,5.0,0.0,4.9461376813747995,4.943691863228489,0.09585410682419407,100.0,2.692289354823993,2.6763807028563926,2.3054626860712073,4.844782929555287,4.754212373555747,0.21001193803235838,4.957435371195011,4.120583490744107,0.04378510725897067,100.0
300,0.013909797816837044,4.988227006081287,0.014308178267884391,5.0,100.0,5.0049746623515405,0.14168671444574987,0.866462701684019,2.3178448770116162,2.327643811690479,2.670499850954288,5.0,0.0,4.926305925069469,4.923771385553653,0.2248648976788959,100.0,2.3476355851717243,2.3154340414601515,2.668649855397559,4.611494278852012,4.6056918723289595,0.3906817532348955,4.941747570405077,3.8313920868247346,0.05800698113498372,100.0
400,0.029984729846136926,4.981155811923625,0.014207517303319858,5.0,100.0,5.009322306565596,0.19990081825908498,0.9996991031680961,2.111498946470028,2.096173446139099,2.9076464243432127,5.0,0.0,4.899473834472461,4.908415461814699,0.304738848334505,100.0,2.134661900063258,2.1171275566081236,2.9085419024534165,4.4968211388793256,4.411026124608877,0.5220320737171733,4.929018368355291,3.494728906423213,0.06932513656010317,100.0
500,0.04288398979177184,4.978578009239698,0.019090375264659537,5.0,100.0,5.018590128399909,0.28745790773000746,1.0892151168828645,1.970650607587287,1.974805249090024,3.0186679287668055,5.0,0.0,4.879327409305954,4.8701440809937715,0.3737455937920985,100.0,2.0093497649724257,2.0098923585228303,3.021608138650116,4.270035542150002,4.278585400197491,0.7124795051199209,4.921950798331242,3.3026566325652604,0.08082380613194749,100.0
600,0.0552563669660617,4.9778613952151085,0.02733510803318032,5.0,100.0,5.025616964321794,0.3539992782635534,1.149477702305689,1.936953539042719,1.9047378497243352,3.0838714396595166,5.0,0.0,4.843415263129608,4.865615782376198,0.46059908961571877,100.0,1.8967550068617405,1.9357968877879421,3.0912470380469417,4.077227756945362,4.0953108609400495,0.9634799061710947,4.913391446985165,3.023719793665966,0.08881556898950956,100.0
700,0.06851201147943103,4.969560845824176,0.030669978908028094,5.0,100.0,5.036320947829136,0.42224420634321097,1.1776173385560984,1.848018152914502,1.8653422726382454,3.1090304036935916,5.0,0.0,4.840703486532543,4.834791677867947,0.5767946744006942,100.0,1.8658051885202684,1.8851215097048424,3.1239289562502397,3.886437478324678,3.8975274392067214,1.1227097608083743,4.9035802340502,2.8977645449801828,0.09259316616223484,100.0
800,0.07549237403916399,4.965976456392623,0.03194555582155175,5.0,100.0,5.04710108764473,0.4711179372655906,1.2022795370227912,1.8257597096242784,1.8207801776713908,3.1603784269290944,5.0,0.0,4.80255521765062,4.810931570952465,0.6443321985874265,100.0,1.8146472178292679,1.821247728176545,3.1630845550237674,3.7323153763291934,3.762137646511293,1.289846574886696,4.898905456789525,2.7136325168172837,0.09993962893801837,100.0
900,0.09530132396385796,4.965011791370717,0.03850175492692584,5.0,100.0,5.05282024857652,0.5251511283524896,1.2248991610467477,1.7972146832246674,1.7986974060743148,3.165883525453312,5.0,0.0,4.787532202768151,4.778846533072876,0.743943822092247,100.0,1.7989033407935358,1.8042822898818793,3.190908907089178,3.5998545895010055,3.5667140383301383,1.419035856183779,4.895548200352685,2.5846637648681767,0.10454080018201681,100.0
1000,0.10527522683829926,4.9568594560653585,0.0396779991974355,5.0,100.0,5.061091713837821,0.5877283894672287,1.2298840300536658,1.827691252772349,1.8128415315404938,3.1762472262493104,5.0,0.0,4.764543050238029,4.7641885974734794,0.7964276832364039,100.0,1.8066543721009065,1.7890995290291067,3.205826141029231,3.367378883900088,3.4285136628663833,1.540397256545167,4.887478598572857,2.422450965792784,0.11233797658432926,100.0
1100,0.11216824921926614,4.9543182644304125,0.045802697149321725,5.0,100.0,5.070887080375525,0.6394607505392572,1.2438587814392368,1.795669140432354,1.798234376000816,3.1773633797261205,5.0,0.0,4.732715968262353,4.755228628498536,0.8426219126856176,100.0,1.798114693565777,1.808737893043799,3.1953521493845476,3.303794786092191,3.2670208510697334,1.7326156354128819,4.884486654032887,2.345362319252506,0.11553764990791783,100.0
1200,0.12909561557920204,4.953959733313776,0.050075075762591896,5.0,100.0,5.077337787874387,0.6982363038694458,1.244857457191359,1.8219134761816742,1.8100906593574448,3.1928944340709644,5.0,0.0,4.728760230487561,4.722514139369831,0.908008391457823,100.0,1.796176703523658,1.7827354080871387,3.206825204233608,3.1192378439497466,3.129834196865361,1.8323035799127048,4.881418286703028,2.2417153583553397,0.11811631054810103,100.0
1300,0.14011324055772095,4.94547720979497,0.05115855241093944,5.0,100.0,5.083913390019038,0.7644593729836602,1.266741019629629,1.7769830934970257,1.7910057529042958,3.1979399732850573,5.0,0.0,4.713820107113487,4.690368739311165,0.9627490868467855,100.0,1.7932140242972388,1.8148379080703418,3.1988041216877,2.9940940999562824,3.0075611931749364,2.036665898332606,4.877741486169554,2.08154812398681,0.12435657380326534,100.0
1400,0.14689783193315833,4.940832829343919,0.05921831782276445,5.0,100.0,5.0895394152766125,0.805499731367727,1.2560558090232652,1.7853236028194228,1.8042738799686882,3.1905785326938774,5.0,0.0,4.68040002240487,4.67673801980774,1.0231904648458532,100.0,1.8126236988248918,1.806635580478815,3.2171137522069766,2.873508890882056,2.8993229120391444,2.0977340530274673,4.873589101122423,2.0463235099193278,0.12394039068978985,100.0
1500,0.15208538249471432,4.937552243568109,0.06256700949935853,5.0,100.0,5.095009216822743,0.838486302965254,1.2662544178015327,1.7859131721867896,1.8132585132269274,3.199210420611794,5.0,0.0,4.663517817515402,4.664830920318555,1.0575610987976996,100.0,1.805295422418062,1.7778594021229768,3.222425101806229,2.7211693553365874,2.744246262195219,2.202743085534593,4.871995785601264,1.953656759508387,0.12812635280738122,100.0
1600,0.1602471388177077,4.93557995683394,0.06526125824488037,5.0,100.0,5.096801191880367,0.8841173291574447,1.2795655465180074,1.8089294463613528,1.7959174900657933,3.1991613370045924,5.0,0.0,4.643650668866205,4.645766478911825,1.0771385788160688,100.0,1.8176639854807195,1.7967682811539638,3.2246628790642458,2.624299978124767,2.6332731832080087,2.343697906523475,4.866773008453756,1.84212374994442,0.1303697769373074,100.0
1700,0.17465252275640267,4.9285098624658605,0.06831999063102999,5.0,100.0,5.103613687520064,0.9223982364811489,1.2656560475820544,1.7816454784991238,1.7712716664511623,3.191123170955867,5.0,0.0,4.608976137596407,4.6201188410664304,1.13849721056752,100.0,1.7697104665391867,1.8065213602096089,3.186168954844759,2.5889963621020016,2.5691409465801245,2.38321404250586,4.86394184213682,1.8520011603181918,0.13456428492329892,100.0
1800,0.17895171272065652,4.928339039607925,0.0746492029232891,5.0,100.0,5.104053328924076,0.9311995020161686,1.2851864483352606,1.7725822674832223,1.7672540532418444,3.2312385156114547,5.0,0.0,4.6127235922353504,4.615020281130441,1.1530622556017553,100.0,1.796643939971616,1.7883683368533463,3.18849737522723,2.494425550634593,2.509560825997499,2.4858913840234784,4.862848806073436,1.7882368712839645,0.1388336159063157,100.0
1900,0.18084760900595998,4.925942902161083,0.07665876553397868,5.0,100.0,5.109073143377911,0.9690297087211808,1.2764044913246493,1.76609478743528,1.7675273166195091,3.186523852186754,5.0,0.0,4.57738783063061,4.576289263114823,1.1820590996726623,100.0,1.7766885625263311,1.769565612313421,3.2155329372847032,2.3663376237132088,2.4313753577186037,2.629904301807563,4.859965527754251,1.7381064648741575,0.13834307179220962,100.0
2000,0.18944486696841878,4.916975954898277,0.08069071871397697,5.0,100.0,5.111668483883092,0.9806416243814308,1.2789430855341217,1.7730975202852515,1.7727591334800372,3.2073253547030864,5.0,0.0,4.552050604995073,4.5722150063432,1.2154267799757266,100.0,1.785418135671735,1.7827046768345887,3.229043792587556,2.360721883118088,2.3304763090288065,2.6714271519130586,4.859774240287472,1.6803583117408403,0.1426391473450044,100.0
2100,0.19660837661484862,4.9129873004525395,0.08297197489043788,5.0,100.0,5.112513242626691,1.0375945733493057,1.2794147205655422,1.8148779829455368,1.7812477722911517,3.2023728590093374,5.0,0.0,4.534925358401924,4.55720557966053,1.2277684901732209,100.0,1.7726310180680411,1.7801355928510478,3.2340748020004195,2.255220986588638,2.285414919259594,2.759748249150875,4.857977973400871,1.67497009886325,0.14238034512967532,100.0
2200,0.20011827919522407,4.913918359723283,0.0905847009342987,5.0,100.0,5.1136806379375335,1.0433578733926228,1.3021817143772745,1.7950899612665456,1.8002562769763115,3.213004987029129,5.0,0.0,4.52331127369143,4.530835974391636,1.2507551799313135,100.0,1.81499142173228,1.7815743312582848,3.222250314821567,2.1894308199231016,2.2404828619514223,2.7863810475036375,4.856614888285061,1.6476861240028915,0.14534077964464198,100.0
2300,0.21085971376994322,4.909407843352548,0.0912953711223399,5.0,100.0,5.116346860062961,1.0640902845706781,1.3063970560688727,1.7770908134733672,1.8025996970177662,3.2325518654254224,5.0,0.0,4.510845152331051,4.513670688445889,1.298738313165612,100.0,1.7905430890609066,1.8168421677329847,3.2150757522072997,2.1491344763872915,2.1332643842418597,2.807140802395437,4.851738823751363,1.5965532027788916,0.14587182892320802,100.0
2400,0.21531506217881016,4.902167028219633,0.09450157142856598,5.0,100.0,5.117664246675184,1.0936024059878753,1.308415095709251,1.779901390796255,1.7789650186207795,3.1871847544295573,5.0,0.0,4.475536657076697,4.49360131010711,1.2965689134142762,100.0,1.7800248505720853,1.7921230475711478,3.2295535833342015,2.096702130443674,2.096633470574954,2.8479055733705123,4.849458372655917,1.5874867524357348,0.1471928956919075,100.0
2500,0.21593472175946757,4.900847206270861,0.10198557741515549,5.0,100.0,5.116758968078735,1.1107089963799757,1.30208548967893,1.7885079615456476,1.772991924235637,3.184473255332855,5.0,0.0,4.460084780992254,4.4637838395942975,1.309315621064406,100.0,1.7678764072471007,1.807645866480696,3.1840300489665156,2.0507463518459383,2.048916214076698,2.870784256049562,4.848115625066775,1.493752596312864,0.14987326507154888,100.0
2600,0.21664903519682346,4.894964508721265,0.10221484641045282,5.0,100.0,5.118235702342623,1.1406539338324464,1.3062756359409495,1.8025105979258504,1.777163754345759,3.2325955021065718,5.0,0.0,4.439206927004393,4.4493375689064285,1.3474635071614034,100.0,1.8066282306509671,1.783708964323156,3.1920397879436053,2.0556716920746476,2.037134439029573,2.9701065129604345,4.848958157701056,1.5060325426756747,0.1545175970311793,100.0
2700,0.22390153523181075,4.894852196283894,0.1083055536059872,5.0,100.0,5.11758620637187,1.1510472825509679,1.3159117741928146,1.8076223226222994,1.7873462435918037,3.2115461975642505,5.0,0.0,4.441584425060666,4.442371562264589,1.3497548062996476,100.0,1.7698126952073983,1.8019164770630864,3.188315274074768,2.0495583238384354,2.019602341952659,2.9520377754038925,4.845803440951994,1.4726656707261023,0.15450325635716108,100.0
2800,0.23106738717571204,4.89146466974026,0.1138805500332756,5.0,100.0,5.117938947540782,1.1554524749971506,1.3226895225473547,1.7800103977393473,1.769090247872651,3.200736732157952,5.0,0.0,4.40369534078103,4.411686204889052,1.3606241740434015,100.0,1.790117206517588,1.795785704318487,3.2230987742858943,2.0139053021035913,1.95468436039406,3.0499382836711053,4.84200097596419,1.4247658111297532,0.1572745616619055,100.0
2900,0.23143696846344533,4.882887539535468,0.11634916383141808,5.0,100.0,5.116283947645503,1.1785852854699244,1.3299831039509942,1.7811718827560206,1.8037048449976545,3.203421836420377,5.0,0.0,4.396174831877057,4.404361549006531,1.3835331375428763,100.0,1.7831973157036232,1.7825958161117503,3.224534392291772,1.9694554378392082,2.0159509715609776,3.0001458685442235,4.841565396761472,1.4301413132425944,0.15993869040972405,100.0
3000,0.2307975719462816,4.882219744180092,0.11636363210402595,5.0,100.0,5.114026817720878,1.1958805860799817,1.336364748432613,1.7872335370963035,1.7831502427717667,3.205198854563965,5.0,0.0,4.372263929739703,4.377521483225946,1.379154217729468,100.0,1.7872908711989637,1.7894632697572967,3.1832523497703247,1.9909353398889251,1.9401885189514092,3.0794776914065563,4.842273550134455,1.3995090571005644,0.15763300401888727,100.0
3100,0.24108728652964778,4.874268543541779,0.12273907548140268,5.0,100.0,5.115001410058625,1.2242818745843451,1.342019087998211,1.8006980661667062,1.769239000422726,3.19775004069027,5.0,0.0,4.3653038954745265,4.360560409365673,1.4045281278680097,100.0,1.7816026035779176,1.779020188730798,3.217407684372485,1.9467663417950842,1.9762429531213603,3.114979748784391,4.837008333600581,1.3893506922327905,0.16233728052646249,100.0
3200,0.2385180660733147,4.8737084976152385,0.12738103356934027,5.0,100.0,5.11445908324557,1.2363836762345701,1.342179111417004,1.775863348704736,1.7798305693605978,3.1881073563915154,5.0,0.0,4.338032890122495,4.329648926873342,1.4326095098932954,100.0,1.7741823403372567,1.7929180568026604,3.189336156996696,1.8642934125879487,1.9170068029383707,3.051646892198765,4.835299187134297,1.3988757389676847,0.16411324573662128,100.0
3300,0.24483153148151557,4.869930949274956,0.13046600002519723,5.0,100.0,5.112894552540854,1.2297766361305633,1.3416843307974715,1.8166813912073871,1.8147351025931893,3.1991929831675,5.0,0.0,4.32638942727658,4.315569381851218,1.409963764023236,100.0,1.7860414159220983,1.8008059577898303,3.217272772128097,1.944500631567967,1.9449144556000644,3.089468085092934,4.8347916664849855,1.382457780545071,0.16253763669046642,100.0
3400,0.2434019008195379,4.8657568391467985,0.13500580820996602,5.0,100.0,5.112025795815568,1.2515544419376077,1.3414169505268916,1.80510665837188,1.7709962829792163,3.214662908533061,5.0,0.0,4.295702057892008,4.321272327534952,1.4228991123700439,100.0,1.796832444733491,1.8157656762085495,3.187992259675726,1.9075085820430293,1.8802617290733608,3.1119037184633016,4.832892055445595,1.4107033141533767,0.164609781475566,100.0
3500,0.24468375209571125,4.861163246597572,0.13919732003386978,5.0,100.0,5.110020751631265,1.255733837726335,1.350552226885266,1.7870473509914657,1.7808175788887273,3.199306119503174,5.0,0.0,4.282527887692889,4.292584170363731,1.4336893478812907,100.0,1.800684523438272,1.7763738938694575,3.2060230291511402,1.8680654659444822,1.879277084704407,3.1637952887804888,4.830725271098546,1.3719414756346413,0.16860333445771114,100.0
3600,0.2517343001926972,4.85827171260563,0.14186957300463807,5.0,100.0,5.110274185559415,1.2631206660680623,1.3400705647824094,1.7832816880934086,1.7777348018552548,3.2001212019970593,5.0,0.0,4.267296124147797,4.2882564968528145,1.466256937163264,100.0,1.8010106301545838,1.7702826043202724,3.2338742136230167,1.8365024628946547,1.8796239222083457,3.1844677312497955,4.832131372208688,1.383934168211845,0.17122163584312222,100.0
3700,0.2513149844879043,4.853282997357665,0.14313151956596712,5.0,100.0,5.105232047618647,1.2870446664763973,1.3525586808440253,1.7715039771490533,1.7825321594826742,3.205844946304613,5.0,0.0,4.248944010660538,4.248115487684776,1.4733872275968118,100.0,1.7937204984570367,1.8107021725714667,3.187575751644756,1.8983331745284957,1.8909276484151478,3.1711041817415535,4.827573662254514,1.38634466208027,0.17148144286820516,100.0
3800,0.25866062449950505,4.848170151629906,0.1508366137500319,5.0,100.0,5.105934513385509,1.2920872720629126,1.369010367610894,1.7878627500689321,1.8049630575107836,3.2334286294221797,5.0,0.0,4.254175353498595,4.255874731050599,1.4458711698252547,100.0,1.8040576403049615,1.7901052016384598,3.2228258043058173,1.8629887420058624,1.8569129078068096,3.146027100721216,4.828564266597214,1.3752986988531128,0.1745595589136139,100.0
3900,0.2592602495794171,4.84939102573537,0.15114760518986384,5.0,100.0,5.102848904570523,1.286675787489515,1.358064292864634,1.816501317780531,1.7668330229883942,3.2252449686851494,5.0,0.0,4.237979282581309,4.226357461397868,1.4674442318282928,100.0,1.7959375470204502,1.7675250054240834,3.199196038757127,1.8019391025376892,1.8132828662830112,3.182157080868547,4.824229860811851,1.3868673578326145,0.17201711572489245,100.0
4000,0.25826225784812185,4.845656633811262,0.1595162765519506,5.0,100.0,5.101028152243717,1.2937977544213837,1.3759279102827227,1.7778859538535967,1.8113794294958143,3.232167323620899,5.0,0.0,4.210657300216171,4.218173992145571,1.492562032141162,100.0,1.7941837274180696,1.7894044542217216,3.1903026637101854,1.8105839228464342,1.8072442430635605,3.1845141100377856,4.825372164249085,1.3392714110386057,0.17702438623342462,100.0
4100,0.2642599673300256,4.837710651326381,0.1606561236794846,5.0,100.0,5.101465380550406,1.314128263222154,1.3830273939254814,1.7734345396608,1.8058642254058366,3.207267333048287,5.0,0.0,4.199291101030494,4.1875504830604315,1.4864692148886047,100.0,1.8021468948714472,1.795645984953923,3.1916541391959794,1.851527754120965,1.8673562266984545,3.200495037242377,4.824422760591655,1.377316818646848,0.17914478774370501,100.0
4200,0.26167350135679224,4.833942467789136,0.16287305591807172,5.0,100.0,5.09647704133484,1.3326277407190636,1.3640258131066783,1.7886309506681144,1.7968188917198433,3.2159715956173516,5.0,0.0,4.17734219277035,4.168325412598733,1.5003264468221016,100.0,1.808730475587853,1.766262041417458,3.2077530041547644,1.8425512523399856,1.83140164155989,3.1493571004972636,4.823528142318598,1.3344667931218515,0.1795553603289548,100.0
4300,0.2665204252168971,4.8292682180549695,0.16796016129306487,5.0,100.0,5.0967548513521095,1.3150293975199356,1.3689796465555744,1.782153812722389,1.7761275632953955,3.22954413307367,5.0,0.0,4.175078834443787,4.157640303948339,1.4908022404798675,100.0,1.8094335744066417,1.802899776270605,3.192337678885801,1.819931780689073,1.8360346181252043,3.141025195054898,4.818416173884798,1.4118970179171495,0.18216884820429993,100.0
4400,0.2695183297341214,4.825389161750977,0.17305088382211686,5.0,100.0,5.093276038960833,1.324648315958025,1.3771711941427887,1.8006134446022166,1.7832549128447837,3.227983754238136,5.0,0.0,4.149103684504198,4.1429085459358435,1.5137273831228735,100.0,1.797520781205474,1.8143213102990574,3.2137031986101374,1.7679607206733612,1.8500131025259356,3.1352134804689555,4.819663244470751,1.344904539253458,0.1811656682175264,100.0
4500,0.2690136535091556,4.822244869696251,0.1739803776127547,5.0,100.0,5.092190692523485,1.349967350648348,1.3856810634484071,1.7728687521299968,1.8047059172926694,3.209368689211485,5.0,0.0,4.132471836884843,4.126768178855175,1.5077838006624609,100.0,1.8035112426588151,1.7940825205081952,3.2045529817913905,1.7805197684450058,1.793560437627463,3.226043705498097,4.816263487731138,1.3324599587479495,0.18176302525635904,100.0
4600,0.27283968336488584,4.818660573206457,0.1811743366281284,5.0,100.0,5.090528959870673,1.328070918430205,1.3993978191004741,1.7780140804419937,1.7711542922499637,3.210350395858792,5.0,0.0,4.117034671393554,4.129010459653815,1.4832827736732705,100.0,1.7680946000540618,1.779187409672241,3.1847377718904037,1.7935262093218771,1.857802878581509,3.220850274610351,4.814234972019037,1.3880930701006495,0.1832694412433681,100.0
4700,0.27225371891986944,4.814081719260241,0.18433005844114891,5.0,100.0,5.088760574998809,1.3487921881973184,1.3871268005424706,1.7818588037578538,1.7978840124432367,3.234231578963734,5.0,0.0,4.086672579276162,4.102121451073546,1.5126634554260028,100.0,1.7886966303333447,1.7734018851278104,3.2175537066784567,1.814919474396282,1.7681461353015322,3.185915221152435,4.815638229216654,1.341019458417588,0.18509322405080172,100.0
4800,0.27331133081648873,4.810888761697791,0.1880274430464431,5.0,100.0,5.08481053501844,1.3661452197779373,1.4098177080444803,1.7842537293489336,1.8162562742034327,3.1972928503008724,5.0,0.0,4.092532592534476,4.08047280979154,1.5154189605213797,100.0,1.816773145717804,1.8119405169785576,3.2130625640533195,1.782454076894871,1.8458346783028232,3.1601630362278588,4.810019403523597,1.3519747506476258,0.18972030156375164,100.0
4900,0.2747717875228993,4.8089483419036245,0.19331200022523634,5.0,100.0,5.081002104078275,1.3460399679359025,1.4094774513224468,1.7892223492825505,1.7974203898742065,3.2138723960886257,5.0,0.0,4.0655836145035815,4.075493189676162,1.5170277266582382,100.0,1.8124607697688533,1.7675569201354353,3.2160062677254606,1.791655188943725,1.773366701220783,3.237749710186297,4.809984312116686,1.3679323102913086,0.18925759783374488,100.0
5000,0.2754575365329802,4.802806520227061,0.19639653698455525,5.0,100.0,5.081462791294983,1.3879363747035085,1.3994881393420269,1.7900045811109797,1.7890419354579299,3.2100503374384757,5.0,0.0,4.0544690141594,4.068572492725419,1.5250162836514305,100.0,1.8030976018658622,1.7771338949384308,3.2297602314947076,1.8017218968555568,1.7856369617157875,3.2034816837673556,4.810331184779431,1.379853980028753,0.18927358099096672,100.0
