milliseconds,UnInfected_Tumour_Cells_Xu,Infected_Tumour_Cells_Xi,Virus_Xv,Effector_Cytotoxic_CD8_TCells__Xe,M1_Macrophage_Xm1,M2_Macrophage_Xm2
0,474325.89641169755,0.0,0.0,1.8752924129210877,1.3601339327992634,-0.024294731909339694
100,747480.2206197211,0.0,0.0,-1.9911839317274902,-0.28166419967581036,-0.015988443600503655
200,793735.0607559687,0.0,0.0,-1.074604451586716,0.7420031094452528,-0.0007025380305290341
300,852598.3591108243,0.0,0.0,1.8676638015950828,0.5988583726076901,0.027515577870755932
400,941386.9895800509,0.0,0.0,0.9141954264804216,-0.04973703760575732,-0.013303776581107731
500,783386.9000467989,0.0,0.0,1.9975046690862488,1.3337945541383813,0.014839009638192843
600,1065847.514040036,0.0,0.0,-0.3229037386032645,1.987609262044128,-0.006608051251181593
700,761907.9964038874,0.0,0.0,-0.556033918931212,2.1273229172715014,-0.0035486086999283357
800,1150066.894970606,0.0,0.0,-1.4048089140691866,2.659717329283912,0.022772821604401427
900,999527.4826521629,0.0,0.0,2.689753832837959,1.912737367419875,0.020561711857389867
1000,1108317.3722750961,0.0,0.0,0.9525031276838463,2.6912083971924656,0.05577183912205916
1100,1259265.051688951,0.0,0.0,3.837430203146936,4.09376031003757,0.04742107874923529
1200,1324251.6036892384,0.0,0.0,1.8789838901575682,4.080420841823897,0.04796047842967643
1300,1392639.1953638094,0.0,0.0,1.1017785051356963,3.610372899416138,0.07792683277027097
1400,1445944.6905008443,0.0,0.0,4.5981050194732465,2.8160047516237183,0.05735293457595229
1500,1512472.6278258997,0.0,0.0,3.792259528228603,3.97710973718218,0.07214310485414667
1600,1469680.3073038422,0.0,0.0,3.8788432441369767,5.812279593438099,0.0465570430725119
1700,1454359.6393952116,0.0,0.0,6.343356966536601,5.568528239427617,0.07740039677877042
1800,1882529.791046155,0.0,0.0,8.268468251998062,5.686237900537657,0.09311743110728378
1900,1670910.3943787222,0.0,0.0,6.373651213059268,7.589238176061068,0.07278860335790482
2000,1726501.6730806266,0.0,0.0,7.7003506100770185,7.199240455580358,0.08929916747259865
2100,2229989.313280451,0.0,0.0,7.56504957230848,8.165323747641718,0.1395459775716478
2200,2345027.5560680917,0.0,0.0,10.972829139015003,9.281748970768842,0.14223436861383612
2300,2055360.4761563838,0.0,0.0,10.80662347495268,7.844836376303204,0.13375842293008344
2400,2260645.9982440365,0.0,0.0,14.706442793062275,8.852765706667345,0.14232838408864096
2500,2358040.54287899,0.0,0.0,17.84733930962008,10.680303494823326,0.14107405450791594
2600,2773394.635751,0.0,0.0,19.007728927516904,11.699226776897444,0.15081079998308447
2700,2654470.0335918805,0.0,0.0,20.50851010606133,13.137909402677113,0.17486344936858958
2800,2880625.850598296,0.0,0.0,20.488641504925535,13.860881801879573,0.20597454347254945
2900,2871606.5036840853,0.0,0.0,24.107662565957057,14.383009783800105,0.21051486774365524
3000,3049766.795147312,0.0,0.0,26.554204278321908,14.23964746917885,0.2330877294357684
3100,3503035.0731126023,0.0,0.0,26.960941483723367,15.46038709373354,0.2706194202917795
3200,3362796.84767595,0.0,0.0,28.00126187227444,16.98913006576146,0.2938223973829948
3300,3669421.3402865175,0.0,0.0,29.15534652610079,18.51755082860192,0.3104465998880431
3400,3739492.6475676,0.0,0.0,32.83759060173546,18.360544885690643,0.333136153411445
3500,4115496.965924593,0.0,0.0,33.93778780224171,19.831290695891035,0.37816443292682506
3600,4226237.255793652,0.0,0.0,41.68608452379987,22.650333348555765,0.36350633130806703
3700,4695640.619548418,0.0,0.0,41.13035162587475,23.11063952256292,0.3961975148738724
3800,4801826.949208688,0.0,0.0,47.96917325032738,24.136892001168555,0.4588721943083597
3900,5266006.276882594,0.0,0.0,50.61164244260063,25.767353152134184,0.44538526164502157
4000,5317610.6468293695,0.0,0.0,53.5982155484481,28.940432534472624,0.5266202895671236
4100,5586794.786547699,0.0,0.0,54.362029454502604,28.548012873269425,0.5529182707543184
4200,5980756.901556973,0.0,0.0,62.29537390651478,31.91565568928092,0.5645689753617145
4300,6158156.240002122,0.0,0.0,66.66102386650614,31.828601017410726,0.6596175695919817
4400,6450516.980822134,0.0,0.0,68.38813682025277,33.597555255851574,0.6924450063693495
4500,7015090.745739648,0.0,0.0,74.97976526598941,35.559748154945495,0.7494367499203175
4600,7027916.0604487285,0.0,0.0,78.54598394219569,38.27463443060425,0.7719065781730777
4700,7692792.508372808,0.0,0.0,85.87301361496095,41.1816231602656,0.8402600848981924
4800,7897724.496583609,0.0,0.0,85.72179603879077,44.14768220576139,0.8836773837895622
4900,8145641.151873738,0.0,0.0,92.41551622971791,46.28784525388874,0.9504803689353596
5000,8857387.326806227,0.0,0.0,100.04698477284954,50.003477534285174,1.0543145875052726
