milliseconds,UnInfected_Tumour_Cells_Xu,Infected_Tumour_Cells_Xi,Virus_Xv,Effector_Cytotoxic_CD8_TCells__Xe,M1_Macrophage_Xm1,M2_Macrophage_Xm2
0,691583.1151590127,0.0,0.0,-0.16927376093322336,-0.9273588016910309,-0.01754512672069333
100,614563.1568345011,0.0,0.0,1.9966572581726505,1.4358476260789141,0.03009524750905223
200,667902.8713507128,0.0,0.0,-0.6782690466149373,1.478365974013451,-0.016135781309961416
300,673475.5748224335,0.0,0.0,0.05765959266282715,1.3116771253000776,0.011585705106240417
400,682438.8377138699,0.0,0.0,-0.7391467783016598,-0.5959650211754657,0.03582959379342883
500,851914.4229147012,0.0,0.0,0.5087610700652758,-0.24944698465201354,0.011294022462817964
600,621846.3836356326,0.0,0.0,-0.5927925456300839,2.5854560062914054,-0.010228050238793182
700,888577.1659969132,0.0,0.0,-0.6586707573272845,1.5548531790241749,0.017888061038757792
800,1046881.3933696575,0.0,0.0,-0.14733389189323565,1.6369746257061963,0.0236763356768492
900,1086894.6403049522,0.0,0.0,1.4682935512225452,2.1192272250979753,0.04023098361367186
1000,1074236.95507057,0.0,0.0,2.1077771865922057,3.1394442921025694,0.052583123981647786
1100,1326094.8953251836,0.0,0.0,4.1030751108322825,3.356816385476712,0.0664052417706002
1200,1427229.3948900057,0.0,0.0,4.481341471518681,2.061966993105417,0.034030012240022785
1300,1332705.012675515,0.0,0.0,1.1950777530759304,2.75465957225831,0.05936876140362259
1400,1175413.8660077136,0.0,0.0,2.325333287821172,5.223617229903153,0.0455282213077185
1500,1628598.1838332335,0.0,0.0,2.3596437169742415,4.321196425346276,0.038921086653788246
1600,1433948.6684978795,0.0,0.0,2.8214722346842542,5.190838935986944,0.08239499093688259
1700,1764766.52973275,0.0,0.0,7.586968640138579,6.092756750455772,0.080124274948117
1800,1716039.626102405,0.0,0.0,8.393029725306514,6.875092845487142,0.09520007980666075
1900,1971597.226600076,0.0,0.0,10.106581667907609,7.5700378523361,0.11285615367680205
2000,2007871.9793960324,0.0,0.0,6.489547307988019,6.337844109558714,0.13037263511395325
2100,1969187.1871195494,0.0,0.0,11.3032672374419,8.823012177717526,0.10890025971659435
2200,2338116.638270823,0.0,0.0,14.100818283434581,7.156844343775834,0.12750718996442958
2300,2125346.2278125957,0.0,0.0,15.00890858921891,8.642142553638328,0.1457343856217055
2400,2483890.774215108,0.0,0.0,13.21689733001856,9.06745135192595,0.13458658422244035
2500,2367578.3645474566,0.0,0.0,12.989943057996406,9.25693918621233,0.16167033889454144
2600,2641530.929386749,0.0,0.0,18.426121720476374,11.350872317318395,0.19269209614623178
2700,2940427.3038236215,0.0,0.0,19.35005473344195,10.578423308929393,0.21440879398467794
2800,2918756.438819121,0.0,0.0,22.573568576916315,13.744971148729373,0.18136417376217148
2900,3024575.987409468,0.0,0.0,19.64729552801278,14.15772793675723,0.24123373368943846
3000,3051487.5898644533,0.0,0.0,22.2577735387623,13.645982460517757,0.21747399690469238
3100,3445133.322354244,0.0,0.0,27.621526241793816,16.50032614808747,0.23560600991164465
3200,3789323.293309753,0.0,0.0,27.745234741602133,17.99976460711163,0.26707063132382103
3300,3883865.091256043,0.0,0.0,33.91313138174731,17.236486533078338,0.3287531013162639
3400,4042493.5496416106,0.0,0.0,34.53301673356966,19.677544123999546,0.33460139523187227
3500,3930544.0688470253,0.0,0.0,38.076776105870536,21.356180951241114,0.35740099199335273
3600,4273286.0682611335,0.0,0.0,41.99880241648651,22.04467813013378,0.3650716585654676
3700,4815028.986739293,0.0,0.0,41.791508106347685,24.236825520657398,0.42320426238391595
3800,4668350.413690207,0.0,0.0,44.40440724716611,25.01961534618368,0.4213145181484457
3900,5151161.9812283665,0.0,0.0,47.83014602529322,26.44717311291279,0.46518630036339165
4000,5373999.589425073,0.0,0.0,51.786527747684275,26.586337474006854,0.5293174148921477
4100,5758111.127024682,0.0,0.0,54.32533513422435,28.47709863876425,0.5674207822085902
4200,5875309.63515015,0.0,0.0,58.89920464382317,29.792883178684683,0.5593863891379791
4300,6032485.987073208,0.0,0.0,65.03958187928387,33.61795009080675,0.6225212111993461
4400,6420228.406912475,0.0,0.0,68.03902476456598,33.74565093153814,0.6910562051704925
4500,6881201.4454706125,0.0,0.0,75.44392086190739,36.04362302791553,0.7164969825400178
4600,7307829.183516757,0.0,0.0,78.03868756744839,39.97787916344441,0.7882222186840381
4700,7258993.13019356,0.0,0.0,83.67629805871822,40.57882617250627,0.8461002686596762
4800,7953597.114681167,0.0,0.0,85.8813343663997,43.0685583688142,0.8937355935010562
4900,8231053.592747147,0.0,0.0,95.1691715191696,46.25658683868127,0.9474268408457228
5000,8832557.09994441,0.0,0.0,102.07315121520838,48.17843067032876,1.0695869697137206
