miliseconds,C,P,Q,Qp
0,0.31136345474142624,5.959787679162298,24.793573597473493,15.958954562711284
100,0.30061973035748973,5.974374898959357,24.83860268536868,15.739680282796288
200,0.28011149524720674,6.002471894759197,24.605149412753246,16.204670375115136
300,0.27153160566143714,5.9872937871506675,24.260954959018928,16.140625850180687
400,0.2707833796126186,6.0060759924243445,24.111111623592468,16.28775510412055
500,0.2639004947418577,6.038433883356437,24.26251627784139,16.36320840424136
600,0.2585774786968868,6.02709912646261,24.240717356298568,16.60900802572767
700,0.25724516986317175,6.070206498022119,24.130859889178254,16.49165785964815
800,0.25584791371128557,6.059450862961376,23.67868904627818,16.830593860395243
900,0.23321065807601857,6.095113692287749,23.76512916748006,16.871130720239087
1000,0.2418819196278806,6.098652027777284,23.486318580273455,16.71414054702178
1100,0.22166768151070645,6.141856705099685,23.58634676357708,16.86794432616048
1200,0.2215194529122774,6.138782428546047,23.321451045035445,16.731180187371816
1300,0.21794576176536432,6.168006791939475,23.31345224691333,16.825050618201622
1400,0.2102275185260176,6.180772929994443,23.348545595789748,17.176720853015745
1500,0.20699948889227,6.203715596214654,23.051813612279126,17.23036457325888
1600,0.19538628579012488,6.213584907469125,22.98001808770204,17.338258914223868
1700,0.19313582513257346,6.246787274224675,22.885028371854713,17.2212529847398
1800,0.1963047708628053,6.261966870644135,22.85317111074471,17.346760232889988
1900,0.18150308532054174,6.299214180087225,22.906293356369172,17.217615807991663
2000,0.1947212249714428,6.313301051912906,22.83860084875181,17.645294080360557
2100,0.18440070460721367,6.347760170964272,22.648591784552288,17.561144254817282
2200,0.17450053839383378,6.3482096919108555,22.716172401813505,17.626848040129502
2300,0.1715070730942158,6.375275180339511,22.429443179562266,17.732616345675222
2400,0.17368975099351253,6.408209469584805,22.639596312903244,17.50917751612458
2500,0.16858326293699996,6.432902476598757,22.473086455764,17.895634088364538
2600,0.15143191880091667,6.479057204070167,22.520501680542445,17.814003395125972
2700,0.15621177203941883,6.479276879664375,22.403857214775094,17.5618213894069
2800,0.15109847393619394,6.505729762514487,22.3778662407795,17.778397860619634
2900,0.153711100206062,6.565062391916303,22.187124573407885,17.64624207807396
3000,0.14935789159309826,6.591350600374435,22.19376728409528,17.91592525216938
3100,0.1404719947519644,6.611754935398848,21.96878130939273,18.049290058301054
3200,0.13636544104969392,6.6226705130559145,21.830008752785147,17.9284518307291
3300,0.13573477755326546,6.659574190849603,21.786323393345313,18.081367468381554
3400,0.12506652346761563,6.708301887395158,21.771503774053688,17.981238900056518
3500,0.13653098986578246,6.721262077700316,21.74198235042383,18.126205871109846
3600,0.12000466346394956,6.758439865246886,21.961993633539645,18.107836627277255
3700,0.11676471540406601,6.812533664552866,21.6817994857632,18.166392914376086
3800,0.113101376409377,6.837673470416397,21.93612554329916,18.11127143200287
3900,0.12572734879370479,6.8713683378485175,21.721849811260324,17.956171592414915
4000,0.12030110461272012,6.906429969942404,21.82800079854784,18.32537060505223
4100,0.11558010311546443,6.92457815260597,21.40540644833273,18.253614878676412
4200,0.10059243552296665,6.958709215748291,21.4538169892356,18.292753472870636
4300,0.1115961509979809,6.99766748136095,21.50938726239206,18.00699969539459
4400,0.10823229071080587,7.054738567511745,21.32202122493214,18.06385330072627
4500,0.09698983586847819,7.063712792281481,21.272093891712224,18.486998832170443
4600,0.10504137528524239,7.098658022684741,21.21274468468345,18.199883927983475
4700,0.1035354913730045,7.15311652628611,21.13874759606192,18.364737428679653
4800,0.08689301364552954,7.190260372889081,21.398478469976236,18.289655562504617
4900,0.1009895830267637,7.234281186623918,21.271606011239186,18.179653634899303
5000,0.09780195145501143,7.246879978252861,21.251853535871213,18.350485681152147
