miliseconds,C,P,Q,Qp
0,0.026663804429745485,9.690834675681657,20.31689150506884,18.213387966323598
100,0.025845320056964223,9.758267655773526,20.314415960327562,18.197606249242266
200,0.02580760015714693,9.844839851031955,20.292108284967732,18.185011028573438
300,0.025665894018390006,9.909531339042726,20.281224411734897,18.17312284102038
400,0.025561954306018802,9.983532264210613,20.263243724347152,18.163619768006182
500,0.024175674101857378,10.013445872477972,20.269371300599953,18.147935394759358
600,0.02306805085382175,10.073323910332286,20.272902700065465,18.134076183673137
700,0.023734396277168654,10.149929896245142,20.257139258724997,18.125963048736768
800,0.022778094681930226,10.232243296161911,20.247245251473146,18.109145766257942
900,0.021131010513839695,10.277822370037738,20.23191478385701,18.09460324846024
1000,0.020988134919826838,10.318109039628144,20.2266307539625,18.085539476151965
1100,0.02012546119183956,10.38054677653282,20.217704549932186,18.0710885138716
1200,0.02069442736188319,10.437640098539871,20.225657282500297,18.056207531361522
1300,0.020689315163113696,10.50753461778267,20.209565225145493,18.038808165655627
1400,0.01924178880856626,10.551442378169286,20.207026839354047,18.025503186139208
1500,0.01930170455956183,10.610636576223907,20.186463999304806,18.014777888740646
1600,0.018319310362300424,10.721193071283622,20.175232536467664,17.997492553482118
1700,0.01827158841433001,10.777963175899911,20.168140627115772,17.983972646561632
1800,0.017471654780654978,10.872631381868109,20.188229112027297,17.966708845756745
1900,0.01719999954618214,10.942103766017523,20.156690809113602,17.95305194377557
2000,0.017439734849746612,10.969348461285044,20.15372324421621,17.940810749742017
2100,0.01673086209524799,11.026622080153329,20.158473344913382,17.92083438374519
2200,0.016386035733350554,11.087321597068122,20.165413231955647,17.905460126330585
2300,0.015810953280923974,11.181006749137557,20.147529763130574,17.890278196261942
2400,0.01578197812592667,11.276393105967465,20.1554973520099,17.87830646949853
2500,0.014372371812898917,11.28331293447611,20.134766059168694,17.86352815896217
2600,0.014323358391871596,11.413985231573934,20.143631709993333,17.84223784370349
2700,0.01447065214794213,11.449806698546467,20.12729424974999,17.828213212224554
2800,0.013057646331726092,11.500662299851069,20.114031010142128,17.812475400510785
2900,0.013813703390810922,11.57602973150229,20.122916850932423,17.79387561027976
3000,0.013607880919362518,11.655631931878183,20.115440724653254,17.778656949002055
3100,0.012744719432902334,11.704948284153827,20.10554401887438,17.76348383182961
3200,0.013297524540041487,11.8136769982168,20.108523539351054,17.74614981155725
3300,0.011838345799028774,11.902333558866957,20.093846731208437,17.729706446128734
3400,0.011848607729780757,11.971934759523418,20.091688518366514,17.71178783202357
3500,0.012157193063076414,12.014970108160957,20.092842497331976,17.697920560641194
3600,0.011603592168530586,12.086782032469722,20.09049530023325,17.680099197903473
3700,0.011098775551092328,12.178999363322944,20.075263185791467,17.66244454732897
3800,0.01013745372756224,12.24030897544703,20.08574110126023,17.648044115328826
3900,0.010311827705247929,12.28853759544169,20.087566622428213,17.628156024830567
4000,0.010321372216586938,12.392491295929652,20.075639802611093,17.613742738484362
4100,0.010957661415318357,12.453452421859883,20.06986981121685,17.598943330477905
4200,0.010313960637848861,12.544420237601045,20.079697440052847,17.581384061127316
4300,0.009906482395954019,12.634846397524434,20.066189086066956,17.561619665151817
4400,0.008741480094457512,12.657767284367512,20.05427608220501,17.546844273702177
4500,0.009325468694971544,12.753612361431957,20.05377455457062,17.52436255304992
4600,0.009137643395181633,12.81709455195981,20.048217651184085,17.507103542200717
4700,0.00930829121818116,12.917337386182593,20.064700118476303,17.493502874211675
4800,0.009404659414483768,13.002645655290754,20.038461383573992,17.47631345986633
4900,0.007662699408958199,13.032367400093666,20.060667436137695,17.455565705522552
5000,0.008516623929493887,13.17618991378662,20.041429758780186,17.439433045438527
