miliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
0,0.0,0.0,142821.18772714204,0.0,4008.844524343394,2857.00706552134,2030.9428070759434,99.9997718905326,-0.0004514492070812542,105.31512739654944
100,0.0,0.0,142731.28141066848,0.0,4117.412438208306,2861.049886835002,2019.8806750194567,99.99796450000152,0.0024891883802687174,108.77987826922863
200,0.0,0.0,142512.5071573393,0.0,4351.581493146438,2867.944427894105,1981.2725380295549,99.99340719682,0.006623775223340234,84.95924722233752
300,0.0,0.0,142279.78754719518,0.0,4551.45351657298,2872.759408713409,2029.5218752248568,99.98903159528832,0.010579284030688243,109.38723900548084
400,0.0,0.0,142074.78214248383,0.0,4765.260681002848,2877.0664835325288,2057.8570327968378,99.98550211151561,0.014499442785568306,118.93500750412285
500,0.0,0.0,141886.15585865383,0.0,4920.541397038958,2880.3104038114384,2066.1773036741997,99.9819113226421,0.018116939247556765,110.22088254003658
600,0.0,0.0,141732.56309004943,0.0,5045.092121205323,2882.6834794090296,2102.5262789849444,99.979150824992,0.020820830149039935,143.4444262507591
700,0.0,0.0,141576.37622460508,0.0,5172.93857460578,2884.934259434345,2082.3419981923707,99.97726047320187,0.02299171076142159,140.57685820327572
800,0.0,0.0,141447.14802418594,0.0,5251.555347317329,2886.6424912436537,2146.5839759782684,99.97424491162776,0.025457754687374917,150.82465303666953
900,0.0,0.0,141302.8687883524,0.0,5363.5596984342565,2888.4899133356234,2194.417658189644,99.97226835575132,0.02688677585206393,181.5354619899906
1000,0.0,0.0,141183.49777991723,0.0,5421.802469583892,2889.4367487960885,2203.837016865366,99.97140052405285,0.02867596976385947,199.01108602287425
1100,0.0,0.0,141123.89482085098,0.0,5463.864194833612,2889.7730062407727,2222.8528994141393,99.96957282137117,0.0304781035910846,213.8967888244162
1200,0.0,0.0,141049.42026076445,0.0,5529.055998827142,2890.8138176933853,2305.905715179269,99.96843504608289,0.0315932104568527,257.969407513664
1300,0.0,0.0,140946.71393335095,0.0,5562.646085062272,2891.551880071143,2351.7448590917943,99.96670159274287,0.033487774514178656,263.05586503070845
1400,0.0,0.0,140839.24836742555,0.0,5585.361563124246,2891.345196628816,2375.2994571580643,99.96569598264405,0.03440181780286451,306.16850686698456
