milliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
1700,0.0,0.0,140701.70317914366,0.0,5637.149160628497,2892.4210795835684,2539.21604916805,99.9631589363501,0.03648917633953813,375.6518640296717
1800,0.0,0.0,140607.70706357624,0.0,5630.162414195653,2892.5078908041933,2565.605423402847,99.96309008072964,0.03650537493196191,394.96755216226666
1900,0.0,0.0,140598.73596687586,0.0,5640.291390518567,2892.6961923423237,2578.232087787133,99.96288005062442,0.03763192818692078,406.1001762280186
2000,0.0,0.0,140548.80246224985,0.0,5630.004535775195,2893.1652190859672,2646.3111354298285,99.96175599749932,0.03744708206668903,442.3027654132604
2100,0.0,0.0,140522.55877917112,0.0,5582.536535480042,2892.996103009402,2700.9383742670016,99.962154533793,0.038037759498271734,459.7028496552398
2200,0.0,0.0,140485.45704001328,0.0,5561.293806967601,2893.385674013762,2773.8302699321744,99.9616391732622,0.037901139149306894,497.32154938667077
2300,0.0,0.0,140457.96355117433,0.0,5552.056247480533,2893.662303155035,2802.737654165169,99.9612400209575,0.03819716227746376,510.57464166595446
2400,0.0,0.0,140414.50434445898,0.0,5536.309970269814,2893.230508356024,2896.230771448697,99.96105020555576,0.03842592654457608,528.5408240893844
2500,0.0,0.0,140417.91388367873,0.0,5519.72622242534,2893.2436402479025,2944.9816987857594,99.96151415900674,0.038704579238660226,571.7713606861006
2600,0.0,0.0,140369.73966194227,0.0,5491.184784714207,2893.969963321609,2998.288114263774,99.96101106326057,0.03881791557681534,596.2387575364554
2700,0.0,0.0,140364.34662365125,0.0,5425.120392823232,2893.7583413537177,3024.1278982713397,99.96164127710155,0.03864853672119022,605.9980964086192
2800,0.0,0.0,140372.36861974563,0.0,5424.4963765068915,2893.511229100658,3057.4436816912307,99.96142515137585,0.03836956760715263,655.1572709710695
2900,0.0,0.0,140344.71554145613,0.0,5361.065009991406,2893.7441332038024,3103.856178608733,99.9614608367855,0.038303239657632465,651.6662663667404
3000,0.0,0.0,140312.12086965767,0.0,5351.059673818947,2893.4401312929067,3165.9375302149274,99.96137194513483,0.038418217793838944,684.4053376727629
3100,0.0,0.0,140310.06177771967,0.0,5314.143535194779,2893.5786832297995,3215.841535073915,99.96128433953933,0.03797019739104544,715.5124478654619
3200,0.0,0.0,140249.92665980794,0.0,5281.436712342572,2893.6808821605964,3242.637197205706,99.96165281023569,0.03850166136391855,745.4749630251553
3300,0.0,0.0,140270.86471708392,0.0,5250.58786828316,2893.4313525276657,3308.051124047059,99.96155256929099,0.0378146591879467,765.0085371510088
3400,0.0,0.0,140268.80885887222,0.0,5194.997379407393,2893.8406599661166,3359.5379206573552,99.96231531790839,0.037904552898047006,784.1616240260553
3500,0.0,0.0,140238.28681794967,0.0,5157.444686873049,2893.853890163187,3429.590863231225,99.96279615633867,0.03733670580945384,789.0798601035905
3600,0.0,0.0,140220.14043221797,0.0,5135.1646566796035,2893.3980309689855,3447.5982052022114,99.9625724161383,0.037236941661954674,816.0415457422542
3700,0.0,0.0,140220.05980056565,0.0,5065.386582692522,2893.4293483880056,3467.727535080933,99.96329430260514,0.03753834966351295,824.4653951773736
3800,0.0,0.0,140222.6945470054,0.0,5032.413974922409,2893.692710343232,3523.72505363328,99.96265078747791,0.03725134319779045,844.6476976236513
3900,0.0,0.0,140222.76065092895,0.0,4996.803789127215,2893.5337104577497,3588.44380770965,99.96327929963087,0.03670228277667128,880.7690084286154
4000,0.0,0.0,140186.08627089605,0.0,4963.908165631002,2893.6001166034303,3629.9215103086913,99.96344459941385,0.03662627746267294,904.8900501929279
4100,0.0,0.0,140223.55463656608,0.0,4947.440590021692,2893.6078006184607,3684.1809502368187,99.96401768275476,0.03578244097385508,905.0746575487372
4200,0.0,0.0,140194.62761847593,0.0,4898.362464257014,2893.413531238842,3731.630633900203,99.96424159322864,0.03598865018131252,921.6532309817295
4300,0.0,0.0,140171.0403829476,0.0,4851.918277811407,2893.5228198125733,3758.415165514241,99.96428097237447,0.035600912782360446,935.6758390411246
4400,0.0,0.0,140168.12438435794,0.0,4830.8974652331135,2893.872640336468,3809.6627860390386,99.96481143914653,0.034835034148059864,970.2772282987589
4500,0.0,0.0,140171.20108063027,0.0,4790.017042424599,2893.7757945432736,3838.6144884649316,99.96533864101384,0.034683896646363,985.7071649668319
4600,0.0,0.0,140193.906934725,0.0,4730.799872504241,2893.883148277524,3870.8974998117783,99.96502503564255,0.035011810193787685,993.9081386703473
4700,0.0,0.0,140159.093369537,0.0,4723.669038628075,2893.689162148389,3908.3011087027216,99.96581874837669,0.03390556645418983,1009.4869592523627
4800,0.0,0.0,140190.84579895617,0.0,4678.631190115405,2893.7439423250476,3986.7616621996926,99.96635683826074,0.03365421688001462,1014.5184996946178
4900,0.0,0.0,140214.13299619974,0.0,4636.510701737247,2893.4273085137434,4025.0509271638302,99.96639100133996,0.0333744463989288,1042.470166627838
5000,0.0,0.0,140155.27856583256,0.0,4592.577457890947,2893.6781380455436,4000.7521395169097,99.96640759023163,0.03355288901107251,1055.9738217540762
