milliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
0,0.0,0.0,142837.2842345966,0.0,3983.329396191117,2856.636688471474,2017.9290597720749,100.00020901238088,0.00047921386569521347,85.52697209719129
100,0.0,0.0,142718.52331709536,0.0,4121.48251752902,2861.1735959738994,2025.5034703997303,99.99733066726401,0.0028004925259304237,106.31169639232299
200,0.0,0.0,142499.59034973092,0.0,4369.510330179072,2867.623387209819,2030.1632370962457,99.99341359660642,0.006771309954308377,84.58314916727252
300,0.0,0.0,142260.44533267219,0.0,4583.873591282248,2872.7435287813723,2000.2823404207772,99.98952477394155,0.010535205701648969,119.25713960896705
400,0.0,0.0,142067.3458476076,0.0,4735.325522177203,2877.008087003677,2032.2334562284427,99.98533255800176,0.014271701953754164,114.29415817265954
500,0.0,0.0,141896.13663082838,0.0,4927.952272312832,2880.483712077227,2065.566208576153,99.98262454844487,0.01800687326078119,115.629813986955
600,0.0,0.0,141743.9910662239,0.0,5054.905390403696,2883.0806644739055,2091.9736441966706,99.97970794706661,0.02085342994542099,146.79669740843076
700,0.0,0.0,141550.07549485817,0.0,5174.503457084949,2884.8478054613756,2084.540302511206,99.9765870842612,0.022603292485714757,150.0526412438663
800,0.0,0.0,141432.87176381046,0.0,5253.325138216527,2886.9288199306898,2147.3951726020036,99.97428998180746,0.025333603326871578,175.4482014356997
900,0.0,0.0,141279.87522166086,0.0,5338.762171007093,2888.3362333133623,2142.8579120999393,99.972259060677,0.027700081192082823,169.5015912437908
1000,0.0,0.0,141190.71905733345,0.0,5441.559856020386,2889.2258995903294,2213.5602938939132,99.97060200399594,0.029045400930555604,207.9417545344309
1100,0.0,0.0,141135.20794835343,0.0,5468.075076875223,2890.0328767766373,2267.4979991779487,99.96926894568298,0.03051487883525093,225.98690659072184
1200,0.0,0.0,141014.3087952809,0.0,5547.79051797663,2890.688485410954,2289.400607101524,99.96805435670507,0.0316357430467322,260.65224976541316
1300,0.0,0.0,140908.02690157955,0.0,5547.8256008587105,2891.4621960788127,2322.465380182926,99.96709086853562,0.032739782743263154,258.7123943915038
1400,0.0,0.0,140866.43184518433,0.0,5601.577333353194,2891.5453469962863,2345.6823270098025,99.96612749395896,0.03427586088484485,301.7447180412456
1500,0.0,0.0,140814.17542262538,0.0,5614.617427391706,2892.10365942747,2393.058990010869,99.9651612883225,0.035498721238090496,306.16320515008744
1600,0.0,0.0,140701.28376822968,0.0,5607.679603386562,2892.8413577961824,2447.9977494707396,99.96459191465512,0.035563319090271474,330.40194395776615
