miliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
0,0.0,0.0,142891.46141502226,0.0,3991.479388942473,2856.9868716461383,1996.534453027628,99.99965359731596,-7.189850745183346e-06,109.86062986554916
100,0.0,0.0,142704.13744976083,0.0,4124.70370043308,2860.894580363902,2033.684072634671,99.99799947635736,0.002325401296075801,106.35148284980967
200,0.0,0.0,142495.11263118862,0.0,4376.538552915224,2868.144214952816,1989.564434485077,99.99313229895304,0.006628355186474692,106.73349388717236
300,0.0,0.0,142285.57729767112,0.0,4571.015811998972,2873.1977860804063,2003.312837949338,99.98896481586654,0.010617742102457193,112.84256925938297
400,0.0,0.0,142027.3958824906,0.0,4753.965569632595,2877.3838467830583,2012.7182273621995,99.98542073648109,0.014110401608221407,107.92412245911049
500,0.0,0.0,141898.92391354896,0.0,4911.229821629956,2880.2999713164554,2025.9927207764977,99.98184811645353,0.017311319638942,109.4630114469783
600,0.0,0.0,141679.4010938958,0.0,5055.47260500101,2882.966217395249,2067.031845946801,99.97916232466326,0.020110045281755574,149.0646929460461
700,0.0,0.0,141545.16243964143,0.0,5168.967743035169,2885.3745744390635,2112.0865930723294,99.97718094160871,0.023508065175306653,145.98366707689058
800,0.0,0.0,141450.2731191261,0.0,5252.091207225403,2887.0671591499445,2100.8848274735983,99.97425446045729,0.02536298013763108,175.9666778854217
900,0.0,0.0,141294.5898591242,0.0,5346.8304463495815,2888.4113285131084,2189.1533717610228,99.97299298850639,0.027354477162358795,188.98955285915886
1000,0.0,0.0,141177.5994247887,0.0,5428.3464162661985,2889.34399335333,2187.0731879510827,99.97105957895799,0.028554260807230468,202.47466845095363
1100,0.0,0.0,141115.7497712656,0.0,5498.977899738339,2890.3137308581304,2226.5742517019166,99.96906670658781,0.0310038299297851,213.8197408890638
1200,0.0,0.0,141030.64359316023,0.0,5545.988356778634,2890.5552657281564,2276.0323085291743,99.96848572401171,0.032292678379288384,252.84399604687084
