miliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
0,0.0,0.0,142889.62187589577,0.0,3994.5442564315435,2857.0051852390407,1977.5792218176048,100.00004783112124,4.6955963607806856e-05,100.83890871810195
100,0.0,0.0,142755.59537395646,0.0,4144.366944702602,2860.976172320819,2005.0235011192603,99.99733038859698,0.0021430455569904465,85.38162833248988
200,0.0,0.0,142494.79462638978,0.0,4370.650234696719,2867.3879239749076,1973.331398950681,99.99310608408484,0.007324178430767954,91.8418381790713
300,0.0,0.0,142267.36714747365,0.0,4557.509044362348,2872.8242511760227,1994.57067557231,99.98944671861969,0.011244858392786413,117.51948655939471
400,0.0,0.0,142026.24474471257,0.0,4734.425944441159,2876.912672378755,1996.3430903167011,99.98568235989914,0.01401731192231699,121.11824795200425
500,0.0,0.0,141856.60686152993,0.0,4914.0414370513345,2880.3749103968285,2035.9476413037182,99.9821893696419,0.01756151321112827,115.55176193561257
600,0.0,0.0,141681.1487950824,0.0,5055.910968919825,2883.3927072361926,2089.6041826784854,99.9798028295615,0.02038389674647815,147.17710640331032
700,0.0,0.0,141595.32066143214,0.0,5177.569874899404,2885.3121501455194,2077.964791690727,99.97694706758782,0.022831844466364437,142.52537373220068
800,0.0,0.0,141429.51444196622,0.0,5276.572915029249,2886.757261221591,2131.0665660662057,99.97462600973465,0.024977264007675283,158.78960527436794
900,0.0,0.0,141283.37290699725,0.0,5368.45119667108,2888.349899003591,2134.136747431137,99.97293089633907,0.027033987688107396,179.50250287495416
1000,0.0,0.0,141211.28510432495,0.0,5433.5165096266355,2888.9233106561414,2176.8256709667894,99.97144323825674,0.02951536136285241,211.8480827296995
1100,0.0,0.0,141077.62519347752,0.0,5498.6107635741655,2890.231892269561,2233.2462449002064,99.96935590692694,0.030851604071604043,235.50147364053322
1200,0.0,0.0,141017.29286797927,0.0,5535.022435259256,2890.9935237639406,2278.3404998673122,99.96786809254301,0.032108189004057194,258.81154645701156
1300,0.0,0.0,140925.71812892455,0.0,5550.441826337449,2891.3216617173675,2351.2128439874673,99.96684361270911,0.033212705400568046,255.8580504373476
1400,0.0,0.0,140856.7486065879,0.0,5610.79716244874,2892.1321399054254,2374.145909113268,99.96602498101372,0.03387863904469196,307.08041447328065
1500,0.0,0.0,140828.69730245625,0.0,5597.159591715341,2892.460191611858,2397.14754635634,99.96541769110112,0.035338701051893774,314.62495038010707
1600,0.0,0.0,140741.72935445435,0.0,5605.727366482075,2892.1037453794365,2460.6995941400933,99.96460118096219,0.035584684222887394,336.15976783093
1700,0.0,0.0,140661.79057578897,0.0,5630.30055357673,2892.660605228075,2493.1804926373425,99.9634593188031,0.036580488300683014,365.45705089099226
1800,0.0,0.0,140619.7884549738,0.0,5618.044417347579,2893.263219511645,2583.073436135457,99.96342254010638,0.03735992377573228,399.31042561455155
1900,0.0,0.0,140579.7031110224,0.0,5644.1412517615245,2893.4450254425087,2631.2477852524858,99.96261376218577,0.03767880792750621,403.26149772383326
2000,0.0,0.0,140523.46453785905,0.0,5622.393825109698,2893.223649355444,2653.2658443837117,99.96183122567878,0.037373193299963,428.331901977912
2100,0.0,0.0,140525.46152538765,0.0,5611.537584296863,2893.0412342290956,2712.9292096053423,99.96173628402144,0.03831285939932105,452.2396140364557
2200,0.0,0.0,140469.65992231504,0.0,5567.394469996917,2893.330144384512,2768.2067687121466,99.9619664236865,0.03878667772632411,484.7578262694639
2300,0.0,0.0,140478.58990722513,0.0,5560.18997901109,2893.839720534344,2809.5479877185494,99.96148521512829,0.03819570759758513,511.94617221486544
2400,0.0,0.0,140399.79986706492,0.0,5536.181377106008,2893.1798047841185,2851.788836082002,99.9614118839641,0.038333612378430366,537.5219788899772
2500,0.0,0.0,140369.2995514439,0.0,5491.5572441084805,2893.5872598560622,2894.0265314334883,99.96115127806608,0.03881946869897825,580.6929422016123
2600,0.0,0.0,140386.8827791245,0.0,5464.687657612396,2893.7910437855744,2982.4541527223205,99.96148859661555,0.039058282036024614,602.3761034083876
2700,0.0,0.0,140367.84783075927,0.0,5431.446694777166,2893.9647605325044,3027.400452518254,99.96133524264691,0.03826427997480191,632.2558845604736
2800,0.0,0.0,140310.61751782973,0.0,5431.412914040106,2893.8417781785324,3048.4517266341686,99.9616391695595,0.03892132575254363,629.0336487497459
2900,0.0,0.0,140329.8812414761,0.0,5361.45655839162,2893.5599328275885,3126.4465513104246,99.96162259569759,0.039020280320468594,669.2054621239157
3000,0.0,0.0,140310.40438384056,0.0,5347.644983790165,2893.530365060505,3160.285697634681,99.96176561245301,0.03879186016001948,698.1347899077884
3100,0.0,0.0,140260.27330390134,0.0,5309.457479480114,2894.0731745030857,3186.1092666417353,99.96207717374595,0.03807335134423617,705.3919150542507
3200,0.0,0.0,140292.27357861205,0.0,5274.844913372097,2893.984187983808,3255.6802455974785,99.96184089424432,0.03767983967414822,729.9514216525757
3300,0.0,0.0,140259.40006425657,0.0,5232.529836931161,2893.584789259091,3288.8379497057435,99.96229252982252,0.03816810126728358,756.4068179761725
3400,0.0,0.0,140231.24933070724,0.0,5212.441390283292,2893.9185872853227,3385.085409388255,99.96211526063824,0.03779249897399099,778.587884688277
3500,0.0,0.0,140248.2998556304,0.0,5165.356562480289,2893.566542330184,3418.110136879164,99.96259989273075,0.03782050894630839,780.5347423695429
3600,0.0,0.0,140252.88179255498,0.0,5126.748440629888,2894.1363938925274,3441.802830442197,99.96221425081337,0.03776322859571348,810.4955951093389
3700,0.0,0.0,140245.73312626532,0.0,5082.4793191613735,2893.5090054290235,3487.847302223778,99.9632299154568,0.03693634578509094,819.5108627581268
3800,0.0,0.0,140218.3065690766,0.0,5061.937052893578,2893.4329579212476,3538.396266376302,99.96329086358158,0.03708777279856191,856.7063463386049
