miliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
3900,0.0,0.0,140208.98338337088,0.0,4998.662778914814,2893.7347779999986,3560.6787856743035,99.96344571713267,0.03612768307898315,865.2300778104819
4000,0.0,0.0,140212.12780432892,0.0,4947.905571985311,2893.869547931165,3666.0357965196704,99.96356381381317,0.036144750882666075,892.0672327181162
4100,0.0,0.0,140187.51252468227,0.0,4949.450234297301,2894.21458754471,3673.620366812326,99.96401856618651,0.03639496847241116,894.7271816691978
4200,0.0,0.0,140239.51015683843,0.0,4883.4459930514795,2893.989328480803,3748.7080714827734,99.96380613200068,0.03597940501404311,934.9768562867237
4300,0.0,0.0,140237.77773135575,0.0,4874.381985136826,2893.803834481816,3768.8909126414096,99.96431814900784,0.035163423441967843,944.8832619415872
4400,0.0,0.0,140182.4254283812,0.0,4832.784082971631,2893.912997550421,3774.005963700896,99.96445785335004,0.03486576063797125,971.0233767302426
4500,0.0,0.0,140213.58768105228,0.0,4772.2978179788615,2893.590107498654,3819.551754634197,99.96529477041183,0.034801450719358355,987.3746725698979
4600,0.0,0.0,140217.29562591095,0.0,4758.4876454485,2893.7226807892516,3875.2813203307833,99.965395262197,0.03494898137563724,978.073145558935
4700,0.0,0.0,140191.1086709444,0.0,4697.924446735329,2893.6800947298093,3904.6399219064397,99.96539763546949,0.03463931361208683,1009.5046014212306
4800,0.0,0.0,140156.76876349788,0.0,4667.881317417235,2893.5926537156834,3987.108654570852,99.96570307994668,0.033691873253573576,1026.4683728380248
4900,0.0,0.0,140180.88100495192,0.0,4634.263140565817,2893.691568427034,3999.966503936945,99.96621662067673,0.03403442804372642,1014.4086431435638
5000,0.0,0.0,140167.92740528283,0.0,4601.916264011088,2893.967630852071,4004.1290658575567,99.9665577497227,0.03323780545081376,1043.3339293418503
