miliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
3600,23590247247.08271,33254745972066.188,497890326738152.8,1154390257831395.5,100327385127.79193,1661427912704.1248,4120400293194.0386,218691833580.83627,106809087855653.81,234076380525754.4,346726397.9902378,239963274858.72455,570834499802.4683,374875472875.4712,2062225337119.1406,6040346634657.771,2144710268.2561877,10228466180.377447,31089878579.250576,7655064907.675333,485793986541.10565,1364541803006.802,16350223.09333432,1353709003.759166,3799973519.1630273,112060923643328.4,122181358308.32959,166720577244.3739,117560086808622.0,119689847369.18382,168762512359.05603,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3700,24862774572.332344,32753834670026.53,501056055872967.56,1187174647260116.5,100666339086.663,1777833699127.6165,4287032152762.763,228564080829.84344,107123080374434.3,256066656169586.28,374251699.22143465,246517212906.53525,588086732957.4478,369856670208.685,2079265204836.2478,6205573817490.239,2113866289.1003132,10463111388.386314,32579288974.14007,8425650135.003183,519638195518.7836,1464799355360.2146,17890489.10731328,1433917165.589093,4389143307.73902,117572743359301.22,126667720952.547,183519321430.12692,122308448914536.88,132183616195.69844,180504529720.19855,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3800,26119303180.428574,31431252815340.957,499652125036253.5,1210356794035677.5,101872835623.17625,1775099396940.3115,4573576162361.958,243633320604.49863,110945862016699.11,264574627685282.6,414413597.1413094,262215844081.80328,645376216919.3019,372164055346.9033,2116169074100.0251,6492902619154.286,2178259082.287097,11059421434.096418,36743640133.206535,8805024501.96428,536776482780.4022,1584857923622.67,19110307.01253322,1504041939.581306,4661898950.324482,124542621450183.83,137899472534.53168,200350769570.1955,127538613763245.2,139380204229.43057,205432459442.51932,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3900,27177415246.291542,31811573026272.312,511122054278094.94,1261315800350397.2,101617111699.60971,1835909625388.648,4885931593290.337,264653355331.54605,118656537990481.4,293233126597940.56,463638162.3954696,277710869778.576,701851946197.0372,371283133945.5076,2136416768301.048,6707406553305.347,2216010445.7187314,11428737220.765684,37183146017.73624,9377670831.219706,549165379253.94586,1705460442470.7139,21374454.16542036,1596127442.0260003,5184845677.340653,136962155769208.2,145027580586.7857,216689171330.6794,133637608444638.34,144457223861.93552,224950640739.33426,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4000,28024188479.14862,30747104729036.043,502001127630683.75,1305553069690097.0,103793796562.88026,1932272493856.0103,5018944078940.24,280396142540.7604,120993339084295.38,303090772421346.6,479019416.21862537,295206152475.8243,785520308041.0355,367142790633.23883,2126827960315.699,7108680660452.13,2299986235.284049,11399737223.206423,41052269874.52036,10128729432.743912,593011345864.8163,1821531951350.6948,22146924.692623768,1725828786.5630367,5811855076.18795,142332186675827.38,156484530698.57565,231352822193.57117,142117330043499.06,153026796825.07886,242882425632.73822,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4100,28751607140.446465,30677624579273.492,510491002265034.5,1310852658502387.2,102121132180.57527,1927048678924.022,5386654125745.166,286477592694.5264,122859036045028.56,326816844932881.56,528103326.3310013,310023428263.3182,821060638917.3903,372191212706.88916,2152432743030.8137,7185801537663.984,2301891156.4269414,11841647543.521235,43921321406.26069,10514428575.177528,594735346061.0942,2023394917497.9976,23796826.700326853,1830377373.982234,6383878947.166667,148707891335901.9,159659905114.0198,250783143714.86932,148071454086332.03,161796797082.3895,251010644953.66968,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4200,30325851171.02797,30270342311458.93,508721637499095.1,1348339311156638.8,103046835701.29652,1969628277590.9211,5617795228821.637,302582685344.08606,127540919248703.23,339616592319759.75,579834204.3018194,323234016639.79944,895667906613.2832,364996259853.87305,2168668748714.9968,7475678628289.144,2343527742.7137136,12083350298.572525,45228901494.38163,11011843981.412458,627019199042.777,2085042242595.935,26550110.64820192,1909158938.0171294,6941990225.687261,158845142220184.4,166451640059.32468,278556542723.585,153099944975555.5,168852482114.19153,274256597189.74503,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4300,31889509414.303932,29479843889294.0,507343432903053.06,1387525309231861.8,103967018535.80885,2018159380455.1428,5755832456316.291,318318633148.50775,129617290895642.08,349489626962808.56,618811270.1794637,349806918041.8217,980849445300.5831,374101166213.5924,2200355733885.022,7903829651797.608,2355952241.323402,12790705333.464773,47267719230.736115,11601456010.423878,644507093926.2029,2248579758468.189,28610258.0646955,2008216513.5497184,7300433895.446367,163240389348282.28,175344852579.87482,300723533619.86835,166459852468560.7,178233819114.06238,301710374336.9243,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4400,32665557340.813126,28521491082079.42,508793258506225.3,1421193038092326.5,103319857556.61362,2097076213587.8625,6172372976648.973,333063404146.5659,133768855687747.1,367374447894226.4,663532518.5294708,361578802650.8912,1046124763381.4047,368709011721.07056,2236285791325.023,8064867085246.539,2454349020.338112,12846241662.81878,49712415956.838295,12550311152.403221,666107310313.7369,2389612550189.4824,30031372.806024797,2065049188.4553263,8120765462.712828,171857218522987.53,189594095606.74802,326194591017.3202,168815697033564.62,187695119002.1579,314919607567.26764,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4500,34022085652.502,29006356964893.617,515383430068913.1,1475859979421634.0,104948570564.83711,2112038621835.3877,6428688550867.392,350545298979.6989,137617052139408.52,383476653860065.4,686481111.9865197,383380509320.21533,1089696541636.2266,368668182888.96875,2192005984940.9639,8506147614360.8545,2448439241.317893,13434977402.295547,53752080338.4045,12854064057.172369,692774687840.5712,2559053666544.8267,32962200.52670191,2205485120.5833755,8703029337.475506,179928495388908.12,196824310738.0058,347568406524.1677,181114663089621.1,197810489823.99316,338247337283.52893,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4600,33961401166.091896,27998747923419.242,504136429822750.4,1486264356914357.0,106598663915.91907,2206423783802.4243,6689969567251.738,374448040055.47894,140638551930596.02,411625339564484.4,739166194.70402,398698903103.6596,1186300570212.1404,363851253184.1539,2208982122040.9556,8691138292592.599,2470919290.1449547,13767241122.85308,56196871165.18882,13874212664.40089,719526506371.2418,2718113803182.391,35011250.03044066,2356077089.2471204,9138156592.730629,186736757987186.56,202143770272.5463,369345845899.43024,190639394290561.4,208263270039.55273,365612265013.8917,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4700,35422741161.2226,27541593361951.914,506781490351411.9,1517672115765537.2,107026373324.47908,2197496017229.3555,6943577623196.328,390803047967.7998,145723583977958.53,427224375117631.4,784066337.3622879,415642833336.33307,1264317513358.0813,360364380988.60876,2283866268862.097,8953095724085.037,2537180794.309197,13779114855.355469,58858908385.30254,14426565364.483608,721086374363.9165,2779870457176.313,37041763.873620465,2408610935.8151045,9779617739.998398,194178800751879.9,214911049892.4129,401423888773.2671,194249808344918.38,215581632193.4087,395216757779.8945,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4800,36287169618.05056,27296805450217.83,506065438002261.2,1548188134949969.0,106229617517.6933,2266915694074.6753,7173571666606.916,412866658822.3141,152278261756236.5,450772252497213.44,852728151.0519187,442983213612.01575,1349211241614.8955,361762134332.70435,2222511621130.8286,9170117408519.83,2596681537.640258,14269747454.151909,62008598257.053535,15051562477.1874,765335837394.8193,2983269508793.651,39679486.93067571,2551283098.3739862,10815815821.200754,201301425985774.3,221613470181.59973,423259187623.8307,201783478843853.72,223595883581.54703,417154112654.3464,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4900,37720111631.08908,27208030553391.664,502256471390754.0,1592220364866461.5,105666950967.58325,2270435238242.139,7475172958041.422,425622970682.0385,156083336001955.22,460290114816273.06,886045116.1247844,451833271367.9052,1418443916374.6375,356886718296.6806,2230241590136.676,9331483887448.693,2615081294.3715873,14387243784.101494,63703737123.82395,15643474084.51402,773826825626.8942,3089113315996.827,41843604.16212264,2617473305.8062315,11425149679.116772,210198075121422.94,231325986987.78375,448037843444.1482,214922792511013.94,231852107956.81442,447462359266.44934,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
5000,39217224086.25513,26719756162190.58,505347414390286.9,1600313854947002.5,106518639718.65239,2336713602488.5483,7725180318369.061,441462347947.9738,157705490329215.6,481990029943558.44,964500718.6526157,480972096789.77606,1498175771637.8188,354980274650.2618,2304774181590.958,9683229046450.611,2602401605.146117,14820080809.692755,66430111332.84509,16540986013.939928,789441861355.5464,3295187644019.571,43980306.59174948,2765344854.237426,12010888224.671148,222178443276581.38,244172362248.33203,471866565613.9147,218048837689917.06,247149695323.02728,472543255020.9748,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
