miliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
3600,23648600582.770847,33191589179611.227,499283150934479.5,1185239405490917.2,101459371035.86078,1662878354304.6272,3949787941947.945,218379717185.1171,102703114128008.25,247287890705125.12,351847032.08910733,234866468653.6934,558985802857.8794,375376369319.8847,2042402435004.8567,6000360623782.297,2127386396.9976978,10152065637.257162,32129908009.628983,7466619152.408422,495990423892.8171,1376926043414.2727,16170340.122618433,1323569906.4572792,3877926848.40152,115395114918636.47,124486324882.11652,172665506926.83218,111709415975234.66,121621750514.90854,168457946783.45697,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3700,25530796368.09938,32555343878280.348,504425425419420.94,1191484105742575.8,101601212525.57451,1715460153025.4258,4342462501545.3657,229414978597.3093,108242926106116.17,247869450902156.66,371830771.94685805,248536616134.435,620438651751.7676,375609849938.6218,2027501083191.3914,6289764020334.157,2168727864.821937,10480178837.8649,34243455418.074474,8100683333.637232,516582294627.89526,1556004283556.0225,17106489.12671293,1399771669.8677955,4515165367.972885,122034768042481.23,133479446283.60051,188450268712.9445,123497440461176.84,126250562067.54654,189787830652.0924,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3800,25656580079.391983,31975916098599.07,510168607552739.9,1232945935897870.0,102192589929.06825,1811765694220.2524,4608806306331.189,238825263174.4326,114155838285198.44,271504075456539.25,408427955.9836743,271105939891.6051,655297348828.353,371366794548.94165,2083439021962.471,6662117474124.142,2210452879.2424273,10764510909.77034,35908195997.81384,8736373373.240536,542989038939.7847,1592798765011.7646,19112320.900885597,1545240366.404523,4722991261.684367,130746865863491.77,136941821011.46268,195817177389.9163,129142536117043.52,136675821020.40942,199803068673.8303,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3900,26846864752.823322,31525009507152.58,501075662939473.06,1244499881596059.8,102537512635.44106,1844160536089.8616,4814468184682.14,262381925061.03748,117704139788012.02,284963141750610.7,457448287.61703086,282035620639.6689,717573728118.6384,373619045788.1258,2084985735505.386,6913022903273.175,2215874084.202693,11178689041.516376,37838389625.03725,9257117188.20663,549089033376.4496,1748583438965.6753,21501659.098633684,1558899252.9497674,5242376741.795369,131293710217581.81,147980977379.23456,216709038514.4942,131743496179547.6,144526912331.7431,218549076281.9714,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4000,28363258411.516148,31188274729502.227,508140816751762.4,1312019359827647.0,103878236446.40025,1896813250021.32,5029482766502.174,274352595813.84964,122056556462866.92,298942375703532.75,496038604.6679581,297474899265.5448,767805957207.839,367982339010.0641,2109553506782.2075,6964611631016.516,2272538873.8943276,11382571158.108992,41142075797.33116,9927735479.530733,589574189380.1486,1845610802952.8225,22346634.324137293,1672259261.3106909,5664611906.258358,142615073799632.25,150628961979.09042,236798299826.75906,138755822023555.61,156856159873.1624,231335401374.7227,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4100,28607241145.017067,29993349894094.77,507004309818972.3,1334774665736689.8,102136035711.52376,1952661589252.1985,5367555047839.442,291905142096.4397,122178428029906.42,322945573270603.8,511596914.24817324,318753299576.8017,822023879181.3989,367612666789.48047,2175315566092.9963,7312605232342.911,2335017865.064846,11901061105.568043,41874502481.69161,10717455291.004871,607174488678.2839,1946912766707.494,24117189.66256529,1805045449.3471491,6349121895.050396,150072997749555.84,159028381541.73337,255043992719.27765,147989212278393.7,162466298921.09393,251981502581.42352,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4200,29852916931.267418,30292659021262.984,507621206411167.1,1348002940749490.0,104610581524.23389,1971232204300.8008,5576067014009.137,310695362854.209,128731964684116.94,338358694629999.75,559627632.8597289,327474261652.1027,910675143309.8992,370823314979.0274,2179278955820.6045,7555688091390.085,2331711866.288423,12368695965.15835,46079442845.03265,11182251188.805443,616099293218.385,2155755296326.6382,26047734.14266105,1881267260.8983579,6941445955.662935,159586588220852.8,173907445729.3569,283398532001.6539,159566351235045.94,173222796167.28802,272521690113.57855,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4300,31410785325.08719,29142835711777.61,511958111667712.2,1391296125301528.2,103911970129.15602,2070551310812.2273,5766884123351.083,317499884369.82324,129214799302420.66,360735574264457.7,596299532.6611607,342333717519.54175,971049952584.8844,372339092236.5762,2151431289581.5332,7897929922328.597,2398174603.064154,12456470004.6931,48338890245.839676,11868651709.316807,642875067059.0356,2229131565707.8667,27991643.245317463,1997688746.9097936,7515642020.752579,163622822734098.88,178805837894.94763,292141645022.37115,165159100048786.8,175714898655.10254,299187104194.2015,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4400,32844646523.59368,28623553316589.03,512456081011972.9,1428099439429731.8,104533838447.83769,2086270641004.9297,6097411783179.1045,337237349879.08563,133516007347807.86,366555542409277.2,651806887.5731511,371366844407.2347,1034497115958.5455,368738750139.3279,2181720026258.918,7991500847121.072,2460653052.790093,13013397495.875954,51444760529.15549,12654269506.78101,678954914571.5814,2396612065387.142,29715343.208760116,2061244606.631329,7968032190.578933,173838270943182.97,185734338702.96286,324706847243.9816,170724527657061.97,189532065797.30408,324770630742.7823,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4500,33940138129.172607,28767430601136.17,514650059345215.3,1472632468142491.2,106495557444.52353,2164232291980.6445,6419681611115.112,361323955901.969,138563509095617.06,384047136113261.8,684590067.4809897,387421367402.5967,1125532791460.2031,362523391159.5163,2182122154637.2698,8281672237250.484,2479780834.483755,13464100169.131083,53228105170.35127,13244541436.959782,682081765170.7008,2523203887624.6787,32575283.572907478,2248819247.1636496,8726580111.186049,176622804439239.56,196339526349.72144,344806452382.2121,180385714506018.4,197113255733.72617,338161469828.9067,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4600,34048106789.215073,28545735216139.695,508192658690640.56,1509881885590380.2,105992368713.59212,2193815206517.1194,6501452822808.359,376401789687.9601,142220938444978.1,414636274125094.56,737197657.0931122,405102417758.4811,1199792069411.3713,369260291358.87177,2229504150485.02,8612014818100.224,2517753669.6456075,13493950839.394693,55314611408.32205,13635084785.343796,711477179003.8231,2626260137023.3877,35125681.694493696,2318079401.251454,9266268506.293379,188603739573719.97,202066312953.21414,362663542651.0583,188552279312416.34,207174750536.89096,368029646590.6348,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4700,35813910690.268616,27816147868800.547,508369982326079.8,1539229295393442.8,105414602831.64809,2239348459532.8745,6861166170926.793,396131942654.8955,148765223262876.03,430989331939646.5,802764012.0428691,424509172039.83496,1262472817105.1333,365419789933.75116,2247124212044.661,8957976802868.727,2518421709.5951867,13752802507.970924,58141510076.35464,14261887287.380987,727755015264.0323,2816795131938.8916,36503394.05408275,2470620586.7032948,10066963826.666803,193085482112541.3,212298063349.7015,392667926322.7042,194253441340730.25,218795080703.21674,393064810686.9045,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4800,36281141943.35112,27416539563861.9,503874154774200.0,1574913381721097.5,106064601356.4198,2233070003432.4883,7049938071090.662,409047193376.099,151341620081782.25,454104645282351.06,856172908.4143157,436506145667.14667,1356314006541.7847,364881613837.0254,2225004766837.4424,9243055720226.64,2519180087.9641848,14305513387.38815,60761796035.806694,15030131122.622398,760267658788.9896,2972353757212.0244,38585655.38098797,2505663104.809875,10506256927.273798,206287557928551.06,226391977260.67798,425315304569.4462,203450929486940.84,221097243530.12164,420190246728.03143,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4900,37940270670.475426,26745171511437.938,507678787676156.0,1566916853872876.2,105930732562.97444,2319438337984.6797,7533257524731.31,425124416821.36633,152695240592577.75,460668817887620.4,887994487.588723,456095414762.0948,1436159743076.2324,365391009181.97943,2287933117564.4087,9359508870638.502,2586460235.1081033,14315616714.577234,65046754796.57288,15877636861.811415,785077403866.3201,3087575354466.7812,41580283.53801771,2666166781.9723544,11236634794.83762,209379198084056.44,236766772751.81625,448372148510.7409,213340757976800.78,231856171813.68716,443320388280.7656,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
5000,38482505236.23125,26447661682709.227,503704132233585.5,1626109300361610.5,106906933549.97046,2324761050566.343,7665345301396.906,446548200762.04694,159815987657492.97,482023805021736.56,958994575.691368,470779160619.11304,1518227729332.4602,363409506472.9679,2297991102877.874,9608498560036.197,2649353754.0260344,14921443268.70525,67389438974.55168,16374157721.22873,801822455192.3699,3257876731066.094,44361323.26200808,2802752193.802713,12236493824.486977,219542294669083.16,240068630899.5771,477787260700.0968,223044009114940.3,246123603219.82333,480548140204.399,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
