milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
2100,9851503462.026424,42109904872189.07,422485764082641.3,573309440425407.9,80923847536.59174,861869479561.931,1095682470037.0784,59941729191.776024,50799379337085.945,71015160175316.05,50030065.03793834,70312802538.91547,106378978947.28387,332502152005.7773,1341695751046.4536,2172251571110.9822,1194945996.853577,4220611941.1474457,7454760157.344919,1816247723.0964527,187974201490.61682,308329736724.0641,2709338.7433576332,318786984.9731468,592056579.6115295,38339110424082.06,37638842080.727905,26828991151.829132,39137380226846.484,37428256659.0651,31798276299.123367,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,10545615877.064606,41415514586881.164,436343178341456.25,600203577210569.2,80528820936.09271,908377573643.7434,1316771997607.7341,64976005834.31977,50086242613088.97,69074155894321.44,68796822.80428639,68628452338.05593,91049774349.23213,335764665750.2625,1440980220642.2366,2227487236142.168,1244971783.3966863,4808653466.5431385,7122505140.059296,1822209037.5337822,202641034584.02606,318344398653.214,3467740.0442496375,407662688.00643414,643166438.444617,40151737907359.74,40370387266.84029,37992135117.888306,42120170711878.01,43297888267.26637,32535129046.473362,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,11090177566.841349,40131631297424.95,447154706100454.94,679911315236603.4,83174490843.49915,981449572076.7712,1437895137269.8645,77449296567.58688,57373704898871.0,84246157778467.52,88919454.41966936,86996206842.32922,142640867992.5547,337779907585.52246,1497139577441.5842,2591797987363.8135,1291445330.4495735,4882708352.499891,9390054932.953712,2547615299.7660313,218309526309.90814,327521107326.04047,2874440.1976497862,404132158.6110071,807718776.455255,43235296284539.766,45960262963.06742,46121802419.86501,42069145523153.83,47791915729.97193,45729407185.16759,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,12604011617.013397,39460436961453.95,454016205086649.0,670717266002412.4,86275024080.75374,998523330966.7501,1512409181945.664,81090271109.45691,59664248904983.9,89897090298028.36,85266313.64253245,86466706323.74115,130440342209.43275,339274241943.7822,1532495713499.5127,2961028572872.124,1361174463.5466583,5245359929.340557,10280144389.803995,2344752666.90551,232796168531.17575,433413440858.87427,4083997.5836925507,444728902.40108246,928871863.9657149,45925151172824.89,52758632566.20332,42835534141.16283,49503952633839.68,52158004312.81196,43275622447.46475,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2500,12871098670.645628,39307709270778.02,453885693885841.2,741212012870475.4,86414614200.83008,1093975161144.1378,1910445334782.1152,89891648748.96603,64499341476180.445,107059939625916.17,116200173.03884897,105103158047.97174,171228840964.60925,352131028867.9175,1634062333191.2644,2935414462755.4443,1447557378.7412283,5902317196.5881405,11536427123.902464,2664685249.119794,273621510041.90378,453003316405.8163,4562727.320854662,536824654.2835811,876643297.9964378,54336616656625.83,56595835690.11605,56277253242.91316,53942834832832.33,54620828837.13268,51148267845.859955,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2600,14403976396.57796,38608916276880.84,462995601442056.94,759266483015990.2,88728623144.37889,1178512617518.3257,1980305637188.5493,104095913676.00995,68783521874493.35,112324200792225.27,117353539.03206085,104795563327.91615,167471785825.67538,354768293012.3215,1617259173909.7397,3415842502197.6157,1530606486.7236063,6457422124.760302,13825253454.454472,3045108799.535302,278623531246.1382,524446150436.4132,4855509.289696021,622723042.3348216,1326518821.9038851,57297266257965.73,55976086032.14849,59767557059.582535,58293210871212.28,58429077913.8747,54728246633.75484,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15126826938.589882,37530822687364.07,475305211050128.4,834929634315439.4,88891849268.73897,1208915289598.7046,2164656665240.0327,114571939857.56718,68614993091921.4,127607947453545.47,146302101.58552548,118419298671.28525,195749289441.8077,355031155368.78595,1695864340601.0083,3555619587888.9595,1563034103.870946,6522382771.726307,14970475065.104267,3510044847.0021772,302997299376.33813,625440652015.0957,6557927.537450091,642929869.3617346,1388064957.2061286,65424580043730.82,62602782802.87016,67707890454.39567,63504995097199.234,63147574382.68504,74166753752.93118,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2800,16568229011.660206,37413764994154.69,470939531170122.9,829016089106717.5,92202444267.66042,1274351899115.3564,2264229365146.21,113582733381.93219,74125286414152.36,137268063945884.2,150517012.51133934,126726734538.36499,239419925011.63895,360300396648.25305,1721801186410.1245,3965491696987.0845,1627056852.5284698,7042898722.126653,16019308940.226536,4056207545.66687,318595032717.5192,629767007473.0028,7414922.413758806,661716530.1276358,1636875740.4868581,66801712238958.5,67579117012.90983,79371653600.44888,67605913984416.29,72573038223.07312,78608941790.64706,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,16610064379.64111,36826526633175.695,472149090879943.9,918529490860431.4,93918941531.39052,1299847037411.2944,2656328533769.7827,125341015094.51076,79327089720515.28,143580956611930.16,172640944.61236095,148012796277.0846,268637607307.42154,356478023688.10583,1762455588433.0325,4029989930339.2656,1749567777.9147427,7463462395.711439,18543056000.33459,4568800432.008561,343694403995.52637,766859315100.893,8350549.171174914,769902279.0220158,1672596529.5232518,74040200457223.22,78907010154.74036,87767934516.71565,75421950471976.72,76154551354.8519,91253303175.38458,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3000,18330958333.155987,35889125692363.47,479746166347419.0,956234585998355.5,95208102535.3113,1413475280466.8313,2842300097906.534,140526378607.268,80869835321491.73,164078236796058.8,201720286.09333247,153190307538.64038,314803102492.95734,362705382678.5907,1804950769851.3955,4297248646672.9,1770478611.9701517,7941012495.804852,19914028972.964172,5025788478.183338,374939402272.2938,817827434073.6108,8607859.942289254,802001829.3159488,1988450619.2255738,76278145130164.64,84388799175.5047,90344106780.74944,80834008659726.62,80765213328.55896,91542479196.52718,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,18406446729.688942,35159690126793.26,489700180466161.4,980605352707895.8,96628073811.42966,1419527860080.5903,2917896800560.2485,145333288856.35153,85833132724096.22,172296735315885.2,223899442.04606214,171540996060.14215,348361289228.5411,362419247544.48126,1900938723013.3154,4630468797761.792,1828347377.1420748,8252854819.658262,20744810222.719395,5234781772.917529,394350900797.9571,943205329764.7926,9426538.817290837,888401190.1459947,2385299638.5684967,86647463147979.11,88317520556.52567,103722472295.67818,84698242137951.83,86905997021.17923,105792672818.12027,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3200,19550299513.188053,34963620979093.473,494277824084006.3,1012369554414316.6,96356061549.82426,1473964410798.066,3043430469449.4307,161480086354.5612,88721243625272.4,179586470215272.0,247233313.0655488,181651832181.23624,390939178384.9982,366234006362.51874,1892433730139.8884,4853916845279.06,1928752281.793023,8457842504.245125,23949409570.70959,5816855142.528868,411645258991.9704,1009584708544.9056,11147977.295235062,965876159.2604262,2599788106.3608227,89842338866881.52,95330122553.81752,118187600492.90689,90693622617080.78,91775934874.75035,116574032411.83142,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,21091457554.850964,34723028168739.832,492854864452895.1,1038776787070893.6,96847161955.02766,1511474665085.4116,3440878023530.1353,172322089922.84796,92903730163203.75,192056349050486.66,274599881.0201266,189260618142.0365,421499720094.2863,372910641317.79456,1977547258238.8416,5141619626889.294,1992771166.1630037,8845972032.240566,24293334250.01246,6101685942.05652,416324779702.5155,1120035990025.8875,12310183.85571164,1042836876.4774902,2734571262.877665,94041117653419.47,100944731289.71431,121659115579.97214,93948673017213.64,99432366067.863,130334649933.54234,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,22286111152.80799,33534246961361.34,491388054126671.8,1090143180234342.0,97524793363.7998,1562514551335.7183,3684372558363.6226,183953222402.96158,97828650632273.52,203871518165132.22,299774680.5861243,207816845764.6495,454661086549.8668,371935178586.77295,1972438612768.8374,5265180021155.763,2041440089.1063979,9303410569.387117,26149294497.988647,6877258382.134793,447445038065.93005,1152941987438.7659,13127892.346134352,1115710323.2686682,3035566385.2256956,100786154910558.34,105720125538.63379,142181730789.57184,101938346650689.78,111012390484.2093,141962799631.72943,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3500,23457800610.563778,33205772797812.723,497729120535860.25,1123225627350481.6,100707057548.35278,1612490958993.2222,3909729937788.202,199128769741.62906,102826302380875.36,228382666589704.53,320912069.20012516,219235497316.07407,519600377364.22485,371862270102.1818,2032782652709.9314,5740547963778.707,2089720004.6279376,9592083603.99105,29863323580.2057,6929586033.911234,466251981467.13055,1294663908920.9265,14220424.802757759,1239305673.115247,3442570746.783746,107972396674762.22,117034161111.56764,148876978925.75833,109332230503974.72,112460091950.54639,154636661233.37234,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
