milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,3186195118.3434587,50255943425779.24,279242840369251.9,184073132248466.5,46930196269.14176,255668624611.69473,253851711633.3432,3456677815.9950285,12635562009353.758,14552010131922.691,12884018.06193908,2736706165.099491,6125696058.365364,219540711834.85678,565917992038.58,257327470986.1231,401424716.364238,1135041280.1866362,-203259230.88955247,61700194.95606618,37736499600.48459,-22204408126.861805,-437133.82550354616,44312710.03646995,139768675.9814617,11583584472917.988,7236478796.909455,7678171637.893047,11658740011970.676,10092018549.751007,5737160452.348219,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1100,2778266656.2555575,49367273038951.36,294079951206452.4,189055412444328.22,51759219493.13597,308790312133.6484,228762950794.75095,5649278273.131875,19065283858008.688,13273588178923.936,4796673.905794546,5985597004.590132,27028630143.732193,230227959730.9656,668584110719.8254,530239868233.74524,452346081.64083225,876060967.8011595,923159172.8951625,128556170.47225174,41034707048.709274,33492051768.15446,253647.2329030998,50958445.318374105,59545499.62340017,11624100540942.61,12710508065.342937,8599305332.455925,11263546831229.014,10150200871.438446,-337848352.27232933,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,3670433032.3710704,48868587327877.07,303150864547686.25,242610518028402.28,54772174491.19741,373881528798.73035,395235685035.2392,17562481690.025898,21558517345357.387,21085863498914.03,10816732.949210482,22770314046.94376,-8685119179.82837,245123224258.32843,723204147406.7505,573138231919.1786,557194864.1289339,1348505067.772671,791607972.5140607,45631884.73406172,64999438578.26706,-101328361.1667099,901575.2292972059,29587556.41730692,-49848041.29892151,15580426031676.863,15152424089.144892,2118647470.2340913,12581663278244.248,14446949140.329607,3334281666.710348,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,3834145179.6973405,47910712533242.3,325059420725140.7,284560022901957.6,59992057273.15831,416955127875.58545,246157949466.5918,17271517754.62667,23566773458775.99,25664866221042.836,12705004.037203636,12451711373.685987,31719374645.186356,254172776473.04944,766540768779.3641,841406942309.5026,622327879.3292396,1853137951.754703,1845874367.0538642,421615019.6369877,70788716387.08464,25026565406.70084,292184.59859649424,59885289.87637013,107505359.31885327,14181723864511.604,16381054854.958107,7650032184.911798,15082515323878.799,15262074691.102896,6056749269.528405,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,4478967863.027888,47276034886098.38,337159875823085.5,301010313965649.7,60787090930.14556,474490042226.62115,395562824290.4207,24593365012.744225,27333874344106.33,23656603391094.445,25357067.5400728,23329574896.676624,42144195821.68822,267357784720.5326,903510706178.6984,867255271501.4703,692722566.2791606,1966722670.820506,2386149065.574196,686223839.9226346,85551281085.23146,44790230364.9158,1024413.3163005817,107449428.10406926,132588376.78642744,19539093109685.266,13781441130.165985,10120515638.494118,16671486389081.943,19220611600.8752,15398117976.383068,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,6064637566.282164,46109275761913.65,349663822998309.0,364321518989859.75,64235359813.27953,501838851736.1848,563755644924.0194,30909157454.135143,28933692827398.113,27950505159595.99,7682969.0101510715,22177554376.542236,49034246938.89179,282883658631.2804,951093293115.4451,916253426037.9895,756224233.0630449,2165600403.7191105,1396446328.2681618,629856390.4686153,103844259943.0343,55603814407.49157,14494.009863191517,159999736.0384818,209666278.46263564,16974054565768.05,21423053697.233894,15040187254.108946,18604889076004.387,18386339446.55798,8538780114.821188,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,6165218025.282932,45474875864382.375,375182725832863.9,388921772180888.3,66505267551.601814,544720891346.7225,517983320252.12506,28148353285.41767,29857866892955.445,37795280268948.76,13041739.930333566,37877118496.39261,52474194924.176544,286147376524.5078,1048548298709.6804,1215434286289.5962,808724405.0386398,2383492513.3862324,2159171920.148541,938651819.5078378,106721899189.88286,97263067508.72078,343824.5493439569,176144018.57429564,112584059.72894192,18545230328948.664,18385061871.791523,7803133798.644866,22406777010244.97,23144877797.17367,9678859413.868948,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,7225212141.871539,44794447546321.26,379006020632910.8,423415240615439.7,70030003036.21806,663311564285.418,695857379947.5762,31946655356.025097,34598331621513.652,32401682193896.07,15478700.224972371,42343879516.49005,63173451704.88249,300711553509.2147,1087317070112.9907,1405957177461.2703,871936083.4659069,2713621329.39015,3613524138.6845937,911210281.610862,114902018005.8692,177291044414.14355,698533.620609038,156727369.83252633,80319070.13657452,25616471320924.703,25330515498.440453,14861292155.974915,22942139711166.438,24480359760.32119,18377213243.95608,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,7117543665.693705,44367323855401.95,395257885979137.4,465902216491887.25,73269427275.3026,670048827021.0201,901160702054.8372,36525630288.03214,39159289904730.1,51424461687618.4,20838465.585076526,39058736599.69513,35169957241.05292,301833050007.2144,1148966540546.208,1478776513316.0625,941559754.5631677,3459003219.2910056,3956318655.6674466,1124148582.6352868,137853604433.04404,185613528139.60492,1882765.4860537292,235449659.90049213,367400464.51118165,23927846323812.504,29190012223.42226,13316711752.967506,29596805595434.355,27246494129.22076,16678777335.421995,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,8115996523.801972,43237526992714.1,410304239990243.2,495435327171068.5,75758995376.72426,780201524874.8632,863113388357.5052,48380732065.211754,41375297182654.05,43577883807794.2,31045321.40207442,46274867122.59045,53914098099.8165,316413183525.5431,1240189398270.7312,1813712192088.4944,1050391905.2830994,3689929887.6749363,4786847646.935711,1339276003.3285718,161737907212.76724,249356577364.88113,2118208.05009572,233656088.85313845,422104188.08236355,29811524975980.805,29697772204.610653,21289427286.36028,27413749402321.688,32788294520.617558,21433937722.873577,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,9057890135.141005,42193343136120.984,414445648423020.56,557626987568712.25,77627927528.2932,835142699867.7435,1133139308759.2708,47008451174.16432,44837385572832.42,54810824510305.375,51002407.20981954,63204279785.27432,57546587417.94055,323203402461.20056,1311088239897.7498,1793111577999.3625,1092559914.2139933,4068353138.353704,5499048341.507052,1308158257.2709103,170133316290.89307,224089780247.37125,2277742.16784272,286627449.0058519,559834031.3382202,31842853276787.984,34957637681.29454,26454497105.65704,31242930266613.08,32048192288.343346,21931799839.4774,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,10482022630.300497,42211185262450.3,421490902942122.4,555741564455969.2,80223258889.88028,889095845210.3066,1141375973814.297,56403866455.99788,48035123036745.516,71523087369823.66,71524641.20553431,68982909460.61003,97630360253.456,328943569786.2384,1334396867544.5862,2137958914365.6511,1237309999.3602273,4105054546.899683,7343400444.7169485,1977153166.3815212,193603737828.57684,270450659281.56232,1877773.8642631806,320802352.8732379,458496291.20005524,39433167577008.23,34927196111.88661,31589293458.613747,39148513495036.625,33639868541.951714,29544913394.478107,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,10829201567.61372,41101850602863.12,433004103532913.5,614664420588228.5,81127996278.06227,914550694476.1501,1345090886547.2747,70234267963.75856,51995164113359.7,73853669214849.6,66547743.200005844,71026332952.66258,118922390385.10747,335259277257.1225,1424347898925.776,2305203969651.6577,1292314548.1724074,4475060668.455238,7763712384.606343,1882985943.094048,196562190794.34772,323217418862.2225,3171705.74385277,346268438.49540466,420514290.66457474,39759217371015.77,41267082953.34836,42359155203.78467,42730457597343.805,43973527353.586006,42032499947.73069,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,11108925809.286024,40092323982132.836,435867125066956.25,646873952339344.0,82120210602.13116,977694309669.0695,1552133974025.2268,71866281193.25986,56795562685985.695,79805605594395.02,70150482.12510657,82960036546.47304,134510629167.00092,337523862508.8039,1494925924656.8364,2532180741314.6167,1367422493.692436,5165744280.917588,8906754980.700949,2487902563.355401,222673252047.85938,339126815239.33405,3158695.824503398,373167332.1614114,761243913.810606,44978815313170.3,44622122874.91951,44598725443.13713,43350945920302.58,41478004420.92127,35679409586.87894,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,12380917608.576294,39987679940150.5,444587796599778.9,683497678763737.5,86309645731.22249,1029337036474.2133,1729995724114.6116,81399302955.44308,60840013230272.33,97968180816487.28,92672135.44591986,88335052047.31737,132711715956.99548,343188289824.72076,1532538731401.3706,2711582651540.696,1406436311.080752,5610237483.176073,9678232894.444704,2443734230.1551437,234521002911.98074,466145015973.98584,3521726.5242752987,452777071.8773337,728578238.0638506,48115962078700.07,48312367451.44496,41619125518.51922,45663789231687.92,49825066972.24649,42886093054.49173,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2500,13739553485.681644,39520353844415.6,461052222076128.0,731450221157577.9,86475605473.37756,1086296490445.3425,1773894535412.0222,85497474906.84685,61745200994222.72,101164758957578.34,114159315.32608554,95894813951.44025,177757332535.77515,342669723292.66766,1573113853947.6929,3036440897817.407,1464979595.9853234,6034422945.720866,11089675594.321014,2684174363.3037953,270604816776.85043,474702414335.77216,4259456.491459665,492503168.41777074,1085306104.1721885,52336143481710.52,57549359369.748535,56440978735.93206,50268100621496.97,55664489216.98177,46601982285.022385,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2600,14708743124.72839,38426713128090.086,458899125338584.8,796135534301849.4,89451393552.33115,1167580835230.9087,2030290637022.6755,96144534987.46956,66316545389286.44,111520372586269.72,126682015.8960774,108077504650.14055,171726796015.0379,354958449250.07715,1676113863596.133,3218101275392.9585,1511074334.669038,6110204668.874675,13453564267.386522,3031206639.602259,293129964843.9433,574519277955.0374,4790587.945162591,601712324.6481862,1061451422.329378,56707429504536.95,55803342517.423515,54310858051.977104,55161872727507.83,58646978231.6339,58991544106.33158,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15175300204.472095,37487404884897.805,464997613793821.5,793735733724430.5,90995988105.9036,1174485550668.035,2258342372742.226,105286671816.08852,70750885447635.02,125494188879617.58,136574118.96850452,125507872748.13101,224548782475.16092,360048637361.11865,1713195349390.902,3696287001472.9497,1626824411.051995,6757853034.46694,14542237670.987492,3393227344.1707153,304999142492.55237,582120967608.7097,6244674.239019364,630975590.2821136,1498052907.901257,60056421409458.01,61956648733.150246,70831004336.49715,59476985720076.15,65463121280.397705,64607855235.82833,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2800,16335105460.030708,37141176927783.625,470656380048053.44,877619367415481.1,90327108121.37666,1279982760932.4346,2309875300577.1216,115722792791.18132,72958882259739.6,133432405930209.39,164446325.85439357,136926207710.18576,221756316033.62274,354553204817.80804,1736483013301.7021,3697747457772.88,1625776310.47952,6974886430.42899,15126719010.655825,3966795984.8287992,317018787571.2934,684187855984.2942,6808844.316723918,721395749.5705566,1462867731.8821247,66282359492237.516,73600733035.21065,78648980096.89291,69563079066278.74,68681671925.50215,73144693199.98215,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,16434330272.953064,36429930109044.5,475538105236655.06,889625860370934.9,93338386854.30397,1322512734024.44,2576563627551.278,130783256899.19264,76886230032211.81,137759001053514.42,183245407.0749399,137926725376.0767,265392231597.38828,357861403924.68207,1785655274979.4062,4099653367934.7217,1717270047.3753862,7492833551.842851,17491869272.06572,4174184487.872365,345974814103.86804,741162144258.5746,7447083.049781768,755432818.728984,1764320817.864447,75112821992176.75,74787339414.98837,87036391091.82552,71282923984939.66,74979966762.30511,87776373169.93488,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3000,17398608023.236664,35821910971102.4,490126370771909.2,929443261033347.4,93245911230.56187,1391465773131.9985,2822873006068.5728,141203508204.47577,79890437356467.98,161064859206540.5,181086928.3085385,160830456945.1806,291318956079.09094,363293189236.1518,1848437031318.4546,4185002577165.168,1792059095.9360518,7816315037.110747,19696765541.890114,5054248670.308655,377036762517.4577,875249133964.9961,8941225.395041121,850902085.8947335,2062198712.5994616,80179484379954.16,79030304919.96042,98753501219.17612,80537295404703.97,84905790997.2052,98066885142.085,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,19487294030.802917,35452843013652.07,483362675787723.44,959127204513625.2,96879414610.23317,1452128440773.342,2962357695829.5654,145636514884.70834,86441892879468.3,164988358982109.75,230456732.71003896,169657948538.46512,318635093165.6192,361052416676.35504,1901420981746.3457,4723837773197.47,1864081957.7256882,8365960239.364758,20288714509.087765,5263830768.18206,393923358838.68506,879848169176.215,9190821.658248616,914573194.0512644,2415104736.477186,84009789326626.42,86733280581.1604,106543194806.51665,82338759790090.6,85305464442.13884,108850423753.8639,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3200,20090356905.549305,34798077338450.434,497845659126319.06,1031492648431230.4,95131106398.80553,1459637154615.6108,3093671182504.18,161985778618.85196,88652618502111.48,187158727051307.88,234260267.97929806,174790791563.82745,373142920750.26575,362655321439.8346,1941937990123.4172,4727350707010.357,1857515232.7883263,8594530193.681234,23004689691.18078,5470664600.525099,408078240766.1958,958619423927.5133,10671640.521982618,962167313.9732376,2636193448.8056006,92682591879069.42,96326729137.77359,115684844472.00499,88784523281872.61,96446394467.8892,117592818049.7076,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,21142418938.5623,34347365688517.703,500742800046001.1,1071902629912207.0,98924023999.9346,1553166247523.8123,3268916254887.806,171566260621.17465,94258490785090.7,193530016543068.62,252989914.16707477,199399886579.51544,404852520325.435,367574509802.7842,1940743814475.2957,5236773863270.529,1990539831.6615584,9053833099.254568,25000616743.317738,5988842741.736219,421220705639.8703,1124395841439.0237,12346371.506531406,1098024985.6833754,2711029271.6677256,93939922215539.75,100796382075.2231,129530900558.1576,97796272143933.94,102503035817.44728,122958438642.72137,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,21493613367.43543,34094460223246.03,496812099119347.6,1070882163439692.8,98151698039.00153,1624359569641.7925,3670887490634.8735,185349102919.68408,97360432647281.67,203374867438235.22,291510140.9678554,201927307491.12637,448990928619.13446,366281211773.3174,1978501900851.9434,5359120797468.994,1963786540.9199493,9471361506.745638,26162068378.0677,6494608290.129225,444155764834.61755,1188370103078.2776,12754519.757379023,1132298135.0009248,3138909484.1472497,103600632745708.78,109204701596.84448,138268040526.9805,102292745379287.08,107152898320.6344,144267488899.6,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3500,23281801641.830154,33358248693263.78,501791357973012.94,1125476415483261.1,99773209097.02748,1624089269798.1638,3866354336202.1235,196979434498.4468,100135096447909.75,231504732770869.97,324631081.6895878,226757438062.45667,482704738640.3542,367713626471.7892,2031382692786.5632,5824606921959.781,2057900124.229539,9600895498.739893,28969327557.711044,7160617050.874839,461444723869.0952,1329703946390.7678,14961885.299186539,1257982814.2845871,3665589738.4508476,107595198206103.44,113170304668.91634,157054928584.73737,109579641474432.45,114393835852.11784,148682373309.42795,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
