miliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
3600,24498306247.192123,32598090199730.684,498778090725708.25,1135490037433130.0,99654730974.56651,1668601768354.8296,3986494487842.568,217468826727.89108,102581696087869.92,237678443962187.03,344359983.35509443,240243037154.1224,550933235166.5386,370418861079.9114,2017477973014.9985,5938262703812.731,2100090744.3732867,10361986219.915453,31449853793.05119,7702768700.044164,483152210413.3165,1448158255193.6172,16723846.16318596,1354646165.4970899,3912916718.784308,110876530423517.06,122590593325.70285,171549366010.78342,116562204955003.2,121592240582.27306,172219762514.9072,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3700,25079365065.716656,31950884714501.68,509996813010254.0,1207578632085754.8,99882063410.79944,1754271150776.3447,4190478451574.604,232364203466.62823,106288999512615.05,251911189547160.22,370321952.92887694,252970036598.361,620655096131.1766,373293684236.6555,2058269604145.86,6362564699424.664,2179731339.547146,10756131169.880808,33162937233.565517,8316156939.421187,505561341791.5883,1556024823491.2598,17638597.43689412,1393741858.005233,4413904913.694385,120671525706821.7,131481197530.726,185558168517.5355,121411958918508.06,132324248849.67972,191181696349.56732,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3800,25927007962.95628,31778432013955.156,499589891206893.7,1221018702795156.0,102207504475.07631,1794900325034.9768,4615922640784.114,245461522942.66983,112316166664306.95,276705827301847.72,421238599.34601474,262583539708.55756,651649168531.6188,369180545430.9533,2063279212986.5447,6406509153206.09,2178323476.917021,10764522652.737701,36589574750.80464,8599914865.20096,544491843116.14777,1597306133956.482,18992468.67874073,1503448877.4392667,4947217123.546093,127155005926192.66,135775001137.28119,195205235686.57715,125622654661810.36,135620725642.81302,201815833413.44086,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3900,26500367086.469715,31110539818260.37,500626002759255.5,1286586962743520.0,101840526847.04164,1820005683843.147,4692404656477.306,259075119305.366,115420782857945.31,286186367443010.75,451914830.6358525,280030036627.54614,696937512786.1132,367638192137.3924,2102735645487.2861,6913068248596.657,2256090452.5663486,11055974243.493443,38135298023.34641,9312508006.988842,563911387208.3412,1697077592195.7446,20471260.132147945,1623194402.6071007,5311422587.116093,132494867017934.75,147625540085.27942,213145145430.03024,135634218331225.16,142853566906.18802,217147137669.63965,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4000,28058345410.995697,31168374995596.668,503646577119838.7,1278779141459449.0,103537898665.6888,1894738894489.9558,4943077993299.14,272489926206.52554,122416883188563.64,297230589109848.3,478091745.5925606,297535111018.41345,780824522930.5012,368248564281.6632,2118485705882.1543,6902073607643.325,2250515935.872901,11656464161.817938,40425994171.09844,9769271732.1593,581386202767.0034,1890900734735.307,23160658.05749038,1723151312.3656418,5599609318.258573,139074374372886.88,149731737929.23053,238194076360.1837,144134996017552.3,151435987378.96033,231287341448.2926,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4100,29101907587.2477,30202159551635.42,514577921591175.0,1334846798088744.0,102259698101.4196,1964181856650.2427,5387653079948.416,287018595878.0268,123491378113142.66,317902527408154.5,519642016.83421034,309678221875.7115,823312953621.3484,370943466049.7097,2149493606979.9883,7408167082784.652,2344454925.555129,12051551126.183155,42269712838.4003,10794904100.933893,612577143718.016,1971487017117.9539,24079850.06267838,1823032830.3923128,6087036786.967568,147729537034910.62,160976871136.80588,257491206907.83734,147995232939072.1,158773106980.59644,256251434731.9007,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4200,29701662916.74121,29790509150535.73,502107017144660.2,1343828317004101.8,104928741104.49649,1965248796784.8857,5543500934355.035,308089524751.7582,127128348644421.89,338699577849105.94,560824425.0714755,333663791097.40356,888889847916.4015,374769321313.3865,2155579083909.1284,7538943436456.875,2362243761.309556,12456300671.494434,44378941844.08156,10937203361.663145,629287119332.9402,2125935668796.504,26514904.569710918,1860866716.2869608,6938146507.548936,159116047420560.0,168843175032.61426,280366866961.71454,155279038732564.03,166437480476.21094,274076096185.4328,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4300,31301628490.08921,29815365315080.875,505908679574235.4,1388389170685136.5,103374524505.13663,2019082519501.5684,5862754465299.071,325530291543.7083,130069755562956.22,358533493025830.5,613076295.5592712,343470107959.3595,978261649816.2125,367425483269.3849,2225297703451.818,7910769181354.305,2388945960.7964735,12825444540.910812,48224629575.06395,11573586702.068134,653604737187.8109,2207658992174.7705,27681180.195349727,2018043044.332525,7355184833.612512,164651521199692.06,179067890532.1477,296668597970.027,161213466562020.75,182092461613.0477,303797739817.5656,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4400,32171340409.75456,29383628903426.055,514276040611231.56,1447225652218719.5,103573023654.67572,2106528902561.261,6041975945455.873,338342804148.0003,133780984672410.17,365829622776223.56,661443320.4420875,369698185301.68536,1018696147458.6328,366141919448.7914,2187050319969.618,8241635540279.076,2452833187.4700336,12724166328.155613,51422415220.23996,12277839373.26792,680118425927.6342,2430128365175.928,30280368.172148537,2062130322.721085,7835262639.309603,170360809179575.75,188504501756.91,327225665916.37866,171535209903546.47,188678535067.02765,321358264428.7776,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4500,33408411212.97593,28754680047556.094,503525209058767.5,1436428175129115.2,104441452376.7073,2118628242100.6345,6357717989268.415,361095000014.88947,136958678522196.36,384686196712309.9,695219718.6458188,379613361214.5289,1109122220504.8809,363472267464.24945,2202798093058.477,8516820272970.026,2466624452.47861,13334720168.72166,53366855023.56048,12802216587.58972,701834769410.7516,2497282957966.9116,31848097.218755674,2170161713.565108,8533436801.0826025,180649356457514.1,198853951184.38425,337406340211.27386,176587076611237.22,198359206579.42322,343296222590.4306,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4600,34715462835.51755,28382539596477.977,516705965689456.6,1510041335258994.8,104868474536.40031,2185316282294.3652,6729201672937.934,370376110290.363,143635676934504.97,415720077665330.06,757726945.9624087,397072235179.4831,1181550177418.194,361489059959.95337,2213065456269.511,8659662891760.046,2487003235.3549223,13350899201.425814,56346379254.74639,13929621193.941925,723702000316.1466,2674397965332.1235,34927902.15354822,2298692556.8271823,9273475884.928974,188644219657786.8,202723018277.22858,375178853556.68524,184827739697791.25,205994839167.04245,370678766162.9276,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4700,35051270239.17469,27722090668006.992,505412678079033.3,1515738974899156.8,104969571562.66096,2231866146166.6904,6780011141607.359,396626394802.60443,144243982575496.88,433312398977420.4,807152951.4555814,414831538117.7173,1252280515194.166,368296319877.53326,2275431398172.0586,8794327024089.671,2511792139.5591493,13681993973.023033,57932463391.84854,14133559010.9637,722824894651.1887,2824237911886.105,37336899.52687224,2470379612.1483374,10075115795.447622,195627582139380.78,212291347122.51584,393947212906.26935,194000555070228.28,218182711302.70898,393425447789.36017,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4800,37202515562.22174,27170095914301.188,509484019404423.94,1524682701694658.8,105160883276.63722,2261990237523.2314,7094175222677.322,405462551120.7054,149988422843625.84,447937705941331.75,850256010.4064385,439408417944.0641,1338255474235.0066,367238000754.7637,2291321121267.526,9221922772952.586,2552817035.5619445,14266988681.50698,62186232517.621216,15198249829.068975,752561383683.2496,2998743082094.4897,39397637.32242748,2580955240.992548,10642500868.44513,204691025686895.72,225891958954.22943,425350806598.9733,201023827817177.47,225967793009.86844,424883216971.0579,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
4900,37249738732.86152,27277216626744.63,515439205391708.56,1601894046610855.5,105867830884.56358,2296254329183.689,7370170647240.814,432141940804.6987,153875817537424.2,472161563088222.25,903031343.1483734,459621816890.8725,1411345840629.4626,364813866177.42395,2295420176013.749,9233015094746.518,2625341422.853337,14275413211.844873,64832845049.32726,15551418059.175444,782179368917.8229,3086609765041.321,42164496.7699299,2671622991.3700695,11425434329.162352,213525849278560.06,237106061560.3846,454086294363.21875,213951397795166.47,233191764701.2227,448482867014.86804,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
5000,38953204124.84237,26122899793870.457,506922926201865.44,1629690319883088.8,106560700642.86713,2334934568775.306,7707417565570.221,438753645811.742,156435085854465.28,486102310874436.06,952653369.094079,472978567489.0789,1515734600722.2322,359934038335.84326,2291805757604.883,9531024343455.646,2634869527.1843224,14904473331.740833,66164242820.645676,16353859062.749283,788011061925.5194,3255069738645.653,44645147.17963001,2753742845.315535,12067749352.33469,221125359677527.16,240426781743.39087,473264967669.8147,221771919507234.78,240902482257.98148,477520674242.96875,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
