milliseconds,N,T,I,u
0,0.9921462380796549,0.24849588628710637,0.13966872912127906,0.0
100,0.9801786489859462,0.2513533281363025,0.16485156213595453,0.0
200,0.962254736008178,0.25142575031184916,0.19671931021307337,0.0
300,0.9383633656538082,0.25567649781357,0.23021127753375834,0.0
400,0.9185409050860823,0.2582775577894639,0.2395877833866163,0.0
500,0.8974454204604302,0.2569856639237112,0.27757070780806437,0.0
600,0.883386126217183,0.26215165500066084,0.27928484897224093,0.0
700,0.8697880664209222,0.2626381607415745,0.31910815722747227,0.0
800,0.871370394034467,0.2656487101704414,0.32461416710755014,0.0
900,0.8554576372545458,0.2674719993451103,0.35227483512622226,0.0
1000,0.8461117096483982,0.2672723717873323,0.37101616338933535,0.0
1100,0.8411481210651458,0.2690319678788382,0.3682511993679037,0.0
1200,0.8313165406206054,0.2730957777831637,0.40450078870420053,0.0
1300,0.8113843945052294,0.2724041227960997,0.39201939242222744,0.0
1400,0.8133196444581383,0.2767415438833426,0.4149045552562058,0.0
1500,0.8127114539878005,0.2779019987712142,0.4443191309789969,0.0
1600,0.7912825003421444,0.2805181697310146,0.45325602893521616,0.0
1700,0.7981130487041985,0.2822476649041723,0.4614942995648734,0.0
1800,0.7815119393995725,0.28082471114729124,0.47461155514836034,0.0
1900,0.7764054213911981,0.28415452043779355,0.4889795110692285,0.0
2000,0.7733301299669221,0.2850991168735722,0.48302280832945094,0.0
2100,0.7734544449239923,0.28636919820391366,0.5017340158253264,0.0
2200,0.7741558880407399,0.2895633826126606,0.49892929770608574,0.0
2300,0.7692701801638678,0.2914108211002283,0.5074365431144714,0.0
2400,0.7600245805498104,0.2910175942295794,0.5210792782556048,0.0
2500,0.751783417778497,0.29322309628988336,0.5158614393084444,0.0
2600,0.7587613033056217,0.29431104266622427,0.5484628490383594,0.0
2700,0.7491651313683872,0.2939787772479331,0.5489721346953848,0.0
2800,0.7503763766101506,0.29421523334164257,0.5462039904064087,0.0
2900,0.7425020208094812,0.29625927906860394,0.5653954473362262,0.0
3000,0.733115730854527,0.2984041452919613,0.5615596086961402,0.0
3100,0.7372897574409415,0.29705791556765226,0.5772558978417716,0.0
3200,0.7310035450729849,0.3014706128321294,0.5818371986160579,0.0
3300,0.7350178427529519,0.30161973031506945,0.5701044962334315,0.0
3400,0.7233971770514939,0.3014917176396747,0.5916752660851239,0.0
3500,0.7272829878499687,0.30169460781494756,0.5747807156050811,0.0
3600,0.7179667521383519,0.30334888006911304,0.5914738249074784,0.0
3700,0.725150500585065,0.3057266249021031,0.5810904345332603,0.0
3800,0.7185382691009258,0.30426216300983816,0.5906296985100135,0.0
3900,0.720794857583111,0.30713443904639354,0.6078465983165878,0.0
4000,0.7255283848403492,0.3067178876453798,0.6030413121597578,0.0
4100,0.715676087177774,0.30609496999405134,0.6129690021708681,0.0
4200,0.7171308423988894,0.3079599222993974,0.6134640255120877,0.0
4300,0.7089426394538662,0.30967615878824273,0.6152997001811673,0.0
4400,0.7150942987819091,0.3068381455738467,0.6215636926021028,0.0
4500,0.7038182321637142,0.3110173253102079,0.6150035037086039,0.0
4600,0.7143260862830979,0.30880712352410905,0.608711145773391,0.0
4700,0.7013404571726041,0.31167682446216305,0.6181810574527364,0.0
4800,0.7025083124640907,0.31273660669653397,0.6221114475092198,0.0
4900,0.6999967832363767,0.3117346171109473,0.6329329836732318,0.0
5000,0.6992767241515881,0.310468619168825,0.6108526555294864,0.0
