milliseconds,N,T,I,u
0,0.9923914132494066,0.24957650436027898,0.15941119652568478,0.0
100,0.9820030073403477,0.25157667463644834,0.1632303999806698,0.0
200,0.9586277993434071,0.25157675417403297,0.20820437514812248,0.0
300,0.9378843024264794,0.2541665895857658,0.2295381839893736,0.0
400,0.9264554805589535,0.2565966696979005,0.23289906994331938,0.0
500,0.9027586301298337,0.2600708688265552,0.2673675738729409,0.0
600,0.8842058138510465,0.2600357453305472,0.2833748787089723,0.0
700,0.8790727945340399,0.26245404904581515,0.3041375509318358,0.0
800,0.8610449807263906,0.26597389078500006,0.31858097811568337,0.0
900,0.8559771241841593,0.267062151768301,0.3399742901478132,0.0
1000,0.8513943027068178,0.2669076929247643,0.35869128790949956,0.0
1100,0.832073613518302,0.27206158567693023,0.36364640453185443,0.0
1200,0.8215921444062967,0.2733513121766764,0.3880654330217263,0.0
1300,0.8192760027674482,0.2721428781057501,0.4008000589388775,0.0
1400,0.8164471983605853,0.2760793282808422,0.4149540951223262,0.0
1500,0.8061521069734051,0.2775109613893254,0.44448953910950856,0.0
1600,0.798026896957265,0.2779407438311704,0.4527171123065149,0.0
1700,0.7951569715613813,0.2818424796927303,0.4674573752778438,0.0
1800,0.7853619728863602,0.28247963351500877,0.467158029286684,0.0
1900,0.7888896748905838,0.2842368888096117,0.485645278983496,0.0
2000,0.7824004884794066,0.28719907563728586,0.49316700054458423,0.0
2100,0.7673432409276041,0.28569469311948437,0.5031572512587006,0.0
2200,0.7689209640493169,0.28969037802726527,0.4986301505251496,0.0
2300,0.7669908262705349,0.2878694714708314,0.5032867793882647,0.0
2400,0.7614414775780347,0.2903141117204623,0.5091738971468963,0.0
2500,0.7575948685715371,0.2913096144807549,0.5423831241830362,0.0
2600,0.7494517822907579,0.29377315613344235,0.5405268622815399,0.0
2700,0.7423921198094102,0.294542734606032,0.5372446559863082,0.0
2800,0.7453605964647757,0.2964395018882063,0.5390317735578599,0.0
2900,0.7371958387348783,0.2951365632899971,0.5531956277213325,0.0
3000,0.7352590045500618,0.29963422303487264,0.5577332024506532,0.0
3100,0.7423434154056187,0.298835750417443,0.5607966746514607,0.0
3200,0.741094381480975,0.29935300032519,0.5727438302113477,0.0
3300,0.7298736636901275,0.302334214347353,0.5792028061717915,0.0
3400,0.7282634734144191,0.29997238080887517,0.5893131376472335,0.0
3500,0.7299822155059921,0.30117938365432745,0.5778748653608899,0.0
3600,0.7188593401264488,0.3047822115822914,0.588972783469173,0.0
3700,0.7255853834086008,0.3057007915346041,0.6015415422567862,0.0
3800,0.7154123890780347,0.30608113211572985,0.5827968058702729,0.0
3900,0.7238373878522281,0.303554834649378,0.5951538611889136,0.0
4000,0.716885649145909,0.30571295557079575,0.6060381254081013,0.0
4100,0.7204220321914141,0.30498820508583685,0.6147653187371492,0.0
4200,0.7120862075870141,0.30881901463144273,0.6195246886809684,0.0
4300,0.717096680677953,0.30675767450434266,0.5994893829234463,0.0
4400,0.7133803443669501,0.3073658282764086,0.6073470046632805,0.0
4500,0.7091767267733361,0.31108859277800793,0.6070581185604806,0.0
4600,0.7011986813302612,0.3115180042537856,0.6240548466934039,0.0
4700,0.7057240670256097,0.3122067671999734,0.613970652296072,0.0
4800,0.7019853266264673,0.30942646279874997,0.6108755726553344,0.0
4900,0.6999034565184568,0.31340090054031866,0.6165463063052072,0.0
5000,0.7007827762935733,0.3111799282321586,0.627746863423013,0.0
