milliseconds,N,T,I,u
0,1.0021350169846692,0.24860825061140554,0.13883937689078377,0.0
100,0.9713136125856877,0.24987994887730128,0.1729675093816014,0.0
200,0.9621319353243564,0.2510395502235759,0.20100429033702757,0.0
300,0.9341365577107477,0.2563045015445634,0.23055358345209478,0.0
400,0.9259875915784381,0.2552209744796479,0.24666842430933938,0.0
500,0.8982714426182317,0.2567929234953835,0.2609078757753532,0.0
600,0.8905566071739301,0.25969741787327394,0.27494608788790004,0.0
700,0.8793565448579526,0.26148678776926143,0.3060129975022436,0.0
800,0.8604884812352722,0.26326690462488306,0.31315206602463613,0.0
900,0.85106573540005,0.2654066698898614,0.3402985910064447,0.0
1000,0.8419315987830154,0.2678186015818137,0.3500820359724814,0.0
1100,0.838399383247511,0.2700157880701981,0.36797445481722896,0.0
1200,0.8343947476988739,0.2730726345997843,0.3966204012672459,0.0
1300,0.8251074204898846,0.2744309575541131,0.4147175004953858,0.0
1400,0.8139575767773534,0.2750992596822988,0.43101444632258984,0.0
1500,0.8046022896836906,0.27824634889110506,0.42362980221167473,0.0
1600,0.7978054852938028,0.27766011419527986,0.4551420893571396,0.0
1700,0.7937717405496759,0.2791114687127674,0.4605464016154125,0.0
1800,0.7832646689343831,0.2811468872029358,0.4784631691902087,0.0
1900,0.7876732362753203,0.2850118367716199,0.4860713806316869,0.0
2000,0.7757343360190396,0.2870130581430278,0.4779280957613709,0.0
2100,0.7749281150429048,0.2877133705229413,0.4841529025001231,0.0
2200,0.7688144372601949,0.2876011754664703,0.5172498114803613,0.0
2300,0.7704701526317076,0.2907105129546486,0.5173697707666027,0.0
2400,0.7643185532833537,0.29092646629976787,0.5325855297913287,0.0
2500,0.7588198869752976,0.2905651664353883,0.5404719844330302,0.0
2600,0.757110130799499,0.29200914002523276,0.5254184011735554,0.0
2700,0.7464771078264116,0.296245478740686,0.5459907068944893,0.0
2800,0.7411272204040108,0.2966425979522676,0.5479470421369531,0.0
2900,0.7479160161907763,0.2965360261964612,0.5614293558997022,0.0
3000,0.7452634252826155,0.2968583355321019,0.5550591387923828,0.0
3100,0.7441689544566228,0.3002154950310017,0.5579240123110801,0.0
3200,0.737338860744249,0.29797679977921143,0.5806633887225967,0.0
3300,0.7338356057319584,0.30103231169194083,0.5726274090389807,0.0
3400,0.7335434479239805,0.3019300831826996,0.574374379237093,0.0
3500,0.7327886789520772,0.3027836459271183,0.5910136600283767,0.0
3600,0.7325012481442992,0.30128377599069317,0.5925676703443752,0.0
3700,0.7194795059524272,0.30352128068722173,0.5971951886194782,0.0
3800,0.7234746197148072,0.3052066128064097,0.5816626491245247,0.0
3900,0.7211576369231041,0.3054246592524624,0.5923813852963049,0.0
4000,0.7202189088173245,0.3062404911478909,0.5998308378250989,0.0
4100,0.7164409487071125,0.3048657365187885,0.5918681075353059,0.0
4200,0.7077168629987844,0.3065982816638632,0.6114570313046874,0.0
4300,0.7156841451655049,0.30672455146283584,0.6189107128326796,0.0
4400,0.7062897807152709,0.3080410494217309,0.6092939690165999,0.0
4500,0.7061809492084566,0.30770033697678767,0.6158922253363123,0.0
4600,0.7059133031223455,0.31062781833973907,0.6194139333141052,0.0
4700,0.7148197038073907,0.30950004670854653,0.6099498330621044,0.0
4800,0.7070532805154297,0.31177206538586805,0.6234289176842479,0.0
4900,0.7105134217359791,0.31122684492683933,0.6267816862620431,0.0
5000,0.7101566864797967,0.3115009439466209,0.6262851642918903,0.0
