milliseconds,N,T,I,u
0,0.9974370162752183,0.24928097263633361,0.14803625833268072,0.0
100,0.9790393510769442,0.2503495825292857,0.17308088410301536,0.0
200,0.956678520590402,0.25179239885687876,0.20425140718704138,0.0
300,0.9321576747226143,0.25578320420292167,0.21938052231847036,0.0
400,0.9200484145824872,0.2567204405995091,0.25588342624405885,0.0
500,0.9085812748906797,0.2574662014280998,0.26621365845460965,0.0
600,0.8947508565417824,0.26205383300635854,0.29947339943985585,0.0
700,0.8785884253741889,0.2611383084195326,0.30124691641964313,0.0
800,0.8712155014722547,0.2628123109877375,0.32112487260220335,0.0
900,0.8526868555124147,0.2680075770983844,0.33384948673636317,0.0
1000,0.8404350890989409,0.26778474875300273,0.3617911103000582,0.0
1100,0.8317904099201726,0.2710924787254635,0.3751587201784775,0.0
1200,0.8317969704797551,0.2731906289192081,0.3780762056062349,0.0
1300,0.8130259770066017,0.27354809260564433,0.41504967733694764,0.0
1400,0.8061117885208998,0.27486188262064787,0.4264381789037013,0.0
1500,0.8098883038179254,0.27591801018749784,0.4327046792426728,0.0
1600,0.7994198084469211,0.2788300535540149,0.4481826063020491,0.0
1700,0.7935350771607862,0.2821095128914688,0.4495040979707458,0.0
1800,0.7853434153676908,0.2838272215254398,0.4746647047676912,0.0
1900,0.7892432098069025,0.28267629072481176,0.47689715367802626,0.0
2000,0.778633750839153,0.28674238574332456,0.47726890493831575,0.0
2100,0.7726876702916359,0.2852716427123124,0.5005547793834095,0.0
2200,0.7739112590655465,0.2874815731715978,0.5145025797199856,0.0
2300,0.7558953228049976,0.29150033998037417,0.5125925962020219,0.0
2400,0.7518899734192758,0.2923645997243318,0.5092489245672182,0.0
2500,0.753749094309421,0.29101658413170034,0.523226382983608,0.0
2600,0.7569462809767348,0.2925146888045405,0.533325045161363,0.0
2700,0.7451069088720832,0.2943630435622419,0.5433746605198219,0.0
2800,0.7449522577080062,0.2955186275220887,0.555624066178672,0.0
2900,0.747183830227573,0.2948566190456591,0.554425587714326,0.0
3000,0.7443772695414197,0.2960147527392737,0.5707297645205653,0.0
3100,0.743539434329093,0.2969037214267793,0.5708027069258709,0.0
3200,0.7323761003283588,0.29808675636907167,0.5591689518106917,0.0
3300,0.7301948497307508,0.3005288315882426,0.5882947380323972,0.0
3400,0.7254776099584997,0.3015313274369709,0.5795787837004867,0.0
3500,0.7265185616298068,0.3018774085343499,0.5953192567018611,0.0
3600,0.7298621652517125,0.3042252483796978,0.5927857419973964,0.0
3700,0.726480595296438,0.30575031077136466,0.5834660693755747,0.0
3800,0.7244237039161344,0.3035199997213241,0.5968457493797378,0.0
3900,0.7232533845512557,0.3072429965130545,0.6098718773378069,0.0
4000,0.7146779705333741,0.30791818493367973,0.60079573645966,0.0
4100,0.7165370940782649,0.3074440737080678,0.6072818999376804,0.0
4200,0.7069844731962642,0.30600208948511415,0.6007350355461324,0.0
4300,0.716720510845782,0.3062376597859933,0.6162497085626557,0.0
4400,0.7119465997267669,0.3071455592756747,0.6016980029876936,0.0
4500,0.708784525049976,0.31010675845459956,0.6145855813214126,0.0
4600,0.7078371511579029,0.30820875753763266,0.609080445942594,0.0
4700,0.7087423920826096,0.3092090816003218,0.6071450391986509,0.0
4800,0.7076198542998936,0.30919169140825115,0.6235505212791768,0.0
4900,0.7063194360072047,0.3122515872068336,0.6186551131692547,0.0
5000,0.7093753701415685,0.3127026179729731,0.6206539615830119,0.0
