milliseconds,N,T,I,u
0,0.9962301362895477,0.24942183289377784,0.15266921322650515,0.0
100,0.9753411653193655,0.2520100026096067,0.174419392724223,0.0
200,0.9538633480909252,0.2535648201119025,0.2055815226860471,0.0
300,0.934547206537054,0.2556006826454408,0.21163313491734717,0.0
400,0.9230346905284024,0.25583000170888204,0.24169186524889255,0.0
500,0.9082095072516859,0.2578199278220467,0.2611928274575706,0.0
600,0.8824871351953327,0.2614000334672402,0.30082995522092154,0.0
700,0.8845839257530856,0.26252656880738306,0.30760369118727393,0.0
800,0.8630850837763533,0.2654287313294826,0.3295652333402711,0.0
900,0.8532542025551502,0.26795867623530933,0.3363102809980092,0.0
1000,0.8435800113820889,0.269971821657541,0.3638171418943731,0.0
1100,0.841218369880252,0.2701672837735027,0.38092516509172075,0.0
1200,0.8268133674487399,0.2729820066942975,0.4029819648143372,0.0
1300,0.815724652989629,0.27426432925509264,0.40219835939351445,0.0
1400,0.8195554545890559,0.2761697041153202,0.41304028888648464,0.0
1500,0.8021201232166769,0.27916701954264783,0.42741540914002407,0.0
1600,0.7914035407314871,0.27870169696168134,0.45548274432724517,0.0
1700,0.7933985585032622,0.27958150958888917,0.4542215098428914,0.0
1800,0.7933198625289316,0.28373708032843625,0.4646957559002657,0.0
1900,0.781073047071435,0.28581570478734214,0.4731805988105272,0.0
2000,0.7775149123325787,0.28723419758657476,0.4826691827566075,0.0
2100,0.7701875615351715,0.288618668870966,0.48613096306347914,0.0
2200,0.7645859941087116,0.2902753408860103,0.5180369325071766,0.0
2300,0.766759668151102,0.28904145906663553,0.5105030933421341,0.0
2400,0.7671325192282477,0.2900497042616672,0.5294789687503286,0.0
2500,0.7625336239468846,0.2935327753429856,0.5376646648473462,0.0
2600,0.759952897011484,0.2925924255189386,0.5261390947790483,0.0
2700,0.7482497846480629,0.29444252062537224,0.5329336947035513,0.0
2800,0.7461690686055501,0.2949811717277166,0.5531677102737589,0.0
2900,0.736649950457684,0.2977561966553465,0.5533670816444325,0.0
3000,0.7430536612704794,0.2965282634509635,0.5707586123849998,0.0
3100,0.7425939587928111,0.2989239294738271,0.5646674951365286,0.0
3200,0.7276907243799231,0.29970540658571987,0.5790184236859253,0.0
3300,0.7345733173789584,0.29964419370432466,0.5834026006533559,0.0
3400,0.7323607153348599,0.300450576652706,0.592275243372276,0.0
3500,0.733148677545036,0.30078397085704317,0.5832300166432232,0.0
3600,0.7203156016302873,0.30234439554775727,0.5952872581231171,0.0
3700,0.7178608808308671,0.30468822434124326,0.5821401489470526,0.0
3800,0.715287203799974,0.3041795733660518,0.5996553868241841,0.0
3900,0.717231711061771,0.30717586808798614,0.6096204515165754,0.0
4000,0.7124364662501153,0.3055385968862789,0.5884539061091705,0.0
4100,0.7127987736932737,0.306464850214449,0.5996315723162412,0.0
4200,0.7197298122839474,0.3069169476662621,0.5951217796100148,0.0
4300,0.7207138234496766,0.3085010687526252,0.5998594327174931,0.0
4400,0.7177807256557226,0.3090833371107162,0.6016560256895972,0.0
4500,0.7080686894218624,0.3075853746115246,0.6253032948217674,0.0
4600,0.7030329372683954,0.31102512108398883,0.6269369457513513,0.0
4700,0.6996736696471341,0.31219385937043503,0.6054241030612367,0.0
4800,0.7035146011010311,0.3110042799202614,0.627899469336588,0.0
4900,0.712696378384716,0.31049579659255994,0.6198488151874143,0.0
5000,0.6969651105837205,0.31356309888077155,0.6268721036664894,0.0
