milliseconds,I,A,D_II,D_IA,R,aux
0,9.93392367221164,9.976145894523714,9.855544382439211,9.929880465944832,0.9356642570897168,0.0
100,9.990774490580106,10.058646630300032,9.913746486079985,10.021909889541151,1.010409261114727,0.0
200,10.004330604668136,10.101930309769939,10.183791468939319,10.05644311226639,1.0463863265404958,0.0
300,10.066767053394036,10.153013487521921,10.170912465855947,10.048910026083998,1.3947355085053195,0.0
400,10.107169416278063,10.203870660624723,9.934287167722395,10.109152907562077,1.348157972601716,0.0
500,10.03475262038191,10.248949658856272,10.009583513326998,10.173017327782548,1.5976028645967086,0.0
600,10.14059103996467,10.274560336012211,10.306782956625808,10.302456845604867,1.436695136592416,0.0
700,10.1878912770056,10.26995078391139,10.246464954134257,10.429389081318304,1.6057736917230074,0.0
800,10.070771626502085,10.362376197541336,10.107022741631024,10.467589837233701,1.801864159182651,0.0
900,10.11089839390427,10.340578533469479,10.205292520226712,10.477018834659589,1.913946475440024,0.0
1000,10.253523366216713,10.419124136644887,10.354401086049943,10.48282562698147,1.8894155744542593,0.0
1100,10.237654951804828,10.450966396248546,10.260371624712407,10.643137795717298,1.9939642829904367,0.0
1200,10.271587900373845,10.463288986908553,10.416224755849456,10.6828717974201,1.9943842960298392,0.0
1300,10.231466741593492,10.524383846400463,10.633369006081187,10.65091625697698,2.291562254173775,0.0
1400,10.350552702788933,10.55109123027468,10.43795164369215,10.880068131731932,2.3173798405287713,0.0
1500,10.310034009980056,10.577122177693642,10.69594633498795,10.842291559974766,2.45113356630577,0.0
1600,10.319432954808775,10.55853426493638,10.622092648934004,10.935998232938017,2.438389629955736,0.0
1700,10.433987691863585,10.61722859295507,10.596004688009119,10.872561509907047,2.744371279168073,0.0
1800,10.416212973222104,10.64677841145864,10.964667988456384,11.056771424384346,2.6176068141046382,0.0
1900,10.506833696406824,10.682443761654078,11.061601391965283,11.044683497557273,2.9172112026484807,0.0
2000,10.476570374930139,10.677984609044936,10.889554960319437,11.167882229188258,2.7873304948219655,0.0
2100,10.586047970673688,10.736121303729146,11.064143410735841,11.311205629305123,2.9837578869361736,0.0
2200,10.68500890662601,10.767513222841712,11.126269477121374,11.330380943404343,3.0447802937718307,0.0
2300,10.593826631378485,10.747941453859406,11.200410760889724,11.398966577221705,3.287354295676198,0.0
2400,10.746938115568053,10.75869318064621,11.201139073335582,11.395427284862,3.1931770295306183,0.0
2500,10.78862183078244,10.819823027116893,11.403824068623424,11.468588473142647,3.4952412941033546,0.0
2600,10.838883970816532,10.812632635549098,11.492589904245955,11.693163869922063,3.3543516348798144,0.0
2700,10.839838187384416,10.852785630584819,11.657437768364222,11.69983434358305,3.6456851945093933,0.0
2800,10.890049340495201,10.883549511884482,11.92483305739342,11.807539849918172,3.703208562448899,0.0
2900,11.005597006758196,10.902983025172393,11.918841699398302,11.745668926699189,3.9011711540207625,0.0
3000,10.985536449128908,10.858462871158187,12.059621191579554,11.946307580892057,3.867814072516603,0.0
3100,11.030856760177086,10.934295763856202,12.024111335343518,12.001200508766184,3.9633418158614995,0.0
3200,11.082053455883917,10.917900984665877,12.325749359117506,12.032092244932699,4.1389088252895725,0.0
3300,11.18790485627694,10.92081200740648,12.445281706015182,12.0844150628103,4.177025816125964,0.0
3400,11.225141596024342,10.938802314203109,12.481210096449743,12.27094151922721,4.280226926078298,0.0
3500,11.265527241368959,10.923901537378716,12.67762184321781,12.242156787676755,4.275478652564169,0.0
3600,11.362614681557403,10.960512584384746,12.679679954912922,12.47259663713396,4.537283322468215,0.0
3700,11.48092499710206,10.989741638196637,12.942242490294028,12.511999693979455,4.554470111475415,0.0
3800,11.491487759293161,10.986594856467839,13.05394684790855,12.607424629455428,4.7681444138666125,0.0
3900,11.55501665968616,10.985236931297225,13.292652538836087,12.739656021995478,4.72950173341797,0.0
4000,11.64909339331181,11.031992309957076,13.38426991078979,12.77778804999734,5.013325340970239,0.0
4100,11.681600416911394,10.992085530087666,13.535216503450863,12.809393978265083,5.057486262789136,0.0
4200,11.814000118348964,11.005074598720062,13.860689511284638,12.822212348590126,5.021238063790538,0.0
4300,11.846210873264097,11.032659842659687,13.877105370623392,13.032570067328727,5.1118145016275065,0.0
4400,12.014552880076733,11.026278201126017,14.167780488951593,13.062168730476458,5.27305587186788,0.0
4500,12.020663662454588,11.005058004377881,14.176154633586059,13.20081516760484,5.486980283719691,0.0
4600,12.097737769273243,11.058778778022003,14.35644353193442,13.169089535552027,5.623657962848309,0.0
4700,12.220183383419036,11.013447480216191,14.638641346133165,13.304185598714833,5.6131182406447975,0.0
4800,12.195399557490306,11.015797286021694,14.715660860773118,13.367465787882528,5.688364805417236,0.0
4900,12.342332877338164,11.042947053143232,15.042937384618673,13.587007712680666,5.7113062765994895,0.0
5000,12.408851934336374,11.049241218704978,15.274569683529878,13.664208483013903,5.880079203555935,0.0
