miliseconds,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28
0,100.0,0.0,0.015300007248599668,0.0075997102410993965,49.13719126313748,0.0015002577203534597,96.60189995892561,0.001999972249478365,0.0020000368534944576,0.9881016683613804,42.722401649665635,0.0008000007917369979,6.187901439873133,8.812099897573072,3.4391996859716247,200.0,0.0,112.55849992185628,6.4859999366736245,296.11369924925094,3.8863001176558636,297.88969978178295,2.1102996883935496,180.95949998499765,418.17880001668436,0.8619000266437831,10.263000203330156,0.855443686693895
100,100.0,0.0,0.015291170753391044,0.007588828409261963,49.13745290653768,0.0015234629976916656,96.60187378693357,0.0020039202689542735,0.002003921472611272,0.9881749838973503,42.72230447379546,0.0007882133395906029,6.187919825599211,8.812081590284892,3.4392134526822944,200.0,0.0,112.55849159683214,6.486001610463666,296.1136885103079,3.8863117041871393,297.88970750307436,2.110292431859626,180.95950664849664,418.1787987242977,0.861894536171564,10.26299974258753,0.8551979963365619
200,100.0,0.0,0.015291211640919516,0.007581696494652237,49.137650573258185,0.0015291293508960257,96.60188288731959,0.0020039101514729056,0.002003827292992334,0.9882486779601767,42.72223567184373,0.0007911385062033565,6.187925989615494,8.812074433924629,3.4392071943426203,200.0,0.0,112.55849009726622,6.486003168763278,296.11367957041904,3.8863210614817922,297.8897120127139,2.1102878011319786,180.95950667692816,418.17880342239266,0.861889952686818,10.262999839946119,0.8550248924419291
300,100.0,0.0,0.01528994708503796,0.007577720316612615,49.13779667948694,0.0015322928901116873,96.60188801864264,0.0020037251674777713,0.002003753211109071,0.9883090602513133,42.72217573175625,0.00079287175093851,6.187932402868816,8.812066708477722,3.4392033563474365,200.0,0.0,112.55848911347805,6.486004526017504,296.1136725377031,3.886328076525138,297.8897149810677,2.110284841833306,180.95950655760012,418.1788074642506,0.8618860793684534,10.262999859052888,0.8548834856308185
400,100.0,0.0,0.015289581407069526,0.00757543687016758,49.13789199256698,0.001535100244941265,96.60189449597543,0.002003686704489034,0.0020036469925654734,0.9883697149520593,42.72212009322189,0.0007942062511034698,6.187936403909329,8.812064861268292,3.439200187028877,200.0,0.0,112.55848796787637,6.486005446375822,296.1136643223458,3.8863344103829567,297.88971628877806,2.110283613615274,180.95950645345593,418.1788107370935,0.8618829603215451,10.26299975303358,0.8547703078618506
500,100.0,0.0,0.015288186007982648,0.007573388202344285,49.13798467987869,0.0015364083356540924,96.6019011103641,0.002003490933374273,0.0020035006876024126,0.9884303664411306,42.722076524924546,0.0007951913418186743,6.187943876974963,8.812059509091258,3.4391924795698574,200.0,0.0,112.55848722312125,6.486006490258392,296.11365873369687,3.886339832773909,297.8897165168528,2.110283470326295,180.9595062346747,418.1788130228316,0.8618806152696656,10.262999318339048,0.8546926014426695
600,100.0,0.0,0.015287299335941713,0.007572748462109175,49.13805305229842,0.0015380277819773893,96.60190645738439,0.0020033622733901923,0.002003425251511491,0.9884786215534849,42.72200704121876,0.0007959872393324772,6.187945775775467,8.812052692744063,3.439190127782058,200.0,0.0,112.55848665549938,6.486007189102743,296.1136550483047,3.8863461366290903,297.8897158877342,2.1102844001604004,180.95950603564424,418.1788147881057,0.8618789497512068,10.262999190168593,0.85461839649591
700,100.0,0.0,0.015286583928980128,0.007573050085145272,49.13809818040864,0.0015385798197199633,96.6019091198423,0.002003320521462256,0.0020033060114062586,0.988540446758642,42.721939851206585,0.0007963458451876353,6.187950897403522,8.81204821584237,3.439185449783712,200.0,0.0,112.55848623120393,6.486007742029366,296.11364996365023,3.886349067857729,297.88971461088505,2.110285088805033,180.9595058844379,418.1788160432676,0.8618782334539334,10.26299915421741,0.8545842926628421
800,100.0,0.0,0.015285285339610101,0.007573060244515418,49.13813775598132,0.0015395736927543077,96.60191647794201,0.002003137150719856,0.002003168568863637,0.988578688263364,42.72187824684806,0.0007967942542849451,6.187957736915829,8.812043072436266,3.439181464444977,200.0,0.0,112.55848595176673,6.486008389968947,296.11364760793214,3.8863524127735336,297.88971375940514,2.11028659231135,180.95950567328805,418.17881692038947,0.8618773551898761,10.262999048834407,0.854542444238285
900,100.0,0.0,0.015284914216763111,0.007573334220848054,49.13816133401818,0.0015397514602727466,96.60192080938059,0.00200303521949204,0.0020030602145159108,0.988610687417588,42.72186000645903,0.0007970342503233649,6.1879610457243945,8.812040238946233,3.4391754590091663,200.0,0.0,112.55848564252197,6.486008922673046,296.1136434641743,3.88635626174211,297.8897123217978,2.110288170620408,180.95950540143485,418.17881744266185,0.8618771478891746,10.26299902744261,0.8545173026428243
1000,100.0,0.0,0.01528433885485007,0.00757406657663274,49.13817412015476,0.0015400585461245978,96.60192282902098,0.0020029605922075554,0.0020029663269721435,0.988649841981463,42.72179204043374,0.0007970986599089013,6.187965721827525,8.812032391727147,3.4391741104590983,200.0,0.0,112.55848560230444,6.486009311587413,296.11364247542684,3.886358208525079,297.88971046280864,2.110289482162399,180.95950526327073,418.1788176761519,0.8618771858351523,10.262998532772663,0.8544944804495311
