miliseconds,Br,Ce,HBrO2
0,0.0003755404730026604,0.050459368523763454,5.000485378426143e-11
100,0.004899542770122909,0.04524521395186373,4.9804013141112316e-11
200,0.009147091808027965,0.041213906676154224,5.026986176165353e-11
300,0.012948200263395016,0.03713772086356222,5.037999442399873e-11
400,0.016097245290492636,0.033048807259772814,5.00294169002416e-11
500,0.018599732995733274,0.02987810269166346,5.037855464223759e-11
600,0.021426589838803224,0.027813237349816486,5.033012211104427e-11
700,0.023380272906044174,0.025290493506547215,5.024261461158348e-11
800,0.025354848776224344,0.022033339918617712,5.009592813650749e-11
900,0.027643453971936276,0.020968033300828443,5.0491689074430194e-11
1000,0.028643532902827746,0.01785773094579746,4.9479093458567444e-11
1100,0.029841230334678327,0.016007997484431304,5.016882676745504e-11
1200,0.03138546712879228,0.014633388509938573,4.93928847381675e-11
1300,0.031914776385889645,0.014274128219354988,4.966123468348006e-11
1400,0.03324826941190641,0.012791973934000486,4.9786895852368166e-11
1500,0.03368821956029588,0.011138595962355446,5.043566995703791e-11
1600,0.03412523278867407,0.010478455321604487,5.056704373781061e-11
1700,0.03476141471222749,0.00896988517409284,5.016284442681808e-11
1800,0.03448170249097734,0.007885128834104728,5.0212172375876907e-11
1900,0.03473762067895666,0.007015232430003104,5.0280886058207486e-11
2000,0.035457250807798296,0.006138991895265827,5.021485630992201e-11
2100,0.035502043031854384,0.005651536137185168,5.02263116178488e-11
2200,0.03490604644349606,0.0058320179763419995,5.028106303846484e-11
2300,0.03523116782251085,0.004705871665443843,5.023102833557991e-11
2400,0.035313804825617884,0.004136152544949735,5.021127948861697e-11
2500,0.034995652852104694,0.003491398847870242,5.0294575574729684e-11
2600,0.03508521315021445,0.00346592061470091,5.023309451435894e-11
2700,0.03450571368647919,0.0029916691396135106,5.023497425101226e-11
2800,0.03455818897431644,0.003273183467126191,5.0266690925124374e-11
2900,0.03416260525446452,0.00252526150937215,5.024160233016181e-11
3000,0.03364192925896182,0.0023529368099435666,5.02462673705424e-11
3100,0.03317765597464164,0.002381118239574825,5.025318257341394e-11
3200,0.03337373377056874,0.0016295826334262603,5.0258289078354745e-11
3300,0.033219251082298354,0.001511475160049933,5.02479664293523e-11
3400,0.03270116814425779,0.001052380420439668,5.02583933002844e-11
3500,0.032346414668963326,0.0012916639481272384,5.025229516708478e-11
3600,0.03203566591573534,0.0012851491522484144,5.025049225926026e-11
3700,0.031240886866261596,0.0009751202081188617,5.0242027440136e-11
3800,0.03137383271452541,0.001409422604183335,5.024290814010954e-11
3900,0.030939711505012638,0.0009652906389459804,5.0258302050858274e-11
4000,0.030610477692290795,0.0005802983339345647,5.025653000177003e-11
4100,0.029684684229296692,0.0012817663085627291,5.0250412923786907e-11
4200,0.029226573621657505,0.000180088636374714,5.027290559443188e-11
4300,0.029058867366654598,0.0013179383538565364,5.024711774791171e-11
4400,0.029012464551193395,0.0008519659899877604,5.0240807677753905e-11
4500,0.027909475375444547,0.0011863495443162082,5.027806618655443e-11
4600,0.028086532154912906,0.0003226244755224087,5.028839279663632e-11
4700,0.02727362775243575,0.0009399155484150939,5.022934073956347e-11
4800,0.026845688713586672,0.0006405420283278021,5.015610743267029e-11
4900,0.02684294439745266,-0.0002637661997321017,5.025783416069761e-11
5000,0.026165216268098083,0.0008248009729724512,5.04811951270284e-11
