miliseconds,Br,Ce,HBrO2
0,-7.257131213915357e-05,0.04944997292690379,5.0009199805344414e-11
100,0.005041044538561249,0.04470855783290549,4.980815750401684e-11
200,0.008671517868986747,0.04119585192931997,5.026720639677131e-11
300,0.01256754942741487,0.0369319367499916,5.036705271723832e-11
400,0.01580870330821407,0.033862659154283534,5.002739574522692e-11
500,0.01876217566456187,0.030542027225669222,5.038459009571137e-11
600,0.021304972245551702,0.027005787784565943,5.032051048947379e-11
700,0.023284532706917035,0.02492476246205016,5.023833331517606e-11
800,0.025649327988908517,0.021899533311140768,5.0106589222843695e-11
900,0.026946551966076232,0.020973952954663762,5.049417893854921e-11
1000,0.0288359610581922,0.017947816934867092,4.947031143339697e-11
1100,0.030158834955822035,0.016743924968331304,5.017796723981651e-11
1200,0.031042933005992163,0.015321876509740408,4.940883854832693e-11
1300,0.03173217012654524,0.014231010443382534,4.96616314799319e-11
1400,0.032570304748545637,0.012422015765266506,4.9803698112620745e-11
1500,0.03345252551503567,0.01131970254876837,5.043113775768859e-11
1600,0.03422961770162336,0.010664784171046297,5.055892415766918e-11
1700,0.034809121882338076,0.008573473926697961,5.017435270939457e-11
1800,0.03450740220215903,0.008775673201146517,5.0217261233577224e-11
1900,0.0348145821195713,0.006842750080021006,5.028995403537991e-11
2000,0.034789828833751764,0.007081267755576128,5.0218044979896007e-11
2100,0.03521125390877424,0.005968458304773254,5.022497333503585e-11
2200,0.03543029906184773,0.005907346794612222,5.0300313041378233e-11
2300,0.03545673226696796,0.005107686252992544,5.022663342222699e-11
2400,0.035165724790193836,0.00463027884684748,5.021108535853918e-11
2500,0.03463906585553962,0.0038158206576080766,5.028757261066569e-11
2600,0.034511239778635364,0.00419779686081448,5.022420401470804e-11
2700,0.03490936617448587,0.0030910880505503682,5.022996017693798e-11
2800,0.03474546610394469,0.0033733966454605213,5.027119720590658e-11
2900,0.034485529528014994,0.0033061604001046116,5.0230666214594685e-11
3000,0.03375304796284899,0.001987996583223256,5.02598164788907e-11
3100,0.033453782519982087,0.0026418875308723716,5.025739658526199e-11
3200,0.03325233622419161,0.002463548627747427,5.024630794779397e-11
3300,0.03298169747970148,0.0020515475443688425,5.025095755574356e-11
3400,0.032166117691084316,0.0017678635046710612,5.02584978783604e-11
3500,0.03214634472727213,0.0014915172824305507,5.024897622840902e-11
3600,0.031464557193833634,0.0010915983527177945,5.0238423879038064e-11
3700,0.03177868144340438,0.001134610527621746,5.0250255266761126e-11
3800,0.03061865082226342,0.0006757554571529263,5.024604600299655e-11
3900,0.030978142468022683,0.0007588144378359737,5.0246933295059455e-11
4000,0.03061953320312743,0.0009574748432903265,5.0255377070842245e-11
4100,0.029757225324579563,0.0013948903381383946,5.0260242526212995e-11
4200,0.029332841045317228,0.0002298033515161082,5.026974395173897e-11
4300,0.02900119876897379,0.0005473515346688153,5.0256312991059277e-11
4400,0.028340617861698347,0.0005165564131857154,5.0252479703952154e-11
4500,0.02835763757466918,4.1333709283876375e-06,5.0265764344494277e-11
4600,0.028082039447085722,0.0005897955549439848,5.029659731126598e-11
4700,0.027121547114840838,0.00041697596319015696,5.022106798914921e-11
4800,0.026699540196074845,0.000365252999655559,5.015875855352539e-11
4900,0.02704678701892109,0.0009672327099888077,5.025637647761503e-11
5000,0.02611150367946938,0.0004835498421964128,5.046012964210939e-11
