miliseconds,Susceptible,Unquarantined_Infected,Quarantined_Infected,Confirmed_Infected
0,9010002.257662186,264.29569720111317,1.142372651604727,-0.17208225920981027
100,9009984.082866544,271.7604958791935,3.34137981946616,0.11421195214700275
200,9009975.41674501,263.1118581890664,3.6320210616703537,-0.14622679311669437
300,9009967.711583106,284.5201308940964,4.10078191267644,-0.13077692502780003
400,9009962.3279302,280.49790309477515,6.622235971828796,0.08952361619227679
500,9009968.788051808,287.32540819131805,8.82689442498205,-0.10774270040765997
600,9009951.712843811,294.8929826868472,11.670599438165468,-0.01874132451139071
700,9009940.92025681,296.1357957002544,10.814661375593227,0.048770156514848034
800,9009924.736200286,307.4697995641855,15.654510322931792,0.06114079499256678
900,9009915.23261016,324.35647545500325,14.54907201348826,0.4136047899892771
1000,9009923.517675824,326.5396338511066,17.246119150165605,0.36364467303567255
1100,9009901.67505839,340.25485889291366,20.874199103252575,0.5127450824733117
1200,9009900.682908207,344.4950269961863,20.391139635709003,0.5294223399977502
1300,9009878.309354115,349.5246207428098,25.85467676909246,0.7741990417457301
1400,9009866.869172724,362.8061164424967,27.19880370640294,0.8076349852695965
1500,9009865.865304254,359.3931473184843,28.207935064775615,1.1953884967316066
1600,9009845.06445598,380.18455097610615,30.56508373237941,1.0914038740478944
1700,9009841.918775909,378.48735336667545,32.82401234947658,1.1497397208415687
1800,9009836.649240669,394.60379136683514,36.26825638776844,1.4007656550652843
1900,9009814.891264828,401.73580953348466,39.03215969261878,1.6360304757892925
2000,9009798.45370519,420.09441684896444,41.01637814756836,1.7697226297394006
2100,9009797.442665193,428.72418508291116,43.21489184327155,2.2689004909964985
2200,9009776.744530197,434.856695402047,43.00236780999145,2.3670741518716256
2300,9009777.044225706,441.4873475908167,47.58840940999155,2.515049721827441
2400,9009757.520159392,444.5943221169985,47.810689476490886,2.780333616247937
2500,9009750.089413026,465.44292402273277,50.407978798715455,3.2131218392691223
2600,9009720.101918027,471.9068573073586,54.34801508406382,3.3214112854251017
2700,9009715.736937925,483.8826355843207,56.13593698635634,3.7420212641071644
2800,9009696.098196471,490.4357781628401,61.04388844104027,3.7612584240716522
2900,9009684.39259968,504.041258107859,63.859782190232664,4.267350583208356
3000,9009676.529365504,525.7181480567225,67.64679392118103,4.492967778441411
3100,9009656.498771468,526.7841669810018,67.58090846103732,4.751042050846852
3200,9009643.418422168,542.2193223421108,70.47256283321192,5.0025489639506375
3300,9009612.712808687,550.8689509415666,73.9665916868917,5.546494016542703
3400,9009597.952346794,569.6768248956116,79.86503544763495,5.878631424063365
3500,9009590.278428447,578.6151049008381,83.66768708671033,6.193140033278586
3600,9009570.67935672,593.3230328267775,86.67872002409061,6.901313201090691
3700,9009545.21586881,612.1604069752332,87.96785332026481,7.219216890570523
3800,9009524.653929096,628.5584273533568,90.3600701836185,7.408633619221853
3900,9009511.354721352,635.9934405677392,95.62918760882577,7.955655504063116
4000,9009484.735929675,653.436743632648,98.29328293283116,8.508736114427814
4100,9009463.1692206,678.1772833804033,102.66993603285047,9.081457842954805
4200,9009448.196526168,686.3132081553817,107.60163161369397,9.419792349505437
4300,9009436.689179154,709.3436877616606,110.46132662135258,10.002395360712397
4400,9009412.360284599,720.0453521635189,112.6898017507381,10.899479024182856
4500,9009399.752050053,743.5798409234465,119.83626191609194,11.291739819977046
4600,9009376.481553037,751.4013872776386,122.76095360989177,12.094613032674742
4700,9009343.314674625,771.6661649886958,128.2726736835191,12.568813451536654
4800,9009328.146513283,793.8749174353214,130.85127629947226,13.271280321748494
4900,9009306.157528842,807.2646549483284,134.4669218459427,13.851807928759671
5000,9009271.913265154,822.1306115510611,138.2132668002081,14.325770319551719
