milliseconds,Susceptible,Unquarantined_Infected,Quarantined_Infected,Confirmed_Infected
0,9009995.428882664,264.61011896645965,-1.865792412790618,0.08801635484289536
100,9009996.452391485,255.74877398563706,0.7501227676198474,0.14419273413064138
200,9009977.91292834,268.80726875519554,3.5370614350879728,0.014717732294675765
300,9009978.811021224,284.41725508892813,3.561123280747058,0.0996294486420802
400,9009970.6368721,277.1935941031132,4.8317602226961895,-0.03126912470186834
500,9009960.323217297,283.34255984523713,8.41851493630219,0.10968701378063574
600,9009941.8396297,289.6089233649575,12.000228375077421,0.17710321816732022
700,9009931.935316779,308.45876711907516,10.45545974054926,0.041154195569652996
800,9009923.96706432,308.46331060168274,12.028832658578182,0.14892131432760736
900,9009930.945520893,322.6487882399644,16.016751744612897,0.2099775230552566
1000,9009914.616169905,333.2756071919878,17.2851956166844,0.4517750944471116
1100,9009898.842832591,340.65950613794877,20.612226736640437,0.7249604114860848
1200,9009891.075241888,343.356304581325,23.591279042246292,0.6062568291748981
1300,9009893.106187575,350.3745489843025,25.04414372067453,0.9389160792596061
1400,9009882.77610186,361.7485743531107,26.683357161380037,1.0505570887020568
1500,9009864.506621396,364.57734517225947,28.743977661071767,0.810000438170442
1600,9009861.836337725,374.3278239967571,30.837709074222076,1.221316801092479
1700,9009847.149211891,376.7087171271751,31.704155974816572,1.3923126750557073
1800,9009835.942560477,389.5114862329507,33.776349642914674,1.4559958984662653
1900,9009821.527063524,395.92223706261694,37.227084999542996,1.5628819424254583
2000,9009799.912506478,410.17672446859376,40.74515541234439,2.061267722312504
2100,9009798.752655087,422.4184502608855,43.83823011318588,1.857073566380663
2200,9009770.647348478,423.95172849860927,43.257849505618566,2.446005019203022
2300,9009776.320204623,449.5214939677191,46.5984351372662,2.6879333042033497
2400,9009754.85641505,448.8524351692076,48.67439039669002,2.727625323106472
2500,9009732.95399615,460.50028891321784,53.722580227353525,3.2025480830354134
2600,9009730.159223633,471.6210804940171,56.59293819524329,3.1028674904678066
2700,9009719.447773827,484.5200940670806,56.65980971166305,3.6641537072453594
2800,9009686.887007294,488.105664145848,61.42633651416257,3.722897281742388
2900,9009680.275468718,506.5767885974121,62.424126784407726,4.077674318243958
3000,9009671.537424445,518.4554924862905,64.91405103598957,4.562281399737641
3100,9009643.129020728,531.3730380585843,67.84902549305481,4.727534985885701
3200,9009632.433321066,537.3340065430049,72.3053033760051,5.117878281248836
3300,9009610.191336509,566.1870540763911,74.38702421159985,5.488761251747172
3400,9009599.427016132,566.387567039442,77.44609195340655,6.116118151022194
3500,9009579.274056125,587.8686248289368,79.85552579610818,6.130224190783672
3600,9009573.11640804,595.4314524199855,84.81119257715729,6.6686272224892775
3700,9009545.667231407,616.0209223534744,90.02486766918678,6.951035887030914
3800,9009531.66311232,623.2029444820046,92.40065008847901,7.805937211854492
3900,9009521.8412262,636.2012859539126,95.74670124794926,8.0872760444904
4000,9009486.0695993,664.6051713404537,98.22085543967398,8.665381884848665
4100,9009468.202605192,680.5380307009576,101.39721555308249,9.185842186873261
4200,9009444.884966157,689.3587860973225,108.4531527215454,9.42739428725592
4300,9009436.158400651,702.3208914972581,111.24473008867133,10.167780934456154
4400,9009409.77480255,725.5826892275162,115.73674225512114,10.821509764239247
4500,9009385.919938838,737.1221685604763,116.88657310782801,11.34387384611168
4600,9009367.760871677,751.416348434634,123.97735739104456,11.911136421828088
4700,9009338.678740349,767.6481073150104,126.1888539776491,12.377996517606677
4800,9009331.16398741,797.7488980296429,129.1535323084184,13.230283585061592
4900,9009300.16916609,814.3568635229915,135.79407451496007,14.018506527754651
5000,9009263.785597192,834.4492228099,138.13768863808795,14.382413607373197
