milliseconds,Susceptible,Unquarantined_Infected,Quarantined_Infected,Confirmed_Infected
0,9010007.025786057,260.75052846042655,1.1250824305755365,0.2156835956140208
100,9009996.894899564,268.1498515068773,2.772560849206624,-0.027934663630306812
200,9009992.563795669,263.93955980846044,1.8548295822003946,-0.05937144571880504
300,9009972.652577704,271.62376400819784,3.194174677612766,0.055936597014919515
400,9009977.45902961,283.9981213951783,5.844172435694954,0.015417960641539039
500,9009960.681406438,292.86472309968343,8.967255831193775,0.19301882372457535
600,9009940.27591456,288.62636667980473,10.087161892098312,0.31696749819316405
700,9009943.092770556,311.2335872317934,13.917546478793309,0.04738266807635225
800,9009937.377576547,305.2743336287296,15.347990888541375,0.29593731797692663
900,9009917.286948636,312.9255978072771,16.473691982212166,0.29370459192301807
1000,9009905.52145543,319.07014175521033,16.81215816938197,0.6063736020498028
1100,9009896.53260825,327.52657685969973,21.00740349288624,0.48647641195304503
1200,9009893.37395184,339.7265125514788,20.493588327442133,0.5202963635958964
1300,9009887.575943576,352.68002918930637,23.741738283885724,0.9471478419596104
1400,9009876.761803323,360.3592677368203,24.89428332802385,0.6763322287945083
1500,9009872.12597877,359.8648975815973,27.454370209220894,1.036166055674125
1600,9009855.0455806,369.4119210462555,30.215000096732112,1.0183733468120946
1700,9009846.902509995,378.1485510103308,33.692024709633216,1.5042913585497149
1800,9009833.85688536,387.9622890292222,36.88765930150321,1.3949965424775954
1900,9009827.576406743,403.87249729731377,38.48685923354169,1.7526178674983168
2000,9009796.959296998,415.50830898023844,39.42307261682195,1.6522878107347967
2100,9009786.83465848,423.03186939609907,41.06815881233105,1.9682644772191664
2200,9009776.444150232,436.6106609223208,43.45459812045239,2.3173798014104614
2300,9009771.615970463,440.5535897984872,46.09955320819064,2.6537622222930257
2400,9009754.639219983,453.4079526206355,51.16929972287118,2.7150595185354702
2500,9009735.28618784,462.9757225685535,53.93875955991923,3.0373625243927322
2600,9009724.578180747,479.47271798115065,55.60688634104243,3.214656679863444
2700,9009720.256053943,479.27563375618223,58.93581905060657,3.4773999217865907
2800,9009689.192441104,503.45137493463216,61.750778829763284,3.949086030934164
2900,9009686.916685577,508.81754484818487,61.63218829594878,4.236785674100804
3000,9009662.902111158,522.4444058355232,64.65975745136895,4.623672278544785
3100,9009655.393610504,540.7586218844779,68.14058631905688,4.95930267961784
3200,9009645.101849668,550.2551353313044,71.26976002372152,5.162292329759883
3300,9009628.660467869,559.9919719897413,75.76653237830406,5.483866848673572
3400,9009602.47553211,575.3374288170747,80.47713677573168,5.75647717677006
3500,9009589.53505127,580.5281398549976,83.71843830851402,6.4628346863076995
3600,9009570.712124532,593.1039756814805,84.08771158758124,6.7159231607131735
3700,9009554.447883124,619.6412814471084,88.61994527504214,7.331099928749072
3800,9009530.135145387,630.9301237893793,93.2487959569752,7.473150174276621
3900,9009507.150712974,638.0720321294609,96.30059972636515,7.92654983460583
4000,9009500.71510489,660.7691626817125,100.25201603712836,8.46134189228018
4100,9009483.742078874,668.3175639829593,103.08674206652842,9.059273846081648
4200,9009451.922268001,693.6021989171487,107.0942521983562,9.49371413616117
4300,9009434.392263891,702.7042303410133,109.73846585673036,10.08045061933889
4400,9009417.928838521,713.2839726504872,115.05679363892024,10.595992744926594
4500,9009389.97689237,742.215396989588,118.93947482712669,11.498439075362757
4600,9009358.088489031,759.0158035043262,120.56374127211483,11.845868217662693
4700,9009346.186784407,780.768735503445,125.42977030606406,12.403526067421026
4800,9009311.509113628,785.1295406569714,130.1560156323091,13.271042009440544
4900,9009308.786565034,803.6412131984414,135.79646529689637,13.83038860280481
5000,9009279.056700513,833.121851152485,138.25106566228382,14.703634116787514
