milliseconds,CDK1_active
0,0.006652539093095409
100,0.012299736656715184
200,0.020954414213101197
300,0.02655975835262369
400,0.03376973090191275
500,0.04356263854761922
600,0.056448166641978305
700,0.07074535103980178
800,0.07916998020142786
900,0.08336746060719105
1000,0.10323124669566892
1100,0.10644152332775207
1200,0.11858000496324714
1300,0.12825860691622068
1400,0.13552131014224686
1500,0.14483606400839769
1600,0.1635940443864351
1700,0.16845313080992796
1800,0.18265144675456763
1900,0.19125393025924314
2000,0.19778528013077531
2100,0.21350185586583706
2200,0.22209198938698807
2300,0.23178640479857865
2400,0.23555064330709652
2500,0.24762711185197117
2600,0.25624412209898695
2700,0.2637854253403949
2800,0.28322032637458977
2900,0.2905141993814599
3000,0.2964446728402804
3100,0.30668424201764516
3200,0.312029756432046
3300,0.3328064540307895
3400,0.3411263986328489
3500,0.3411044533918869
3600,0.34879976856615874
3700,0.3632055337602371
3800,0.36993201287728084
3900,0.37092054403340335
4000,0.37582191413504334
4100,0.3884185378017995
4200,0.3881113474140241
4300,0.3998411119817498
4400,0.3996644512058266
4500,0.4023187234828847
4600,0.406462925742393
4700,0.41570417536197984
4800,0.4148395460963482
4900,0.41258868317275244
5000,0.413083505354315
