miliseconds,CDK1_active
0,-0.001968652586236822
100,0.010613997512870165
200,0.014423169147687941
300,0.02494988383582625
400,0.04051641413496357
500,0.04866810755857024
600,0.05434346546107565
700,0.07128373941237352
800,0.07927703620478639
900,0.08450026990914244
1000,0.10565554793774068
1100,0.10385786764070516
1200,0.11616338861904883
1300,0.13024697264928642
1400,0.1384848553560788
1500,0.15383622571887356
1600,0.15397617357896978
1700,0.17532768188443065
1800,0.1794862940413553
1900,0.18388629279596153
2000,0.1953813908595764
2100,0.21513047027680887
2200,0.21468961858265978
2300,0.23437043238897592
2400,0.24078353247071435
2500,0.2531851634795489
2600,0.2641102657212177
2700,0.2750509676893711
2800,0.2785600186376863
2900,0.2827544791747923
3000,0.2996446758842168
3100,0.3103493686668544
3200,0.31333462900491504
3300,0.32540356243706875
3400,0.3301693354229675
3500,0.34737047473032434
3600,0.3470105231620874
3700,0.3613482948098599
3800,0.3672039719924494
3900,0.37134401493438857
4000,0.37379439876484943
4100,0.39212799883803967
4200,0.39829016905541614
4300,0.3904183770047195
4400,0.3953939259220985
4500,0.41062886389078707
4600,0.411973123017862
4700,0.41649207905885754
4800,0.408173619233487
4900,0.4147708147528547
5000,0.4237028084752181
