miliseconds,CDK1_active
0,-0.00013157354473317882
100,0.006973151762363619
200,0.02593258383724337
300,0.028325168042744944
400,0.03443891044696
500,0.05245965464142908
600,0.05774980448473489
700,0.07446289940932414
800,0.08654835495991803
900,0.09356362856226486
1000,0.10258375862350846
1100,0.10544498584065443
1200,0.12008532182522297
1300,0.136436980197929
1400,0.1371556824160297
1500,0.1533618842631541
1600,0.1578246803233622
1700,0.16596426697104139
1800,0.18368055582330883
1900,0.185895502466009
2000,0.20016654784629276
2100,0.2053212825175627
2200,0.21710681087192568
2300,0.22944452506364227
2400,0.23847704870460507
2500,0.2457757025988195
2600,0.26573565723280757
2700,0.2649991630585538
2800,0.2836951098690373
2900,0.28343537697910953
3000,0.29843352321993405
3100,0.31442989224690127
3200,0.31832020901571295
3300,0.3239177183595773
3400,0.3353233356704292
3500,0.33966689011811807
3600,0.3514914871791951
3700,0.35929836072283994
3800,0.3636232605984305
3900,0.3747408168301708
4000,0.38537990225623797
4100,0.38455225809234367
4200,0.38876487881979216
4300,0.39438456056529897
4400,0.402648986128019
4500,0.4099702597482927
4600,0.41306321760995407
4700,0.412862588639311
4800,0.4190795766258634
4900,0.4131756944053487
5000,0.4189862078081621
