miliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
1200,10.699468603355403,0.3384452030615394,0.0015507845212962312,1.5777169837187732,0.2995955480283818,6.168098311824991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1511356862099098
1300,10.840055035413677,0.3317109501157534,0.001643125966895012,1.6676145099623358,0.2705551418628627,17.082018875573574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.479167458788202
1400,11.96539986166209,0.32177529368140845,0.001653407494104379,1.7950950304399254,0.2383535893311278,55.78063902728039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413661123750958
1500,12.887942055973626,0.28323559332859544,0.0015034031896008304,1.8483568717710368,0.21162256675713376,88.60435230196785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.787973737709639
1600,12.838722140566613,0.23396243494457653,0.0012298575668342453,1.9602381153928248,0.20679017409631573,112.76896495125726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0946459140642855
1700,13.322992996013863,0.18375061112696314,0.0009344148154639833,2.0989188784473067,0.19299512336701843,158.73540619467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.246624933619428
1800,14.419555146285935,0.13207693053655012,0.0006121174265907872,2.1704813258404507,0.16923040388326038,196.28201444911838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.218404354467608
1900,15.116703989220264,0.10293018707103345,0.0003916468773468485,2.2303531077726095,0.15603771971199096,245.9561915219646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2992084954184815
2000,15.938320108921603,0.07445844156640644,0.00023332363984513718,2.2598471964888343,0.13528583788691262,267.9647583100635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.908553961374326
2100,16.175881963782704,0.0676724036589758,0.00016546067498533654,2.3454695858520007,0.11352677388563505,315.517911273405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.400844456299126
2200,17.166125774788455,0.05604269443393258,0.00011668735682113202,2.398797754857787,0.10970146321315216,319.8365545531747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3225870382531
2300,18.15489584696993,0.05244717888467171,5.695778490213219e-05,2.4734219003445563,0.10342383472599237,348.86889003863956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.451871643910145
2400,19.009149402706555,0.04315195423949741,4.888681022567646e-05,2.4755541641945706,0.08675832698918211,383.68470148353737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.157441986577568
2500,19.6576103008073,0.03985368308556691,2.91291190501889e-05,2.532521871020925,0.07328706415193742,392.95253190762793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.598816432783575
2600,19.846795750924073,0.043071655340030546,3.7578661500311753e-05,2.510296841768859,0.06904463567008634,417.460082785551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.786341248723364
2700,21.123258553268883,0.03738145039721577,1.1046973987122833e-05,2.540279402886448,0.06014955736858811,452.13701464676785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.559441750035566
2800,21.80111541322655,0.039589839864588396,5.024366497424738e-05,2.5868226294213703,0.06201141084931826,460.8137160861971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.908538641892498
2900,22.683357095990683,0.029088816852295273,5.2426591984553326e-05,2.5764971884379175,0.050344129034421765,468.2836515130187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.06285068488225
3000,23.521937333851678,0.034589310027009636,4.7836795693077095e-05,2.59172673466649,0.04008593847668045,499.061400675439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.300093003176206
3100,23.221315436728617,0.02742385714621569,1.467982163948318e-05,2.6339084181238333,0.055580889084204596,518.9525272858548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.763491176763795
3200,24.600830692018913,0.028092366309434347,2.329261685181739e-05,2.621283616606962,0.05288779178839985,537.0255571071908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.930277345962379
3300,24.880733740903374,0.03156406583872781,3.949917750073997e-05,2.5938288867706016,0.0472811575139458,550.5192293920303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.260825697981634
3400,25.371159627242925,0.027392486280984372,4.002963015194756e-05,2.6249006314547803,0.037966538082593655,574.2940887589396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.422447553772084
3500,26.631566148559877,0.01981080767501817,2.999396058750388e-05,2.558325645442208,0.02230167509781461,588.413149625139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.755860926698528
3600,27.535858157355555,0.02201167783466756,2.328374370297218e-05,2.55744395095793,0.03274791344614801,613.9654075551166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.021066027152987
3700,27.724632791343996,0.022802938625662236,-2.0418107035470758e-08,2.550458777244689,0.023107660476901087,618.0356582592824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.687458077439164
3800,28.16208701745346,0.022759294236100153,2.0349595531327117e-05,2.5157789383477214,0.02898343592947565,630.0041568678279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.383871289895298
3900,29.049238629943773,0.022760270965217072,3.716694721921292e-05,2.5266969501049443,0.01576783167555607,665.6946808726891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.897103039025865
4000,29.53848441259805,0.02441696600233704,2.225361020243493e-05,2.479205219097662,0.026284662289886476,676.3304413916851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.915450753219037
4100,30.39563873070158,0.016884112981064882,3.1918879342806065e-05,2.4508757417686593,0.007665726106972798,681.0333693091344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.144791518048892
4200,31.103057085885993,0.020701103208415936,1.326780253201146e-05,2.4599604080069417,0.007610658169170572,703.3697739990496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.320120931514607
4300,31.842521110478632,0.023164316380605725,3.236909405824587e-06,2.394877273642311,0.010050353911987948,719.8157586861436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.640355274730522
4400,32.183283535495534,0.02038248548503939,-6.4391943248722985e-06,2.3804414371424505,0.01895309643536849,725.4575233729743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.143492676002527
4500,32.97196460065249,0.012411978822404109,-1.7992840762309792e-06,2.386567257586633,0.007015652750642523,730.6441769210016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.973524516591231
4600,33.281266611819284,0.020886276764798598,1.122484699473353e-05,2.355130129732829,0.00917568625791681,759.1016062939627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12644206100891
4700,34.53475256831926,0.017930772021498915,2.5578424031260088e-05,2.3262581005637117,0.00011422850687733618,759.7890801479715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53767945143962
4800,34.73306213664692,0.016479684769153735,-5.7485982627537816e-06,2.2697016639004803,-0.001390678937812865,761.2034456568127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.673736544624376
4900,35.81053660809242,0.017017818757420845,-1.4803640701102133e-05,2.275638694720411,0.01954114791430011,780.0820812776446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.020211565496318
5000,36.37578751698579,0.012070838117953429,-2.0339652675229309e-07,2.1900092144856607,0.010950860469180663,790.1266401072213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.911207573262466
