milliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
0,1.2781414563592466,-0.0003691740008370889,-1.2585709304030115e-05,-0.013276068531659526,0.9997186024020666,14.5040420608885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15005887083213695
100,2.1558467008376225,0.009423624982309132,9.43390072719506e-06,0.06137213509078286,0.9024084867976857,10.80915532623504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23863428719562196
200,2.845961696446892,0.03070753283825444,2.8985720538281046e-05,0.16760875663440933,0.809385034507684,-5.6718109528257985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12118333696258415
300,4.065289386913076,0.0648022418852969,6.429277946057946e-05,0.27401061348748823,0.729859625337038,-7.084224290913454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22947791150288296
400,4.505064584214082,0.09191567924429181,0.00015372246540165077,0.438488951691533,0.6652054671158465,12.781163446126444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1323883270216543
500,4.829132712556953,0.1219828858906403,0.00026809429615245464,0.5286502475286131,0.6117597613547363,-0.8006107311219763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09084042427297222
600,5.811153101447075,0.15461817533131147,0.0003733918457148049,0.7265907825323398,0.5616323985954144,-9.553064732575036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2137799285521051
700,6.291757743705296,0.19391823296322502,0.0005374378394037324,0.8443618058982338,0.5061794596965044,1.591927960412551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4764029501978296
800,7.44625299359877,0.2305715525643463,0.0007060072555157054,0.9755430969448392,0.45999141669057436,3.419536715528291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04593351037180882
900,8.30323503207656,0.26405064471095857,0.0009241371297280907,1.1178964362259556,0.39508709183282004,-6.142089293686712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944988527500428
1000,8.66533795066292,0.28847985432702855,0.0011633496333932766,1.2880357975723646,0.37416615596521363,17.665616151512122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1956705675887519
1100,9.711979618820246,0.3185582727840207,0.0013660742709020151,1.4497300528226982,0.3206860667566015,25.05996901076974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393276473636965
1200,10.416662173115366,0.3335478719114737,0.0015386398590371917,1.557103619044353,0.29093283555660815,9.597984289045703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8886771617174551
1300,11.257929475167156,0.33166538347608915,0.0016494745417152997,1.6328216489153435,0.26981181587610564,36.16748082670962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541882596755413
1400,12.133953515418066,0.3206683780027529,0.0016637687435874446,1.8087580822078968,0.2592668117572029,45.740066751503676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9902539493744482
1500,12.443864723834114,0.28134122769024056,0.0015086044258482937,1.8729209277024703,0.21480038438171398,80.19469543388556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.383304852562679
1600,13.219804807085135,0.23733237418237835,0.0012303063829245057,2.007157026286564,0.20892006096941101,118.05383969690804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.040934925095651
1700,13.960372201953321,0.1835402138028486,0.0009289398042419086,2.0881272336789314,0.18590481329373923,162.59182411775956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487175378690795
1800,14.65770682585165,0.13598191966302348,0.0006226101708084121,2.1119656830687505,0.17315432453349042,211.66234522497112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5815883101852615
1900,14.847991713173778,0.09751211083489703,0.0003815441823759953,2.217609409482751,0.142471104139961,254.19721554889892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025299688914466
2000,15.558730439095793,0.0808797009220429,0.00021954596887907742,2.2531748045030437,0.12629548296004758,268.9810525222173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.712258620781957
2100,16.345135106935565,0.06584491111216209,0.00016474972717439923,2.344002818201729,0.12813490197297323,301.4275268273918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.251207978085102
2200,17.225610735122533,0.05262074362502298,9.015564492041488e-05,2.3691388208904454,0.09970264129349134,322.1976884448557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.355853617612985
2300,18.00665713330159,0.044818682791708774,9.046045947101883e-05,2.454231121056779,0.1130283020637015,363.15883693735486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.551465718595976
2400,19.074586141313688,0.042049967004531084,6.116212346762533e-05,2.46266767410203,0.09721760107989003,360.0766070616875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74083572493184
2500,19.286377087721327,0.0383454602512331,4.0668393454714905e-05,2.5138706799629675,0.09508337955429988,409.2918524901656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.491565757460076
2600,20.448769537645298,0.03924310627147551,4.281790223885706e-05,2.5242826943279186,0.07086817622109522,414.7758984011477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.160905454276802
2700,21.11713142404398,0.03813814013715901,5.408229463740261e-05,2.563358818277534,0.06486451966284197,441.4699580842046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34395153042264
2800,21.207156695508605,0.03273085997511688,5.1501082974103486e-05,2.622689555188878,0.06573765360807413,469.47289709118354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.565066120897894
2900,22.541437801866266,0.030000552422495268,4.4056850648159184e-05,2.5920658628887763,0.049811184875339545,479.7410492881152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.216507899008217
3000,23.477491008712843,0.0292650383790219,1.150249879862977e-05,2.6031280927201412,0.0605198787142317,486.96088135928176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.397453108460049
3100,23.53381387555781,0.027226512553245857,1.7895816429523743e-05,2.6161047297383604,0.048356609585645687,510.21215574739927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.912593975537733
3200,23.966303161008007,0.029915625012218637,2.475329430481384e-05,2.610035423050632,0.04719528588010455,545.3203607102155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.798820470019448
3300,24.736420643398045,0.028267816773320898,2.222391547626476e-05,2.5965018592571534,0.038192323810090675,555.4755326222826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098635679784026
3400,25.48483028656451,0.02203530322165192,4.0365977553512e-05,2.6007251055820717,0.027823655866336724,573.5311503004277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81892190742256
3500,26.248137264219793,0.0294501118979386,4.0392834860108294e-07,2.590234008318786,0.03273247164736666,591.303098126709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.708884160804981
3600,26.730134615062703,0.02169017132944456,3.1822277635443574e-05,2.5774833405457227,0.03108477531509399,599.5263964459257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45313910106399
3700,27.70398467008069,0.023310539959328618,4.069374296217849e-05,2.52821581101773,0.026791990647208646,632.1661012820354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.476303577743572
3800,28.377401968185254,0.020487109735505552,1.9575193448132213e-05,2.536075540602051,0.02545748397128346,632.2532690947221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.532803784976725
