miliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
0,0.624571890237453,0.004744431772840538,8.017905915282405e-06,0.013076899372050442,1.0124984499559893,3.464729037539786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1255507075022619
100,2.0406897786315956,0.01017827065242147,2.036880601959296e-05,0.07991705237600061,0.9143515341974098,2.9906575749317765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09574146085765423
200,2.976114336485545,0.03930265983426369,2.798778154808435e-05,0.18159212279695774,0.8232436487369473,-11.229902811625836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02407293851439804
300,3.553794344584577,0.060263070744386055,6.524080570594584e-05,0.2905522166190444,0.7417115319414453,9.270432196564263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31370912789132405
400,4.810718414754801,0.08663632048647846,0.00014691327513291526,0.39714909115209546,0.6603117855372282,-6.246182257147685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05005497102992762
500,5.529556882366351,0.12237945372915933,0.00023876093977653513,0.522566752301638,0.6194060385554812,-10.286489656295357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1439835076420466
600,6.324647327062309,0.15906951317744372,0.00036922351439058683,0.7045349714519805,0.5386111520364656,1.4200988750895298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04710256652764144
700,6.820432810063264,0.1957532942336388,0.0005395028762545474,0.8163475854450098,0.49112587846949,-7.008364970493115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10945441238156434
800,7.7166298342157225,0.23159782828363676,0.0007138016678657222,0.9653630908701689,0.4528395661584063,10.515683303461277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299434291823812
900,8.082737534049613,0.26254748653523186,0.0009204807335938311,1.1545030549056456,0.40332289315270997,2.9501728904298616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28900820307287556
1000,8.695715438366031,0.29291360200974925,0.001153742360183086,1.297498816873283,0.3667857538293291,-5.754923013168734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5638836627080328
1100,9.291996891805308,0.31756241975455113,0.0013476384195545517,1.381574962314796,0.34106973096286347,18.23688400750369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866902048986457
1200,10.092959301832702,0.3321552850117184,0.0015521607956761616,1.5747418110350595,0.3138051202137527,24.197249301967236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1027538004245023
1300,10.981701862856324,0.3333526946956525,0.0016197245562576197,1.6358505643781263,0.28469128974890817,28.187309987139983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.592846287808778
1400,11.78874215045178,0.3181180414982783,0.001662126033282585,1.7557045613956332,0.25846668984333243,61.139740316816635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1957477908773155
1500,12.709388341886427,0.28858003167019947,0.0014828286906145704,1.9214685193827332,0.22719026560499547,89.02592698396467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.006700251000867
1600,12.974056545080277,0.23567398330386677,0.0012186289298257134,2.0181033869350458,0.1930940967752682,110.47465201775915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318704429084798
1700,13.817214486115803,0.18236177060962858,0.0009377137962411291,2.0410784316960813,0.1945018919888657,169.9936651722236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.015754690202987
1800,14.276731582697536,0.130301653024312,0.0006361684449935529,2.1844283881784463,0.16411404270560934,209.21006060252517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.535391072688964
1900,14.834134902920745,0.094255374530948,0.0003897157772981066,2.22906009540284,0.15362780900057135,246.64775203919288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.250999125976375
2000,15.43454237804677,0.07766571760638011,0.00025484856347577506,2.2529444500697204,0.14101686209875686,271.33323755093477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.112914302541478
2100,17.13341511181035,0.05833552419203034,0.0001670371471382209,2.3521124784624075,0.12426281310697365,308.2852546744085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57032506702975
2200,17.646515846617586,0.05953210043228546,0.00011974412243187819,2.4061525629797105,0.11579581229911842,325.0315195289494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.782487946741078
2300,18.577622107082878,0.05297459479592155,7.735788727526564e-05,2.4339053703010047,0.09457396693303657,363.0786484092284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.565941904672359
2400,18.607076395315485,0.04812115415449951,4.103046936514592e-05,2.4587737977865376,0.09861034835688652,382.683976934841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.173096002023582
2500,19.53279781825357,0.04161196504473286,3.18229417668087e-05,2.4796020420142066,0.07987952045129557,407.64139037017486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54750600785469
2600,20.546408742438597,0.03465110887410953,3.684141076895697e-05,2.565323528000362,0.08036738204323228,404.0375310497766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.726858432899665
2700,20.402253591141214,0.034904908564022626,4.4448895764819936e-05,2.5642082722871726,0.07562657422836956,452.88521573364636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.322186668752646
2800,21.60071821071786,0.029934033664587953,5.633635952417963e-05,2.578294615182489,0.060894146109506594,464.79076863619616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.818600578113069
2900,22.267307345431036,0.03665297922552,2.2757026500103204e-05,2.559075114534679,0.052171332715225865,493.24153954985417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.707875251351036
3000,23.212971522870873,0.033085546600803324,3.784706957667059e-05,2.5964694357025753,0.060653626715541135,494.80869090612265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12486780789471
3100,23.580648092569906,0.028830815912390825,2.936322688582649e-05,2.618072448097796,0.03457709533009945,513.8667782826653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.856853344296223
