miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
1000,9.147492936948996e-05,0.00017029634795141772,-3.328978658474106e-09,4.107630548222097e-10,3.810188962987834e-14,1.6765309681955068e-08,4.430299415055918e-09,-7.606204271754998e-07,-4.053807114323502e-05,7.217421095481415e-07,8.029925771751684e-06,7.991769708053725e-07,3.5135925665829695e-07,2.835670899344147e-05,4.443461230214885e-06,5.9511065619166526e-08,7.033479820293663e-05,2.803593642588309e-08,2.0254657128030014e-08,2.2348375035300832e-10,1.2411553747347673e-13,3.378552416870063e-09,8.21855403778789e-10,4.066347770313019e-15
1100,9.228794501069413e-05,0.0001710940710007491,-5.13459327677108e-09,7.815075293722755e-10,7.609674826010563e-14,2.5306902333402747e-08,4.459279383452098e-09,-3.169653135824513e-07,-5.841839235818202e-05,5.84446191116759e-07,-4.975864455860913e-06,5.875233985528951e-07,3.5115100897343845e-07,2.975706837757224e-05,4.4989027912457004e-06,5.863568235980962e-08,7.679715571712208e-05,1.8759559651049282e-08,2.5911356608802136e-08,2.3707158205294347e-10,1.4323666570544253e-13,5.298044833219429e-09,6.813495964011779e-10,3.992169038801848e-15
1200,7.923748849128684e-05,0.00016644518560051294,-2.0076080592745047e-08,7.25520625766692e-10,1.0549631116926725e-13,1.7319557234966572e-08,3.655180791957636e-09,-8.722632242921376e-07,-2.135842192733218e-05,6.849118188067993e-07,-5.64497733368355e-06,6.707699701752506e-07,3.573704072040088e-07,3.196240271966129e-05,4.2537310577793355e-06,5.80261645043176e-08,9.557284116861989e-05,1.4453657530965511e-08,1.9222997961348006e-08,2.5017657437823403e-10,1.5442808508059714e-13,4.923599721617984e-09,8.31317898365284e-10,5.62953360573462e-15
1300,7.50066973716244e-05,0.00017287654151050674,-1.0471144099124912e-08,4.479727947633251e-10,1.0925063471647388e-13,1.2832902881692065e-08,3.7770087910559185e-09,-7.222294452709524e-08,-8.124849311661382e-05,7.602714750778227e-07,5.502496491989005e-06,7.089250465268466e-07,3.3660579090798985e-07,3.066618659245899e-05,4.384384374433371e-06,5.3953802698176665e-08,0.0001042544563856275,1.325531840684546e-08,2.736360177987012e-08,2.3449577906457116e-10,1.1995454359083282e-13,5.345744059279591e-09,1.0401658148029499e-09,6.397031026121196e-15
1400,6.939637418778611e-05,0.00016081615780428487,-1.5605528850197597e-08,8.782503911496868e-10,1.1458716077953564e-13,1.1670208731959355e-08,2.9581359769815904e-09,-2.9566488514756794e-07,-3.355822503203595e-05,7.198902566857194e-07,-4.782859596282817e-06,6.379771320393826e-07,3.045311284190492e-07,3.4395053770849744e-05,4.172293795633237e-06,5.516939470041986e-08,0.00011370757629477475,2.3618283470585404e-08,2.871459781467799e-08,2.6836939730493037e-10,1.6515761576305532e-13,5.465821946627009e-09,8.265321416769036e-10,6.983146332327496e-15
1500,9.429707166232372e-05,0.000172969329285255,-1.3162849312174496e-08,6.711005209508754e-10,1.0546689064539018e-13,9.69797059740584e-09,2.4686891585927e-09,-3.8954328786402167e-07,-6.655219545370439e-05,1.1022981853028805e-06,8.455614815902764e-07,5.612984159512379e-07,3.031130011459524e-07,3.5297101254090274e-05,4.199428657260665e-06,5.080134551977249e-08,0.00011406932163022965,2.662641708541491e-08,3.886570464729727e-08,2.3078046530112102e-10,1.588669651550885e-13,6.402121048638179e-09,8.521089803964222e-10,6.902235720153936e-15
1600,7.802176687041434e-05,0.0001704376459446038,-2.073233092855011e-08,8.790136594929012e-10,9.38346607589285e-14,4.379462695294652e-10,1.751986010033993e-09,-2.481116768350656e-07,-8.434277164054888e-05,8.856374906472057e-07,4.9965365874110306e-06,3.936923449341215e-07,2.882921605732602e-07,3.479916053017189e-05,3.915700599760231e-06,4.9751548064368776e-08,0.00014146457449301626,1.791088540238666e-08,3.6903503521440875e-08,2.6714980189221514e-10,1.7672519800211664e-13,7.031857557067102e-09,1.659114958990487e-09,7.654237387221526e-15
1700,7.197627373363057e-05,0.00017203766880029725,-2.3838629961523436e-08,9.554682641299508e-10,1.4500664702970329e-13,6.53523933009873e-09,1.5598748659413377e-09,-1.7966432406046248e-07,-0.00010822040379945174,9.371034941679286e-07,-4.002545276009294e-06,5.802952983152433e-07,2.8516602537495426e-07,3.615999782276455e-05,4.163566590714951e-06,4.724784937334138e-08,0.0001485502265175238,2.0185044945751692e-08,3.496970727606849e-08,2.667884283519706e-10,2.0011623559578387e-13,7.772156121414315e-09,1.5151782764888351e-09,8.821473289603666e-15
1800,6.974357343947762e-05,0.00017294483819954934,-3.5816036867267737e-08,7.222584523013756e-10,1.2338486324109232e-13,7.842360192250802e-09,1.0939578349272157e-09,-6.323180949834519e-07,-9.554350036853573e-05,1.1455854626510406e-06,-6.773132461383292e-06,5.456041905983649e-07,2.548065379123517e-07,3.74089702163605e-05,3.7754565081569805e-06,4.561474982257343e-08,0.00015038374664094983,1.0328541671966937e-08,4.2065199306936405e-08,2.4734630528829427e-10,1.7839778861534073e-13,7.936912050507557e-09,1.6368306929929196e-09,9.041577611261267e-15
1900,9.894100224098218e-05,0.00016808193532571498,-3.04756442233405e-08,9.444760479740254e-10,1.0870183171454435e-13,-6.470535679427059e-09,1.621330061526396e-09,-1.9874841081614733e-07,-0.0001055774311415014,1.4214192509240983e-06,-9.638875502216453e-06,1.8178528569229695e-07,2.4860537266933903e-07,4.090346642169705e-05,3.865992389327095e-06,4.583972572398435e-08,0.00016844722453599321,1.789483547798948e-08,4.368410251691504e-08,2.705925417236895e-10,1.9418462218601507e-13,8.763106172866459e-09,1.1948146210384775e-09,1.0002708425882203e-14
2000,8.08301590701861e-05,0.0001687524584526202,-2.879578575363446e-08,8.155411265586729e-10,1.1754756182881003e-13,-8.115879536302458e-09,6.039144198574602e-10,-8.578050656072959e-08,-0.0001549131646816016,1.2556524722472068e-06,-9.747493777561362e-06,3.471789043152301e-07,2.498993043415144e-07,4.262586713054753e-05,3.648987902714776e-06,4.399529347974348e-08,0.0001712139309983799,1.041273196421565e-08,3.9011403032792984e-08,2.8737568985582844e-10,1.7486625084212585e-13,8.04514171979099e-09,1.9515215719024154e-09,1.0755595358721093e-14
2100,7.999963903602991e-05,0.00016842548511298783,-4.531870254202539e-08,8.639446815761527e-10,1.2471720414827644e-13,-1.06640470802548e-08,-3.3584887010689486e-12,-3.9949980644650535e-07,-0.00015623707723186984,1.5485921841812258e-06,-6.194659144926573e-06,2.436387888473142e-07,2.3171527536864483e-07,4.314553347736043e-05,3.733470144457847e-06,4.0709762280398824e-08,0.00018710116109261688,5.985078063089608e-09,4.774887010225097e-08,3.1354123661485493e-10,1.974209952090376e-13,9.429028525513407e-09,1.9262822586462327e-09,1.0545902065838436e-14
2200,9.372222848532576e-05,0.00017141507918585935,-4.4798848171794317e-08,9.540661952785048e-10,1.282828752275258e-13,-5.450543327225876e-09,3.3796925899197587e-10,-3.415254057976817e-07,-0.00018806030663201217,1.2099196155280797e-06,1.013186348610244e-06,4.0873448495274996e-07,2.108009137835841e-07,4.5197427881835426e-05,3.5049489053386132e-06,4.134560394718139e-08,0.000190127150551093,2.071922737246415e-08,4.4333169748973354e-08,3.053240654063393e-10,2.0731016193218036e-13,1.0336684097816548e-08,1.6990535014503505e-09,1.1504747022361823e-14
2300,9.583828648199912e-05,0.00016548938531520216,-4.328289876312691e-08,1.0953545275897877e-09,1.8965018947652256e-13,-1.3776086604408806e-08,-8.442167457745278e-10,-4.806217497923586e-07,-0.00020260258619679312,1.2718531271110955e-06,-1.2049706012169055e-08,2.6338268549543626e-07,2.2117331888297717e-07,4.723797688638086e-05,3.708378638201849e-06,4.070734781857919e-08,0.0002021479370680156,7.704826084677648e-09,4.4915748860016674e-08,2.764793701945351e-10,1.938205969706041e-13,9.960507067678881e-09,2.0280354454253084e-09,1.1541116940636062e-14
2400,7.687269585381075e-05,0.00016458578609271896,-5.3334521224256364e-08,9.200906741279207e-10,1.8808330894604908e-13,-9.756207288750515e-09,-1.2416633682433202e-09,-4.2589876786562405e-08,-0.00017613842097486532,1.5828092708014163e-06,6.698187524612833e-07,4.3791703035008197e-07,1.8220697117490602e-07,4.7846123635624114e-05,3.462584801437264e-06,3.712065873614729e-08,0.00020004754207580172,1.7940883320418033e-08,5.065997114822326e-08,3.205667792635761e-10,2.351130156815954e-13,1.0126495343548353e-08,1.9335605861520104e-09,1.3630396155592715e-14
2500,9.787674870086619e-05,0.00017053866335019487,-4.4528006617750435e-08,9.794984960051644e-10,1.530207302460426e-13,-2.38374421164405e-08,-1.4519593348675471e-09,-6.197690495019306e-08,-0.00022532747328180567,1.7567274559091317e-06,-1.0405071293184907e-06,1.1813317009268776e-07,1.9733967462545808e-07,4.6844294642935946e-05,3.5270605885869314e-06,3.58413930789307e-08,0.00021759760164986945,4.7960174687956025e-09,5.4116253497229315e-08,2.8234622742031744e-10,2.4275599900944337e-13,1.0790173688569135e-08,1.847842607926521e-09,1.4990969556993525e-14
2600,7.052697405423363e-05,0.00016829250330257424,-5.899999796339483e-08,1.0102124523297274e-09,1.713764362512835e-13,-1.3944672172454434e-08,-1.3588118596950183e-09,-2.866249754506494e-07,-0.00022841647865157077,1.7873192855652274e-06,-1.2642853464927954e-05,2.424275351682201e-07,1.82103258368079e-07,5.057969157205862e-05,3.271332267106633e-06,3.360612354064295e-08,0.00021290301802770562,1.4991299442333368e-08,6.042873766848349e-08,2.9282654423403176e-10,2.698527737308516e-13,1.197445075003585e-08,1.7895345860935003e-09,1.5281682640246367e-14
2700,7.392469763539003e-05,0.00017160969443737615,-4.924895594934922e-08,1.1694593551527399e-09,1.8899361756561045e-13,-3.018415038653187e-08,-1.8922165216135937e-09,-4.426903759544375e-07,-0.00023559632102088156,1.868821034113366e-06,-4.658785647600616e-06,3.173335136747548e-07,1.444518920416384e-07,5.0919227530455914e-05,3.5281751981518615e-06,3.438406422054047e-08,0.0002316877712482553,6.873580649471811e-09,6.002993855239546e-08,2.917206723336902e-10,2.6915105136566244e-13,1.2578429838562502e-08,1.963053601229518e-09,1.5715949650062876e-14
2800,7.174818428301416e-05,0.00018035748791071774,-5.14470386628785e-08,1.0726934164834611e-09,2.28835913646885e-13,-2.3394818678135435e-08,-1.8287059084064855e-09,-7.159895785317661e-07,-0.00022851295737695435,1.770595029530398e-06,-4.397178299426807e-06,6.12612753198627e-08,1.539216788224346e-07,5.091879344643213e-05,3.408611774314749e-06,3.009046321409041e-08,0.00024052168845702614,1.7383237387241818e-09,5.937662143191298e-08,3.191552897099956e-10,2.90997634718898e-13,1.2840042604799616e-08,2.1208090959923537e-09,1.487636791021608e-14
2900,7.07118449539891e-05,0.00017136968478864332,-6.331823476695223e-08,1.0734522162717646e-09,1.9652839637445645e-13,-3.2888230193602466e-08,-2.2758605299848495e-09,-4.9158111065820616e-08,-0.00021201685714041237,1.8918675937486868e-06,-2.486042529005481e-06,-5.83767354109105e-08,1.2889329315068744e-07,5.350092937573692e-05,3.3432449490819453e-06,3.0867484091565926e-08,0.0002496343635869569,4.077395702651033e-09,6.919592879471213e-08,3.2286313365750113e-10,2.8971545639317106e-13,1.2457749397400485e-08,2.5167340676148148e-09,1.5694254364131916e-14
3000,7.237124223997942e-05,0.00016874797018615254,-6.524902224618302e-08,1.1780311052162386e-09,2.5537750313669114e-13,-3.684514878229409e-08,-2.709255070769297e-09,-6.830121923055078e-07,-0.00024681264037813074,1.7384934926067535e-06,-3.617120052844075e-06,-5.557523333597857e-08,1.3462146799895167e-07,5.3607529802684244e-05,3.2991113968990223e-06,2.7988665552712112e-08,0.0002567600681120789,2.3637847122938814e-09,6.253660893062629e-08,3.2057474600586905e-10,3.099632961821489e-13,1.3775672604319665e-08,2.5071321935276e-09,1.7263464525282265e-14
3100,8.437483037255869e-05,0.00018192666267730908,-6.06967716431764e-08,1.2464142547587185e-09,2.385417407944998e-13,-3.7707202062417116e-08,-3.2870183525066062e-09,-3.2572780583916674e-08,-0.0002298109581508018,1.8674905287934266e-06,-1.002007975425168e-05,-1.7576432639443847e-07,1.3629839110671144e-07,5.6982160104177445e-05,2.9111892220154412e-06,2.661430521065665e-08,0.00026512286310115013,3.695764372096828e-09,6.974724518152015e-08,3.1853751164530643e-10,3.104532583006981e-13,1.412608334088078e-08,2.9944813040010546e-09,1.7142268581388003e-14
3200,8.158549662005892e-05,0.00017219214676463733,-7.108367259806086e-08,1.4124110960782422e-09,2.185571707330005e-13,-3.3403986748279045e-08,-4.037260705041069e-09,-3.917646381097877e-07,-0.00025095751808920294,2.0426889788318765e-06,-1.6461887619875208e-05,-9.923080873460702e-08,9.566339255638524e-08,5.7709269356362063e-05,3.0163537846986536e-06,2.4399045396179653e-08,0.0002728161777491197,8.689949696112603e-09,6.92622916378245e-08,3.4843948641742973e-10,3.105863135667968e-13,1.384207694509904e-08,2.7033418314999154e-09,1.8317474208320777e-14
3300,7.680245509842016e-05,0.00017393019812890134,-7.742140842799151e-08,1.4787999438732e-09,2.5247327276392795e-13,-3.940702135556978e-08,-3.4541845119536523e-09,-2.2461206810714774e-07,-0.00031624030444029786,2.0078973560997517e-06,-1.2714760659804635e-05,1.6952637641256933e-07,1.0563087778874404e-07,5.8222095990279574e-05,3.0142318143746743e-06,2.411937781814172e-08,0.00029187099317790565,-1.0480650182834325e-09,7.120560352016253e-08,3.6567672012248176e-10,3.199321672806413e-13,1.521378768780826e-08,2.4695535773332853e-09,1.92308761719573e-14
3400,8.130456800166901e-05,0.00018107094223882372,-6.746614105687434e-08,1.4945458960654585e-09,2.6718691711425113e-13,-4.532464946603124e-08,-4.2850081445821036e-09,4.2825193688924994e-07,-0.00032442803242128254,2.2916606335860043e-06,-7.548424257568964e-06,-3.6419458293497644e-07,7.236718425201836e-08,6.073987630131218e-05,2.9538881872460506e-06,2.3244948220623777e-08,0.0002873154256060835,-3.218448760384874e-09,7.793194980345592e-08,3.5279705855491784e-10,2.894856802750053e-13,1.556920477166633e-08,2.7042580456785497e-09,1.9093696038193557e-14
3500,9.894299831618249e-05,0.0001814791465600433,-7.513680831423899e-08,1.4318968917002565e-09,2.411593562230057e-13,-4.2109957718406965e-08,-4.235551056068208e-09,6.313291865959969e-08,-0.00029856110781726876,2.379970062776793e-06,-1.656758961094439e-05,-3.155729477899931e-07,8.639246100353537e-08,6.256998668168756e-05,2.659316951943997e-06,1.899666404413634e-08,0.00029730449947787846,-2.9949062237184317e-09,8.449124128619949e-08,3.593437993498107e-10,3.005228898922865e-13,1.5252088932156683e-08,2.7907232689468257e-09,2.0527099387905557e-14
3600,9.286215694703906e-05,0.0001772068504306786,-8.92450946699688e-08,1.5572579007439416e-09,2.5086835035623936e-13,-4.600022723338708e-08,-5.18463489001274e-09,-3.00738188505879e-07,-0.0003476043150796892,2.3360984420116476e-06,-1.2363098846988058e-05,-2.693005932812015e-07,6.678900747182312e-08,6.34010901618217e-05,2.7314544998458948e-06,1.981225210644816e-08,0.00032555868524964196,4.180252382864142e-09,7.561149600320456e-08,3.833607492427528e-10,3.046384920134234e-13,1.602885576099862e-08,3.2033297619560444e-09,2.1217596305048758e-14
3700,8.212653614426674e-05,0.00017870589219355754,-8.230980618339156e-08,1.2774059696705413e-09,2.686829012780741e-13,-4.930523200405383e-08,-5.895632164988004e-09,4.897928813700711e-07,-0.00033215523292806274,2.3738729369312144e-06,-1.3034684391935123e-05,-2.8634681286659443e-07,6.01556332587106e-08,6.371472095539587e-05,2.653306565195589e-06,1.5435463974572535e-08,0.00032585876144020835,1.2732369943155101e-08,8.868793241579955e-08,3.5104109156599554e-10,3.6822317430332665e-13,1.6258340991442805e-08,3.4895545856598526e-09,2.0784164030720243e-14
3800,8.118239700238661e-05,0.00018120841379881106,-9.410639548929443e-08,1.1969819641615403e-09,3.1952858937326404e-13,-6.030728373975787e-08,-6.224264881510291e-09,8.061292005285197e-09,-0.00031878750337075633,2.4439906308472285e-06,-1.9414158240059396e-05,2.813074242398919e-08,3.5643887592750406e-08,6.759319353487946e-05,2.449258166559526e-06,1.3605172706599532e-08,0.00032975521051317844,3.0034356563247557e-09,8.289239084953369e-08,4.0080004074843713e-10,3.4807228428291124e-13,1.731491018900979e-08,3.232274232159815e-09,2.212656335599162e-14
3900,6.278932520627704e-06,0.00021665516947744022,-1.2678125263814008e-07,-1.1916772180565547e-11,4.5165528848064157e-13,-8.254149206858186e-08,-8.656191212289528e-09,2.626918433687281e-07,-0.0005502741992476132,3.2914052777659765e-06,-4.9079595215552426e-05,-2.0746579792803132e-06,-5.053264685675081e-08,7.31103233709879e-05,1.6708247033267939e-06,8.309492731283299e-09,0.0003619706841325029,-4.951070070468922e-08,1.23182722284146e-07,1.963425178915628e-10,1.4752047896724643e-13,1.951802538043488e-08,1.0936502920968657e-09,1.3975155266316563e-14
4000,-9.860450675392725e-05,0.00026806292388970206,-1.782984333463065e-07,-1.4617710548919837e-09,6.540642164198593e-13,-1.3490012605157894e-07,-1.0519645390905095e-08,5.839130759256924e-07,-0.0007350269831767433,4.753850606198689e-06,-9.167192062424e-05,-3.786894804107226e-06,-1.6314450502369066e-07,7.943231805209823e-05,7.041614855892624e-07,1.1928887837611424e-09,0.00042272121834594173,-1.2088777021846428e-07,1.654433220807232e-07,2.3873865598513795e-11,-4.294998219366389e-14,2.327164657007511e-08,-1.4041403124952288e-09,7.66331007261665e-15
4100,-0.00019327366089966368,0.0003040550421731667,-2.169322342060168e-07,-2.737833547349123e-09,8.091442132556163e-13,-1.7161236464358438e-07,-1.3099445904016419e-08,-3.705488601217972e-08,-0.0009173698515644095,5.659036988333384e-06,-0.00014297729523227306,-5.098365478332508e-06,-2.7849777908645184e-07,8.330564541084818e-05,-4.584841665783852e-07,-3.942326455441255e-09,0.0004517920367720011,-1.7808282505954294e-07,2.058758913467982e-07,-1.3674179278934414e-10,-2.650203974782334e-13,2.7181990930027722e-08,-4.427842105616985e-09,-1.0484720037178595e-15
4200,-0.00027533786913027915,0.0003542170232724822,-2.5314386510981125e-07,-4.327265109677816e-09,9.744314795689767e-13,-2.012439743410966e-07,-1.5630370990718306e-08,9.035039001382515e-07,-0.001080454780910965,6.83241147937733e-06,-0.00018728914433621376,-6.883567812366093e-06,-3.7814727381751204e-07,9.066489380948919e-05,-1.8934605735814904e-06,-1.115899053062139e-08,0.0004994403516798821,-2.454930641869962e-07,2.4351399027945534e-07,-3.4372980471936215e-10,-4.645588606266995e-13,2.9654789933079215e-08,-6.95006618697156e-09,-9.520623908783725e-15
4300,-0.0003747271533058358,0.0003993838115303662,-2.995431754968917e-07,-5.899519932921269e-09,1.1356109973507176e-12,-2.4036419766282826e-07,-1.8900023887934115e-08,8.020887942456922e-07,-0.0013288360923264747,7.774114678360604e-06,-0.00021720186626107316,-8.764798192132608e-06,-4.967531252157659e-07,9.775446921186564e-05,-2.702339653582099e-06,-1.501779279418037e-08,0.0005447896663789634,-3.210678736688568e-07,2.834662602451057e-07,-5.286993786884633e-10,-6.345077434937112e-13,3.2956851255253455e-08,-1.0048510946555382e-08,-1.6787040881323185e-14
4400,-0.00046599888133568165,0.0004516543713595013,-3.462544426631305e-07,-7.179636192385582e-09,1.3115584126813258e-12,-2.772397453171195e-07,-2.074241422732541e-08,1.0286715086185926e-06,-0.001509777406340742,8.902169854630124e-06,-0.00026151990025365086,-1.062329895770477e-05,-5.9578578270032e-07,0.0001011950453653595,-3.8022492663410616e-06,-2.3216746708602598e-08,0.0005772564908385951,-3.83058458593531e-07,3.1689485324311143e-07,-7.130098814766355e-10,-8.644551145998262e-13,3.759847458402717e-08,-1.2776520000891572e-08,-2.644506148730175e-14
4500,-0.0005893477273510371,0.00048696151845897644,-3.9452641868576545e-07,-8.604833384933552e-09,1.5204138468616376e-12,-3.1893627776166925e-07,-2.333986099710969e-08,5.890712478501602e-07,-0.001692488955257013,1.0181772551754493e-05,-0.0003147301100478952,-1.2405436308374789e-05,-6.735721242777826e-07,0.00010793002275393588,-4.877160848765602e-06,-2.9242109992005544e-08,0.0006390932576486164,-4.4960990126082895e-07,3.6760709672794773e-07,-9.068169701367136e-10,-1.0581737123609356e-12,4.0969263834191996e-08,-1.4825279487340026e-08,-3.448035170741596e-14
4600,-0.0006654226736794932,0.0005390323828922773,-4.32838552453844e-07,-1.045630444689929e-08,1.6883981971656223e-12,-3.5744126263840595e-07,-2.6185387556782212e-08,5.284233340675243e-07,-0.0019109076275774656,1.1070003469457153e-05,-0.0003479283519054194,-1.4161268129244004e-05,-7.968262562802739e-07,0.00011412801650157477,-6.324329523190814e-06,-3.4707060635453984e-08,0.0006740012607458577,-5.223162877566003e-07,3.9996590770640026e-07,-1.1194417168166542e-09,-1.245267695936448e-12,4.415715051976871e-08,-1.802773730166856e-08,-4.141697541523783e-14
