milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,7.126708864486991e-05,0.00016118909054024601,1.5867428076232767e-08,-2.227342857321887e-10,-2.5961697506608368e-14,5.2029242225978464e-08,8.035458789995596e-09,8.29106609604523e-05,-1.8929585510901815e-05,1.8395276967674626e-09,-3.6772095567022586e-06,-1.3023410999010327e-07,2.913283387639234e-09,5.498720900884235e-07,5.061602953726668e-06,-3.6850074530035417e-10,-9.140620807529257e-06,7.278036168782162e-09,2.9135447500273682e-09,-1.3272942906204582e-11,-2.1215268727127816e-15,-5.986858986142238e-10,3.9368909945216597e-10,1.0213695113828511e-16
100,7.012947498711276e-05,0.0001697598439533023,2.4294348722026327e-08,8.31174617556476e-11,4.669415348161839e-15,5.112951971320835e-08,6.987150833654202e-09,1.3222444447723696e-06,7.006192179997223e-05,3.042998854500302e-07,-7.207891405707716e-07,4.2681075407467085e-07,1.989547679648752e-07,6.721768858339367e-06,5.122238556054523e-06,3.1671310369598365e-08,-3.8560393030621036e-06,9.849614484828848e-09,-2.77588923706429e-09,2.8353315801915982e-11,3.9812928000533964e-14,4.842926648752634e-10,-1.227145106571671e-10,-8.443069633118582e-16
200,7.876009657792609e-05,0.00015612637379690058,8.555145011658832e-09,1.8124738901251047e-10,2.2189769121997334e-14,4.040033002144397e-08,6.650897840097888e-09,6.087323080250691e-07,2.8070260039429077e-05,7.325724892292552e-08,6.26577220841831e-06,2.889623864014078e-07,2.6976887415366083e-07,1.059009889436081e-05,4.740814317092358e-06,4.720750931796919e-08,2.0337716993479574e-05,1.1369608931737037e-08,1.0519973058301884e-08,1.1416781460644103e-10,1.4075544603127198e-14,3.300950533253165e-10,2.1911786513258758e-10,-4.885990675969517e-16
300,8.995748188925363e-05,0.0001584429167145325,5.587212494115818e-09,3.2248819618392506e-10,3.1247413893629356e-14,4.3708893760735265e-08,6.350337763119192e-09,3.2133056751753705e-07,4.506264426746487e-05,2.557556069786429e-07,5.087018998582994e-06,4.951666314515678e-07,3.578829927924773e-07,1.4827526160002262e-05,4.662861143941042e-06,5.876498221670754e-08,5.918058427604794e-06,2.9873017792498254e-08,7.862301240031672e-09,1.4356323911171243e-10,3.374944210565671e-14,6.551416112467324e-10,-1.3739269524063231e-11,-4.760338843333443e-16
400,9.532161332479077e-05,0.00016204498279998413,4.575701899784553e-09,2.9037517523831e-10,-9.167131780352945e-15,4.437597460622808e-08,6.584967429651675e-09,6.304877800812526e-08,5.102999543929363e-05,2.412268868951992e-07,6.456825026514249e-06,6.360555047966555e-07,4.2507278674504825e-07,2.03125311861958e-05,4.7154218907630956e-06,7.081492398835085e-08,1.4980222721142197e-05,2.9541342116738272e-08,7.965735554157521e-09,1.7732720400522495e-10,6.23679908091857e-14,6.420531149723085e-10,-1.1404508210088e-10,-1.9012718664810882e-16
500,8.447371470520896e-05,0.00016874807841414625,2.000606437811488e-09,1.4571369906296334e-10,4.688229028560685e-14,3.46047776595054e-08,5.6063219015344315e-09,-4.2697874437980616e-08,3.5602181357636634e-05,2.6482677604939867e-07,2.909194103691402e-06,9.280249694300039e-07,4.1599354446581317e-07,2.1025928300208414e-05,4.5652897054965896e-06,6.736939575026548e-08,2.114475429336794e-05,2.74859543089223e-08,8.345511021258605e-09,1.9017805585593052e-10,5.3468498633215775e-14,2.1036004859942347e-09,5.706369770374254e-10,2.2654095516410255e-15
600,9.700007741829007e-05,0.0001692028776017908,1.6276253069313172e-09,3.5855917178142503e-10,3.49535377520949e-14,3.856781820755723e-08,5.742397220495463e-09,-6.270523971083476e-08,5.2061789286407264e-05,4.746876475021627e-07,-1.2431074071844248e-06,6.195192979024168e-07,3.898477058922449e-07,2.2444519892919324e-05,4.711615921620572e-06,6.604516205774766e-08,4.778983001581322e-05,3.483577713823667e-08,1.7448525231455813e-08,1.7920395282914376e-10,1.1096792321245441e-13,2.117876659098629e-09,8.591447846090398e-11,1.9702149285405774e-15
700,8.289768613543146e-05,0.00016607075734953423,2.3752305198692584e-09,3.937161009713267e-10,6.311110984413137e-14,3.128204165372693e-08,5.580619841052232e-09,-4.567182750459142e-08,-1.2448185206969019e-05,6.20617272696501e-07,-1.7642164874246657e-06,4.2411892715369586e-07,4.037355608418225e-07,2.3157191045428777e-05,4.769739674970089e-06,6.441967250225842e-08,3.9059818339697614e-05,2.935180710056671e-08,2.1009767868983127e-08,1.8454351022495297e-10,7.920248473431636e-14,2.483246318395878e-09,3.752683032876166e-10,2.088443689855238e-15
800,9.193468653242904e-05,0.00016704560691264248,-7.9490678170703e-09,3.150591361642532e-10,3.442436464279922e-14,2.3949338077234377e-08,4.736415636629785e-09,-6.070503389709864e-07,2.67998496766612e-05,3.268137136835426e-07,8.014681822190006e-06,3.999670686547581e-07,3.675197753194701e-07,2.3601730520753024e-05,4.636968398664393e-06,6.483124826160118e-08,4.682320421462898e-05,1.4180721449908353e-08,2.305466044414293e-08,1.876182293256095e-10,9.239143528022094e-14,2.6078406383392223e-09,8.164782296389167e-10,4.040551501787747e-15
900,6.946631674641237e-05,0.00015661270550786194,-3.925888890346471e-09,6.877859536404985e-10,4.799319807909699e-14,2.9408974973328336e-08,4.386266357092078e-09,-4.2114933550724426e-07,-4.4076422683994105e-05,7.384483690697842e-07,2.279680800871434e-06,4.967421124208996e-07,3.828981300733843e-07,2.7232235747639745e-05,4.466377958491934e-06,6.271281723249409e-08,6.433626732412844e-05,2.0375885040502005e-08,1.811604004939498e-08,2.126807583115053e-10,9.900271589222759e-14,2.9411437587370865e-09,3.093167015398807e-10,4.4178503844886625e-15
