miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
3400,7.411271868912698e-05,0.00017795353088167774,-6.968787926641402e-08,1.2602366224618756e-09,2.7778144208859727e-13,-4.180163056513455e-08,-4.196803822493615e-09,-4.9392124133676466e-08,-0.00028467086619282883,2.17015953120401e-06,-7.464716121696226e-06,-1.3728611709958471e-07,7.50726699534298e-08,6.065354017733917e-05,2.722227893154709e-06,2.22969509143447e-08,0.0003049708520916779,1.494009177829099e-08,7.821130199862598e-08,3.714095308269784e-10,3.0146663033329506e-13,1.5806722966209313e-08,2.9142975279457024e-09,1.8944537732796112e-14
3500,8.93887004130913e-05,0.00018160179161719834,-7.685076021915549e-08,1.4413373240570448e-09,2.788720694960167e-13,-5.259027587751231e-08,-4.624897522074655e-09,-2.3086890850554533e-07,-0.00033982858806470855,2.208428378575774e-06,-1.5213359497951119e-05,-3.417060130960075e-07,8.580350123656391e-08,6.178648315172053e-05,2.789694073248964e-06,2.0362083084973823e-08,0.000311828867475587,1.4739236491992003e-08,8.127604289038489e-08,3.607639683493442e-10,3.321654097854574e-13,1.5348260350423042e-08,2.9717169831718935e-09,1.9922237039947064e-14
3600,8.15068980339809e-05,0.00017635154703703182,-8.200755017012895e-08,1.3350943062003564e-09,2.4576614504662835e-13,-4.657572910015476e-08,-4.6452269443220395e-09,2.75617238027088e-07,-0.0003134601591548315,2.122219812927039e-06,-6.947108004035589e-06,-3.6421566038084607e-07,4.99143204357957e-08,6.468716602484807e-05,2.942769601889594e-06,1.695931010236951e-08,0.00032004097316572813,1.0927613300250399e-08,8.736676321319312e-08,3.933625401426522e-10,3.497944499435752e-13,1.6321999900956046e-08,3.447057697068464e-09,2.0776276479650733e-14
3700,8.22760601261812e-05,0.00017514766976438556,-8.892968242605955e-08,1.167416911900512e-09,2.774569685676374e-13,-4.839015125726493e-08,-4.830450291112782e-09,-2.872553706838581e-07,-0.00034206324721685775,2.3993759107521474e-06,-1.815175957208524e-05,-3.3944574492757393e-07,4.233548702442865e-08,6.396349075184702e-05,2.656008847506471e-06,1.751959894513809e-08,0.00031348651374214494,1.129298731330272e-10,7.685374866775835e-08,3.98314372907057e-10,3.492881429819187e-13,1.6184559052547046e-08,3.5237850950365883e-09,2.0356370099063797e-14
3800,7.663025257551446e-05,0.0001785248251013691,-9.252727761828141e-08,1.2793325171395656e-09,2.9667458109024085e-13,-5.1268494452157256e-08,-5.2269657663197665e-09,6.310795113779222e-08,-0.0003060321507567165,2.574532450205483e-06,-9.372729396094551e-06,-3.799302036415211e-07,3.4341100032526345e-08,6.561400378130402e-05,2.789426056000088e-06,1.3729348249706302e-08,0.0003232733042062692,3.4163164133369177e-09,7.942133399317757e-08,3.536828653768798e-10,3.544121006051149e-13,1.741928654386834e-08,3.554192257946786e-09,2.204355677715937e-14
3900,-7.819165807319617e-06,0.00021909654686959548,-1.3371428473500077e-07,1.455737602688329e-10,4.543696529096106e-13,-8.557937729836491e-08,-7.551114766628743e-09,-3.4966174216408557e-07,-0.00048383999385084284,3.503487313953558e-06,-5.058824635103694e-05,-1.956723707690852e-06,-6.455667911611608e-08,7.174190500838367e-05,1.5145181700381041e-06,9.432571865740351e-09,0.00036802981546485956,-5.8223724536282126e-08,1.2350402281117399e-07,2.1324141901444614e-10,1.415908082662897e-13,1.9469728685642195e-08,9.947225654601624e-10,1.512014394433886e-14
4000,-8.619353756614178e-05,0.0002697053933020912,-1.6609007005250788e-07,-1.2835969700758669e-09,5.952452783446512e-13,-1.243423847360428e-07,-1.0457699710600859e-08,1.2732431341568802e-08,-0.0007376374614856024,4.421763749041859e-06,-8.970356891223464e-05,-3.2648532982472325e-06,-1.6441204708692852e-07,7.834656307595401e-05,6.755140226048454e-07,2.3566081114291264e-09,0.0004046907096828359,-1.213094890637899e-07,1.574365029323433e-07,4.6656507118533996e-11,-4.1209367197722864e-14,2.2806426575697112e-08,-1.564697863624872e-09,7.747670016702064e-15
4100,-0.00019906027848499725,0.00030758871201351165,-2.1104772360511997e-07,-2.7156054932821744e-09,8.133319650214781e-13,-1.609002128984083e-07,-1.3256185860917482e-08,8.199661442272981e-07,-0.0009076558634379324,5.476929324326217e-06,-0.00013579394341712496,-5.518906820177401e-06,-2.7453766178044595e-07,8.5396797060308e-05,-7.385279854388016e-07,-3.1318283950795602e-09,0.0004582295244787412,-1.8360133625129258e-07,2.0727536338610496e-07,-1.55647974660726e-10,-2.6472200867556765e-13,2.6194110402644673e-08,-4.4062698969099385e-09,-2.237963786473024e-16
4200,-0.0002872544074110782,0.00035209313972215235,-2.6600762676524054e-07,-4.324010708970726e-09,9.930962282727394e-13,-1.9918282368367328e-07,-1.5995394050777724e-08,3.500517548810618e-07,-0.001092708575168284,6.6341908562893005e-06,-0.00018524955539148325,-6.848936622040432e-06,-3.688633658656201e-07,9.03436374665975e-05,-1.7677085135852001e-06,-1.0034404782371096e-08,0.0005087412066308889,-2.4411426095951784e-07,2.4758383865447006e-07,-3.2620221110512627e-10,-4.613273793227769e-13,2.991248351063239e-08,-7.463885193696119e-09,-9.075999189819867e-15
4300,-0.00038025057079915577,0.00040253708088463375,-3.116570043044172e-07,-5.991940427256376e-09,1.1383545817794238e-12,-2.3906101737060164e-07,-1.8535582131738866e-08,-2.0486394748207114e-08,-0.0013304692353726633,8.084457146356591e-06,-0.00022786359761663903,-8.747215610358466e-06,-4.881672029219825e-07,9.485398941228342e-05,-3.002404368390449e-06,-1.700165186035826e-08,0.0005414755000203644,-3.163878095471784e-07,2.788844761005959e-07,-5.204598014125523e-10,-6.783547427560944e-13,3.29293811248605e-08,-9.508260684347053e-09,-1.7619812861668258e-14
4400,-0.0004806074953201569,0.0004502785809428606,-3.463012770470762e-07,-7.525270069247918e-09,1.3435154790776471e-12,-2.769676907947305e-07,-2.0851914157330152e-08,2.336271610724393e-07,-0.0014896170403980902,9.061174697261262e-06,-0.00026179017917267125,-1.0285946281588668e-05,-5.971463108934616e-07,0.00010376722729887902,-3.736633578043836e-06,-2.3611076885580672e-08,0.0005831733902387599,-3.7379330712169216e-07,3.2695897575093335e-07,-7.331787882062886e-10,-8.444398491807371e-13,3.7009996550327646e-08,-1.2648141254302869e-08,-2.664023299936468e-14
4500,-0.0005859681914957776,0.0004970260774612582,-3.977389831678639e-07,-8.747974373129751e-09,1.4786301730065685e-12,-3.1807913459535424e-07,-2.4088242284888108e-08,6.493379104193491e-07,-0.0016934406132065396,1.0076842632039388e-05,-0.00030418538670924086,-1.2349137142605892e-05,-6.988470093344186e-07,0.0001079704386509633,-5.086479401690536e-06,-2.901616535396542e-08,0.0006386148000657559,-4.5468459430718553e-07,3.6616948079919085e-07,-8.928780686884564e-10,-1.0709048399062015e-12,3.973106905490083e-08,-1.518545326711342e-08,-3.270287094886856e-14
4600,-0.0006780689925742248,0.0005347137959812546,-4.388479190582113e-07,-1.0364071852180026e-08,1.6522739840934312e-12,-3.671554809290214e-07,-2.6059640929841404e-08,1.1757944775198178e-06,-0.0018546544194566546,1.1357527976994647e-05,-0.0003504515244244722,-1.3843104093466683e-05,-7.939635974894284e-07,0.00011392527622334833,-6.28739198352917e-06,-3.4519052123268384e-08,0.0006836161808710436,-5.152012077982086e-07,4.019709136735899e-07,-1.1244882051050247e-09,-1.2580983675383205e-12,4.404738735886615e-08,-1.8054758981753012e-08,-4.195087124280031e-14
