miliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,9.216361583732764e-05,0.00017133244895811337,2.6377174026146135e-08,1.753123037752692e-10,1.4990700303833054e-14,5.591589506640807e-08,8.15986975605662e-09,8.336082372103886e-05,1.9353418394378275e-05,7.461667254307875e-08,6.699090946771367e-06,3.3712883799399975e-08,-6.412206577701933e-09,5.55963081758289e-07,5.160676960842857e-06,-1.4286267698226793e-09,-9.462579206856458e-06,-1.0439322005530521e-09,1.645414968752566e-09,-1.116543736082151e-11,-2.3588291320522632e-14,-2.1459239353188692e-10,-3.620106006489605e-10,5.057369470375529e-16
100,8.722931832439632e-05,0.00017080607981399565,2.4303145968891957e-08,1.7546563841628486e-10,-7.755235199996484e-15,5.246244278188845e-08,7.845196789119303e-09,1.4515682161809552e-06,0.00010162221275006452,6.332314133132738e-08,5.13641114564437e-06,2.125522693304447e-07,2.0416517660793405e-07,6.1189119674095225e-06,4.7635444184445875e-06,3.395265634212551e-08,-2.0706731745994103e-06,2.111319886132824e-09,2.491739131507205e-09,1.4522523346580047e-11,4.2185071969584286e-14,1.2625136507159355e-10,-9.093285916371726e-11,-5.122355030935585e-16
200,7.753068452699051e-05,0.00016389789174827644,1.5081489695154293e-08,2.0913309250296586e-10,-1.734493450054836e-14,4.56310519186973e-08,7.473680445417662e-09,8.542565227139321e-07,2.8606859105527376e-05,3.475182764490493e-07,3.3164531525738447e-06,3.835250043923228e-07,2.72166173806495e-07,1.2861473673589194e-05,5.0421727641504285e-06,4.5677583194722336e-08,2.851099725626776e-06,2.205005731235828e-08,6.789632247460717e-09,7.164935259588874e-11,3.028150557121132e-14,2.2076291565103936e-10,3.2368216558819417e-10,-2.2300676368798295e-16
300,9.09342268743409e-05,0.00016174622783849904,7.0732115438073706e-09,1.234865376412913e-10,-1.918344672638534e-14,4.809419862531209e-08,6.802480262066925e-09,-2.622051303980996e-07,3.63493918158693e-05,9.916392384655468e-08,-2.106702241714404e-06,4.067825144338606e-07,3.737046010077921e-07,1.4552579711835638e-05,4.772617793348035e-06,5.811048681388783e-08,2.0184102518672352e-05,2.2728583071125344e-08,6.6257999732103e-09,1.769048387484118e-10,2.8232680290087755e-14,1.0794962566908178e-09,1.4743126376781904e-10,-6.456049385703781e-16
400,6.846145788377894e-05,0.00015899228660151113,1.2106020774369338e-08,3.955700502321451e-10,-1.3493126973305925e-14,4.0977621478877634e-08,6.2870259490597706e-09,-8.888143888669562e-07,9.659216745844461e-06,1.4524859097386803e-07,-2.439419745470961e-06,4.4727701344390475e-07,4.2737424138419834e-07,1.8138403584491864e-05,4.939658692044853e-06,7.12615251039228e-08,1.2704244307091829e-05,3.5288407597036386e-08,4.494794481573739e-09,2.0464270465579434e-10,6.255702772446543e-14,1.753844177020219e-09,5.33019104647835e-10,-5.5096497621674387e-17
500,8.667379253337403e-05,0.0001557090055149854,7.867834059604074e-09,1.6959387796285818e-10,3.6445694875852615e-14,4.051842931042355e-08,6.393428082687084e-09,-3.092759484148757e-07,3.438715894365023e-05,2.854549051445689e-07,8.231160436820567e-06,6.777385073474387e-07,4.347793860680396e-07,2.149719734247577e-05,4.61359206026649e-06,6.64393590453061e-08,2.2198861358858703e-05,2.514079191207819e-08,7.997918159519343e-09,2.1955633972753942e-10,9.0321102650094e-14,2.5257744318284407e-09,5.976408202701474e-10,1.5650173702385163e-15
600,8.35555075155443e-05,0.00015921470802231463,1.2444443706275692e-08,4.68118120359723e-10,3.814211328037172e-14,3.5383866077933183e-08,5.635964182406316e-09,-1.69085434443602e-07,9.207151435458515e-06,3.5415950034401886e-07,1.0186886050211043e-05,7.030550240000134e-07,3.9344654197568626e-07,2.1641045548910836e-05,4.854380406940714e-06,6.637028507419497e-08,3.061849945672305e-05,1.7642048723806348e-08,1.1321937829075505e-08,2.1360104649758457e-10,8.542831709378851e-14,1.7114013531548405e-09,1.8717802954996707e-10,2.1594081235882053e-15
700,8.042129162932359e-05,0.00016913023007781845,4.191631882922706e-09,4.182670110710212e-10,2.5243029568381873e-14,3.406016321021879e-08,5.458145660409952e-09,-4.7146495853106737e-07,1.654782172494364e-05,5.945623705090684e-07,2.328343857655784e-06,3.9750673519607074e-07,4.131668238014266e-07,2.239083236358126e-05,4.644028380055441e-06,6.483103193072761e-08,4.123179977441119e-05,1.642550984584362e-08,1.8097408809991516e-08,2.3095498724749244e-10,5.913955532735593e-14,2.6334677745887516e-09,8.481138131649083e-10,2.0189575417339143e-15
800,7.756507108219797e-05,0.00016220962326303585,-1.0413884330832687e-09,4.2505906350333636e-10,2.145316892357626e-14,2.587101404423392e-08,4.882947635381687e-09,-6.801322686664551e-07,3.929950140422717e-06,6.49822095465256e-07,5.4435652905013825e-06,7.740249960672549e-07,3.677117097230792e-07,2.515213032422082e-05,4.444733709210193e-06,6.326814514634915e-08,5.830934262429476e-05,1.8831187188093018e-08,1.5931465524611326e-08,2.0626328507991883e-10,1.0206659428179439e-13,3.903054508566421e-09,8.057604927505152e-10,2.627860321014425e-15
900,7.798552825259734e-05,0.00015880460559321226,1.8227726669886837e-09,3.0514641766490724e-10,6.047076096458467e-14,3.106330551285549e-08,5.225140268347864e-09,-7.125782369883701e-07,-4.7274210776008147e-05,7.194324868770993e-07,-1.353540017136938e-06,6.788440637370776e-07,3.802804184468097e-07,2.7510029444143097e-05,4.345178664128618e-06,6.336207564018578e-08,7.399454608745184e-05,2.1662226975439388e-08,2.0543665123410355e-08,2.3806576984458363e-10,1.3138787075995517e-13,3.268743643376616e-09,4.0478789208035926e-10,3.592853386030967e-15
1000,8.968040753986855e-05,0.00016728903415363315,-4.1860388372970124e-10,3.637880381265206e-10,4.572924765632338e-14,1.9419129749329882e-08,4.708514886932906e-09,-4.997802078735322e-07,-4.196980919429835e-05,5.365216484450537e-07,2.0321433153251223e-06,7.469773327838106e-07,3.4442460613601315e-07,2.746406550500472e-05,4.583251004889774e-06,6.017425685678588e-08,8.092267137979663e-05,3.187349597398726e-08,1.7996461955954382e-08,2.094173594605381e-10,9.472802153527374e-14,4.225715472527823e-09,6.276748275467541e-10,4.781389514254182e-15
1100,7.811192968820573e-05,0.00015780713583916857,-9.984757662815803e-09,7.071834785608658e-10,6.560967614803104e-14,2.0163978341611303e-08,3.7209453643276593e-09,7.908083792472155e-08,-6.951684309917746e-05,6.236531177282073e-07,2.5729000968806304e-06,4.885177025056623e-07,3.3238397938755304e-07,3.06263241163247e-05,4.159590984747749e-06,5.679897207027923e-08,7.43800881185385e-05,1.2843561182178314e-08,2.4966264338364653e-08,2.1273350288266423e-10,1.492185082990793e-13,4.022604986922203e-09,4.3798033778183876e-10,5.477298719325534e-15
1200,8.721772221500116e-05,0.00016930840174670013,-1.3816497439900413e-08,7.687903097103308e-10,6.14433620531775e-14,1.3706071958385146e-08,3.12456393619286e-09,-4.432139228347978e-08,-7.329084420258091e-05,6.043810268793137e-07,1.7054997161063937e-07,2.711833303539231e-07,3.357350438309225e-07,3.15854148670786e-05,4.2655471039807815e-06,5.5959844494181226e-08,0.0001035549817421718,2.4215246999203956e-08,2.056520664792316e-08,2.4998403555655026e-10,1.143483023660108e-13,5.535518267587021e-09,7.11696852629539e-10,4.544444741362215e-15
1300,9.469136698394621e-05,0.0001665636675168647,-2.3036830988392392e-08,7.279563502046817e-10,9.133958922801262e-14,1.7519585764482933e-08,3.435126087897232e-09,8.476329809065325e-08,-4.2428384114261456e-05,6.599702358116879e-07,6.760446032226217e-06,1.8741753830487578e-07,3.0948156674165925e-07,3.2009340274247925e-05,4.379708016964686e-06,5.40531496050451e-08,9.98310569570956e-05,1.6777361545893443e-08,2.3390262910666834e-08,2.502501866553378e-10,1.260518447816158e-13,5.096578395836598e-09,8.998962573497075e-10,7.290167826596925e-15
1400,8.426726688153708e-05,0.00016788849226558736,-1.2549721051144098e-08,4.802302005963799e-10,8.843108655479876e-14,1.4787287298610465e-08,2.934719261889284e-09,-4.886518968983851e-07,-5.287963006184057e-05,8.068006901290178e-07,9.026060782435718e-08,6.197344688443277e-07,3.3348135015868873e-07,3.172210982811858e-05,4.029926608404894e-06,5.5229796938548425e-08,0.00010583598347412171,1.6694303950843798e-08,2.427876947762471e-08,2.6636970769163094e-10,1.4287523627447623e-13,5.851895436169167e-09,1.4490962897979364e-09,7.0533471453370596e-15
1500,8.203196518867379e-05,0.0001734213139609745,-2.1247227479929865e-08,6.421989447474195e-10,7.843783361385684e-14,1.1574114061011469e-08,2.320457850350812e-09,8.538041111669525e-08,-9.466985445485017e-05,9.160001307492143e-07,-5.008179144464069e-06,3.834540424713989e-07,2.81059551269311e-07,3.5385784432638495e-05,3.895825986190318e-06,5.189560957184066e-08,0.00011651052627191481,1.657452900946946e-08,3.9622783276162636e-08,2.708407486662831e-10,1.2680614697455653e-13,5.7424603335025045e-09,1.062043820388046e-09,7.325569728852422e-15
