miliseconds,T1,alpha,alpha_T1,alpha_T1_alpha,T1_alpha,alpha_alpha_T1,T2,alpha_T2,alpha_T2_beta,beta,T2_beta,alpha_beta_T2,T3,beta_T3,beta_T3_Inh,Inh,T3_Inh,beta_Inh_T3,Inh_T1
0,38.17774665881756,10.854626867190351,-0.006328623943281971,-0.012085815477535341,-0.07774575016151186,0.20462980314534296,3.9013911476568817,-0.0010561508252536827,-0.00016069201711182534,0.05751960596842293,0.011745498173718954,0.025877517969613486,38.49782753131951,-9.901993737230016e-05,-0.008595858075914065,0.015653061593704425,0.02593469526765369,-0.016263945108288144,-0.012887705615869004
100,37.162581569262855,8.71897404201137,0.4106183366218062,0.04803293443325626,0.8887421339562759,0.7176455637803094,3.7562330211550656,0.04985762140686876,0.007138833905988032,0.008721100945883584,-0.0034751513527124757,0.06638207199746379,38.45830559936315,0.0006611931747100361,0.007289802151604875,0.007217609250306786,-0.020414100989052344,0.013534045757179137,-0.001739695579385038
200,35.71250009328943,5.620090921387948,0.42231640965477407,0.06979677540332715,1.1501695587586003,0.665773357630677,3.711384030619298,0.0504188458030483,0.008981171389365494,0.033044527091398886,0.004228329975729854,0.09821621594818171,38.474607552767,-0.0008181074020161349,0.010251605241140386,-0.011155376132213235,0.0022043484732762807,0.01995495904976011,0.0008347225708233326
300,34.656008414052216,5.4005048853431,0.39558484181938486,0.22728247435799712,1.5280826525612448,1.2956003970750285,3.735556917288763,0.04662585697369237,0.02053226602300374,0.01612603844736158,-0.001384051941203745,0.1561880135271401,38.47710281973638,0.0018278887737227017,0.011081855357043788,0.0033132188170469424,0.030919715100997457,-0.003990590608505428,0.004773985369771691
400,34.52907201232135,4.645996097145353,0.359823862397754,0.25302062817643717,1.5915062659686317,1.678271708974194,3.644704746884271,0.041029151120883574,0.019429807411629182,0.033033705122421535,0.011323510974994816,0.15780511835386743,38.51187322399257,0.0007441936642333094,0.004581802462005289,-0.00025410664787060903,-0.011307172111779888,-0.012290924464894933,-0.009215283814571137
500,34.406717026458814,6.429574585724373,0.35264143269304987,0.35822792846109464,1.6354668130403573,1.8600785338697492,3.618319209897799,0.04025892159697263,0.03447574842314619,0.08164275325690398,0.03261982517496119,0.22459397042678175,38.43977240491033,0.0031362196448378337,-0.005835606960956794,0.009939569853164229,0.027025885770793744,0.006885777764311299,-0.009405939462242338
600,33.585143615597396,5.9722612549150815,0.3386205034804428,0.436965524877445,1.7182077857437714,2.172965424210628,3.5235485292700854,0.03922244736860011,0.0365211359599197,0.12880225375073745,0.025649576496577994,0.23286711833360876,38.5458786304684,0.003757234580811873,-0.013748441313772217,0.022409653567063256,0.023371507330042493,-0.011954531084360794,0.010470228575376278
700,32.923347907164455,4.809877169639851,0.36607645430550456,0.44983967468575703,1.8320278065838889,2.6094437942948643,3.525845835279778,0.03949207238110462,0.039913896430683174,0.1539695034832734,0.040666074972163485,0.23014172240351743,38.43617306588869,0.005254390583267262,0.01678125583877845,0.024048392079157713,-0.005864621177108806,-0.012408496821001022,-0.010125605399208757
800,32.60571150606356,6.109091681649597,0.36369918054682343,0.4888183636121328,1.8732357448353507,2.520743473535698,3.506676050286361,0.040969446940546286,0.044481495441691186,0.15929125458462856,0.06651811400745726,0.28618633274424404,38.43502540392026,0.005416341568125324,-0.0075359146175996965,-0.018080704463170463,-0.015686116942966136,-0.010514950596018792,-0.006766272382203428
900,32.349780750079965,6.59056696757014,0.4098255557807535,0.49749282960648933,1.9306344630736174,3.0168713022977793,3.394884288534746,0.04271901620785362,0.0491053435631047,0.18808493401610563,0.07766968953492402,0.2842395584651692,38.410780102670465,0.006189324983759064,-0.004304400246379793,0.009946337250351437,-0.008399353400405186,0.025232896940571386,0.002489177504670238
1000,32.282868577109824,6.591486829407144,0.4351258139003057,0.5528987857169644,1.984704273330759,3.3919387272199777,3.332617436380927,0.04362230043991522,0.05922859335940198,0.24434080106398479,0.08022490042084372,0.3320525452685352,38.52088298502477,0.009539489634901654,0.0067512020676458884,0.005354439265173486,-0.00015432061117594134,0.0065891939359098844,-0.005082621002124694
1100,31.95899470237665,6.235673689349473,0.4586289630344751,0.5970510077002283,2.132384223729613,3.4026868670136343,3.2950021082872425,0.04383094388574279,0.0690536965106069,0.2773830416313758,0.1026091455426746,0.33193452399938644,38.43082353236409,0.007917705602173529,0.013799493495849042,0.005118593628405562,-0.020620087586331083,0.06542915841783177,0.010203540549882165
1200,31.348060379051404,8.127625807118175,0.482979018348894,0.6201361618730544,2.2602531613147874,3.6143601581686,3.2540380876227553,0.0462455238935239,0.07189835638835931,0.3281691769313833,0.11988729047050976,0.34793079694766543,38.41608816498521,0.012348477178151965,0.032549712597403746,0.024163593185061283,-0.003407250288437978,0.057359041306714154,-0.00013949079943132185
1300,31.42146589636351,6.955794588108514,0.5002219196143298,0.7411764703554536,2.266710590607688,3.753035110792216,3.230945910763305,0.04828421095167508,0.0824006013024187,0.3041995252774621,0.1234218296339476,0.38345220789617396,38.377447537225834,0.012000871528135535,0.018923916453856708,0.005881077256699426,0.019550292001218644,0.08635615852917936,0.004516697036633115
1400,30.267754429543597,7.288202936942055,0.5203357468387955,0.7507222169178568,2.4039291386952315,4.0706425543338165,3.209605351600108,0.05090238032103385,0.08158094775418459,0.3811043052407491,0.14890919458952442,0.41586903645898937,38.38268328918648,0.01390972499248404,0.04632736117504792,0.029028022404949765,0.026803822927704342,0.06526249029542472,0.009628533092302091
1500,29.968711343299248,9.123047202692351,0.555912195701639,0.858637154752241,2.466093152214167,4.578796793911795,3.1822414789594253,0.05428737668937721,0.09268390008474726,0.4036738898891093,0.16553695603467755,0.43358698096007325,38.305294180649895,0.015731077155589756,0.029648320099075746,0.03165233738353706,-0.002501154380896972,0.0738560631768568,0.017436443043573228
1600,29.30914786175932,9.730130343444053,0.5832694377453682,0.8688472686089783,2.62256533095537,4.596455795093953,3.0900238650717093,0.056801637688629524,0.08529729225776603,0.4904810720576094,0.1833426798225952,0.47828872634416214,38.2172631042756,0.017003654843986454,0.06008762340448164,0.04028813348132753,0.02301920125626567,0.11896932235998396,0.021785746924638055
1700,28.91992902040168,10.325877636423606,0.5849125327636356,0.8968719693781018,2.7354649579802515,5.289117430736678,3.0287529999613523,0.05977198890556886,0.09881340548044472,0.49467220391518774,0.20739656378975943,0.5030424679905622,38.31954522330727,0.020075000984008575,0.06568196584455588,0.06570430469400462,0.04073354316746312,0.11155815038605098,0.01014810067796135
1800,28.45889711273458,10.036248370688083,0.6292180434533353,1.0360103271729508,2.900465298188779,5.446951064507822,2.9425296204129494,0.06371677355494382,0.0974476018163224,0.5638114791228129,0.21644964440318534,0.5574343370870956,38.198821834412925,0.019093164905225234,0.04880323881677043,0.06758942936516095,0.0634712325337298,0.178988739648292,0.025821620805905034
1900,27.699472695534084,11.940254205235313,0.6615037393661631,1.1289041086958094,3.11219227118359,5.741104002618405,2.883873446960993,0.06636155504708603,0.11826899385698675,0.6057860551610534,0.2356344939940382,0.5445500994518452,38.10254365809714,0.02408327662652331,0.08766003813716862,0.05480566452396253,0.05008593867229539,0.19276475026681292,0.031245854590229785
2000,27.199290091702643,11.562875041240055,0.70601591549047,1.1893256104099346,3.2305929634136445,6.160940887796685,2.830079989785634,0.06906684892812678,0.12482354543785525,0.7555905643666845,0.2555347854133541,0.5749046027590747,38.18084893245427,0.0257071621192871,0.07798944337848517,0.08310694601702777,0.08291900568267443,0.16695216131987414,0.026411389653341003
2100,26.174018806008732,13.271143883567845,0.7198110979578108,1.2265365349623816,3.4150113376423072,6.762367824790174,2.8077425818748103,0.07106084073146732,0.12583232000584085,0.7164497461161603,0.2826184254631756,0.6215611669810586,38.10921353862889,0.026373946039734926,0.09833799578296269,0.11168768210290635,0.11776219070388697,0.19429196054462444,0.05032614175864168
2200,25.936222636111392,14.941492784978479,0.7905956742861422,1.2629205459389066,3.572423158780808,7.103203594572829,2.6693883010626545,0.07711247341889327,0.13763184649227458,0.8343570239140692,0.30490400120776834,0.665680054267289,38.01939055240367,0.027342828585792133,0.11012335425890815,0.14622066546854012,0.0947372414449247,0.2407828352597514,0.06300200527219454
2300,24.89501340326663,14.191236147400122,0.8046857751441321,1.3076328521044849,3.706453686549114,7.592243927846383,2.616027712984602,0.07856644404709177,0.15054213568883973,0.8970503107890352,0.31298764639237864,0.7369530920856789,37.978174059296705,0.030872963979651093,0.12274498193641709,0.14894478501178887,0.1495706430797054,0.2721835398259934,0.05673296744009986
2400,24.88878360111559,16.89525006573069,0.8289920929903207,1.461466891188383,3.866684540458193,7.7505300177162715,2.5935538527423847,0.08332919189572785,0.16017114906602678,0.9587962754861702,0.3493940173741268,0.768513496018955,37.84247493427004,0.03236681765057838,0.14663522923664954,0.17440178268232073,0.17376415394021577,0.2840635134962861,0.06365619846366971
2500,23.430325427446633,16.685148450432695,0.8916840295936113,1.5208765035487897,3.937510934806254,8.365338052143496,2.477294425072387,0.08433894471567407,0.16468617981488995,1.0730672015765956,0.353530368724167,0.7987815652475216,37.802409281091904,0.03467019157277779,0.1511724789910252,0.17788428823430433,0.1758600626437818,0.3363465410507551,0.08310559432609677
2600,23.341364312488416,18.208899647987963,0.9349882538614237,1.648923380680511,4.08269183920398,8.315879307525321,2.435253078169127,0.08977193195899931,0.17997944544831224,1.1478895636697783,0.37942638662850875,0.8503512568228881,37.748345297719624,0.0390879141953272,0.16422141938606363,0.22883313638087846,0.19796615096464357,0.38332695792914573,0.10503136481828941
2700,22.493074980697564,18.781970819792658,0.9518803555464359,1.74474955165439,4.312471947366029,9.207906057851222,2.2917928875016993,0.09081303346914879,0.18538479008960826,1.1716645401757002,0.39197145477757933,0.8970894388677275,37.611740122872625,0.042936071701714866,0.19357477619538202,0.21848681991467855,0.24843149497579312,0.40340377041771025,0.12916716121057922
2800,21.49979843067026,20.828442015663963,0.9752749884519888,1.8904705143496723,4.521435735309254,9.813215903125743,2.269953376021528,0.09415338356811949,0.19725642503394314,1.2252679069953616,0.4281912998335238,0.9235543470534479,37.53278616918976,0.04462326529592524,0.21101641043406058,0.2608810156831174,0.2771163214540985,0.45480485674552074,0.14267678171708692
2900,21.052521530124594,21.288892707509785,1.0416998489477283,1.9884102663228063,4.598796125527893,10.274283336423505,2.1056010277621655,0.09834264992251267,0.20897641140690357,1.3404628793957973,0.45221182155151646,0.9802557709631674,37.43302331953929,0.048560646078426396,0.22873358860203774,0.29307142941493053,0.2875746354860933,0.47846690021593086,0.1606308856003822
3000,19.490704316270875,23.36162510393782,1.0618808468900551,1.985634954558577,4.785800136556699,10.316018200462148,2.028489302686302,0.10272858677347278,0.21964886147501456,1.4084026988718896,0.45800438000314103,1.0614561008131687,37.2708668960194,0.050889036149005605,0.24478776278093997,0.31727418325288714,0.3351465650324793,0.586841716051262,0.16416691422771496
3100,18.728781325170345,25.27400559210292,1.0890846270793255,2.1168509620122964,4.792788024358967,10.835630780567914,2.004492603142509,0.10274327364484843,0.23443498795659493,1.5674677533786068,0.49160824809172765,1.083990622735534,37.15836669023048,0.05236402830642186,0.2901026405653603,0.3306146681815835,0.4027919552480073,0.6213003696106705,0.2007616538466224
3200,18.070054142080668,26.453074301745602,1.119192168935423,2.279302921134332,5.013597315324563,11.575413756274827,1.8844915565304978,0.10799602684090615,0.24717792683023032,1.6127205656182728,0.5040439803711481,1.176313089521932,37.077713711503044,0.05691839899248212,0.3047779093447053,0.41064925285757437,0.42680935264777625,0.6515833944089789,0.23199889373387772
3300,16.993610594830017,29.318326780442113,1.1806587373910413,2.4102753123803624,5.08592955962258,12.03727702241194,1.8296106940790302,0.10892142555611073,0.255457936489902,1.728696025585016,0.5253611845913594,1.2107100439489487,36.81008916127308,0.059539283203348115,0.32273164889768824,0.40606255009618164,0.5216236709947543,0.719096035745693,0.252699182450179
3400,16.66044824505064,30.574825406704093,1.1919772113370155,2.491524713539202,5.257560781604943,12.494102632708755,1.7204187106993534,0.11218648003402903,0.2761456274196377,1.9030438369443605,0.527820405723114,1.24305799040331,36.740936694109415,0.0623277661272096,0.3475339902148254,0.4770434930667552,0.5930386334782066,0.7503101954391651,0.281464622874657
3500,15.848829548901259,32.86740892691971,1.24113237810519,2.6686814051047305,5.370422325807422,13.357394385175411,1.6042789215406061,0.11162539826491848,0.2857958111771013,1.9763798715025562,0.5463459526950916,1.3091120198118575,36.61367580799221,0.06948981399621422,0.3801981504119952,0.5342840874118115,0.6238746692748963,0.8033282970679627,0.30831471571490804
3600,15.168416731688973,33.99423768387875,1.2548473767965984,2.752663685817721,5.396150101535915,13.70093891306738,1.5465693822206967,0.11358762513998466,0.3016189703317027,2.1241645284855037,0.5697733339117328,1.3390724526527962,36.471692794289616,0.072873383911017,0.4206630609147993,0.586455308750148,0.6977771189971449,0.9163914440694797,0.32716107713989756
3700,14.055774735546963,37.267707309259016,1.2695522775249355,2.8323565049804107,5.436324715066755,14.096182622747284,1.4435187571152064,0.115133092276887,0.3214301866408382,2.2607674084695693,0.5762841322491589,1.455681146314714,36.28392507354352,0.07341768060528019,0.46332248998897363,0.6077288487614412,0.8113410365863369,0.9547534214178054,0.3538107737725728
