miliseconds,T1,alpha,alpha_T1,alpha_T1_alpha,T1_alpha,alpha_alpha_T1,T2,alpha_T2,alpha_T2_beta,beta,T2_beta,alpha_beta_T2,T3,beta_T3,beta_T3_Inh,Inh,T3_Inh,beta_Inh_T3,Inh_T1
0,38.798496763721815,10.069309634476246,-0.0016771788845065135,0.02608060583349891,-0.034245843560445154,0.29042174094321055,3.8416391806543295,0.0010046383771536392,2.145269598127272e-06,-0.016864979070546147,-0.00485084797479977,0.01571731988631242,38.51625614315545,-0.0001548385655898304,-0.008339563046082368,-0.0208139537180474,-0.012517787515875466,0.0018456855767089199,0.006842387194709059
100,36.971850104753074,8.436820634741595,0.41875344515454854,0.0017055937752550945,0.7672580289732367,0.1369947215817207,3.7536261243303404,0.05007484969493233,0.008148581489114163,0.04159048524074509,-0.006589322530302302,0.03160366147377089,38.485522927974635,-0.001031582094904164,-0.008608266140463854,-0.011784965297219634,0.03328324092871992,-0.009701667478670085,-0.005630150621176948
200,35.76657181435624,6.395958534975734,0.43291299887100315,0.19618086579800417,1.168921749169722,0.8030696364491527,3.7664952971958954,0.05016055078934113,0.014791714071996462,0.03292628644389356,0.006730363043762758,0.1028286370189975,38.45966719600588,-0.0018382928101480837,-0.011662807466656249,0.009688934208646548,-0.021259470220623133,0.031981985628903704,0.00940186503913046
300,35.20392052297448,5.473473627274192,0.3875286587949818,0.21191014482539558,1.4637430246983008,1.256441441260472,3.734479187773116,0.0472286772269718,0.02433300044809167,0.029610477070665667,0.017531177171489942,0.11731660302761615,38.478587302735086,-0.001122506055551243,-0.010117057936317524,-0.0026832254471265346,0.03496851883903116,-0.016625545061503315,-0.012448303268133202
400,34.2458938545786,6.062305861818774,0.35418964162985206,0.30520984068485335,1.5157376017472548,1.4389456565147825,3.63254670620056,0.04207804419046474,0.030686735248795692,0.048639158299644686,0.02381406866067705,0.1382749769865065,38.55758884115166,-0.0007701285274688747,-0.011448870222244363,0.0027535142258131684,0.007218003307271757,-0.015376795639961133,0.002827193268382322
500,33.915699350208385,6.0566616401739655,0.3636091548386018,0.32939681900817847,1.6869380759069794,1.6997155218528017,3.549847835392903,0.04079614015636344,0.03447937051512017,0.04961606370737139,0.02053186744747836,0.18177953623885082,38.55659598480749,0.0030766131226352784,-0.012542544343232744,0.017371556007499657,-0.022441004874573678,0.009523947156600092,0.013241082623250916
600,33.685720943781625,6.018147492036544,0.34396596235923904,0.464642634883913,1.693301941717885,2.3721981297772174,3.5439046295853145,0.039506892944607054,0.043692661282403865,0.03290959979432036,0.024452145000085905,0.24427320644548606,38.55035255331595,0.002518396044459641,0.0013160939113990972,0.015033548734288306,-0.030979100415580395,-0.007214714382879303,-0.003632712707200541
700,33.72335922998578,5.7547326200746225,0.37846720706467224,0.5044949244788796,1.800292300780031,2.715549922278884,3.5287313695153575,0.04013676109877929,0.05063243386589002,0.10758581052963191,0.04390549263649002,0.27487066204405436,38.55321227247204,0.004869337729668962,-0.0038374978284724933,-0.009607953626928607,0.004378315679407684,-0.01722047598437123,0.0043221347985903215
800,33.302922100989605,5.8566193184914965,0.36345377401233386,0.4577157781524477,1.8225518933688138,2.883620590004907,3.461215789270095,0.0410416225802666,0.047813232975335324,0.16504879453552754,0.06347758313271602,0.273891864299045,38.48019402060701,0.0052631094406954395,-0.009891086572856927,-0.010611166688099555,-0.02753024570639821,0.021887617158851756,-0.009220791484659692
900,33.03270274686806,6.8503965115917085,0.3967747002056825,0.5055967831976476,1.9221327423541537,3.261244558183,3.422043014411298,0.04246368591951931,0.05959332369793424,0.2351827098332624,0.08282651813355701,0.2661383235948065,38.42555285714803,0.005504181293343671,0.016222113247707032,0.018520472045259737,0.0009449333252058366,0.04487039278237469,0.00938055025671718
