miliseconds,T1,alpha,alpha_T1,alpha_T1_alpha,T1_alpha,alpha_alpha_T1,T2,alpha_T2,alpha_T2_beta,beta,T2_beta,alpha_beta_T2,T3,beta_T3,beta_T3_Inh,Inh,T3_Inh,beta_Inh_T3,Inh_T1
0,38.50672599457948,9.030432299705634,0.018964875682743125,-0.03316368236611321,-0.040997998520575424,0.2116454505842939,3.9225901183469416,0.00032488647036196095,-0.0021394655437175785,-0.0013025800849758794,-0.00401338793390688,0.01255971884051775,38.580063437027945,-0.0018440224478523642,0.0014178873854765852,-0.011464072384044267,0.021501753341039473,0.01195328124680916,0.004271209940729093
100,36.64890016509037,7.636662883064755,0.42654326131287873,0.0108072043640342,0.851221998889934,0.3095355620180841,3.835830593681719,0.048219772767448134,0.006287629835780855,0.011798739911372,0.008993905026461241,0.06784701210801813,38.535065816669814,-0.00183759631132621,-0.006801534960272745,0.004586846621690231,0.03148720902150045,-0.016200019961334963,-0.011099371722795971
200,35.91255933500717,6.441964386698118,0.4115033695586137,0.1335790571416216,1.2164015711013965,0.9674153919270307,3.759833315557095,0.0512009867815054,0.016457790595690837,0.04809963037940651,-0.0019379504279576493,0.09509192965593853,38.4434958572727,-0.0011450104921520235,0.004297035022713879,-7.267885377733549e-05,-0.03307268618711504,0.01575113056481074,-0.0026703675473706196
300,35.39379881545034,5.249417199856686,0.3699187395244765,0.17212212897333812,1.389353363674663,1.6198730769048297,3.736186697293944,0.04688744907323534,0.021017433125199037,0.07033019057486915,0.012273734817326708,0.12499577163032116,38.55637694191717,0.0008302202310778381,-0.000804960777764697,0.01094455494395427,0.0017965060709623601,0.020180927504280157,0.008439347379242726
400,34.31483918377806,5.442093981884099,0.34276588465103525,0.24048123854174036,1.6084258884436782,1.4304581825124085,3.6275393151786637,0.04187928431648812,0.028688474490299275,0.08624243335998805,0.016435749315892166,0.19504188307621703,38.429228561259265,-0.0003547702398617031,0.005781198449094481,0.004516449649454585,0.029313729919564224,0.018223186496721323,0.0015593134677601304
500,34.052551365617006,4.747898166135812,0.37193832154868806,0.3305466072035449,1.6224345635356106,1.8758007942661556,3.5849068625547074,0.04129786305276402,0.03998780560860596,0.09036186396187779,0.02525979212773361,0.22173922391659742,38.42464288979868,0.0026086938507058136,-0.0035045691637752376,0.021019179552998365,0.0226651355843957,0.03473522084515097,0.0030586961634588455
600,34.07170080287163,5.942908173075142,0.3685236135778142,0.4583449315989595,1.719560509212936,2.544966424840561,3.5619271280467633,0.038508222595846076,0.03911521787499636,0.1365921121632581,0.027505914493581658,0.2329328850834713,38.49980199159084,0.0039098319814612975,0.0003975048024186859,0.0009643793153786848,-0.016115746821668008,-0.002886991424868076,0.01054150306494922
700,33.75015406313683,5.138090266892528,0.36364773731094563,0.4620200524280735,1.732366249663174,2.517285209875418,3.5616746558581793,0.03897488592335969,0.04869620303275924,0.08040279233306757,0.0565881598121854,0.25129271140576454,38.43549621398274,0.0037751831279547736,0.018415019948661557,0.015447956577872516,-0.02854609416403233,-0.017640545006975226,0.013245556046503468
800,33.03635523145128,5.128353445262456,0.39003465496263945,0.5526607413304309,1.8606519108228452,2.9449964160158264,3.499739511937071,0.039192564421940634,0.04793210606434197,0.16665404801177106,0.06931197347028517,0.25046328598126566,38.513417441437554,0.0037094835792711644,-0.010179778283157232,0.012170664674284928,-0.012403598710699895,-0.014588271753574262,-0.0034482398330079977
900,32.44451400169454,6.762823746530372,0.38787096311550984,0.5829107314384107,1.9782174578838332,2.8941416074013993,3.443222679406596,0.04110557468667023,0.060087035458320864,0.23785038676644177,0.06302637908184616,0.27555517571059956,38.46944101003902,0.00737924854356092,0.013910815764281716,-0.012163345880624994,-0.010653241877472222,0.025600575030706424,-0.0005749035076074092
