milliseconds,BM,ACT,GLC,ACoA,AKG,cAMP,FBP,G6P,GLX,ICT,MAL,OAA,PEP,PG3,PYR,AceA,AceB,AceK,Acoa2act,Acs,Akg2mal,CAMPdegr,Cya,Emp,Eno,Fdp,GltA,Icd,Icd_P,Mdh,Me,PckA,Pdh,PfkA,Ppc,PpsA,PykF,Cra,CraFBP,Crp,CrpcAMP,IclR,PdhR,PdhRPYR,EIIA,EIIA_P,EIICB
0,0.029999421382864582,-1.7229997256005496e-07,4.799998593208781,0.35196370367504415,0.19118946764229727,0.20280394656797038,6.575043928536165,1.9081406967529928,5.7059335059072e-09,0.0014081120991300874,3.278779690589672,0.05053545596056637,0.21045589313877228,5.720976701917078,0.8632769162696593,0.004723229999987281,0.0014169690000410064,0.00014169700000891597,0.001,0.0010962220001593547,0.0010268479999916767,0.001,0.001,0.01151559300012476,0.01155281299860308,0.00015749200001689376,0.0010296120001110382,0.00429078786401,0.00022047798075275715,0.0034572699987445456,0.0009997140074294382,0.002290892000327456,0.004647400999881606,0.00014381600001069517,0.000999714007039211,0.0009874930000211147,0.005977168000552982,0.0002990978424805653,0.006990901981581119,0.005943270311172932,0.0013467285405764887,0.00729,0.001163813819105639,0.006126185667252683,0.09647707521206814,0.0035229179365853644,0.003
100,0.030001223777529,3.399743621872519e-07,4.799998717861095,0.3519547385754592,0.19118738093312057,0.2028024325088505,6.575043679540473,1.9081383156499507,5.705923231875778e-09,0.0014080938637219917,3.278783608732421,0.050533986958796545,0.21045470895266377,5.720976521276046,0.863276323386094,0.004723229999203395,0.0014169689998192023,0.0001416969999643625,0.001,0.001096222001261042,0.0010268480004270307,0.001,0.001,0.011515593000995928,0.011552813000990673,0.00015749199998830253,0.0010296120010471507,0.00429078831599635,0.0002204767632236752,0.003457270000946005,0.000999714001232408,0.0022908919997367363,0.004647401001139341,0.00014381600001081018,0.000999713996415282,0.000987492999600477,0.005977168000624449,0.00029909817311797745,0.0069909017222396005,0.00594328720431144,0.0013467142985021175,0.00729,0.0011638146814441606,0.006126184384386098,0.09647745357950853,0.0035225413074975436,0.003
200,0.030000616546081153,6.515383011703225e-07,4.799998448748268,0.3519598387447964,0.19118765395595233,0.2028004371885971,6.575046310013608,1.908134921465818,5.7059283357658134e-09,0.0014081044667710902,3.2787781938299854,0.05053286499898654,0.2104544028630849,5.720971651384708,0.8632731914878896,0.004723229998260777,0.001416968999456535,0.0001416969999538889,0.001,0.0010962220046208647,0.001026848000719095,0.001,0.001,0.01151559300196158,0.011552813001262083,0.00015749199994428073,0.0010296120011548135,0.004290787558808102,0.00022047768153750664,0.003457270006237207,0.000999713990459553,0.0022908919987887967,0.0046474010017720745,0.00014381600004518088,0.0009997139851186706,0.000987492999478315,0.005977168000636733,0.0002990978533448534,0.006990902148285838,0.0059432956514469774,0.0013467061050640376,0.00729,0.0011638184902040714,0.006126179179823905,0.09647745701922268,0.0035225275971870382,0.003
300,0.030001881087534432,5.770430847211555e-07,4.799996046302868,0.3519712352390875,0.19118490581319275,0.202797883615508,6.575045451400742,1.9081326990370695,5.705930863204297e-09,0.001408099574102563,3.2787811272981884,0.05053150314685247,0.21045426285441424,5.720971144678977,0.8632699509889152,0.00472322999763943,0.0014169689993583112,0.0001416969999264944,0.001,0.0010962220054360054,0.0010268480019864294,0.001,0.001,0.011515593002943088,0.011552813002100546,0.00015749199986426436,0.0010296120022253226,0.004290787006800129,0.000220480520797696,0.0034572700085587615,0.0009997139865747815,0.0022908919986102147,0.004647401002418151,0.00014381600004271017,0.0009997139846391109,0.0009874929991216177,0.005977168001772635,0.00029909800879556223,0.006990902098400227,0.005943306974314528,0.0013466968197377452,0.00729,0.0011638236898200013,0.006126178772983077,0.09647745522141278,0.0035225338778694564,0.003
400,0.0300020333597608,1.1078683533492659e-06,4.799996242798779,0.3520014498223745,0.19118537263313215,0.20279696940608039,6.575045080399245,1.908130626134815,5.705923332689952e-09,0.0014081014012396744,3.278772613810837,0.05053038894790206,0.210454219014804,5.720967894836242,0.8632677748389471,0.004723229996723282,0.0014169689988980105,0.0001416969999035484,0.001,0.0010962220051120447,0.001026848002263129,0.001,0.001,0.011515593003618664,0.011552813004796353,0.0001574919998797224,0.0010296120034763814,0.004290785420479561,0.00022048164576835455,0.003457270008500051,0.0009997139809607785,0.002290891997380523,0.004647401003313719,0.00014381600006961335,0.0009997139747031842,0.0009874929990101647,0.005977168003791684,0.0002990978786293476,0.006990902143488785,0.005943313534700419,0.0013466857291759245,0.00729,0.0011638248137328057,0.006126173502644196,0.09647746526280605,0.0035225253322511206,0.003
500,0.03000344561714515,1.116909497148485e-06,4.799995379275876,0.3520156413785404,0.19118298363407116,0.20279476049796705,6.575047798520222,1.9081296461418316,5.705934161805825e-09,0.0014081154847901292,3.2787756540613002,0.05053064758309174,0.2104542187910947,5.720966973360353,0.8632653752542226,0.0047232299963185795,0.0014169689989533153,0.0001416969998730758,0.001,0.0010962220067695253,0.0010268480018711897,0.001,0.001,0.011515593003866465,0.011552813007125752,0.00015749199984365457,0.0010296120039245224,0.004290782704872551,0.00022048179181177358,0.0034572700102297833,0.0009997139719468008,0.0022908919970713415,0.004647401004451058,0.0001438160000631875,0.000999713969496523,0.0009874929988703063,0.005977168004624613,0.00029909777785939106,0.006990902025796109,0.005943320855793826,0.001346677415208493,0.00729,0.0011638282551297615,0.006126171482278548,0.09647745679532842,0.0035225310013198862,0.003
600,0.030003423007932534,1.3297080839648418e-06,4.7999945017978245,0.35202134827236276,0.19118514897552966,0.20279341575710358,6.5750446176312245,1.9081282815480836,5.705922478761763e-09,0.0014081123830583955,3.278775809317191,0.05052911563114807,0.21045418279104477,5.720965083261684,0.8632629012258815,0.0047232299956994255,0.001416968998635548,0.0001416969998574524,0.001,0.0010962220046916598,0.0010268480021180843,0.001,0.001,0.011515593004699124,0.011552813005593247,0.00015749199975650412,0.0010296120033853166,0.004290783003668969,0.0002204839913043709,0.003457270010419508,0.000999713963913844,0.00229089199670642,0.004647401005005063,0.00014381600009585625,0.0009997139732087794,0.0009874929983724173,0.00597716800535433,0.00029909790893704576,0.006990901910778369,0.0059433292452829205,0.0013466705625687521,0.00729,0.0011638305297087825,0.006126170516283658,0.096477460963477,0.003522528749771799,0.003
700,0.030003364789771593,1.351099573015884e-06,4.799990929548955,0.35205149652160733,0.19118594073883471,0.20279247850310736,6.575046759330583,1.9081273717554967,5.705924425897639e-09,0.0014081245614882354,3.278774592482658,0.05052966173723003,0.21045411980060819,5.720963367871533,0.8632615043699339,0.004723229994605593,0.0014169689984128207,0.00014169699984204574,0.001,0.0010962220049949125,0.0010268480030718884,0.001,0.001,0.011515593004899502,0.011552813009042156,0.00015749199974931626,0.001029612003196566,0.004290779799543498,0.00022048453947260234,0.0034572700112370557,0.0009997139577715317,0.00229089199531559,0.0046474010055596,0.00014381600010961908,0.000999713961000175,0.0009874929983229067,0.005977168006040357,0.00029909810572276797,0.006990901831227764,0.005943339399672602,0.0013466606932796387,0.00729,0.0011638311231478172,0.006126167542859534,0.09647746259092017,0.0035225264009778852,0.003
800,0.03000436880971328,1.657458017232378e-06,4.799990416658871,0.35204855028284965,0.1911870969504109,0.2027910348196899,6.575043456055485,1.9081271472365788,5.705919312676269e-09,0.0014081297749701674,3.2787727694419626,0.050528023100941226,0.21045406495903782,5.720961344010434,0.863259159231054,0.004723229994275391,0.0014169689983541652,0.00014169699982155857,0.001,0.0010962220081307838,0.001026848002545872,0.001,0.001,0.011515593005230699,0.011552813007890711,0.00015749199972983912,0.001029612003935181,0.004290779796453455,0.000220486206768228,0.003457270013082598,0.000999713965391913,0.0022908919948966618,0.004647401006250433,0.00014381600012462064,0.0009997139544289384,0.0009874929978503566,0.005977168005662552,0.000299098260518576,0.006990901777962188,0.005943342715961926,0.0013466551185401967,0.00729,0.0011638339885736647,0.006126165058628572,0.09647746363601194,0.00352253129565985,0.003
900,0.030004365086763976,2.1292815472783043e-06,4.79999122698361,0.3520675343218666,0.19118966824421216,0.20278976547952265,6.575043565042222,1.9081266518905131,5.705925601498384e-09,0.001408148917334714,3.278770405827424,0.05052785602137176,0.21045408059325618,5.720960072615562,0.8632572241385839,0.004723229993396888,0.0014169689980396785,0.00014169699979278125,0.001,0.0010962220083247502,0.0010268480030007922,0.001,0.001,0.011515593005464616,0.011552813011100086,0.0001574919996777173,0.0010296120043313296,0.004290776719212562,0.00022049036310559328,0.0034572700082249673,0.0009997139543763702,0.0022908919945663657,0.00464740100627379,0.00014381600012694818,0.0009997139480579288,0.0009874929977629824,0.0059771680081066175,0.00029909815793830244,0.006990901667762406,0.005943345828643072,0.0013466535741262792,0.00729,0.0011638349398923914,0.006126164920009312,0.09647746205017223,0.0035225261256977163,0.003
1000,0.030006158728603426,2.4067197455043854e-06,4.799989875281698,0.3520701829850164,0.19118800966922508,0.2027892165676533,6.575039436801962,1.9081265824723164,5.705925705996677e-09,0.0014081545012493467,3.278774638557858,0.05052765693075769,0.21045405439514023,5.720957009323676,0.8632561561563107,0.004723229993305051,0.0014169689980464036,0.00014169699977422147,0.001,0.0010962220046632316,0.0010268480018464042,0.001,0.001,0.011515593005655612,0.011552813012381083,0.00015749199964717745,0.0010296120038645771,0.004290774949629781,0.00022049142698946973,0.0034572700095285755,0.0009997139428886371,0.002290891993710698,0.004647401006821097,0.00014381600013916904,0.0009997139544919637,0.000987492997395552,0.005977168007609318,0.0002990983977394868,0.0069909015209755595,0.005943350841989202,0.0013466474237863707,0.00729,0.0011638390575167594,0.0061261610483389906,0.09647746174811671,0.00352253353064271,0.003
1100,0.03000661909960108,2.339925544597584e-06,4.799986329094244,0.3520683724251497,0.19119091101808336,0.20278834855540973,6.575041525827519,1.9081258319946879,5.705920480914431e-09,0.001408156685522206,3.278774858649161,0.050526079053389066,0.21045399848642815,5.720957400540808,0.8632536721983081,0.004723229992752165,0.0014169689979594315,0.00014169699975740115,0.001,0.0010962220057489215,0.0010268480019885284,0.001,0.001,0.011515593006166154,0.011552813014388956,0.00015749199962821113,0.0010296120022354775,0.0042907732526507245,0.00022049131304539558,0.003457270011289909,0.000999713949490916,0.002290891993623337,0.004647401007199497,0.00014381600017087368,0.000999713943496164,0.0009874929970526375,0.005977168010021925,0.0002990985963025296,0.006990901438601506,0.005943355632819562,0.0013466455077043213,0.00729,0.0011638407679419778,0.006126161504772046,0.09647746347573498,0.003522532800186278,0.003
1200,0.030006454282708164,2.798866987846605e-06,4.799987504861541,0.3521160279372124,0.19119092558850634,0.20278766938816567,6.575036659772709,1.9081255211579546,5.705911852199204e-09,0.001408166914045486,3.2787739474957025,0.05052598693469003,0.2104540061961019,5.720953423938831,0.8632541525012157,0.004723229992462851,0.0014169689978281198,0.00014169699975988934,0.001,0.0010962220059097315,0.0010268480024713364,0.001,0.001,0.011515593006380725,0.011552813013080672,0.00015749199957234035,0.0010296120032188144,0.004290772986570281,0.00022049404534461216,0.0034572700111233875,0.0009997139429829649,0.002290891992989513,0.004647401007589075,0.00014381600017137898,0.0009997139359500511,0.0009874929968501196,0.0059771680104509246,0.00029909868790075516,0.006990901444203547,0.005943359297700055,0.0013466382611516594,0.00729,0.0011638426244210476,0.006126160079606531,0.09647745840214295,0.0035225292703047043,0.003
1300,0.03000674069651474,2.853621011232441e-06,4.799986343534191,0.35209725988886414,0.19119364211590398,0.2027872311178675,6.575036887818691,1.9081259172646041,5.70590979410986e-09,0.0014081665185153912,3.278774523134359,0.0505251867457043,0.21045399520865699,5.720952860268931,0.8632511531998026,0.004723229992623863,0.0014169689976635683,0.0001416969997486043,0.001,0.0010962220026129916,0.001026848001505979,0.001,0.001,0.011515593006206908,0.011552813015139909,0.00015749199955226358,0.001029612002770608,0.004290770364569583,0.00022049577251845342,0.003457270006657969,0.000999713936993717,0.0022908919923978724,0.00464740100802999,0.0001438160001854543,0.0009997139334486536,0.0009874929968510624,0.005977168011487998,0.0002990987324110215,0.006990901365479392,0.005943363677672397,0.0013466339863952507,0.00729,0.0011638420150853796,0.006126156348122837,0.09647746042219062,0.0035225281339121618,0.003
1400,0.030007425488605317,3.2222480944270444e-06,4.799984474561786,0.3521144177078315,0.19119221519236504,0.20278701876223787,6.575033603313124,1.9081252492870346,5.705912496465711e-09,0.001408176568754295,3.2787766550962827,0.050524102898547765,0.21045395093856295,5.72095130868799,0.8632510248610189,0.0047232299924267595,0.0014169689977708267,0.0001416969997477605,0.001,0.0010962220020431712,0.0010268480017016416,0.001,0.001,0.011515593006245953,0.011552813016882707,0.0001574919995260393,0.001029612001606783,0.004290770573372396,0.00022049580207073328,0.003457270007155978,0.000999713926322473,0.002290891991411329,0.004647401008483021,0.00014381600020785837,0.000999713924918598,0.0009874929964035707,0.0059771680121294855,0.000299098780108521,0.006990901274429323,0.005943364638320715,0.0013466356813709231,0.00729,0.0011638434533951315,0.006126155834267585,0.0964774624113611,0.003522526040365703,0.003
1500,0.03000830188156374,3.4139141303238667e-06,4.79998359646408,0.35212849868056895,0.19119457126873882,0.20278644465818585,6.575032947502844,1.908125355295003,5.705905210789831e-09,0.0014081766124484137,3.278778246304501,0.05052321515590622,0.21045395270204717,5.720949148573022,0.8632507759058907,0.004723229991847251,0.0014169689977130654,0.00014169699972786253,0.001,0.0010962219996584798,0.0010268480007697024,0.001,0.001,0.01151559300635728,0.011552813017187618,0.00015749199948249332,0.001029612001198257,0.0042907677856020695,0.00022049740780743292,0.0034572700059775844,0.0009997139204879777,0.0022908919912391123,0.004647401008658552,0.00014381600020573645,0.000999713926196371,0.0009874929962350313,0.005977168012661372,0.0002990991559488404,0.006990900907892165,0.005943368744840231,0.0013466329487578563,0.00729,0.0011638448224574752,0.006126152948342852,0.09647745727903961,0.0035225316851325004,0.003
1600,0.030007982891219108,3.6510898865676345e-06,4.7999830891358295,0.3521334877439926,0.19119932837936782,0.2027857228024191,6.575033520559481,1.9081255743428993,5.705908477964769e-09,0.0014081839140308112,3.2787805388868,0.05052362936656531,0.21045393212222915,5.720949354897274,0.8632480854041974,0.004723229991681194,0.0014169689974838807,0.00014169699972974015,0.001,0.0010962219997300959,0.0010268480012668186,0.001,0.001,0.011515593006297628,0.011552813019497812,0.00015749199945766732,0.0010296119997776844,0.0042907662759361495,0.0002204974818956108,0.0034572700041853627,0.0009997139163984705,0.0022908919906433137,0.0046474010092061625,0.00014381600022670584,0.0009997139221761143,0.0009874929962530854,0.005977168013322554,0.0002990992240457035,0.0069909007123075545,0.005943374871492279,0.001346630466198639,0.00729,0.0011638461867583586,0.006126153417597432,0.096477458171584,0.0035225256856549836,0.003
