milliseconds,BM,ACT,GLC,ACoA,AKG,cAMP,FBP,G6P,GLX,ICT,MAL,OAA,PEP,PG3,PYR,AceA,AceB,AceK,Acoa2act,Acs,Akg2mal,CAMPdegr,Cya,Emp,Eno,Fdp,GltA,Icd,Icd_P,Mdh,Me,PckA,Pdh,PfkA,Ppc,PpsA,PykF,Cra,CraFBP,Crp,CrpcAMP,IclR,PdhR,PdhRPYR,EIIA,EIIA_P,EIICB
0,0.02999943062362565,-1.357127693117453e-07,4.799999511389722,0.35198658626230805,0.191191214995294,0.20280464671816467,6.575041981266195,1.9081404859468898,5.7059304797096675e-09,0.0014081101526357545,3.2787806275853493,0.050534961663285694,0.2104558673200431,5.720978127252387,0.863277158911002,0.004723230000467264,0.001416969000102881,0.00014169699998972343,0.001,0.001096221998104394,0.0010268479997187182,0.001,0.001,0.01151559300004013,0.011552813000518136,0.00015749200000780391,0.001029611999550211,0.004290789011131649,0.00022047722189669135,0.003457269997977163,0.0009997139989566886,0.0022908919995864503,0.004647401000220473,0.0001438159999859957,0.0009997139935222906,0.000987493000166895,0.005977168000858293,0.0002990978918337951,0.0069909020600119305,0.005943274950061263,0.001346726454091849,0.00729,0.001163812622788853,0.006126186774330319,0.09647706630186928,0.0035229248364736423,0.003
100,0.030000734616699123,1.377670612555072e-07,4.800000288838974,0.3519834902470279,0.19118960142397923,0.202801810885345,6.575044488488515,1.9081382797322528,5.705922418585987e-09,0.0014080976819669283,3.2787839133784096,0.05053347039178018,0.21045472900935808,5.720975564127551,0.8632765536794542,0.004723229998912122,0.0014169689996898003,0.00014169699997227,0.001,0.0010962220000841,0.001026848000494628,0.001,0.001,0.011515593000905391,0.011552813002635566,0.00015749199996147246,0.0010296120012900111,0.004290789566411181,0.0002204774058019673,0.003457270004798618,0.000999713997926981,0.0022908919991127146,0.004647401001074027,0.00014381600002244757,0.0009997139947608975,0.0009874929996865384,0.005977167999865273,0.00029909823061081335,0.00699090172882664,0.005943286220908587,0.0013467131116572672,0.00729,0.0011638152842582917,0.006126183401216569,0.09647744982976426,0.003522534720894014,0.003
200,0.03000129586654718,1.2161205201619577e-07,4.799996312786265,0.3519829171184258,0.19118533248388683,0.20279948494617842,6.575047536731071,1.9081350168151354,5.7059326040440645e-09,0.0014080974383447928,3.2787744878976794,0.05053338654647601,0.210454388681294,5.720971886022037,0.8632719794976227,0.004723229998696506,0.0014169689996000306,0.00014169699995775404,0.001,0.0010962220042290965,0.0010268480010961196,0.001,0.001,0.01151559300180557,0.011552813000859868,0.00015749199990901954,0.0010296120010222557,0.004290788728037838,0.00022047809644440094,0.003457270003880309,0.0009997139904884776,0.002290891998449471,0.004647401002136795,0.00014381600001809035,0.0009997139862980887,0.0009874929995371405,0.005977168002465011,0.0002990979416615428,0.006990902122784708,0.005943294403037105,0.0013467020998198457,0.00729,0.0011638199209044612,0.006126180376321972,0.09647746105136883,0.0035225265664263414,0.003
300,0.030001781726538085,5.574499291326541e-07,4.799997224418509,0.35198476231545456,0.19118708885436628,0.20279812392733967,6.5750473596785515,1.908132880705608,5.705927190206667e-09,0.0014080935128714432,3.278775672012971,0.05053141822784252,0.21045428703292512,5.72097123535334,0.863269347276311,0.004723229997802689,0.001416968999158118,0.0001416969999207365,0.001,0.0010962220032922053,0.0010268480017096779,0.001,0.001,0.011515593002749125,0.011552813005046196,0.00015749199990566876,0.0010296120029545575,0.00429078798939589,0.00022048044690644566,0.003457270009034715,0.0009997139816682302,0.0022908919985636573,0.004647401002964903,0.00014381600004912336,0.0009997139780858844,0.0009874929991530435,0.005977168003357367,0.00029909794429713263,0.006990902042235409,0.005943305558556728,0.0013466967092646148,0.00729,0.0011638207497604333,0.006126178484354786,0.09647745478955592,0.0035225257463504323,0.003
400,0.03000265175093991,1.061858727039607e-06,4.799996121821582,0.3519895140851901,0.19118616189210338,0.20279694887718636,6.575047446084464,1.9081303814636492,5.705930634545982e-09,0.001408097997757745,3.278781838182033,0.05053143700091518,0.21045424742988597,5.720969632121922,0.8632664066939806,0.004723229996463401,0.0014169689989317776,0.00014169699990630152,0.001,0.001096222004024322,0.0010268480020741183,0.001,0.001,0.01151559300332402,0.011552813003970739,0.00015749199985740678,0.0010296120021594734,0.0042907861810118735,0.00022048206718324544,0.0034572700074581,0.0009997139778057337,0.0022908919971845695,0.004647401003534134,0.00014381600005788776,0.0009997139754129591,0.0009874929990216148,0.005977168003879465,0.0002990978844062642,0.006990901970850969,0.0059433160895506895,0.0013466863718792877,0.00729,0.0011638244001533657,0.006126174213417112,0.09647746531884498,0.003522526045570622,0.003
500,0.030002278068477557,7.604682746459074e-07,4.799995716392424,0.35200252709639684,0.19118580373366498,0.20279443337758263,6.575045030764006,1.9081295365289188,5.705920821556233e-09,0.0014081054113412894,3.2787716850830684,0.050531223261096,0.21045419804748391,5.72096542127305,0.863264796612034,0.004723229995950449,0.0014169689989243996,0.0001416969998786568,0.001,0.0010962220066958936,0.001026848002768074,0.001,0.001,0.011515593004042705,0.011552813005928671,0.0001574919998302004,0.0010296120025922255,0.004290782757904016,0.0002204811203491605,0.003457270008820771,0.0009997139786917634,0.002290891996728115,0.00464740100412171,0.00014381600007998523,0.0009997139720907056,0.0009874929987468205,0.005977168004451211,0.00029909802906778483,0.006990902099517579,0.005943325600963237,0.0013466796099853948,0.00729,0.0011638272321493374,0.006126171389169323,0.09647745658388679,0.0035225250236481796,0.003
600,0.0300033175623474,1.0557182847072481e-06,4.7999925145846865,0.35203086032283465,0.191185652656802,0.20279358040353038,6.575044501232244,1.908127982580984,5.7059310545533765e-09,0.0014081203893878192,3.278772866775666,0.05052980497177791,0.21045417638317143,5.720965026766131,0.8632628934823448,0.004723229995343264,0.0014169689987348934,0.00014169699986227757,0.001,0.0010962220084935565,0.0010268480025575507,0.001,0.001,0.011515593004442383,0.011552813006018436,0.00015749199978947747,0.001029612003105512,0.00429078250981539,0.00022048389372991676,0.0034572700090797397,0.0009997139639712736,0.0022908919958248486,0.004647401004852359,0.00014381600007675388,0.000999713974874934,0.000987492998613149,0.005977168004146363,0.00029909785400785376,0.0069909019156040595,0.005943331668993554,0.0013466704439956672,0.00729,0.001163830147407531,0.006126169465467107,0.0964774550796125,0.003522524062033646,0.003
700,0.030003462946049966,1.5339195136675066e-06,4.799991316056418,0.35202276980963093,0.1911858910299286,0.20279209056958877,6.575043903172645,1.908127402739924,5.705923027440732e-09,0.0014081202789102377,3.2787743245010694,0.050529497728036166,0.21045415025822303,5.7209623789875845,0.8632605686826661,0.004723229994436053,0.0014169689983982196,0.00014169699982485785,0.001,0.0010962220049880824,0.0010268480022767974,0.001,0.001,0.011515593005057358,0.011552813008237758,0.00015749199972096595,0.0010296120028410961,0.00429077903458163,0.00022048550298491845,0.0034572700134324163,0.0009997139703445902,0.0022908919952741116,0.00464740100569286,0.00014381600009680563,0.0009997139589616412,0.000987492998108402,0.005977168006753284,0.0002990979378762068,0.006990901995268633,0.0059433395704588795,0.0013466637283812226,0.00729,0.0011638340494335307,0.0061261660769331,0.09647745881652622,0.003522529540854483,0.003
800,0.03000369245530294,1.9335109891510647e-06,4.799990548875342,0.35203401144824953,0.19118476854334227,0.20279076855437264,6.575042882626616,1.9081270062784155,5.705927956230277e-09,0.0014081405172465522,3.2787715965375863,0.05052843382018648,0.2104540860549787,5.720959715711794,0.8632582038339459,0.0047232299944284725,0.0014169689984069652,0.00014169699981727104,0.001,0.0010962220055252664,0.0010268480022632687,0.001,0.001,0.011515593005516326,0.011552813008108858,0.0001574919997275518,0.001029612003670712,0.004290778411399856,0.000220487804017023,0.0034572700089699196,0.0009997139529011527,0.0022908919953488057,0.004647401006021992,0.0001438160001355613,0.0009997139634061725,0.000987492998019672,0.0059771680071936,0.0002990980922133561,0.006990901826820031,0.005943345829890953,0.0013466565698373038,0.00729,0.0011638330391451665,0.006126164912958499,0.09647746495857895,0.0035225340338176547,0.003
900,0.030005387084151423,1.9681408870855622e-06,4.799990185397744,0.3520711557809764,0.19118934781120275,0.2027906316080318,6.575041682803147,1.908126347682713,5.705924957837679e-09,0.001408134071505669,3.278774772877748,0.050527526532918796,0.21045406667913585,5.720960789346405,0.8632580848328824,0.004723229993557858,0.0014169689980397947,0.00014169699978894818,0.001,0.0010962220056152433,0.001026848002911209,0.001,0.001,0.011515593005542217,0.011552813009750026,0.00015749199966986119,0.0010296120041340879,0.004290777190269778,0.00022048972911038913,0.0034572700137929496,0.000999713959539339,0.0022908919943859184,0.004647401006647439,0.00014381600014631054,0.0009997139569426253,0.0009874929976453075,0.00597716800780134,0.0002990983366291159,0.006990901732626226,0.005943348654991685,0.0013466516606491148,0.00729,0.0011638361558155743,0.00612616452718916,0.09647745567375826,0.003522525021970276,0.003
