milliseconds,Tumor,IL2,Immune_cells
0,1.0382305362875355,8.684149705341458e-07,0.005520494079433929
100,1.0246979340542193,-8.425528405254576e-06,0.00023234450247520185
200,1.0692170232353069,8.796000091258163e-06,0.013219215026467748
300,1.0539617059333892,3.454603093173532e-06,0.012740349218041885
400,1.0667422683760024,1.0263720013535915e-05,0.007039984479004165
500,1.1004767408931941,7.744832300830699e-06,0.025349644872063853
600,1.1360378491013596,1.718779160784213e-05,0.02576042377104752
700,1.158540291304232,9.955999701253039e-06,0.01893584367319266
800,1.1299162261293276,1.3195791812304454e-05,0.03056485586347323
900,1.1523731850117327,2.0098554172570263e-05,0.02742423565803035
1000,1.1600058000099884,1.4064702782854492e-05,0.04556241237164121
1100,1.2582207500941436,2.4051258843965082e-05,0.045818296525256014
1200,1.2061080244338216,2.179400726552207e-05,0.043187410380178745
1300,1.2508044794851085,3.6539920662785175e-05,0.05534516206528865
1400,1.3121118599077384,2.8567061860757845e-05,0.057818021531412994
1500,1.3282339189200802,3.87166507902784e-05,0.06467195431939339
1600,1.3317162746421032,3.921327358638896e-05,0.06972961913879097
1700,1.3742384400096428,3.823876636680264e-05,0.06539195560509023
1800,1.3552346064481917,5.47933907685885e-05,0.06543515606517547
1900,1.4470369995016654,5.300001406430677e-05,0.07616318075816425
2000,1.4082162707093728,6.294913239140862e-05,0.08319486492583042
2100,1.4209101906592387,6.713722189576266e-05,0.09276696044129963
2200,1.4598566966358562,6.69847031129831e-05,0.09240099624759293
2300,1.4751901098959075,7.489078847470807e-05,0.09158032423145765
2400,1.5105995474353995,7.856872880877887e-05,0.10889608544228817
2500,1.5587176870929464,7.511429805242585e-05,0.11249507641467651
2600,1.5753571018978774,8.362644597115797e-05,0.11175272946593547
2700,1.6027618007526097,8.04751431410958e-05,0.11086846677315054
2800,1.6943034119313825,9.281197652839464e-05,0.12660768400183725
2900,1.7014561145399731,9.249721766886964e-05,0.1223807139226165
3000,1.6912357596931564,0.00010799563558699011,0.13040278003918818
3100,1.719168137529237,0.00011466112617653358,0.1404274729431056
3200,1.7902876499841172,0.00011930614624124023,0.14873899761574386
3300,1.7925073524880657,0.00012817845333576547,0.15412579749060398
3400,1.8761972164960872,0.0001404233406919075,0.15338039126244965
3500,1.839888333825208,0.00015219273185636395,0.1566704360074022
3600,1.9547501587394904,0.00014547383186629972,0.16773242814977013
3700,1.90501063950594,0.00015820809292240917,0.18100257062487443
3800,2.006922294279148,0.0001717226738928314,0.18143271115508308
3900,2.040611303989193,0.00017147807672794198,0.19407075392701653
4000,2.0634781149403274,0.0001932058031542377,0.19418445375306842
4100,2.112583290878919,0.000196344077765363,0.1951221282800838
4200,2.0990137757982317,0.00020820309903860318,0.21172891375673122
4300,2.1788242707730725,0.00021913127352216275,0.21340480225721795
4400,2.205244357024157,0.00022807255158769247,0.2170456896743792
4500,2.222385298511341,0.00023814042048514724,0.22565541113692497
4600,2.253170900927972,0.00026619149877462646,0.24400798086134015
4700,2.370391498059386,0.0002627705944039321,0.24473264305958842
4800,2.3696602882889812,0.00027831120890279225,0.25767860506595014
4900,2.398707130739892,0.0002895343817530314,0.26522566790892793
5000,2.4768282081151525,0.00030433238452886593,0.2597024664385549
