milliseconds,cdc13T,preMPF,ste9,slp1T,slp1,IEP,rum1T,SK,M,MPF
0,0.2,0.0,1.0,0.0,2.2,0.0,0.0,0.0,1.0,0.20000000000000004
100,0.1794257519879637,0.021132302931462642,0.9969867131074629,0.0035983760943121045,2.15332517025208,0.0014306193674470324,0.009748259764445759,0.009129939238945738,1.0005001250208356,0.14974368558739778
200,0.1613171885053517,0.035472509367777114,0.9978585147628946,0.005101168367316683,2.1072160393865667,0.002100041783600862,0.019159738455329266,0.018499001008281397,1.001000500166708,0.11100234134970509
300,0.1444247214246025,0.04468117106369861,0.9984932356310788,0.005861652854602497,2.0616079868224615,0.0023111815613819312,0.02841352170217067,0.02165697048448353,0.5007505627841479,0.0802877736959765
400,0.12908961260459575,0.050015076904843504,0.99895841590933,0.00638308040257934,2.0164595647389345,0.002236186318943538,0.03764328619243591,0.02163063367701372,0.5010010006697939,0.056264276320043605
500,0.11558062622816033,0.05254991997368922,0.9992997014647608,0.006835864827995275,1.9717441512012437,0.0019966160577588204,0.04692246478968508,0.021627664887149515,0.5012515638056927,0.03780588377025751
600,0.10367685859168577,0.053105319160614665,0.999554603257985,0.007268858389937997,1.927445501512636,0.0016762538303670739,0.05629165994085305,0.02164675833195208,0.5015022522544851,0.023668032208586817
700,0.0931843003581941,0.052293933025602646,0.9997470813222685,0.007694502522509824,1.8835544706882976,0.0013322478638835183,0.06577036988766113,0.021685893232568115,0.5017530660788432,0.012973777382762697
800,0.0839327413412462,0.05056996493370922,0.999876428009492,0.008115481350453197,1.8400667105761235,0.0010034345408725972,0.07535945966631756,0.021742093577487607,0.5020040053414705,0.005445604146218559
900,0.07577288265132132,0.04826664863639822,0.9999437430850153,0.008532240008975248,1.7969812888522227,0.0007205199085845768,0.08502631677280216,0.021809929349850286,0.5022550701051016,0.0018061747270954449
1000,0.0685737895609589,0.04562636679508893,0.999961849650712,0.008944851126405019,1.7542999776513297,0.0005036763872709678,0.09470834836919716,0.021882283145071846,0.5025062604325029,0.0007788797838610115
1100,0.06222032551630442,0.04282478332689004,0.9999676099259281,0.009353356684134428,1.7120252577902113,0.0003478143570715118,0.10437333034364843,0.021955856399729884,0.5027575763864719,0.0004353690682865997
1200,0.05661135203520745,0.039986521639223775,0.9999697333166723,0.009757797542987836,1.6701584630169133,0.0002386087748847806,0.11401258525836071,0.022029802847316017,0.5030090180298377,0.0002800914490397212
1300,0.0516580971782362,0.037197509968250005,0.9999707648418227,0.010158214147776838,1.6286995237909332,0.0001630907868619449,0.12362322639510845,0.022103853919519224,0.5032605854254604,0.00019629834606792578
1400,0.047282628574418166,0.034514971781675306,0.9999704263471485,0.010554646540746008,1.5876472286774517,0.00011127971210650438,0.1332039740866067,0.02217789833671046,0.5035122786362322,0.00014597955208323627
1500,0.043416502036922405,0.03197508088170447,0.9999719195325796,0.010947134365491284,1.546999525476381,7.590974549687668e-05,0.14275414388955077,0.022251881952050946,0.5037640977250762,0.00011354164877420977
1600,0.03999959996843675,0.029598748318972412,0.99996601179542,0.011335716871126868,1.5067537709258774,5.183790446047092e-05,0.15227332197982896,0.02232577596670299,0.5040160427549474,9.153604288101325e-05
1700,0.0369790264118675,0.027395925965610943,0.9999668324084505,0.011720432916231888,1.4669069193133684,3.5484221008569086e-05,0.1617612352376359,0.022399564349487026,0.5042681137888319,7.601079611803678e-05
1800,0.03430833407158166,0.025368899222463083,0.9999692886831177,0.012101320972725338,1.4274556587978244,2.4382926170986676e-05,0.17121769152661478,0.022473238140310985,0.5045203108897476,6.470457912383334e-05
1900,0.03194660109154131,0.023514628521551027,0.9999686056883721,0.012478419129734493,1.388396507530606,1.6847432998533814e-05,0.18064254830422413,0.022546792512871117,0.5047726341207435,5.6247253640878976e-05
2000,0.02985783267515563,0.021826563451533432,0.9999678185088895,0.01285176509738921,1.349725880306976,1.1729310320656325e-05,0.19003569558260708,0.0226202252196119,0.5050250835449006,4.977147357117222e-05
2100,0.02801032561811208,0.020295925534081192,0.9999669819397643,0.013221396210597387,1.3114401343689042,8.248837665632496e-06,0.19939704551681905,0.022693535666801216,0.5052776592253311,4.470844652629355e-05
2200,0.026376149323125382,0.018912652350864197,0.9999660803716197,0.013587349432775349,1.273535600609491,5.877647359229873e-06,0.20872652592820937,0.02276672435741938,0.505530361225179,4.0674311275994764e-05
2300,0.02493068461090818,0.017666072368929687,0.9999651577174368,0.013949661359552631,1.2360086047891348,4.257972235132655e-06,0.2180240760563356,0.02283979253806883,0.50578318960762,3.7403700227531483e-05
2400,0.023652222359200357,0.016545377638382465,0.9999638724876282,0.01430836822242389,1.1988554818059167,3.147811124505671e-06,0.22728964370738908,0.0229127419705293,0.5060361444358611,3.4709366399827575e-05
2500,0.022521610835655664,0.015539950332671195,0.9999601733858209,0.014663505892374234,1.1620725853692018,2.383466649989434e-06,0.236523183263441,0.022985574778135807,0.5062892257731408,3.245679647823494e-05
2600,0.02152195201808591,0.014639584116011496,0.999965084416839,0.015015109883466644,1.1256562945072082,1.8541789381027932e-06,0.2457246542705127,0.023058293340968646,0.5065424336827297,3.054781184956874e-05
2700,0.02063831545754535,0.013834606567706995,0.9999597662057964,0.015363215356393255,1.089603017948134,1.4849739553371998e-06,0.2548940204170227,0.023130900222932817,0.5067957682279295,2.890970771322562e-05
