milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,7.248892877903986e-05,0.0001514395765884925,9.914113941229271e-09,-3.6536289784649743e-10,9.126126244682736e-15,4.895355656233783e-08,8.214169728805802e-09,8.304760143702581e-05,2.762271091326746e-05,3.660473967755445e-07,5.859202345991631e-06,2.0661677053687983e-07,-3.401249439862249e-08,1.0427516541358914e-06,5.265273039224487e-06,-3.2095868093470513e-09,-1.3717026274511788e-05,-3.6262143563630064e-09,5.660351547281044e-10,-8.824404941678663e-12,2.5432144703073516e-14,1.26064742538631e-09,-6.565684816149094e-10,-2.180431893332055e-15
100,9.682885880519969e-05,0.00015965218034612953,1.2431906843099856e-08,-3.283473128896345e-11,4.004687715231962e-14,4.342116035802306e-08,6.800733135904211e-09,1.3359951020350017e-06,5.5979042970412134e-05,4.242193175516432e-07,-4.57852337700662e-06,7.653550196679079e-07,2.295360992025493e-07,5.344003416898465e-06,4.561525201295674e-06,2.9615744028889723e-08,-1.1933003006352036e-05,-6.399622108475527e-09,-2.8311688062238338e-09,6.334925518876498e-11,4.770811088873865e-14,4.6523002736912816e-10,-4.69224015319018e-10,-1.821501149471344e-15
200,0.00010616468658477464,0.00016977639303565123,2.5214060526891103e-08,-2.8573689063192477e-11,5.1349034788184865e-14,5.8322065538259986e-08,8.011598307812407e-09,-7.771086262370173e-08,8.049999313295626e-05,5.382554365457768e-07,2.9665049948214843e-06,-2.530875468324715e-08,2.941805120769579e-07,1.2999393580744283e-05,4.767917788799469e-06,4.481092714279619e-08,-1.1545811099013067e-05,5.103454785670954e-09,-1.0387592915522687e-08,1.2105983162930183e-10,-6.276417673249516e-15,-9.744375477935919e-11,4.770194272270301e-10,-1.3807735464271428e-15
300,8.09974170906117e-05,0.00016585114020993414,1.3369436699618277e-08,9.971252308376271e-11,5.092772330335366e-14,3.228501722901527e-08,5.8362514325654894e-09,-9.057068608406608e-09,4.5020830604285634e-05,6.027871473826381e-07,-4.899746693757646e-06,2.9888092991700917e-07,3.7025248027752306e-07,1.7946400071636956e-05,5.106083435795788e-06,5.8129734294193766e-08,1.681127973774928e-06,2.1006681778693533e-08,-8.429271737083044e-09,2.004526146647279e-10,1.1930786499802968e-14,-5.118816976730543e-12,-6.967975184735033e-11,-4.341242294037435e-16
400,7.384883230156049e-05,0.00017016799227309075,8.582032158773031e-09,9.459601623565661e-11,3.667872860607598e-14,4.160926015578289e-08,6.484002062073059e-09,-2.427653245464974e-07,5.267570589008603e-05,6.616063815052936e-07,-2.3762604140354036e-06,4.924768390723908e-07,4.6961249096529824e-07,1.8205794742738612e-05,5.046212279561767e-06,6.825305857817362e-08,2.524691263396497e-05,1.6969674081553683e-08,-1.284781563757559e-09,1.7313003343811392e-10,3.984097052373875e-14,1.8497274423939793e-09,2.7625928380916014e-10,2.5433693243625147e-15
500,5.3402161036583734e-05,0.0001703971071192195,9.217328305140553e-09,3.2720622967385443e-10,3.835560597242162e-14,2.286597899575214e-08,6.272920375187969e-09,5.46599299477103e-07,-1.4691363353649562e-06,1.0702655614765137e-07,5.816800604920751e-06,8.808446430585643e-07,4.206339362935936e-07,1.8276520965018438e-05,4.371162671974835e-06,6.792441341718674e-08,2.3098782265195733e-05,1.566658629340312e-08,-1.6812442332352125e-09,1.8507224973355477e-10,9.087717164473397e-14,5.691073823272845e-10,8.390264900713557e-10,3.1641539424238166e-15
600,8.678548837557367e-05,0.00016754026527203612,-9.890421902372189e-09,4.850737381351248e-10,6.6009299309632494e-15,2.7667029900875776e-08,6.287032071611121e-09,5.34041502589001e-07,2.5075890385719452e-05,1.996346704164814e-07,-1.020864038942715e-05,1.443010712214644e-07,4.332605810669343e-07,2.2035234230324364e-05,4.717438621449082e-06,6.713825188023955e-08,4.820760153740882e-05,2.8637600705969268e-08,3.962333072644662e-09,1.9921647442393221e-10,4.5367745363752386e-14,1.6487709255598234e-09,1.2541046978383316e-10,2.8615154942566197e-15
700,0.00011439432930793645,0.00016955315851773325,1.2961126990636628e-08,7.862276208931468e-10,8.648064616271427e-14,3.122056144589949e-08,6.465850407946691e-09,-1.924209192986595e-07,3.617700534911982e-05,3.0237114178787366e-07,5.425105507595809e-07,3.48917225847123e-07,3.7703478901752627e-07,2.379239450585578e-05,4.661342513737394e-06,6.705220611697475e-08,6.52672415453371e-05,2.9449586888892134e-08,2.3489477981226606e-08,1.9331155431723546e-10,1.4670289015389868e-13,2.501541136735596e-09,9.868135683190493e-10,3.88308095390269e-15
800,9.90303743938995e-05,0.00015561093291676154,7.255903754910971e-09,1.0755935403897775e-10,3.8555622608084954e-14,3.464930082236357e-08,4.549957587465002e-09,5.040677345103393e-07,-3.075898203808573e-05,7.905230338885574e-07,1.4833945435304645e-05,1.164557522940338e-06,4.1011154094913524e-07,2.767923497054368e-05,4.484135352020034e-06,6.065379379042662e-08,6.294929128548547e-05,3.853917238349788e-08,2.155994112749594e-08,2.085762068245451e-10,1.3272616537000167e-13,3.429363364297622e-09,-9.750812433564517e-11,5.3473484049258304e-15
900,0.00011241807875372414,0.00016165256421040507,-1.125088811868178e-08,7.97030642176792e-11,8.961030553002003e-14,1.3306244435687573e-08,5.7150583118776425e-09,-3.9168317324880295e-07,2.802782665961397e-05,3.8150089536403934e-07,-7.845423636128004e-06,4.1730909404785023e-07,4.0780502302027743e-07,2.4973357250753895e-05,4.25620583789687e-06,6.043944514680836e-08,8.065610482286752e-05,3.4487112731917086e-08,2.8767597008642592e-08,2.1416791492241655e-10,6.311005297006103e-14,2.4914083840330684e-09,3.4403218167096025e-10,3.4167244084232832e-15
