milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,5.6310057138722296e-05,0.00015794668928816277,2.4701414910019188e-08,-4.115338560534983e-10,3.6958846953261866e-14,3.5736610863242285e-08,7.148197602598348e-09,8.281692722621668e-05,-6.877502165233404e-05,-7.974614028348649e-08,4.929974794676113e-06,-4.89895639891786e-07,2.5616693496052493e-08,-3.3028293344799876e-06,4.902576437108295e-06,-3.753519369251452e-10,-1.2681655682868594e-06,-1.4633273152087577e-08,-1.7385586665251314e-09,1.3831287317828389e-11,-7.161387252283004e-15,-5.013565470453669e-10,-5.548212057395791e-10,-4.61692625561438e-16
100,7.044865637475773e-05,0.0001649653026564653,1.1754582615028768e-08,4.5149327686028863e-10,4.081812081552219e-14,4.8358892949701985e-08,8.325523525126878e-09,1.5591958005449436e-06,4.8280721944986674e-05,-8.967596270700645e-08,-7.059704189285624e-07,-2.4586605729054973e-08,1.7195459751040215e-07,5.768363635525397e-06,5.0814037069721345e-06,3.2838478928584974e-08,-1.3510503470256979e-05,-1.339574172159247e-08,1.4365351757242354e-08,8.381431504609971e-11,3.489637676129933e-14,1.8983287205290462e-10,5.971215619685862e-10,-6.585602945141036e-17
200,0.00011193280612332938,0.00017493874127236985,2.8532620874338596e-08,-9.853343944427084e-11,4.756335767880828e-15,4.3570818143449286e-08,6.60600397075383e-09,6.266367601556423e-07,-5.494540881867884e-06,3.876854382392823e-07,1.6380445237215525e-06,3.652227618709702e-07,3.037840780623624e-07,8.704004052773537e-06,4.739468458880547e-06,4.335162093447018e-08,-1.2694871951663295e-05,9.370936703810419e-09,8.100284367060038e-09,1.1056709854468266e-10,7.227625809862258e-14,3.900995946461421e-10,8.171639831401905e-11,1.0294734718567856e-15
300,6.098316797616218e-05,0.0001668803188348676,1.499621475392657e-08,7.983779330443089e-11,2.058649859202261e-15,5.216015481468786e-08,5.740302561658517e-09,1.277285851208223e-06,4.295718178888653e-05,-1.6093625016958125e-07,9.899526339531937e-06,1.6659834693408353e-08,4.035435683604887e-07,1.3047879580998852e-05,5.069913687591128e-06,5.967950274178318e-08,2.0598348389824156e-05,4.758703154668406e-09,2.4517205799328077e-09,1.8863525108434798e-10,2.1510235561138042e-14,1.192922001931374e-09,-3.7408633705022196e-10,-4.760577915579099e-16
400,0.00011242162798034345,0.00015100305748473128,9.230960964344883e-09,4.498520902527758e-10,-3.471480198138102e-14,3.197164677004683e-08,5.46078198877084e-09,-1.6191945640581677e-06,8.548026397019508e-05,7.096689847601325e-08,9.303360047951293e-06,2.1934110371626343e-07,4.2121232714950695e-07,1.916008746910049e-05,4.960696849964424e-06,6.7314892294993e-08,1.7252186809650096e-05,1.5668645695717137e-08,2.7078199094134368e-09,1.71092593757074e-10,7.04703364736041e-15,7.66325357863793e-11,-4.5458436993414104e-10,1.5934192918345983e-15
500,7.515430621817117e-05,0.0001745436705309297,-2.5470309485811672e-09,4.716596458343893e-10,-1.5840191981963707e-14,2.8836730098213317e-08,6.2560466993510535e-09,-1.7247867259807881e-07,6.942201941200027e-05,6.711777655297858e-07,1.242556045444625e-05,8.095306722776574e-07,4.0084456076290077e-07,2.2807218483356848e-05,4.640104031032653e-06,7.097962695183252e-08,2.057819248357715e-05,4.073320973553636e-08,1.1709776326317125e-08,1.7311169249507303e-10,1.2139637685324674e-14,3.111981742989528e-09,4.825397953343191e-10,-6.21245210879212e-16
600,0.00010736244070584201,0.00016444370626502523,1.6813514048632296e-08,5.13599240941074e-10,8.584445367375145e-14,2.4503805159865315e-08,5.9829952378567966e-09,-6.145914093695754e-09,-1.5106851210100453e-05,6.832416769197097e-07,1.3889119883265565e-05,2.442664947377757e-07,3.707679768075591e-07,2.218555225352183e-05,4.276563123011483e-06,6.764469626099515e-08,5.299445723782138e-05,2.705444782561923e-08,6.295633397473434e-09,2.500867046971327e-10,9.828520479944699e-14,2.322937206861963e-09,3.9334265817142246e-10,2.3918062543121444e-15
700,7.745217324121432e-05,0.00015083242209273953,3.882453214567727e-09,2.49215776548461e-10,9.573844638727428e-16,2.7128755788722966e-08,6.425003899857211e-09,-8.958549255113718e-07,-3.1201308804639874e-05,5.3986980314413626e-08,1.3092572947744578e-05,6.866635313521486e-07,3.901939261159239e-07,2.413161681605155e-05,4.735404367420209e-06,6.184583954407423e-08,6.240821019246641e-05,2.457446617685357e-08,2.6345857847011342e-08,2.20749023814478e-10,5.499424472530704e-14,2.033980086291195e-09,-2.3201654407329488e-10,5.266577531990666e-16
800,5.775483043357624e-05,0.00014883040934410985,-1.7292561275654816e-08,8.521268264202861e-10,-1.7761455285180798e-14,2.3182453054241704e-08,4.96622820478151e-09,2.9767795782162006e-08,-7.044002234733946e-05,6.131692153695612e-07,-2.886838839817343e-06,7.028321816948631e-07,3.453867242731546e-07,2.8422473875641628e-05,4.259234026805199e-06,6.622299009192773e-08,5.7173775789177185e-05,2.132433291775863e-08,2.37556716208741e-08,2.0156735952947168e-10,5.274575637173636e-14,3.807300880461889e-09,9.061523829092691e-12,4.496631067366732e-15
900,6.122361943265005e-05,0.0001713819663883137,-9.772565651268838e-09,1.7816546039164133e-10,9.444092633805863e-14,3.712666388114401e-08,5.088952065991395e-09,-5.147368861900895e-07,-1.18527338744104e-05,5.8536634902937e-07,-1.1795329992135455e-06,4.532467338102885e-07,3.3217875180260916e-07,2.707252287325112e-05,4.3295966085998675e-06,6.2056024992641e-08,6.090296550164574e-05,3.757708223727739e-08,1.0073017303666633e-08,2.1595954599116872e-10,1.4736944403144365e-13,4.539055431908366e-09,6.116317278671904e-10,3.1829074495390405e-15
1000,0.00011000025721292665,0.00015171798992204993,-1.8210004470773703e-08,8.994320377739365e-10,4.693773414058318e-14,1.2854287293351989e-08,3.624818668465658e-09,-1.5756315589889304e-06,-5.0830361146311207e-05,9.035828591380353e-07,4.0293177620079794e-06,5.790904364154656e-07,3.7753867340165533e-07,2.683392481345829e-05,4.6234486886997586e-06,5.751735670837844e-08,6.510835619941376e-05,3.8522767925966355e-08,9.029075848445775e-09,2.1220632451435428e-10,1.1830174711952064e-13,4.71335660558429e-09,1.0365821457723527e-09,4.25827471189751e-15
1100,0.00010112581787603292,0.00017311235252602864,-1.3889618886658748e-09,7.288817367906655e-10,2.4351386844786626e-14,1.8393268680222796e-08,3.332034536149434e-09,-4.393360294160285e-07,-3.1783121035358585e-05,3.9024036545830754e-07,-1.2755239705646248e-05,3.882727192719988e-07,3.415746413182846e-07,2.918819069991367e-05,4.59188358310871e-06,5.981891542705447e-08,7.561722889503093e-05,3.9449252310520425e-08,2.1855649244776793e-08,2.410432457562784e-10,8.810338241895618e-14,5.160007027636983e-09,1.093205997937036e-09,4.0009123244266616e-15
1200,0.00010625611221374415,0.000159841836990259,-2.359668525837204e-08,1.031161183777566e-09,9.664198129761716e-14,1.85204629596503e-08,3.3340490631210526e-09,-9.471397525517534e-09,1.2632199851434552e-06,4.885201591124506e-07,1.3590116164978907e-05,4.653097751870233e-07,2.979755647148147e-07,3.30352521188707e-05,4.538548371487133e-06,6.000497502319375e-08,0.00010018815483518316,3.575582774228197e-08,2.988668470412902e-08,2.7170875013729916e-10,8.531509849099538e-14,4.304660456594651e-09,1.125674093989137e-09,6.908191560065231e-15
1300,0.00010331413951942156,0.00017556698967456186,-3.105999043378158e-08,2.3604383452009355e-10,1.375036457035278e-13,2.4329549615698064e-08,3.157637555937318e-09,4.815915251320467e-07,-7.897710694352481e-05,5.537573102560941e-07,9.829156584656903e-06,7.813305646196943e-07,3.0428393559635127e-07,2.976176954772678e-05,4.3225258920314775e-06,5.3704965374206195e-08,0.00011056035347492752,2.3712801087549367e-08,1.5948674102878952e-08,2.5658270042151613e-10,1.844711037800538e-13,5.887280504108398e-09,1.6466144565751802e-09,5.760571412881439e-15
1400,8.122930991459399e-05,0.00017590960183455756,-1.9002194584431716e-08,9.796401434354676e-10,1.3762050869954515e-13,7.60784041883097e-09,2.8410086695518004e-09,-1.4489543901520985e-06,-8.650760276431327e-05,5.035375910577812e-07,-1.4583318284982725e-05,6.744454011160719e-07,3.500767300883974e-07,3.121669411655749e-05,4.294522809752767e-06,5.030283597172116e-08,9.620525201450896e-05,3.4854653807029343e-08,4.2468796365978176e-08,2.9285343913458637e-10,1.7210456619181689e-13,7.181921809466726e-09,1.5986258415109845e-09,6.7092571163545485e-15
1500,8.999183134998693e-05,0.00016097511050821396,-1.612760566407627e-08,2.9313468612187625e-10,6.266701953979039e-14,1.7270791835445288e-08,3.224556818811216e-09,-7.160248919837896e-07,-0.00010229165246463897,8.271776419751405e-07,-9.582368551331161e-06,5.476187428978643e-07,2.8032379515453625e-07,3.3437846190953284e-05,3.89216541030952e-06,5.497255841809046e-08,0.0001173392250367546,1.1625453597864075e-08,1.976402890922852e-08,2.1231831213909148e-10,1.9215820801003018e-13,6.942668948084218e-09,1.0223267098617365e-09,7.069676841452146e-15
1600,6.902849904940752e-05,0.00016241536232279702,-3.795258918928088e-08,7.878497733249393e-10,9.134989324718538e-14,5.51380388014889e-10,2.1401165569601897e-09,-1.4277123120334609e-06,-2.5751931652847986e-05,6.576715254327105e-07,-1.0328485865336003e-05,5.987130096784301e-07,2.6008331006084394e-07,3.3671011019149585e-05,4.386392859720528e-06,5.0876674650557397e-08,0.00011247530319033012,1.0729843418592999e-08,3.012536723399303e-08,2.100039725484482e-10,1.3049308968447244e-13,7.235882648966713e-09,1.5646281611585914e-09,7.167023968358628e-15
1700,5.93251885020198e-05,0.00016833336980688653,-3.063390033490049e-08,6.312699006054287e-10,8.999367964201932e-14,6.217810515536832e-09,1.746381147580965e-09,3.5075997136949e-07,-0.00014876838785782203,1.1177082454861525e-06,5.877186933618347e-06,6.807563263933988e-07,2.3816322413067818e-07,3.644449302051965e-05,3.629591236378682e-06,4.6595455710254296e-08,0.00014221491978794377,-1.1818041963556745e-09,4.5155620306107194e-08,2.3661789724078796e-10,1.4899832951264944e-13,7.785666720731825e-09,1.5864697808159087e-09,1.0126391038849232e-14
1800,7.926726454146702e-05,0.000157330659764524,-1.3566935022590465e-08,6.633659242770337e-10,1.8630751236295968e-13,8.542182739689926e-09,1.811166474251414e-09,-1.8318084929529333e-07,-5.375161985524931e-05,1.5548517018397042e-06,-9.119236592216539e-06,-3.089527619048051e-08,3.0883497764726425e-07,3.8357357699473664e-05,3.6843517215482513e-06,4.981615060702985e-08,0.0001378252055729124,3.0151216556364915e-08,3.5176555274974706e-08,2.8762349126335726e-10,1.434218523764918e-13,6.8003263454565e-09,7.533945565431631e-10,8.388210347552393e-15
1900,7.054584126109709e-05,0.00016075118586687194,-2.2597559999103522e-08,7.774841256905816e-10,1.210187570509363e-13,3.722284880617163e-09,-7.137169610051804e-12,5.447828347388738e-07,-0.00012370723035863755,1.499086892166936e-06,-1.6435807845970058e-06,7.745367736101673e-07,2.7199894831636707e-07,4.0507830077733434e-05,4.1714213018627315e-06,4.3526687360963434e-08,0.0001366748910762052,-5.656111586313781e-09,4.6257684644258515e-08,2.8006475202523435e-10,2.4766810345153087e-13,8.734243316082276e-09,1.6411498256911491e-09,9.184182814917492e-15
2000,8.48721888333558e-05,0.00015645590583523352,-3.0375824602723006e-08,1.1787350870696213e-09,1.260992422760571e-13,6.1563307782101455e-09,1.6286974593102092e-10,-8.391184219321669e-07,-0.00018110856107423818,1.2642613670030837e-06,-1.1870210142546054e-05,4.531831284824807e-08,2.744529813672133e-07,3.908244775814124e-05,3.707634354614962e-06,4.6288416517374564e-08,0.000159589096510241,9.655074345122138e-10,5.2498913379422474e-08,3.1933040113626657e-10,1.9295476623924757e-13,8.42468095739699e-09,1.4585577421125465e-09,1.2163417098336974e-14
2100,8.671156860537037e-05,0.000163711994716416,-2.5634035532592484e-08,8.565751360462025e-10,9.105072006227273e-14,-1.630112635512912e-08,-2.962011001106607e-10,2.4796062076310795e-07,-0.0001984238474648555,1.6557615348796146e-06,-6.785863807621846e-06,2.812170173259457e-07,2.469682947318205e-07,4.3918941866754926e-05,3.566364358233682e-06,4.4117895552422263e-08,0.00018823915749633828,-3.7578135037203934e-09,4.1269618056325457e-08,2.7479319577468603e-10,1.9563208704225314e-13,7.780813083502134e-09,1.8301702615963258e-09,9.920429298726217e-15
