milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,0.00011023591045486077,0.0001592787173389686,2.05374819175074e-08,1.360574131893892e-10,4.515943612069506e-14,5.345507202068718e-08,7.627321272868576e-09,8.28346311610896e-05,5.185777375800667e-05,9.621620423389134e-08,1.3806275031583221e-05,5.152705584667996e-07,2.1612922968683043e-08,-1.8974463450530926e-07,4.789199261676538e-06,-1.4854084223061458e-09,-1.0078076960532442e-05,1.8288094515994057e-08,8.706396430506414e-09,-2.716741422688806e-12,-1.3826452226523631e-15,-1.2981044826029488e-09,-9.276928968750693e-11,-8.563125907369484e-16
100,7.28283829637187e-05,0.00015917573840299216,3.184957224952479e-08,4.260690744084678e-10,5.052574648059038e-14,5.425580199162382e-08,7.414350523865517e-09,5.707249559034277e-07,7.577765769480333e-05,1.7599867420870097e-08,-1.609991329623979e-06,7.033681243462334e-07,2.3283289998554918e-07,6.2498881686814375e-06,4.618796128014011e-06,3.0662163599833055e-08,1.7514284173628858e-06,2.3278468963095812e-08,-5.48779644236706e-09,2.415844469552321e-11,-8.059243090660868e-15,1.5439058740047057e-09,-5.219173750844127e-10,1.799018323439158e-15
200,6.035131054484772e-05,0.00017129495537393196,2.9672220094046376e-08,3.100206203761159e-10,-5.76103855143442e-14,3.310962631123244e-08,6.53316021863455e-09,1.8338247240350236e-06,7.800091707022198e-05,1.0125976217905288e-07,1.6413336854401992e-06,1.3292885433663518e-07,3.223810740354377e-07,1.4407944902724142e-05,5.174117059125934e-06,4.461613074203499e-08,1.8625248080969816e-06,8.551265714597616e-09,1.2168242883320177e-08,4.147832531095295e-11,5.957298447796086e-14,1.1515134627426325e-09,8.456944472332069e-10,2.371402862193681e-16
300,0.00010797336119722133,0.00016319655132317974,2.5801633600478333e-08,9.592691479306904e-11,3.2698240400048294e-14,4.623962598524356e-08,5.820082358917479e-09,9.633889533074386e-08,1.212742923818616e-06,-2.854724073978081e-08,-7.898016398960001e-06,6.818696450549768e-07,3.3332029281432315e-07,1.3136213298807456e-05,5.0399595863125405e-06,5.973445035507529e-08,1.677830206040303e-05,2.7202553983712614e-08,1.9027755805309234e-08,1.658419227523192e-10,1.3067632248021193e-14,2.60616651160686e-10,-1.2210921232829247e-10,1.7175627626488134e-15
400,7.875426499944421e-05,0.00015942888980352088,-5.191166360543002e-10,2.4910161142681644e-10,1.1093176457887092e-14,4.1279702663232714e-08,7.3993519292929e-09,6.341500281119249e-07,7.407565150558484e-06,4.4152175141429684e-07,-9.059112384689085e-06,8.10865013203343e-07,4.194929265255437e-07,2.17062215199322e-05,4.781891504837746e-06,7.148509151470762e-08,1.6888482595928834e-05,3.5215799674479506e-08,1.4564594414811173e-08,1.8858478053929224e-10,1.6893958526314413e-14,2.500652477647947e-09,-3.193680894015433e-10,-7.597806980963784e-16
500,9.315041445199543e-05,0.0001599665235114272,1.1085865358510003e-08,5.35452852091394e-10,-2.3440475062375013e-14,2.9135852326464434e-08,6.888465549143819e-09,-9.645419057522494e-07,0.00010194928857391536,-7.040252451051924e-08,2.607266157285515e-06,4.429738252387376e-07,4.2497887061916426e-07,1.8981148857840405e-05,4.987514092487093e-06,7.13070372069247e-08,3.5914005355517525e-05,4.039893156172596e-08,9.750949673263401e-09,2.325607335067676e-10,5.5534128471940144e-14,1.450778062007171e-09,4.240030753492344e-10,2.0927729397450584e-15
600,6.146831025471259e-05,0.00016715410995596117,-4.946464960804908e-09,9.203811777082215e-11,-1.3439935242304944e-14,4.797229478044616e-08,6.599363261152965e-09,-1.5812152366721602e-06,5.0375802653656e-05,7.921974103000816e-08,5.234993780986143e-06,7.69744745509468e-07,4.431539480318893e-07,2.5157703978622998e-05,4.698900568283905e-06,6.721437822672104e-08,1.729305204618293e-05,3.12974306906029e-08,1.5647659181969887e-08,1.9674148657101113e-10,1.0003703051199455e-13,2.531770400738344e-09,-2.115210579543318e-10,2.1977355763056355e-16
700,7.301324891185865e-05,0.00015523168936592232,-1.8410558528817212e-10,6.809018072320847e-10,6.667352356573205e-14,3.2516072025438445e-08,5.919609819842718e-09,-7.742160013998308e-07,5.931844044826145e-05,5.092525680585298e-07,-1.0002197891763697e-05,1.7854520971725083e-07,3.827675120118991e-07,2.3133149831138558e-05,4.992575660527451e-06,6.828687727926287e-08,5.159102251947223e-05,5.512751203762905e-09,1.9042720278795346e-08,1.9760816521316186e-10,4.3346515458098844e-14,3.775702372106891e-09,1.626737306852451e-11,2.2253007983375797e-15
800,7.46356707374379e-05,0.00016453275960890405,1.3999984712553607e-08,3.2462716037923606e-10,1.0354521923086665e-13,4.329149986704346e-08,5.3823922909291986e-09,-1.5221508635260845e-06,2.572274305838582e-06,8.597330894113743e-07,-6.026717768011508e-06,2.1612678632256206e-07,3.457016880052565e-07,2.5399984571325983e-05,4.279252677104889e-06,6.524912700424426e-08,3.9572690587774635e-05,3.333278270039052e-08,1.2647188029853841e-08,2.589532491883977e-10,1.3799661965270336e-13,2.9706999969149795e-09,3.1412071473318553e-10,3.2502689854139406e-15
900,7.242007325045608e-05,0.00017358119581348944,4.417690433831954e-09,5.85112225443486e-10,4.6031652324172253e-14,2.807752158012595e-08,3.6875391890338524e-09,7.145624128840328e-07,8.515827111172144e-06,3.9066825176059953e-07,9.684952748184353e-06,6.436593056957222e-07,3.3784343124705105e-07,2.839976796418357e-05,4.740617958492432e-06,6.47249200916465e-08,4.6248191186821015e-05,1.9472475098491906e-08,9.349041725453264e-09,2.4491054845639196e-10,1.4527238242912795e-13,2.879585931596491e-09,1.2032346370029462e-09,4.301144794263668e-15
