milliseconds,Myc,AKT,AKTp,PI3K,GSK3B,GSK3Bp,ERK,Myc_ser62,Myc_thr58,GF
0,0.0,0.6,0.0,1.0,0.6,0.0,1.0,0.0,0.0,1.0
100,0.0074808226848983835,0.0024487747934783337,0.5975512252065207,1.0,0.004906861258014271,0.5950931387419852,1.0,0.0894784911208355,0.0001529186556572088,1.0
200,0.007482985594996429,0.002448774793478333,0.5975512252065207,1.0,0.004906861258014271,0.5950931387419852,1.0,0.18296031276770258,0.0002890155733176281,1.0
300,0.007482988681471188,0.002448774793478333,0.5975512252065207,1.0,0.00490686125801427,0.5950931387419852,1.0,0.2732234696424141,0.0004044710342134273,1.0
400,0.007482988181256664,0.0024487747934783333,0.5975512252065207,1.0,0.004906861258014272,0.5950931387419852,1.0,0.3603798129080929,0.0005002947293822734,1.0
500,0.007482987336755009,0.002448774793478333,0.5975512252065207,1.0,0.0049068612580142725,0.5950931387419852,1.0,0.44453716402669374,0.00057925188502327,1.0
600,0.007482987727769947,0.0024487747934783333,0.5975512252065207,1.0,0.004906861258014271,0.5950931387419852,1.0,0.5257991756397089,0.0006441008932901997,1.0
700,0.007482987719266996,0.0024487747934783324,0.5975512252065207,1.0,0.004906861258014272,0.5950931387419852,1.0,0.6042656680022006,0.0006972676390387427,1.0
800,0.007482987722901657,0.0024487747934783333,0.5975512252065207,1.0,0.0049068612580142725,0.5950931387419852,1.0,0.6800329648002518,0.0007408168710970896,1.0
900,0.0074829877195949045,0.0024487747934783333,0.5975512252065207,1.0,0.004906861258014272,0.5950931387419852,1.0,0.7531939956530511,0.000776468211318776,1.0
1000,0.007482987720776952,0.002448774793478333,0.5975512252065207,0.1,0.0049068612580142725,0.5950931387419852,0.1,0.8238384401208074,0.0008056432727101139,1.0
1100,0.07997484274747171,0.5903276928154781,0.009672307184521473,0.1,0.5995005619517497,0.00049943804825024,0.1,0.7938195286926378,0.018739555901828336,1.0
1200,0.13623781209540498,0.5903276928154398,0.009672307184559576,0.1,0.599500561951747,0.0004994380482531028,0.1,0.7639208650198455,0.03659606420621385,1.0
1300,0.18139908835389157,0.59032769281544,0.009672307184559472,0.1,0.599500561951747,0.0004994380482530945,0.1,0.7356535357115693,0.051088762570005594,1.0
1400,0.21784015438452628,0.59032769281544,0.009672307184559498,0.1,0.599500561951747,0.0004994380482530968,0.1,0.7086329242468498,0.06284905993946675,1.0
1500,0.24730455742181312,0.59032769281544,0.009672307184559492,0.1,0.599500561951747,0.0004994380482530963,0.1,0.6826999283580103,0.07238975714906586,1.0
1600,0.271151186754861,0.59032769281544,0.009672307184559496,0.1,0.599500561951747,0.0004994380482530968,0.1,0.6577638417714292,0.08012727830025469,1.0
1700,0.2904624563673985,0.59032769281544,0.009672307184559498,0.1,0.599500561951747,0.0004994380482530968,0.1,0.6337606434527986,0.08639981422817888,1.0
1800,0.30610719897899846,0.59032769281544,0.009672307184559494,0.1,0.599500561951747,0.0004994380482530964,0.1,0.6106401159483781,0.09148207545322515,1.0
1900,0.31878516413473157,0.59032769281544,0.009672307184559492,0.1,0.599500561951747,0.0004994380482530966,0.1,0.5883604398888723,0.09559721074593008,1.0
2000,0.32906027223565465,0.59032769281544,0.009672307184559494,0.1,0.599500561951747,0.0004994380482530963,0.1,0.5668855477801324,0.09892632242529818,1.0
2100,0.3373890357670209,0.59032769281544,0.009672307184559496,0.1,0.599500561951747,0.0004994380482530964,0.1,0.5461825165668237,0.10161652561878048,1.0
2200,0.3441409013865879,0.59032769281544,0.009672307184559492,0.1,0.599500561951747,0.0004994380482530964,0.1,0.5262210794477961,0.10378729546954246,1.0
2300,0.34961472334600385,0.59032769281544,0.009672307184559496,0.1,0.599500561951747,0.0004994380482530966,0.1,0.5069733231809436,0.10553564945723118,1.0
2400,0.3540526669966513,0.59032769281544,0.009672307184559494,0.1,0.599500561951747,0.0004994380482530967,0.1,0.4884129110867622,0.10694035163272243,1.0
2500,0.3576509881272128,0.59032769281544,0.009672307184559496,0.1,0.599500561951747,0.0004994380482530964,0.1,0.470514970846068,0.10806536975667089,1.0
2600,0.3605685424377992,0.59032769281544,0.009672307184559496,0.1,0.599500561951747,0.0004994380482530967,0.1,0.4532560188915509,0.1089626162414668,1.0
2700,0.36293406535499306,0.59032769281544,0.00967230718455949,0.1,0.599500561951747,0.0004994380482530963,0.1,0.43661366049987754,0.10967421372868097,1.0
