milliseconds,srci,srco,srca,srcc,Cbp_P_CSK,CSK_cytoplasm,PTP,PTP_pY789,Cbp,Cbp_P
0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
100,0.9998604721578185,0.00013952737699237752,4.6518855423816986e-10,4.620370397964419e-19,4.981703518271977e-08,0.9999999501829651,0.9965222855456854,0.0034777144543145463,0.9999900000380886,9.950144876469682e-06
200,0.9994454218054256,0.0005545744954053199,3.699175338662128e-09,2.6125147716462632e-17,1.985408881264734e-07,0.999999801459112,0.9931083514639373,0.006891648536062722,0.9999800000117465,1.980144738055435e-05
300,0.9987602410372165,0.0012397465529237017,1.240988031839356e-08,2.8566909819522226e-16,4.450921313743081e-07,0.9999995549078687,0.9897570277559774,0.010242972244022765,0.9999699995075899,2.9555400326569553e-05
400,0.9978104352180711,0.002189535541159212,2.9240833230173418e-08,1.5318789713673742e-15,7.884079871656747e-07,0.9999992115920129,0.9864671650023308,0.013532834997669347,0.9999599978509836,3.9213741186689334e-05
500,0.9966016156187327,0.0033983276126549164,5.6768679195469215e-08,5.6869329607424465e-15,1.2274456976954267e-06,0.9999987725543024,0.9832376351144267,0.01676236488557325,0.9999499941008198,4.877845366804811e-05
600,0.99513948534853,0.004860417145313083,9.750617570256487e-08,1.6706034003196638e-14,1.761184818105735e-06,0.999998238815182,0.9800673306028254,0.01993266939717469,0.999939987059612,5.8251755696612276e-05
700,0.9934298281664377,0.006570017928336561,1.5390514884355983e-07,4.143469872809664e-14,2.388628975204157e-06,0.9999976113710248,0.9769551639909928,0.023044836009007263,0.9999299752824147,6.763608863840948e-05
800,0.9914784977218988,0.00852127391852078,2.283593711091268e-07,9.072614377841139e-14,3.108808061220131e-06,0.9999968911919388,0.9739000674818553,0.026099932518144783,0.9999199570825599,7.69341093168947e-05
900,0.9892914055668696,0.010708271224308596,3.2320845194859986e-07,1.8085365635771637e-13,3.920780663698047e-06,0.9999960792193364,0.9709009925810921,0.029099007418907932,0.9999099305377925,8.614868142249485e-05
1000,0.9868745117310854,0.013125047526774769,4.4074158586766947e-07,3.3480518590683783e-13,4.823636001085875e-06,0.999995176363999,0.9679569098122512,0.03204309018774883,0.9998998934946173,9.528286924436223e-05
1100,0.9842338146135249,0.015765602183148552,5.832024252395062e-07,5.838505983312399e-13,5.816495920504728e-06,0.9999941835040796,0.9650668083591623,0.03493319164083777,0.9998898435738159,0.0001043399300558256
1200,0.981375346860711,0.018623900346205657,7.527915516620979e-07,9.682871029682539e-13,6.898515724451661e-06,0.9999931014842757,0.9622296959135068,0.03777030408649335,0.9998797781716314,0.00011332331224594075
1300,0.9783051587087932,0.021693889613687095,9.516751168999628e-07,1.5401606892422198e-12,8.068887515696024e-06,0.9999919311124844,0.9594445980900105,0.04055540190998952,0.9998696944668594,0.0001222366450137139
1400,0.9750293118259121,0.024969506181064315,1.1819895526295296e-06,2.364617748845706e-12,9.326841447736389e-06,0.9999906731585524,0.9567105581696154,0.043289441830384634,0.9998595894234917,0.00013108373427741049
1500,0.9715538715146439,0.028444682633446336,1.4458471751228423e-06,3.5215355175720427e-12,1.067164733218597e-05,0.999989328352668,0.9540266367982514,0.045973363201748704,0.9998494597934066,0.00013986855840987896
1600,0.9678848974535773,0.032113357197312196,1.7453428375092298e-06,5.107462264653732e-12,1.210261655336818e-05,0.9999878973834467,0.9513919116244732,0.048608088375526874,0.9998393021195069,0.00014859526313475371
1700,0.9640284389406043,0.03596947849134918,2.0825597680427455e-06,7.2371859183926936e-12,1.3619103178355138e-05,0.9999863808968218,0.9488054770769767,0.05119452292302339,0.9998291127354096,0.000157268160723285
1800,0.9599905271016669,0.0400070133103384,2.4595772074795394e-06,1.0045893823202124e-11,1.5220505824089852e-05,0.9999847794941761,0.9462664440315754,0.05373355596842467,0.9998188877647133,0.00016589172906014956
1900,0.9557771664125781,0.04421995509884561,2.878474433881336e-06,1.3690400911961308e-11,1.690626910484038e-05,0.9999830937308953,0.9437739395069275,0.05622606049307266,0.9998086231279572,0.00017447060290077257
2000,0.9513943315106729,0.0486023271277421,3.3413432074476906e-06,1.835243901901261e-11,1.867588543327112e-05,0.999981324114567,0.9413271063701444,0.05867289362985561,0.9997983145292645,0.00018300958575504447
2100,0.9468479560400607,0.05314819364774726,3.85028834119511e-06,2.423904574219142e-11,2.0528896412348685e-05,0.9999794711035879,0.938925103025714,0.06107489697428606,0.9997879574716249,0.0001915136328595705
2200,0.9421439302240615,0.0578516623060338,4.4074390216541e-06,3.158561031681292e-11,2.246489444676151e-05,0.9999775351055533,0.9365671031482178,0.06343289685178216,0.9997775472461067,0.00019998786073866057
