milliseconds,OCT4,SOX2,NANOG,OCT4_SOX2,Protein
0,-0.11564250283330423,0.16334648976644514,0.01014085822258024,0.0986890948579754,-0.0014232703354277653
100,0.9697086833185045,0.8316474803627795,0.009104035393952348,0.049161075696060076,-0.004978455050178229
200,1.9623537615935724,1.843441870510188,0.00843764367990209,0.05986295797135066,0.00552123401231162
300,2.562850591536532,2.57079525822655,0.007465525599144891,0.052043100914915714,-0.0034223108238861347
400,3.1670729864586162,3.088293751276945,0.006982438921095686,0.06980925884968975,-0.002524817943626931
500,3.84980836102911,3.7277662927934756,0.006328832411569404,0.0943133046522743,-0.0026739352383939254
600,4.235117293954724,4.148307540603076,0.005761464730714409,0.10359401511479335,0.0029236790758385067
700,4.695447480017709,4.603836274810682,0.0051205219622470766,0.14948481087701881,0.008406492665161556
800,5.162701471945051,5.244222452879833,0.004848411995916158,0.18207672277652132,0.005377654537823224
900,5.403991623523873,5.403076066546808,0.0045338214779602,0.23844293850757015,0.008023601010300937
1000,5.689506765588001,5.786777106264631,0.004154361617363151,0.25570845603609405,0.0052541445485771365
1100,5.998106257548914,5.896723113152478,0.004086236987385697,0.2951940133587417,0.02019009257786324
1200,5.98140666467377,5.990755325109276,0.0037022094572217276,0.3082611850415065,0.01972041200332634
1300,6.244802587626574,6.317286130306688,0.0036510716356426944,0.3375095816369116,0.023130667055057903
1400,6.555288102822728,6.5912671898658575,0.003315834664245002,0.3846024111599644,0.029745229297484143
1500,6.644625978120674,6.749985305667602,0.003414029653248632,0.3939951315184345,0.025535946710165538
1600,6.8578908879944365,6.786258085760837,0.003244959717466349,0.4226189073693989,0.036517942311031414
1700,6.934061417404896,6.763433145232693,0.0031859505586658175,0.42127274565803546,0.04041328807595644
1800,6.949129226021431,6.737502558959387,0.0030247942632291333,0.4402822721119073,0.03466868892762334
1900,6.959748381376267,6.9004722032997865,0.003047919168173384,0.46584552384226874,0.039835664671468866
2000,6.945471103251467,6.795183104349169,0.002818774890551818,0.4649224536342363,0.05164310557162762
2100,7.012108242064501,6.9324625890577565,0.0029071386612486345,0.4776809472357731,0.05688049966002898
2200,7.189888030421886,7.007836670686827,0.002772696082029605,0.495583028304535,0.061595579821530036
2300,7.028609051034731,7.227786489855945,0.0028335625344961266,0.4880948998432668,0.06126221371114234
2400,7.027650384520323,7.12627905899404,0.002793309652811141,0.4858354325372193,0.0664591911645264
2500,7.107807970075138,7.140459249646968,0.0028204161092838485,0.5019573766590494,0.07773742145664352
2600,7.17765709144364,7.16042282312866,0.0027148473502390047,0.5055151088841653,0.0742205992809025
2700,7.293812613242303,7.120938860698489,0.0028416694248453796,0.5027613190778739,0.08481449127211177
2800,7.167835935051846,7.158262284036937,0.002805047420709209,0.5079249576621631,0.0857502030304455
2900,7.339195451182178,7.052048376933054,0.0026961535830741725,0.5262703955239894,0.09918275765906613
3000,7.200709583652803,7.229583229402383,0.0026739894277647874,0.5259242358597747,0.10102995662768074
3100,7.13720235705105,7.082007343919378,0.002890427180526896,0.5179862955833816,0.10289833695934697
3200,7.058175040336439,7.268834467571267,0.002865455238168781,0.5248614477779808,0.11443376337959375
3300,7.223779953663383,7.1609556843872415,0.002656158764539728,0.5095925559923271,0.1109288586095586
3400,7.226619755330058,7.369426782264225,0.002827098709134415,0.516722278425807,0.11353557513207438
3500,7.248105868408652,7.110415501937366,0.002839884955420425,0.5125481067261273,0.1250377091111479
3600,7.376639201196287,7.087483241797281,0.0028903851823200884,0.5064612944712394,0.13168196191594678
3700,7.335188616304083,7.300435238682584,0.002714358396222965,0.5149938115796765,0.13268881439291239
3800,7.179558172686937,7.392626464594712,0.002803209002919644,0.5175541318145407,0.14443403860238957
3900,7.124915728059118,7.248271448754544,0.002973324570249163,0.53828530025703,0.14488318447349663
4000,7.175318162011083,7.170481128337016,0.002713968788895165,0.5083421567050178,0.1521924963428911
4100,7.220613058798518,7.298539217219938,0.0029535789493875036,0.5206633096190421,0.1526008942965797
4200,7.183386504537444,7.417833630692581,0.002949240125021705,0.5253856962596273,0.16382837026030628
4300,7.2721465075940985,7.2207768036624795,0.002775520242922184,0.5247783051891716,0.17053525822372625
4400,7.18882315091884,7.112402244254989,0.0029923022012287937,0.5126477773080073,0.16959728147922695
4500,7.284855392344886,7.210298788631536,0.0029301626127206286,0.5138825377700434,0.1797987400181364
4600,7.227602444741613,7.380945135482367,0.003015037687433112,0.5405925068293901,0.17954749531151076
4700,7.2240790568636495,7.399055999383883,0.0027646229450655423,0.5411783706476978,0.19048335364905083
4800,7.2853621615071065,7.402789888422117,0.003015386705396918,0.5276070144072311,0.19156225891305168
4900,7.201405662153248,7.247435969407946,0.0029012416414807927,0.5424624269363904,0.19624754624555424
5000,7.259354402336343,7.24765728394918,0.0028075383030146334,0.5351345958882331,0.1989014705586826
