milliseconds,IL7Ra,IL15Rbeta,gamma_c,IL7Ru,IL15Ru,IL7Rb,IL15Rb,IL7,IL15
0,1010.885902432127,987.1800010833975,100006.8838165201,4.205430526019799,5.2514190984455125,-15.58723690921374,0.6713156406163325,6043.457451948823,601.3866515800063
100,205.27988373898393,198.6500499946311,98415.42988510216,743.5296067295519,807.72540913169,25.474290558846484,0.8963931280618611,5953.490869843204,601.2224763040109
200,40.915586982852574,43.897607020059475,98112.5929535316,824.3397364188764,960.6454786600424,109.17294900837082,1.1693653373959045,5891.435602762868,599.862190202796
300,15.835815394090117,23.61531436485571,98011.07556471713,769.0559167269815,977.7895825161972,208.9234833749197,2.5842791437956647,5813.862475118407,599.1834992609139
400,-4.467325077856836,-6.176879161564018,98036.23478149658,703.4115094439067,985.6635876062694,263.43303759859555,3.057042340243204,5748.522794118245,599.640489729395
500,13.720817375669833,11.237486020883495,98021.98923007834,653.5496171986658,1002.8826240969219,327.2697415395584,4.575455403377296,5672.915228342011,597.2616104841176
600,14.708306057168873,2.021381676226378,98010.5209015852,613.6431218594407,1001.3319902681801,414.86725004276224,5.891302791658719,5636.909268017248,596.4440984553086
700,-4.178847627393841,2.3719924715358673,98032.76071951586,554.2480810748452,977.9921639293495,429.26464222539164,6.854614790368854,5580.420690877815,595.6803042180263
800,-2.768457116675129,16.199318200679464,97996.65030214463,491.4837831756595,994.0162464572655,480.07884140952194,6.099477766731496,5537.352879345658,595.0201537515342
900,16.813099575034244,14.662815896624071,97982.34162297235,473.8022658406094,991.4868011070623,502.7241469546713,7.85993834856438,5510.927816282414,593.4551559462261
1000,10.695257342773505,-7.880816311186017,97990.62980248638,419.60323054181,978.00268818637,583.8316523371923,8.964913078046953,5440.376659434494,593.7653738757941
1100,11.293741179043753,2.0800483419488818,98017.68556453909,412.7120359121161,986.6007965797581,574.4671459614203,8.843984899389097,5405.5987289696695,593.0676493641154
