milliseconds,IL7Ra,IL15Rbeta,gamma_c,IL7Ru,IL15Ru,IL7Rb,IL15Rb,IL7,IL15
0,1013.8930149009875,989.1403536258817,99991.01989296288,-20.209226748227383,-12.722896886860747,-2.470883355449269,-0.6782080263403769,6011.066065421889,602.7227382576424
100,198.6413140717355,186.01084459668468,98408.7092587182,746.4028872900275,805.9526033076386,27.150641783088414,0.1956199122177561,5972.554237614052,602.6792012759914
200,39.83640324989627,43.869868718587554,98093.05822810123,828.2288917653228,952.071213875562,112.6057401870124,1.2012391951971197,5885.215417604161,600.6039468728808
300,6.023604784839173,22.063431459327237,98048.77599007124,784.7714664687106,978.4654703306894,182.82154127452924,2.9647661977794915,5837.10036579081,600.5685866390206
400,-6.054478108091823,19.63997497704364,98003.84663525158,706.0967521086155,1002.4494778047678,291.0460133980712,4.308781826957675,5756.31382678545,599.3520911455055
500,-0.22257225410800796,-7.282764988061958,98031.10511601635,639.7330509412169,1002.102037605418,320.88621790120544,4.542768877092781,5674.227342253146,597.1468646153538
600,8.830967839693912,-7.00642795377705,98000.86566857874,593.2209518658542,976.6674754203966,381.44204130049445,5.346338672503068,5617.466760663021,597.8316496244155
700,6.900168192575565,13.113158075502952,98011.86268398039,563.4775341268971,982.0490270629349,425.31512118488433,6.718562863708921,5603.485394470667,596.6340207115103
800,-7.387911371479857,3.6712138021748424,97995.34104417988,499.7499283604547,983.4665455623596,492.9335377363761,7.034377866533656,5513.289349821827,595.2656909234242
900,4.57183627508568,7.519673240877207,97983.87138081038,490.8727040954709,998.3437767153946,506.5942795495902,7.917068834688937,5479.375217622492,594.4414262145953
1000,-9.901288003072015,4.521589775814302,98022.21084985441,432.78442852053234,972.7821701712436,565.142420986369,7.824318122646645,5459.305126664405,592.8786421662481
1100,-0.10313150696683238,5.768273345668046,98015.38881231894,416.8534298959642,987.4283639892594,577.604270854056,8.999377319772341,5445.946011132801,592.5327916105986
1200,11.02004876274668,7.086878581550726,98001.53205998846,382.6647062737498,974.1731079949765,603.5789986815984,9.853381323823017,5421.326779053843,592.6144470413817
1300,5.76259143026077,12.27277218618234,98018.33398091025,356.5298217615852,976.5316214640492,631.6141055407342,11.634906439369471,5385.845541727776,591.3338719691974
1400,16.101838186241302,3.3015095892241995,98028.76975868634,317.7541832885608,987.5035856622547,681.215108954216,12.378401232780476,5356.304073767134,589.5435852213024
1500,9.721854478824419,11.81141013587722,98005.61097597172,303.21267573748236,978.8366454196569,688.6185730299826,13.51541439772313,5334.135180762844,588.7770477218844
1600,-7.893689849255472,9.341750285391681,97994.50596627597,290.0586823823646,988.606264117509,694.2061494043812,13.105089929971534,5326.368035308099,589.3312908044837
1700,-12.047441256361742,12.580588106859654,97994.79298071336,263.56659984816116,969.54167279661,718.4070886360718,14.823997245727904,5288.428468918872,587.9092950980646
1800,-9.473662723580134,0.9349897675081733,98035.0695930732,243.22415286351315,980.8450824263001,728.6132780977468,14.682263286525519,5289.928464529779,587.7657449131526
1900,-11.965057221970179,1.1709111247263815,98010.04560869603,219.13612235263133,966.5124651378167,757.0827207875021,16.08271890141992,5260.052461150631,586.958338384585
2000,-7.248924302218569,6.521887401423477,98033.11128506112,230.21646846169793,972.1057104244443,756.3590846891624,16.786511182696458,5264.071814253132,584.3428019415181
2100,1.4537783878688162,8.043226149436098,97982.33608607957,229.77362245442052,964.8916896500212,765.4073058775849,17.80901851923255,5251.475996501386,583.8117356163667
2200,9.732029276295425,4.510857467700412,97984.36449926445,193.8072102958398,986.9172401694918,791.4133421859655,19.56000294277292,5224.037837610068,582.5633571231924
2300,-11.28522363185878,19.924340472936088,98021.83356031288,191.8050238641887,973.6155573135852,822.9332880186973,20.32284869453371,5233.413009141133,581.9274169334125
2400,2.2248321459825773,-4.434805185560352,98027.40738071885,198.79061486871163,960.5923333191035,826.5188593937943,20.329853489820408,5193.521573750384,582.1268172302541
2500,7.301601147829083,8.132819820134088,98013.63052710512,177.50617331853397,979.2049194919703,806.9859900935242,20.683195070614257,5211.516697778967,581.1096802428733
2600,5.473715785881035,-7.959563071786817,98017.69502437161,173.41543852581185,985.478431324491,849.3017172688428,21.98790512007411,5189.664242950102,580.349377175772
2700,12.644181328982711,-1.4102130774425463,98013.70230297133,169.2974653262178,968.9324564555735,841.6522550846653,23.364301365220353,5188.318319864312,580.0932057703704
