milliseconds,lck_inactive,lck_active,phosphatase_inactive,phosphatase_active,lck_total
0,0.0,0.0,0.6007316382481472,0.6005066548150324,0.0
100,0.0,0.0,0.6009962934491422,0.5996076808483437,0.0
200,0.0,0.0,0.601268449201106,0.5984464246343236,0.0
300,0.0,0.0,0.6012660918834918,0.5979614578927417,0.0
400,0.0,0.0,0.602617691544216,0.5977068307668693,0.0
500,0.0,0.0,0.6024538912915076,0.5975169127964721,0.0
600,0.0,0.0,0.6035970168329394,0.597161024535452,0.0
700,0.0,0.0,0.6041627831095341,0.5950845223164059,0.0
800,0.0,0.0,0.6040115797225997,0.5949164917173645,0.0
900,0.0,0.0,0.6056292940324571,0.5949264733796058,0.0
1000,0.0,0.0,0.6051724641974595,0.5933569991964716,0.0
1100,0.0,0.0,0.6069073955592439,0.594208224264581,0.0
1200,0.0,0.0,0.6074818303583343,0.5933744458792916,0.0
1300,0.0,0.0,0.6081936492918544,0.5930128079314185,0.0
1400,0.0,0.0,0.6086565677521975,0.5916671657417032,0.0
1500,0.0,0.0,0.6089830997097943,0.5911366312547727,0.0
1600,0.0,0.0,0.6096536779549365,0.5904764776640176,0.0
1700,0.0,0.0,0.609953026924403,0.5907720743028961,0.0
1800,0.0,0.0,0.6098721317830271,0.5897091627224275,0.0
1900,0.0,0.0,0.6118725306741517,0.5882736784481386,0.0
2000,0.0,0.0,0.611171796331353,0.5886328478809254,0.0
2100,0.0,0.0,0.6120720247126181,0.5877069829952302,0.0
2200,0.0,0.0,0.6134458121587542,0.5866326279417872,0.0
2300,0.0,0.0,0.6140946008651967,0.5871413622411855,0.0
2400,0.0,0.0,0.6145982595450302,0.5862230780188936,0.0
2500,0.0,0.0,0.6149385953341661,0.5859065292549229,0.0
2600,0.0,0.0,0.6146457694129697,0.5857114129830625,0.0
2700,0.0,0.0,0.615582439392176,0.5852212295482456,0.0
2800,0.0,0.0,0.6158972986944088,0.5835318823875647,0.0
2900,0.0,0.0,0.6170493123448555,0.5829891737739774,0.0
3000,0.0,0.0,0.6165497394571564,0.5821601112809364,0.0
3100,0.0,0.0,0.6171753087621695,0.5827097371016609,0.0
3200,0.0,0.0,0.617849395034004,0.5821749543528311,0.0
3300,0.0,0.0,0.6185636273471613,0.5807267912694691,0.0
3400,0.0,0.0,0.6196657862480053,0.5800993249851741,0.0
3500,0.0,0.0,0.6199488992403139,0.580231231091255,0.0
3600,0.0,0.0,0.6199247276799681,0.5799882503460881,0.0
3700,0.0,0.0,0.6209581243465913,0.5792805715363859,0.0
3800,0.0,0.0,0.6212177336219935,0.578250970386555,0.0
3900,0.0,0.0,0.6220878840264085,0.5773031979571877,0.0
4000,0.0,0.0,0.6224472853882215,0.5765552581057783,0.0
4100,0.0,0.0,0.6236314772996868,0.5773796408139802,0.0
4200,0.0,0.0,0.6241998451914765,0.5755309729020522,0.0
4300,0.0,0.0,0.6239105120681576,0.5757812854326286,0.0
4400,0.0,0.0,0.624671556723249,0.5750137997462621,0.0
4500,0.0,0.0,0.6252374984744833,0.575159234388184,0.0
4600,0.0,0.0,0.6252567397851799,0.5743479123705084,0.0
4700,0.0,0.0,0.6259656855068237,0.5737030220275479,0.0
4800,0.0,0.0,0.6271871320562324,0.5730202384331557,0.0
4900,0.0,0.0,0.6280790906065143,0.571948900579493,0.0
5000,0.0,0.0,0.6284312384941065,0.5713932838657131,0.0
