milliseconds,lck_inactive,lck_active,phosphatase_inactive,phosphatase_active,lck_total
0,0.0,0.0,0.599547709197882,0.5996376851987227,0.0
100,0.0,0.0,0.6013214229461509,0.5991750281008759,0.0
200,0.0,0.0,0.6005464990366906,0.5996022228775385,0.0
300,0.0,0.0,0.6012458490377693,0.5989907576250627,0.0
400,0.0,0.0,0.6030730849674873,0.5973520172806269,0.0
500,0.0,0.0,0.6031819181238759,0.5964021918573534,0.0
600,0.0,0.0,0.6031220243575218,0.5967156539239501,0.0
700,0.0,0.0,0.6037926690663615,0.5953106867577186,0.0
800,0.0,0.0,0.6054319791344325,0.5953341626748136,0.0
900,0.0,0.0,0.6054152828063656,0.5946993699171028,0.0
1000,0.0,0.0,0.6061086221445459,0.594609606072521,0.0
1100,0.0,0.0,0.6060646706104663,0.5939298301512528,0.0
1200,0.0,0.0,0.6076303455140085,0.5925182480004049,0.0
1300,0.0,0.0,0.6079170711104214,0.5921607696624331,0.0
1400,0.0,0.0,0.6076006710839782,0.5924737791151841,0.0
1500,0.0,0.0,0.6091500487346804,0.5905394612174881,0.0
1600,0.0,0.0,0.6085609922461964,0.5901217472605018,0.0
1700,0.0,0.0,0.6102394143818722,0.5897174434340335,0.0
1800,0.0,0.0,0.6104979782573935,0.5888356628360197,0.0
1900,0.0,0.0,0.6104698522345096,0.5897048188224122,0.0
2000,0.0,0.0,0.6119376038421089,0.5891271600712401,0.0
2100,0.0,0.0,0.6129922501032773,0.5885474074132967,0.0
2200,0.0,0.0,0.6127165389430758,0.5869209825541489,0.0
2300,0.0,0.0,0.6139701043283289,0.586754811283963,0.0
2400,0.0,0.0,0.6131192984753931,0.5864711802584746,0.0
2500,0.0,0.0,0.6148756781166677,0.5858557089636499,0.0
2600,0.0,0.0,0.6145237897795157,0.585737414593537,0.0
2700,0.0,0.0,0.6163109142467134,0.5840901412386004,0.0
2800,0.0,0.0,0.616622800908852,0.583325330077438,0.0
2900,0.0,0.0,0.6162082396817542,0.5840198980556902,0.0
3000,0.0,0.0,0.6170583326665114,0.5820607678295033,0.0
3100,0.0,0.0,0.6171140641245784,0.581700801808845,0.0
3200,0.0,0.0,0.61818473731462,0.581322040815376,0.0
3300,0.0,0.0,0.6184027965187766,0.5814588561308841,0.0
3400,0.0,0.0,0.6195854732127251,0.580859883393588,0.0
3500,0.0,0.0,0.619612898833731,0.5797725722683857,0.0
3600,0.0,0.0,0.6208142843856114,0.5798591227199885,0.0
3700,0.0,0.0,0.6204000183400067,0.5787413411155358,0.0
3800,0.0,0.0,0.6221671525203366,0.5784086584146338,0.0
3900,0.0,0.0,0.6228610905016887,0.5783825372161467,0.0
4000,0.0,0.0,0.6228213206127814,0.5770018647943747,0.0
4100,0.0,0.0,0.6235903529920923,0.5760993660523906,0.0
4200,0.0,0.0,0.6233883823123084,0.5769164139409613,0.0
4300,0.0,0.0,0.6245513991083922,0.5750184720636456,0.0
4400,0.0,0.0,0.6240666556786114,0.5756148445529122,0.0
4500,0.0,0.0,0.6247392029337473,0.5747312245720537,0.0
4600,0.0,0.0,0.6263913215223624,0.5744553721203383,0.0
4700,0.0,0.0,0.6255591842472215,0.5738958419657652,0.0
4800,0.0,0.0,0.626594235416363,0.5727158143581804,0.0
4900,0.0,0.0,0.6276928878818446,0.5719321988391849,0.0
5000,0.0,0.0,0.6286426675363089,0.5723549303890216,0.0
