miliseconds,M,Tc,N,Tr
0,3.9997798971493244,463.8036092612848,226.90823327826396,42.00501603635574
100,4.000400936574861,464.3288660029205,227.05891747255953,42.0183177423874
200,4.002038913795984,465.3548342687088,227.18562572297034,42.05806970648215
300,4.002392620083097,465.8112810813134,227.42343514227517,42.09960674725574
400,4.00364697906333,466.3192118416107,227.60928493841956,42.16503765207199
500,4.003831522876769,466.56889502576126,227.5815469612422,42.19184062568176
600,4.004479067182286,467.07162648191314,227.87913501950783,42.228657054643215
700,4.005289844907073,467.761987991047,227.9965081214944,42.272164045948344
800,4.006307523682217,468.8311283243461,227.98278462821395,42.300342791353515
900,4.007046627430382,469.33567023945375,228.27701212733623,42.319176227062364
1000,4.007645802461607,469.4432462527348,228.2839614793316,42.37573577159615
1100,4.009160251238398,469.9946625967941,228.3895896471523,42.401377450904256
1200,4.009564384330724,470.69118073111355,228.64807510292084,42.44734448114521
1300,4.00977632344664,471.3638551533746,228.75417042428253,42.47741975919636
1400,4.010705280517048,472.17350345969163,228.910236312034,42.49663192631481
1500,4.011366899645135,472.3429371659983,229.05604490001437,42.54920132877397
1600,4.012734916899474,473.01913680189085,229.06896523176746,42.56683323926254
1700,4.013869864868573,473.88154939375937,229.16986192374614,42.58273289423537
1800,4.013934021179533,474.37235733777123,229.39788037851184,42.64242923519523
1900,4.014557651296087,475.06105151602446,229.55763185559994,42.64126567765514
2000,4.016172149103706,475.1304215277067,229.5942077006335,42.705578534824696
2100,4.01636594888326,475.62113888381595,229.72619645545115,42.734560869781276
2200,4.017047980126271,476.1105279727884,229.99680636828955,42.74543490387534
2300,4.018216411461842,476.6966123873608,230.01852621315146,42.79495220831064
2400,4.018331967193257,477.3453832037325,230.20604552029351,42.79247629731608
2500,4.019693338957575,478.33589062921504,230.23291134836936,42.83450739302548
2600,4.020660214253209,478.51936433508826,230.34818166904844,42.852816692162435
2700,4.020822502282853,479.2018899296942,230.48930524101826,42.893627962490456
2800,4.02185226734214,479.1935327538833,230.71696909396937,42.938044965184496
2900,4.022658606905578,479.8237574442968,230.83684239228606,42.956772476851405
3000,4.023049735122223,480.85341514167663,231.0173951302877,42.979377222156764
3100,4.024294903784482,481.46686552521714,231.12362732878012,43.04306112441966
3200,4.024440656081123,481.54007972558253,231.265317376184,43.06150522769473
3300,4.025245358332825,481.81132889374607,231.22999096644944,43.09942836401662
3400,4.026859498037594,482.947138820728,231.43650041517904,43.09960936160425
3500,4.026654592758565,483.4562357927824,231.52297332160407,43.14206854819228
3600,4.027906383058698,483.5284026138548,231.6632569677898,43.17812133234331
3700,4.028523120923594,484.3571176784895,231.82177025933058,43.20220813366661
3800,4.029519988638158,485.1567202883679,231.85736831354185,43.20585349696989
3900,4.030019732899828,485.23890950058836,232.0322451496711,43.246206767247024
4000,4.030731650941887,485.53190357683894,232.21406743158477,43.2589463691632
4100,4.03118369548228,486.6719495806166,232.27560785471312,43.285654141355465
4200,4.032152635562338,486.4068779212746,232.36776143689227,43.34503364694313
4300,4.032830394836631,486.98665929120864,232.50222270440645,43.340855310091996
4400,4.0342687654850415,488.12812622360053,232.7228557796976,43.38005705247064
4500,4.03505565082671,488.12944973031864,232.8776963702255,43.40614401026269
4600,4.035506233837663,488.72191548880375,232.92638178795752,43.43469122429383
4700,4.036726177748671,489.0050797897713,233.08216622835502,43.46390005528682
4800,4.036717054516306,490.04602760062676,233.26700323827217,43.47747401230455
4900,4.038148849237288,490.19834736648687,233.41871549716103,43.5099927557549
5000,4.038407253324153,490.70446745894145,233.44229812635868,43.52640940704103
