miliseconds,M,Tc,N,Tr
0,4.000497264103139,463.8020136301177,227.08574781705315,42.00386358881046
100,4.001111237306078,464.70518228135137,227.19410811385225,42.03263980557407
200,4.001463406103113,464.88595067207746,227.32757117316402,42.0590138797782
300,4.002861592560292,465.54206020861335,227.36818238950545,42.132529748797424
400,4.003150429021913,466.3205975667073,227.53224959552412,42.16307038196514
500,4.004277163547639,466.88938074119847,227.60388799971108,42.161956861895696
600,4.0046530832893525,467.688487358241,227.85999623874207,42.219563820283
700,4.00578071734165,467.7027873262272,227.9353841774565,42.26155547825781
800,4.005936873075206,468.4380856064943,227.975960982019,42.26845170041752
900,4.007423720129961,468.9613298134541,228.12776828617936,42.34355042547464
1000,4.00824277762328,469.72841092583894,228.34845546574596,42.33976456082409
1100,4.008692053150922,470.4442420528286,228.4618218616762,42.38630992644654
1200,4.009339502312376,470.81842955169947,228.62038490539283,42.444775050895956
1300,4.009856812102446,471.44263865225145,228.68886545635593,42.465463646451276
1400,4.0115550630105545,472.07222664362405,228.85009961655948,42.48995904441178
1500,4.011320024340634,472.80616712438206,228.91284205289455,42.50639409080523
1600,4.012039119312279,472.83217572441566,229.0302764126097,42.57173131847
1700,4.01305839959564,473.71748797161933,229.2124959778789,42.58906308886288
1800,4.013878298187046,474.4388341012281,229.4674820904042,42.6056359321288
1900,4.014971743709882,474.7897704208636,229.60874827095367,42.67423945231938
2000,4.015360339535514,475.54528341061285,229.57992556039648,42.67456478859278
2100,4.016765385818835,475.8810318315897,229.80296180632035,42.73913990830318
2200,4.017424687704146,476.49800915482075,229.8942090360625,42.73507067702885
2300,4.018155156990671,476.96025488446736,230.0857869383517,42.79700018309252
2400,4.0190983800785425,477.30189827547184,230.11173259174703,42.80926547535192
2500,4.019456938770367,478.22198870127636,230.29859142292707,42.831483223903476
2600,4.020549868001966,478.23411205530476,230.34595760940334,42.89028448558707
2700,4.0208267668673665,479.23243569611554,230.50483428395376,42.89517126024196
2800,4.021961734307234,479.50020319707096,230.62016654810517,42.934867903237574
2900,4.0226264546145005,480.0395619669286,230.74929014899152,42.972930267852114
3000,4.02325973566611,480.7722722594654,230.9380221178518,42.9945511932798
3100,4.023702658386897,480.8517700160881,231.13271802250648,43.025182828052095
3200,4.024577525493793,481.3470636292854,231.2491461126853,43.03853771653787
3300,4.025818051407675,481.83371986209505,231.22920080340322,43.07083000345086
3400,4.02592261695118,482.42340349681945,231.3534608802256,43.08957371299618
3500,4.026930112932602,483.5572651212047,231.6096743509251,43.113427573465174
3600,4.027794165852589,484.05497333591086,231.78443438793457,43.149570372698676
3700,4.028410905871984,484.61098121601594,231.8615373604382,43.17196451826923
3800,4.029947951262777,484.4444289580736,231.92979612177308,43.20705828689347
3900,4.030768066539066,485.18160263492035,232.12941977574684,43.24392325651862
4000,4.030680958096325,485.8297625856287,232.14400320423465,43.279231880319955
4100,4.031308854642518,486.6489902652873,232.26317595276575,43.290600167588416
4200,4.032165954799984,486.5546251850307,232.49627245788156,43.30795478420621
4300,4.032835558015506,487.55341073107104,232.64007255102237,43.340649614626734
4400,4.034242992004645,487.51512186775466,232.69448765542194,43.36516853087415
4500,4.0344443763833,488.5236991832888,232.7392552385587,43.38420210614756
4600,4.0355329220845615,489.01294582211085,233.01969132157524,43.445122228933734
4700,4.03580491291513,489.273772176948,233.14101695842794,43.453217904111504
4800,4.03699542768464,489.9823199594912,233.12624905966808,43.47692551459182
4900,4.038164830161568,490.03351058853985,233.42023008162946,43.48960482416793
5000,4.038813128836428,490.4800728032006,233.48590126989416,43.52569269511044
