milliseconds,M,Tc,N,Tr
0,4.000025133916391,464.1796696614603,227.0819481603512,42.00733124425882
100,4.00046348488385,464.5049570439697,227.18922968930357,42.027201487915285
200,4.001576951484218,465.26892877184025,227.22837990490217,42.05769909120536
300,4.001897402125552,465.47802270600886,227.41215603795982,42.125852101188464
400,4.002711357916861,466.3543744563391,227.52158050389656,42.154917728996516
500,4.003743491566638,466.6276883005604,227.63216098756072,42.16260147059686
600,4.004517120107083,467.6376460486835,227.77159743134177,42.23563933862292
700,4.005336018806446,467.8722306805436,228.00446344131387,42.249389089152395
800,4.006566123778282,468.532233596939,228.13868600480015,42.26934529171973
900,4.007547595115404,468.9247932030077,228.21799787345904,42.32506214505443
1000,4.008263953364557,470.0543091933441,228.32304235709813,42.36942214942454
1100,4.008852364812474,470.3103046768972,228.48692797709822,42.38889138469832
1200,4.009537915801837,470.48042432251583,228.68630006942587,42.411799108454424
1300,4.010305984612741,471.78849223990045,228.77471179750188,42.454919535762365
1400,4.010470879025352,472.0610386050055,228.86406048992228,42.513105371673454
1500,4.0117233741596925,472.1245844630047,229.07189958246644,42.53462517922946
1600,4.01291927326543,472.6882437346879,229.12103962764812,42.57612558777244
1700,4.012864106710546,473.479345708702,229.22690972948337,42.58850578209456
1800,4.014320692680247,474.14933893948336,229.41574215448924,42.639334328240324
1900,4.015299476201259,474.4228594757928,229.56511702940796,42.67343300572986
2000,4.015876129048944,475.6475552136175,229.56436963206528,42.710737078756104
2100,4.016016440795589,476.17436660456667,229.71732686468692,42.73577053135376
2200,4.017636634796362,476.3563908332615,229.97951628874094,42.72977401636707
2300,4.017442010556412,477.1215082438138,230.0882013349808,42.787268691740216
2400,4.018689893896369,477.6551579418299,230.18576514773432,42.818641929497964
2500,4.0190766149543435,478.03340603219544,230.31417467017258,42.83809814355423
2600,4.020730864873316,478.1972856023221,230.41686716247315,42.867910869093286
2700,4.021093093810917,478.7521973610621,230.6401707361614,42.89975658124822
2800,4.0213442431353785,479.81482728019216,230.72543899508653,42.940334817596735
2900,4.022107237517459,480.44231501588166,230.8162621659769,42.958783469709026
3000,4.023491205931993,480.81890288531076,230.84989465469707,42.97928467648002
3100,4.024157498584223,481.15217160679197,230.98439486424127,43.03958435135532
3200,4.024679321941078,481.55721388174203,231.22860037097686,43.067785659366116
3300,4.025442340439234,482.15107921486725,231.3025984193659,43.09863115821192
3400,4.025923691586366,482.3684619155314,231.3669723861567,43.110327919862186
3500,4.026679793525971,483.6151050312708,231.6182974099122,43.15796898896289
3600,4.027766082871466,483.98508329672694,231.69060771741565,43.14861629906227
3700,4.029093548312817,484.2309812477415,231.78720721135457,43.20824150717788
3800,4.029067163610332,484.9490967077361,231.93586956725724,43.23835268896259
3900,4.029687163636169,485.1984173221529,232.15555288391676,43.23156902730949
4000,4.031316771361734,485.62453222171087,232.27189355093154,43.28161966262106
4100,4.031300152359857,485.95670682372787,232.3990750372567,43.3027734095554
4200,4.0326471161457915,486.6151694570988,232.398502442448,43.33440712655392
4300,4.033291130078552,487.2315498525942,232.6044950468864,43.34191062641268
4400,4.03355266613217,487.4626588299254,232.7983348335929,43.38875626898256
4500,4.034717817288602,488.5953284232315,232.80670232308762,43.39810867731418
4600,4.035828349827398,488.63973157018705,232.92557876507792,43.43673750330866
4700,4.03613450940671,489.6661113153821,233.05321243740235,43.444679156960284
4800,4.036828915562376,489.9406670782164,233.26222718771817,43.47981674634651
4900,4.037445337584614,490.41754889919815,233.28966890752386,43.50977647097846
5000,4.038131181547914,490.81948056779964,233.3887434679965,43.52161177271942
