miliseconds,H,T
0,0.5997373776142245,9.97466855666481e-05
100,0.5992116584867586,0.0001006538426649418
200,0.5973963405165699,0.00010198099232364701
300,0.5966064947435438,0.00010268670242069999
400,0.5949985658511232,0.00010352357084934896
500,0.5939122602783357,0.0001058491320776559
600,0.592759242776483,0.00010570623337276383
700,0.5918436273311022,0.00010675858283452096
800,0.5904535523259942,0.00010796202805677913
900,0.5900010148494033,0.00010972657858370986
1000,0.58862643312057,0.00011140786219227864
1100,0.5878195643605997,0.00011230681885445618
1200,0.5865211482730894,0.0001128576671165576
1300,0.5856219042043842,0.00011538954344245388
1400,0.5845871914885128,0.00011675987774240836
1500,0.5842827245397011,0.00011803989646931594
1600,0.582251442912205,0.00012017414792545837
1700,0.5815466787629098,0.00011998515675177001
1800,0.5813007093358422,0.00012130961519583607
1900,0.5793345062954549,0.00012384474513801034
2000,0.5785756576573555,0.0001259607860948679
2100,0.577462445033016,0.00012616495128480102
2200,0.5771001166449253,0.00012789908534207125
2300,0.5765553707636448,0.00012890300511528502
2400,0.5754758449886509,0.00013030069953499164
2500,0.5739657387148904,0.00013253179154102906
2600,0.5738137450303141,0.00013477245092239978
2700,0.5729912587292786,0.00013687473907606816
2800,0.5715049087495144,0.00013858711000498238
2900,0.5706176204188147,0.00013938843815008704
3000,0.5710640031597968,0.0001424379668326487
3100,0.5690694461858395,0.00014393478877952387
3200,0.5693688580489581,0.00014403114076696886
3300,0.5676892055116755,0.00014700115542663005
3400,0.5672291639181077,0.00014901137365939553
3500,0.5668710036027507,0.00015209241145509172
3600,0.5662290676432065,0.0001529891630782
3700,0.5650724570410448,0.00015549532415106345
3800,0.563711724966955,0.000156565157773997
3900,0.5639148021707422,0.00015896746988568354
4000,0.5625619177216589,0.00016096302646479183
4100,0.5617891239765576,0.0001633504280681409
4200,0.5614069253444468,0.0001656832244827431
4300,0.5613115566755806,0.00016926360599246217
4400,0.559852400255103,0.0001705765416119077
4500,0.5594641274584075,0.00017292401495331054
4600,0.5594262311484861,0.0001767264300351029
4700,0.5583444901394718,0.00017764659346625856
4800,0.5578423420968801,0.00018075640471538256
4900,0.5569486827662856,0.00018338872081386542
5000,0.5563957858627309,0.00018657699410948387
