miliseconds,H,T
0,0.6005522210684441,0.00010074912442050636
100,0.5993298267869432,0.00010019337325614665
200,0.5980557153819233,0.00010193013780958752
300,0.5959753921715949,0.00010191417599590405
400,0.5957337047301859,0.00010351015136103983
500,0.5947388640340713,0.00010570543741962268
600,0.5935919083965995,0.00010658426190960245
700,0.5920563215289315,0.00010872504821053363
800,0.5910916618245099,0.00010896558905420885
900,0.5899101923789547,0.00010945527361528954
1000,0.5884297181918471,0.00011238732214255991
1100,0.5879631187547225,0.00011282609448277509
1200,0.5861246634369993,0.00011361277117730747
1300,0.5856816326552079,0.00011488016512514688
1400,0.5852047221430764,0.00011587602547861925
1500,0.5839019490118109,0.00011643882919559432
1600,0.5826037107187599,0.00011789942992469528
1700,0.5821795497667471,0.0001209717452017962
1800,0.5803594623797331,0.00012160658636396578
1900,0.5803670779962068,0.0001239442870871507
2000,0.5793731899804023,0.00012364469251170609
2100,0.5780121125684471,0.0001252694928812726
2200,0.5766863419817196,0.0001267704316134323
2300,0.5768480909877834,0.00012889232561793488
2400,0.5760104329389258,0.00013108676903506435
2500,0.5745885827078475,0.00013255083003413346
2600,0.574184108259431,0.00013398740002718723
2700,0.5733192331252545,0.0001353686891718815
2800,0.5726761933403675,0.00013899548106840125
2900,0.5716682680013981,0.00013868943524076538
3000,0.5700938233354385,0.0001409331080439006
3100,0.5691863627176784,0.0001434051706144479
3200,0.5689245723456063,0.00014411377836143053
3300,0.5680068465250749,0.00014757079017650075
3400,0.5675462976477795,0.0001484018978873856
3500,0.5661228162078462,0.0001515740299744875
3600,0.565737642583084,0.00015221411199798078
3700,0.5647139339947743,0.00015566449224052614
3800,0.5639826558166129,0.00015762963912735467
3900,0.5637289548241365,0.00016062355013479203
4000,0.5626724782418976,0.00016111910131506751
4100,0.5627716451709779,0.00016326475792799742
4200,0.5612788428620777,0.00016490817483298139
4300,0.5610921371182243,0.00016895741558660613
4400,0.559714501592363,0.00017193417253317522
4500,0.5598705504376722,0.00017211569967382227
4600,0.5592365730151913,0.00017647851979700808
4700,0.5586869028486373,0.00017720656335624483
4800,0.558058854438692,0.0001800152275828589
4900,0.5566009103362471,0.00018449188832027707
5000,0.5556680667306584,0.00018631686626866003
